,m/z,I,RelInt,S/N,Res.
930,179.08258,2368720,0.001845667478477207,12.1,730890
931,179.11895,1766362,0.0013763200794597742,8.5,838710
932,179.15195,1025380,0.0007989591505458469,4.1,953439
933,179.16009,1017190,0.0007925776378939808,4.1,635010
934,179.1953,1109361,0.0008643957578738529,4.6,905409
935,179.22885,1281403,0.0009984480411036885,5.6,800616
936,179.27708,1053705,0.0008210295224462265,4.3,556761
937,179.3142,1033844,0.0008055541594695827,4.2,402163
938,179.34127,1071004,0.0008345086173625429,4.4,815072
939,179.39117,1083819,0.0008444938535815495,4.5,567061
940,179.42924,1028982,0.0008017657694191097,4.1,784426
941,179.46989,1211330,0.0009438483175317451,5.2,712378
942,179.48328,1057478,0.0008239693816935391,4.3,718847
943,179.4915,1008584,0.0007858719849169405,4.0,676936
944,179.5594,1189021,0.0009264655134108072,5.1,621308
945,179.62443,1081392,0.000842602775290209,4.4,750499
946,179.65434,1070969,0.0008344813459409538,4.4,727915
947,179.82872,1043245,0.0008128792633084342,4.2,992477
948,179.85162,1064948,0.0008297898822441423,4.4,774445
949,179.93669,1015629,0.0007913613324911037,4.1,748633
950,179.9629,1064789,0.0008296659920717801,4.4,919996
951,180.00188,1068257,0.00083236820035953,4.4,608606
952,180.00639,2565858,0.0019992741501699525,13.2,916685
953,180.03022,4922345,0.003835409877210007,27.2,682301
954,180.03834,1772907,0.0013814198352969493,8.5,624453
955,180.04275,8271341,0.006444892214822833,47.0,698186
956,180.0666,2118516,0.001650712656554434,10.6,707638
957,180.0748,1017782,0.0007930389145105749,4.1,558640
958,180.07778,2492407,0.0019420423448229173,12.8,709136
959,180.07936,1025240,0.0007988500648594903,4.1,470573
960,180.08325,1035897,0.000807153823141656,4.2,777417
961,180.10297,2456831,0.0019143221135527353,12.6,866008
962,180.11266,1068418,0.0008324936488988401,4.4,670104
963,180.1538,1099406,0.0008566389863904186,4.6,875873
964,180.21277,1036512,0.0008076330209781514,4.2,742079
965,180.268,1100336,0.0008573636270212166,4.6,779989
966,180.27218,1114418,0.0008683360887017513,4.6,893788
967,180.46891,1006317,0.0007841055759814362,4.0,685560
968,180.49307,1068916,0.0008328816822688803,4.4,808507
969,180.49546,1017845,0.0007930880030694354,4.1,712058
970,180.54439,1401348,0.001091907202889779,6.3,721723
971,180.55511,1192903,0.0009294903036567834,5.1,526103
972,180.58162,1021711,0.0007961003263798278,4.1,958567
973,180.76844,1010760,0.000787567488156313,4.0,544642
974,180.81803,1011671,0.0007882773243011055,4.0,1004503
975,180.88843,1026028,0.0007994640614369836,4.1,956074
976,180.89186,1032558,0.0008045521295220492,4.2,951786
977,180.95058,1024895,0.0007985812465609685,4.1,702693
978,180.95606,1096193,0.0008541354698885326,4.5,808774
979,181.01424,11832083,0.00921936353631625,68.0,668871
980,181.02946,3854616,0.0030034530857247364,20.8,753403
981,181.05062,11222814,0.008744631200310167,64.4,648307
982,181.06182,3988770,0.003107983665492557,21.6,710202
983,181.06583,2291235,0.0017852924469961514,11.6,706554
984,181.08702,1052649,0.0008202067046977075,4.3,860844
985,181.09124,1127978,0.0008789018166088703,4.7,840555
986,181.09325,1014187,0.0007902377499216298,4.0,710180
987,181.09819,4284205,0.003338181735126753,23.4,757602
988,181.12346,1355252,0.001055989961473366,6.1,617177
989,181.2374,1023575,0.0007975527243753198,4.1,1082533
990,181.24668,1135962,0.0008851228174650973,4.8,668294
991,181.29255,1018344,0.0007934768156229496,4.1,653733
992,181.30055,1010155,0.0007870960821545574,4.0,802114
993,181.40915,1068428,0.0008325014407335799,4.4,785939
994,181.42393,1063633,0.0008287652559758634,4.3,718536
995,181.42977,1014482,0.000790467609046453,4.1,823377
996,181.49342,1046694,0.0008155666671101784,4.2,876199
997,181.51166,1271084,0.0009904076468357267,5.6,719320
998,181.51258,1086060,0.0008462400037467305,4.5,631248
999,181.57378,1046719,0.0008155861466970278,4.2,504654
1000,181.5848,1121602,0.0008739337427787972,4.7,1083489
1001,181.62821,1057488,0.0008239771735282788,4.3,806266
1002,181.73876,1087602,0.000847441504663602,4.5,572754
1003,181.75323,1012279,0.0007887510678532832,4.0,784436
1004,181.81524,1180682,0.0009199679024213186,5.0,788363
1005,181.81971,1018315,0.0007934542193022043,4.1,485433
1006,181.82429,1138317,0.0008869577945463115,4.8,979814
1007,181.86862,1094298,0.0008526589172053474,4.5,838163
1008,181.90491,1131014,0.0008812674176358624,4.7,531863
1009,182.00946,2146374,0.0016724191497724664,10.7,763401
1010,182.02205,6385226,0.004975262576803971,35.7,625362
1011,182.03726,6562895,0.0051136993254418716,36.7,692598
1012,182.04585,1677522,0.0013070974196317173,7.9,813447
1013,182.05712,1797973,0.00140095084825564,8.6,727900
1014,182.06111,1450326,0.0011300700510781915,6.6,844785
1015,182.09345,1740896,0.0013564773931114933,8.3,932460
1016,182.09535,1011233,0.0007879360419395039,4.0,677292
1017,182.10653,1053541,0.0008209017363564944,4.3,1003130
1018,182.20866,1081732,0.0008428676976713611,4.4,868020
1019,182.21616,1021831,0.000796193828396705,4.1,816708
1020,182.27566,1099481,0.0008566974251509667,4.5,796674
1021,182.30263,1010722,0.000787537879184302,4.0,840772
1022,182.33536,1212844,0.0009450280013113452,5.2,622729
1023,182.38764,1028797,0.000801621620476424,4.1,801429
1024,182.47396,1061784,0.0008273245457324812,4.3,585892
1025,182.61271,1075779,0.0008382292184507798,4.4,732200
1026,182.64897,1053775,0.0008210840652894049,4.3,566634
1027,182.80663,1011073,0.0007878113725836677,4.0,877582
1028,182.8869,1101786,0.0008584934430584823,4.5,624978
1029,182.92655,1111655,0.0008661832047631545,4.6,552351
1030,182.92774,1040743,0.0008109297462565453,4.2,832248
1031,182.99129,1051451,0.0008192732428958838,4.2,798476
1032,183.00871,1280257,0.0009975550968425115,5.6,960294
1033,183.01213,7075714,0.005513279415382938,39.7,601753
1034,183.01631,1080067,0.0008415703571871903,4.4,932459
1035,183.02985,7843208,0.006111298056558926,44.3,668708
1036,183.03254,2024072,0.0015771234525382139,10.0,739920
1037,183.0407,1197835,0.0009333332365504346,5.1,847019
1038,183.04514,13430156,0.010464555608124022,77.2,578660
1039,183.07754,1294615,0.0010087426131618635,5.7,941465
1040,183.08154,1988760,0.0015496089257051615,9.8,752019
