,m/z,I,RelInt,S/N,Res.
3886,300.54347,1341181,0.0009001472547096622,4.3,492705
3887,300.99885,13630735,0.009148406285150854,58.8,383388
3888,301.00653,3459347,0.002321775886430024,13.7,437737
3889,301.01012,2564886,0.0017214492984490885,9.7,440459
3890,301.01193,1551639,0.0010413982796881596,5.2,521445
3891,301.01398,1822488,0.0012231813378964533,6.4,457125
3892,301.01697,3893530,0.0026131822182313283,15.6,419467
3893,301.01981,2241307,0.0015042759649976766,8.2,396279
3894,301.02271,2022685,0.001357545588471961,7.3,470686
3895,301.02466,2678558,0.0017977414161702285,10.2,367815
3896,301.02769,2242848,0.0015053102228044213,8.3,413191
3897,301.03529,34936100,0.023447718469962093,153.3,393469
3898,301.04288,1366249,0.0009169718976035459,4.4,291093
3899,301.04578,3026219,0.0020310776285976458,11.7,465388
3900,301.04659,6634796,0.0044530107457223505,27.7,467024
3901,301.05055,6042926,0.004055771181752232,25.1,393318
3902,301.05347,2460976,0.001651709046211038,9.2,473340
3903,301.05446,1941040,0.0013027487171989782,6.9,343781
3904,301.05649,8981809,0.0060282323666056535,38.2,416072
3905,301.05909,1741107,0.001168561652905742,6.0,487822
3906,301.06089,1332020,0.0008939987564828046,4.2,321073
3907,301.06411,2250550,0.0015104794983576643,8.3,410994
3908,301.06781,1648952,0.0011067108883498998,5.6,519410
3909,301.07177,25859386,0.01735578964836027,113.0,410504
3910,301.08305,5631298,0.00377950286736243,23.3,446845
3911,301.08699,2072644,0.0013910760789113872,7.5,358635
3912,301.09289,16659783,0.01118138262584148,72.2,404178
3913,301.10415,8256846,0.0055416660834447075,34.9,389133
3914,301.10813,11201872,0.007518250205161744,48.0,400231
3915,301.11145,3694930,0.0024798898104315317,14.7,448009
3916,301.1195,1825879,0.0012254572419994195,6.4,330747
3917,301.12922,17507678,0.011750455969806275,76.0,402366
3918,301.14044,5676388,0.003809765478982233,23.5,419143
3919,301.14449,5397863,0.00362283059538486,22.3,420741
3920,301.15962,1532015,0.0010282274327059683,5.1,406466
3921,301.16554,13018483,0.008737487134797172,56.1,396748
3922,301.18095,2038140,0.001367918368746613,7.3,489809
3923,301.20201,10628489,0.007133418379071761,45.5,398043
3924,301.4134,1352968,0.0009080582195169945,4.3,495289
3925,301.4964,1334587,0.0008957216246138322,4.2,383247
3926,301.50823,1437250,0.0009646249401322134,4.7,368930
3927,301.51482,1434694,0.0009629094547629471,4.7,529801
3928,301.52246,1827402,0.0012264794189232819,6.4,414791
3929,301.53297,2521169,0.0016921081897291303,9.5,424192
3930,301.53714,1758803,0.0011804385030992222,6.1,524248
3931,301.54072,1590101,0.0010672124417666882,5.4,441698
3932,301.55132,1349980,0.0009060527929585565,4.3,510766
3933,301.99427,2970984,0.0019940060971534272,11.5,420580
3934,302.00231,2228077,0.0014953965160792915,8.2,385914
3935,302.00683,5321584,0.0035716351695310802,21.9,379746
3936,302.01441,4111220,0.002759287073487812,16.5,399445
3937,302.01741,1958262,0.0013143074374765617,7.0,470691
3938,302.02205,3975033,0.002667883784761574,15.9,422866
3939,302.02497,4432763,0.00297509392485322,18.0,418804
3940,302.03059,11673470,0.007834767994353932,50.1,396024
3941,302.03251,2547071,0.0017094925801965535,9.6,397269
3942,302.03551,2191745,0.001471011925141818,8.0,448252
3943,302.03868,4652931,0.003122861914986481,18.9,426083
3944,302.04189,2370437,0.0015909428764739491,8.8,401461
3945,302.04308,6696838,0.004494650864376505,28.0,390426
3946,302.04577,2050695,0.0013763447845569173,7.4,382144
3947,302.04855,1681289,0.0011284141944476946,5.8,531272
3948,302.05362,3112844,0.0020892168774680254,12.1,421935
3949,302.05829,4145039,0.0027819850389429047,16.7,435178
3950,302.0612,1863569,0.0012507532684343356,6.6,489506
3951,302.06685,11222932,0.0075323848381338675,48.1,405680
3952,302.06949,1363350,0.0009150262042993586,4.4,402677
3953,302.07174,1644439,0.001103681942547279,5.6,464066
3954,302.0749,3488665,0.0023414529600044166,13.8,517060
3955,302.07814,2399899,0.0016107165971113993,8.9,369506
3956,302.07947,2372508,0.0015923328491655572,8.8,431916
3957,302.08794,2092961,0.0014047120398845414,7.6,483288
3958,302.09622,1855142,0.0012450974017650057,6.5,418881
3959,302.09924,1371816,0.0009207082462149329,4.4,446816
3960,302.10331,4864939,0.0032651532382131643,19.9,393224
3961,302.11157,1916335,0.001286167705443218,6.8,357779
3962,302.11489,1519025,0.0010195090622260117,5.0,439840
3963,302.12456,2219959,0.0014899480378994386,8.2,523417
3964,302.13265,3367868,0.002260378826142423,13.2,475857
3965,302.13577,3530686,0.002369655781092812,14.0,418283
3966,302.1398,1424321,0.0009559475104220243,4.6,511784
3967,302.1479,1485253,0.000996842641298445,4.9,539097
3968,302.16901,2178002,0.0014617881710612913,8.0,440778
3969,302.20525,1692648,0.0011360379027064956,5.8,429848
3970,302.48202,1439377,0.0009660524977927881,4.7,422018
3971,302.50429,1935519,0.0012990432419549567,6.9,466220
3972,302.51647,1328550,0.0008916698307271887,4.2,355660
