,m/z,I,I %,Res.,S/N
399,209.84533,4984793,0.1,990743,4.2
400,209.84885,4962707,0.1,599741,4.2
401,209.85865,5101784,0.1,1229329,4.4
402,209.86001,4854460,0.1,350779,4.1
403,209.86081,5285566,0.1,1134931,4.6
404,209.8639,4894409,0.1,1192118,4.1
405,209.86607,5074216,0.1,1203488,4.4
406,209.87125,6362055,0.1,974819,6.1
407,209.87434,5283864,0.1,880678,4.6
408,209.88276,4870073,0.1,1267558,4.1
409,209.88386,5362211,0.1,772017,4.7
410,209.92762,5313211,0.1,1206638,4.7
411,209.93908,4860144,0.1,535933,4.1
412,209.95503,5130875,0.1,1168086,4.4
413,209.95669,5317888,0.1,1039742,4.7
414,209.95882,4915488,0.1,420351,4.1
415,209.96112,4886213,0.1,1150998,4.1
416,209.9733,4988027,0.1,907207,4.2
417,209.97394,5434257,0.1,1331659,4.8
418,209.99729,5120410,0.1,1230282,4.4
419,209.9995,4847071,0.1,1221089,4.0
420,210.00185,5324766,0.1,1176125,4.7
421,210.00339,5527306,0.1,480497,5.0
422,210.02588,5932999,0.1,1170728,5.5
423,210.02701,5138137,0.1,1324654,4.4
424,210.02769,5096600,0.1,611027,4.4
425,210.03582,5413630,0.1,700361,4.8
426,210.03989,4905231,0.1,945685,4.1
427,210.05123,4951787,0.1,895669,4.2
428,210.0573,6064007,0.1,873774,5.7
429,210.0617,5225274,0.1,1405902,4.6
430,210.06197,4861048,0.1,1323786,4.1
431,210.07217,4888279,0.1,1109932,4.1
432,210.07993,4868208,0.1,909345,4.1
433,210.1163,5027296,0.1,597662,4.3
434,210.12606,5406310,0.1,1161953,4.8
435,210.13552,5121115,0.1,895491,4.4
436,210.14511,4870554,0.1,1158178,4.1
437,210.15742,5022056,0.1,695681,4.3
438,210.15805,11752436,0.3,1112690,13.4
439,210.16273,5491055,0.1,1082199,4.9
440,210.16441,5842022,0.1,1115678,5.4
441,210.16712,4831627,0.1,964782,4.0
442,210.16915,5209601,0.1,693016,4.5
443,210.17056,4816632,0.1,757083,4.0
444,210.17987,4933135,0.1,1128062,4.2
445,210.19662,4880058,0.1,1230377,4.1
446,210.19919,5031980,0.1,1162870,4.3
447,210.20799,5808985,0.1,1020602,5.4
448,210.20852,5137572,0.1,862924,4.4
449,210.21566,5868888,0.1,980999,5.4
450,210.24353,6908042,0.2,1118571,6.8
451,210.26323,5475134,0.1,1134002,4.9
452,210.27172,5613853,0.1,1203295,5.1
453,210.27765,5882683,0.1,1090039,5.5
454,210.27909,5260023,0.1,961853,4.6
455,210.30013,5920236,0.1,1003866,5.5
456,210.30748,5464500,0.1,1053421,4.9
457,210.30911,5169043,0.1,797089,4.5
458,210.31245,4915560,0.1,1633755,4.1
459,210.31474,4844634,0.1,1249087,4.0
460,210.32027,5394778,0.1,1153666,4.8
461,210.32474,5251013,0.1,584583,4.6
462,210.32683,5089400,0.1,976990,4.4
463,210.33845,5720412,0.1,1042442,5.2
464,210.34076,5385320,0.1,1056515,4.8
465,210.35021,5174046,0.1,792303,4.5
466,210.35739,4903044,0.1,1026461,4.1
467,210.36576,4971564,0.1,1084879,4.2
468,210.37128,5687910,0.1,1151576,5.2
469,210.37157,5142502,0.1,976140,4.5
470,210.37311,5655394,0.1,756543,5.1
471,210.37662,4816174,0.1,968510,4.0
472,210.40182,4872985,0.1,1339528,4.1
473,210.40248,6477866,0.1,914759,6.3
474,210.40425,5148708,0.1,689695,4.5
475,210.41453,4977292,0.1,484226,4.2
476,210.43907,6127157,0.1,692048,5.8
477,210.44026,5144173,0.1,1259219,4.5
478,210.44056,4841359,0.1,1270215,4.0
479,210.46208,5087522,0.1,796616,4.4
480,210.46896,5902796,0.1,673788,5.5
481,210.4817,4925620,0.1,893119,4.2
482,210.49305,5088824,0.1,965376,4.4
483,210.49739,4878177,0.1,1094613,4.1
484,210.50563,4961612,0.1,1128505,4.2
485,210.50618,4875048,0.1,1241706,4.1
486,210.50942,5361875,0.1,1035783,4.7
487,210.51604,5400087,0.1,657238,4.8
488,210.56217,4982805,0.1,931004,4.2
489,210.57495,5370777,0.1,1103948,4.8
490,210.57972,5456365,0.1,1101494,4.9
491,210.59814,4997092,0.1,628160,4.3
492,210.61553,5398601,0.1,674500,4.8
493,210.61728,6561546,0.1,725617,6.4
494,210.62239,4878140,0.1,1082057,4.1
495,210.6238,5348554,0.1,1109312,4.7
496,210.62547,4827171,0.1,1044715,4.0
497,210.63026,5179785,0.1,424786,4.5
498,210.64423,6136321,0.1,1178997,5.8
499,210.64565,6938925,0.2,968230,6.9
500,210.64838,5315960,0.1,1416924,4.7
501,210.65772,6024817,0.1,846481,5.6
502,210.66634,5231597,0.1,543045,4.6
503,210.68515,5375640,0.1,1250010,4.8
504,210.68768,5050018,0.1,526509,4.3
505,210.68865,5071247,0.1,1027071,4.4
506,210.69107,5013379,0.1,1399475,4.3
507,210.70769,5587377,0.1,1222423,5.1
508,210.71723,5658118,0.1,715719,5.2
509,210.72431,4843602,0.1,444653,4.0
510,210.72681,5098192,0.1,656928,4.4
511,210.73057,5391940,0.1,811276,4.8
512,210.73136,5055570,0.1,1240505,4.3
513,210.73416,4976233,0.1,1157992,4.2
514,210.74927,5831134,0.1,990161,5.4
515,210.7608,5001339,0.1,540833,4.3
516,210.78455,5418453,0.1,560905,4.8
517,210.80176,5432070,0.1,938326,4.8
518,210.80579,5601235,0.1,1353169,5.1
519,210.81108,6429681,0.1,1029207,6.2
520,210.81593,6029226,0.1,845882,5.7
521,210.8183,4913255,0.1,860674,4.1
522,210.81871,6037075,0.1,962126,5.7
523,210.82454,5578841,0.1,882616,5.0
524,210.83618,7223601,0.2,920609,7.3
525,210.84157,5038196,0.1,944196,4.3
526,210.85618,5812227,0.1,1128216,5.4
527,210.85769,5665547,0.1,917980,5.2
528,210.86209,5167857,0.1,1151538,4.5
529,210.89461,5121967,0.1,1371126,4.4
530,210.90096,4811509,0.1,1128512,4.0
531,210.90586,6254197,0.1,796180,6.0
532,210.90859,5573835,0.1,989955,5.0
533,210.9118,4895850,0.1,591975,4.1
534,210.91793,6107880,0.1,921221,5.8
535,210.92357,6196908,0.1,976418,5.9
536,210.92587,4844855,0.1,1004609,4.0
537,210.92943,6099492,0.1,1047363,5.7
538,210.94398,4920022,0.1,1071131,4.1
539,210.94538,4899599,0.1,1224691,4.1
540,210.95332,5982139,0.1,881778,5.6
541,210.96412,5282281,0.1,903063,4.6
542,210.96503,5412401,0.1,1254979,4.8
543,210.98574,5467335,0.1,1200787,4.9
544,210.98699,5004486,0.1,1155816,4.3
545,211.00818,5129960,0.1,1006549,4.4
546,211.00931,7183071,0.2,1218687,7.2
547,211.01675,5360007,0.1,552845,4.7
548,211.02076,5015012,0.1,941553,4.3
549,211.02553,5459278,0.1,998670,4.9
550,211.02883,4871542,0.1,687867,4.1
551,211.04743,5827751,0.1,1362601,5.4
552,211.05214,5417438,0.1,905225,4.8
553,211.06118,6171859,0.1,1218664,5.8
554,211.06663,5057469,0.1,1322213,4.3
555,211.07049,5322780,0.1,1039549,4.7
556,211.0731,5022055,0.1,1285222,4.3
557,211.08768,4915967,0.1,1103348,4.1
558,211.09755,5542332,0.1,1189010,5.0
559,211.09871,4888659,0.1,1115526,4.1
560,211.09922,5095503,0.1,1397063,4.4
561,211.10403,4964594,0.1,867012,4.2
562,211.11797,6778129,0.1,833860,6.7
563,211.11963,5328356,0.1,717696,4.7
564,211.13396,41655100,0.9,984228,54.0
565,211.15076,4862777,0.1,845904,4.1
566,211.15288,5773598,0.1,1103891,5.3
567,211.15456,4976510,0.1,1078065,4.2
568,211.1625,6008865,0.1,915064,5.6
569,211.17056,4993545,0.1,1454620,4.2
570,211.1722,5479670,0.1,919365,4.9
571,211.17826,5018072,0.1,684381,4.3
572,211.18464,4911936,0.1,1226693,4.1
573,211.1868,5901994,0.1,836679,5.5
574,211.1876,5419288,0.1,1192069,4.8
575,211.19781,4826061,0.1,784541,4.0
576,211.20406,6079018,0.1,1076538,5.7
577,211.21542,5539219,0.1,1076268,5.0
578,211.21775,6790414,0.2,952225,6.7
579,211.22556,5252011,0.1,776870,4.6
580,211.23662,6006978,0.1,668720,5.6
581,211.26575,5596143,0.1,1033913,5.1
582,211.26977,5404232,0.1,546955,4.8
583,211.27082,5000832,0.1,1064279,4.3
584,211.2749,4932480,0.1,970568,4.2
585,211.27561,6215984,0.1,1138516,5.9
586,211.2778,5764035,0.1,603476,5.3
587,211.29782,5409005,0.1,1008211,4.8
588,211.29905,5074621,0.1,1075615,4.4
589,211.30052,4919592,0.1,1315363,4.1
590,211.30679,5061532,0.1,613809,4.3
591,211.30819,5592882,0.1,992275,5.1
592,211.30924,5421558,0.1,1213883,4.8
593,211.31139,4918193,0.1,1253978,4.1
594,211.3178,6182487,0.1,1310418,5.9
595,211.31924,5453196,0.1,805702,4.9
596,211.33457,4981564,0.1,1006758,4.2
597,211.36495,5614856,0.1,548312,5.1
598,211.37003,5149483,0.1,489753,4.5
599,211.37076,4818778,0.1,1084992,4.0
600,211.38715,5083425,0.1,1337914,4.4
601,211.41037,5275846,0.1,1012425,4.6
602,211.41325,5111173,0.1,676624,4.4
603,211.41481,5001081,0.1,1242009,4.3
604,211.42284,4926046,0.1,1189614,4.2
605,211.42478,5401417,0.1,490701,4.8
606,211.42774,5814513,0.1,1142258,5.4
607,211.445,4895801,0.1,738853,4.1
608,211.45883,5536773,0.1,622075,5.0
609,211.46763,6201124,0.1,968217,5.9
610,211.49632,5127973,0.1,733358,4.4
611,211.50611,5268678,0.1,1015831,4.6
612,211.51529,5199269,0.1,1033529,4.5
613,211.51572,5762053,0.1,1040460,5.3
614,211.52007,5075518,0.1,577080,4.4
615,211.53831,5532618,0.1,1131069,5.0
