,m/z,I,I %,Res.,S/N
4967,253.24226,6417983,0.2,905213,5.6
4968,253.28206,5962160,0.2,566908,5.0
4969,253.29109,5609969,0.2,1016806,4.5
4970,253.29506,5275647,0.2,1181576,4.1
4971,253.29997,6304401,0.2,524254,5.4
4972,253.30242,5413082,0.2,843126,4.3
4973,253.30463,5307218,0.2,536104,4.2
4974,253.36673,5398341,0.2,793640,4.3
4975,253.37749,5203692,0.2,1051192,4.0
4976,253.39349,6976486,0.2,910752,6.3
4977,253.39765,5313845,0.2,817619,4.2
4978,253.43258,5205557,0.2,450559,4.0
4979,253.47596,5385299,0.2,959949,4.3
4980,253.48049,5883812,0.2,979934,4.9
4981,253.49339,5367251,0.2,880760,4.2
4982,253.5089,5708939,0.2,746779,4.7
4983,253.52628,5630411,0.2,862440,4.6
4984,253.53334,7390821,0.2,885609,6.8
4985,253.54053,5263551,0.2,1060029,4.1
4986,253.56276,5341232,0.2,612467,4.2
4987,253.57927,5568333,0.2,947601,4.5
4988,253.59055,5507062,0.2,753437,4.4
4989,253.61419,6070156,0.2,776626,5.1
4990,253.65022,6157200,0.2,950827,5.2
4991,253.65451,5283040,0.2,962154,4.1
4992,253.66632,5565963,0.2,969738,4.5
4993,253.67122,5440605,0.2,1061275,4.3
4994,253.67218,5743200,0.2,880500,4.7
4995,253.69771,5362366,0.2,638257,4.2
4996,253.71032,5787244,0.2,898124,4.8
4997,253.73893,5195093,0.2,1082283,4.0
4998,253.77053,6521673,0.2,1151594,5.7
4999,253.77745,5756322,0.2,851119,4.7
5000,253.78526,5847230,0.2,798258,4.8
5001,253.78882,6103435,0.2,972343,5.2
5002,253.79974,5610675,0.2,807973,4.5
5003,253.84674,5504384,0.2,383593,4.4
5004,253.86109,5222580,0.2,809192,4.1
5005,253.90381,6176689,0.2,550936,5.2
5006,253.90576,5656248,0.2,1044153,4.6
5007,253.90898,5655300,0.2,762183,4.6
5008,253.91153,5801293,0.2,726508,4.8
5009,253.93029,5197522,0.2,1068555,4.0
5010,253.93939,6818612,0.2,609422,6.1
5011,253.94021,5195639,0.2,500702,4.0
5012,253.95374,5197160,0.2,1199351,4.0
5013,253.95963,6468606,0.2,1109430,5.6
5014,253.97233,6531757,0.2,862803,5.7
5015,253.9787,5386308,0.2,723574,4.3
5016,254.01562,5369772,0.2,642096,4.2
5017,254.02207,12265827,0.4,938745,12.9
5018,254.03874,12970913,0.4,1029660,13.8
5019,254.03977,5485156,0.2,917431,4.4
5020,254.04318,6773745,0.2,833630,6.0
5021,254.0459,8574139,0.2,1022617,8.3
5022,254.05397,5903832,0.2,1398773,4.9
5023,254.05845,10892777,0.3,966679,11.2
5024,254.06284,5395641,0.2,928671,4.3
5025,254.06824,5762701,0.2,1077018,4.7
5026,254.07412,5403042,0.2,407486,4.3
5027,254.07509,9009958,0.3,1126457,8.8
5028,254.07644,5718699,0.2,1077732,4.7
5029,254.08225,7727616,0.2,770567,7.2
5030,254.08719,5408371,0.2,497965,4.3
5031,254.1034,5422926,0.2,946752,4.3
5032,254.11321,6226802,0.2,831609,5.3
5033,254.14791,27991090,0.8,768002,32.6
5034,254.15306,5582917,0.2,781050,4.5
5035,254.17421,5637267,0.2,1007023,4.6
5036,254.19296,6362328,0.2,553023,5.5
5037,254.22069,9727294,0.3,852166,9.7
5038,254.23043,5487202,0.2,907548,4.4
5039,254.23752,5430780,0.2,630061,4.3
5040,254.26207,5501782,0.2,1103110,4.4
5041,254.26317,5309850,0.2,1011981,4.2
5042,254.27379,5657601,0.2,1141036,4.6
5043,254.32062,5805678,0.2,815588,4.8
5044,254.33533,6656164,0.2,788131,5.8
5045,254.3401,5369910,0.2,909587,4.2
5046,254.35993,6293567,0.2,762095,5.4
5047,254.3642,5184462,0.2,651567,4.0
5048,254.36547,5233107,0.2,1199815,4.1
5049,254.37087,6604007,0.2,826392,5.8
5050,254.38563,5582942,0.2,868887,4.5
5051,254.40389,5784929,0.2,916060,4.8
5052,254.43038,6243779,0.2,696740,5.3
5053,254.45043,6364365,0.2,724003,5.5
5054,254.45271,5416661,0.2,924057,4.3
5055,254.45439,6292251,0.2,815901,5.4
5056,254.46908,6214129,0.2,640756,5.3
5057,254.48624,5404561,0.2,1042999,4.3
5058,254.49409,5835566,0.2,790026,4.8
5059,254.49497,5501713,0.2,584546,4.4
5060,254.49695,5191480,0.2,911840,4.0
5061,254.49794,5321340,0.2,1002842,4.2
5062,254.51941,6078219,0.2,1054709,5.1
5063,254.53118,5910007,0.2,837471,4.9
5064,254.54478,5392873,0.2,1067565,4.3
5065,254.5495,5541882,0.2,979915,4.4
5066,254.553,5341575,0.2,886954,4.2
5067,254.57931,5280489,0.2,941161,4.1
5068,254.59843,6185775,0.2,943277,5.3
5069,254.63899,5286661,0.2,763300,4.1
5070,254.67099,6899707,0.2,703287,6.2
5071,254.68092,6764384,0.2,859821,6.0
5072,254.69954,5768485,0.2,895923,4.7
5073,254.7215,5319798,0.2,1131666,4.2
5074,254.77363,5194167,0.2,1021278,4.0
5075,254.7995,5194903,0.2,823831,4.0
5076,254.8114,6376963,0.2,648920,5.5
5077,254.81208,6236166,0.2,870176,5.3
5078,254.82169,5514730,0.2,610525,4.4
5079,254.82786,6110464,0.2,998374,5.2
5080,254.86377,5251333,0.2,861739,4.1
5081,254.87376,5185834,0.2,1069338,4.0
5082,254.8855,6353558,0.2,549124,5.5
5083,254.90125,5934672,0.2,694122,4.9
5084,254.90745,5470823,0.2,853243,4.4
5085,254.9119,5289528,0.2,535275,4.1
5086,254.91388,5357951,0.2,854262,4.2
5087,254.92965,6490874,0.2,1167859,5.6
5088,254.9407,6974627,0.2,754590,6.2
5089,254.95182,5584460,0.2,1038385,4.5
5090,254.9683,6773321,0.2,709013,6.0
5091,254.97157,5872277,0.2,1014361,4.9
5092,254.98879,7410389,0.2,761577,6.8
5093,255.00887,5371616,0.2,852722,4.2
5094,255.01466,16865973,0.5,802155,18.6
5095,255.01724,5243519,0.2,856934,4.1
5096,255.02991,50346734,1.5,859828,60.6
5097,255.03608,5552069,0.2,560933,4.5
5098,255.03693,5897608,0.2,770351,4.9
5099,255.04804,5996849,0.2,1029309,5.0
5100,255.05103,44150588,1.3,822229,52.8
5101,255.05513,5358923,0.2,791177,4.2
5102,255.05996,5254877,0.2,730807,4.1
5103,255.06629,38849909,1.1,809893,46.2
5104,255.06808,5198587,0.2,1101890,4.0
5105,255.07541,5972471,0.2,341381,5.0
5106,255.0775,5442910,0.2,992113,4.3
5107,255.08195,5189039,0.2,920389,4.0
5108,255.0874,29259203,0.9,823373,34.2
5109,255.10267,13690364,0.4,630873,14.7
5110,255.1152,5742762,0.2,969048,4.7
5111,255.12379,28195402,0.8,792342,32.7
5112,255.1284,6048411,0.2,586871,5.1
5113,255.13911,8548739,0.2,619942,8.2
5114,255.14083,6781066,0.2,919021,6.0
5115,255.14642,5877342,0.2,660089,4.8
5116,255.15624,5390339,0.2,861792,4.2
5117,255.15957,8971471,0.3,1417985,8.7
5118,255.16018,278298834,8.1,771592,345.0
5119,255.1615,5587799,0.2,886482,4.5
5120,255.17789,5347667,0.2,818192,4.2
5121,255.18925,5601214,0.2,560740,4.5
5122,255.19657,17740121,0.5,922778,19.7
5123,255.19935,6083107,0.2,837152,5.1
5124,255.20642,5206269,0.2,1136586,4.0
5125,255.21371,5303193,0.2,871070,4.1
5126,255.22147,10931382,0.3,732916,11.2
5127,255.22245,5990905,0.2,579357,5.0
5128,255.22716,23386315,0.7,697331,26.7
5129,255.2312,6091226,0.2,2021746,5.1
5130,255.23235,97880542,2.8,731861,119.7
5131,255.23295,3437982176,100.0,789230,4289.8
5132,255.23723,5630448,0.2,700013,4.5
5133,255.23868,8327157,0.2,860140,7.9
5134,255.23957,6134937,0.2,647180,5.2
5135,255.25104,5431268,0.2,863262,4.3
5136,255.27661,6338691,0.2,860275,5.4
5137,255.29456,5342533,0.2,1161936,4.2
5138,255.29671,6008013,0.2,470826,5.0
5139,255.30588,6491568,0.2,674671,5.6
5140,255.34548,5248259,0.2,780727,4.1
5141,255.35478,5867558,0.2,1094263,4.8
5142,255.35824,5836402,0.2,856038,4.8
5143,255.39318,5283141,0.2,462183,4.1
5144,255.40057,5335696,0.2,796846,4.2
5145,255.40899,5747055,0.2,1233862,4.7
5146,255.41033,5475892,0.2,778662,4.3
5147,255.43949,5915041,0.2,720846,4.9
5148,255.45951,6185132,0.2,777431,5.2
5149,255.46564,6161347,0.2,1076484,5.2
5150,255.47549,5601447,0.2,861016,4.5
5151,255.4801,6516729,0.2,906098,5.6
5152,255.49489,5309808,0.2,686659,4.1
5153,255.5054,5671767,0.2,1078282,4.6
5154,255.52352,5320410,0.2,997880,4.2
5155,255.52715,5317800,0.2,895173,4.1
5156,255.53674,5737036,0.2,564993,4.7
5157,255.56831,5361473,0.2,396055,4.2
5158,255.6564,5432202,0.2,573580,4.3
5159,255.65925,5543381,0.2,874121,4.4
5160,255.66889,5247481,0.2,869190,4.1
5161,255.67173,6164291,0.2,674159,5.2
5162,255.67245,5347718,0.2,769788,4.2
5163,255.71105,6640598,0.2,857399,5.8
5164,255.74442,5683091,0.2,853204,4.6
5165,255.75312,6215443,0.2,658049,5.3
5166,255.76146,5217171,0.2,971963,4.0
5167,255.82622,7194885,0.2,933198,6.5
5168,255.82829,5356684,0.2,619243,4.2
5169,255.88268,6582232,0.2,1028762,5.7
5170,255.88351,6355611,0.2,559808,5.4
5171,255.91423,5928270,0.2,509864,4.9
5172,255.92316,5607279,0.2,1338186,4.5
5173,255.95979,5266105,0.2,880752,4.1
5174,255.9708,5416610,0.2,812864,4.3
5175,255.99994,5366159,0.2,992548,4.2
5176,256.00137,7519380,0.2,978227,6.9
5177,256.01041,6623734,0.2,826826,5.8
5178,256.01971,5786457,0.2,1005824,4.7
5179,256.02518,6807789,0.2,964823,6.0
5180,256.02996,5258687,0.2,930437,4.1
5181,256.03327,6034060,0.2,1254745,5.0
5182,256.03772,16491676,0.5,772114,18.1
5183,256.04131,5919642,0.2,529476,4.9
5184,256.04826,6019908,0.2,1099129,5.0
5185,256.0514,6339472,0.2,527938,5.4
5186,256.06147,11021813,0.3,776088,11.3
5187,256.06734,5492171,0.2,831683,4.4
5188,256.06961,6313876,0.2,1045527,5.4
5189,256.09078,7217507,0.2,1014915,6.5
5190,256.12487,5490787,0.2,1091434,4.4
5191,256.12712,5487083,0.2,1083313,4.4
5192,256.13012,5613207,0.2,682004,4.5
5193,256.14247,5839653,0.2,726899,4.8
5194,256.16354,40265588,1.2,744361,47.8
5195,256.18576,6151623,0.2,983827,5.2
5196,256.18688,5572811,0.2,1036476,4.5
5197,256.19048,5298521,0.2,937421,4.1
5198,256.19684,5838897,0.2,421502,4.8
5199,256.23631,589103237,17.1,781878,733.0
5200,256.23792,5246731,0.2,914480,4.1
5201,256.23925,12947088,0.4,899575,13.7
5202,256.24273,5268061,0.2,819531,4.1
5203,256.24847,5835251,0.2,952902,4.8
5204,256.25943,6498268,0.2,720443,5.6
5205,256.27986,5713896,0.2,801621,4.6
5206,256.29061,5275025,0.2,738870,4.1
5207,256.29935,6273138,0.2,715228,5.3
5208,256.34252,5864084,0.2,1017327,4.8
5209,256.36451,5531366,0.2,662790,4.4
5210,256.37133,5970048,0.2,464263,5.0
5211,256.40018,6065132,0.2,925071,5.1
5212,256.41037,6319378,0.2,688518,5.4
5213,256.4208,5544122,0.2,1028404,4.4
5214,256.42562,6533772,0.2,773675,5.7
5215,256.46377,5458203,0.2,818333,4.3
5216,256.47829,5513554,0.2,829717,4.4
5217,256.48263,5975778,0.2,646765,5.0
5218,256.50137,5743336,0.2,1026280,4.7
5219,256.51055,5545803,0.2,626837,4.4
5220,256.54405,5756041,0.2,1007965,4.7
5221,256.54992,5685983,0.2,821933,4.6
5222,256.55849,7368831,0.2,692457,6.7
5223,256.57579,5253888,0.2,717965,4.1
5224,256.58631,5629480,0.2,747064,4.5
5225,256.60905,5247613,0.2,674672,4.1
5226,256.6227,6013873,0.2,950360,5.0
5227,256.63331,5722713,0.2,850920,4.6
5228,256.6491,5491028,0.2,477328,4.4
5229,256.6623,6392774,0.2,862297,5.5
5230,256.6746,5977588,0.2,764598,5.0
5231,256.68546,6030845,0.2,421586,5.0
5232,256.68746,6242981,0.2,691127,5.3
5233,256.69989,5208211,0.2,647008,4.0
5234,256.70125,6307801,0.2,951576,5.4
5235,256.73366,5423891,0.2,831910,4.3
5236,256.76469,6658247,0.2,933547,5.8
5237,256.79851,5275975,0.2,785161,4.1
5238,256.8106,6793780,0.2,559949,6.0
5239,256.81465,8778948,0.3,533409,8.5
5240,256.81913,6261653,0.2,930747,5.3
5241,256.83237,5938119,0.2,891892,4.9
5242,256.84232,5254636,0.2,1219302,4.1
5243,256.85633,5443553,0.2,989911,4.3
5244,256.85815,6137000,0.2,738683,5.2
5245,256.86324,5247611,0.2,952528,4.1
5246,256.87749,5359217,0.2,774944,4.2
5247,256.9127,6389237,0.2,564191,5.5
5248,256.92416,5453793,0.2,637173,4.3
5249,256.93007,5251575,0.2,898767,4.1
5250,256.94136,5696289,0.2,794860,4.6
5251,256.96802,7878726,0.2,888645,7.3
5252,256.97589,5460580,0.2,892188,4.3
5253,256.97652,5276390,0.2,893951,4.1
5254,256.98445,5278468,0.2,876218,4.1
5255,257.00846,6483039,0.2,1140346,5.6
5256,257.00916,36973025,1.1,838475,43.7
5257,257.02736,10757414,0.3,866740,10.9
5258,257.03032,14893873,0.4,881280,16.1
5259,257.03139,5810485,0.2,818304,4.8
5260,257.04056,5864536,0.2,1100267,4.8
5261,257.04307,6136097,0.2,889378,5.2
5262,257.04418,6304869,0.2,856095,5.4
5263,257.04509,7315945,0.2,1163611,6.6
5264,257.04555,74897515,2.2,817766,91.0
5265,257.0476,5603314,0.2,810056,4.5
5266,257.04884,5549015,0.2,624404,4.4
5267,257.06668,27918010,0.8,835312,32.4
5268,257.08192,39097588,1.1,794798,46.3
5269,257.08545,5673217,0.2,960002,4.6
5270,257.08839,6249676,0.2,753111,5.3
5271,257.08989,6050450,0.2,1149490,5.1
5272,257.09217,5288219,0.2,1049466,4.1
5273,257.09333,5283615,0.2,1252528,4.1
5274,257.10136,5211965,0.2,1280776,4.0
5275,257.10303,17638724,0.5,918267,19.5
5276,257.11834,15730558,0.5,955025,17.1
5277,257.12736,5321568,0.2,999498,4.1
5278,257.13405,5343161,0.2,844367,4.2
5279,257.13831,5718921,0.2,720073,4.6
5280,257.13948,19859405,0.6,832162,22.3
5281,257.15471,8163207,0.2,973479,7.7
5282,257.1644,5374763,0.2,1265781,4.2
5283,257.21048,5252058,0.2,1119252,4.1
5284,257.21102,6326620,0.2,696663,5.4
5285,257.21219,7128800,0.2,1302566,6.4
5286,257.22364,5624843,0.2,779483,4.5
5287,257.22448,6260494,0.2,950429,5.3
5288,257.23719,13652287,0.4,901520,14.5
5289,257.23917,5863494,0.2,1552316,4.8
5290,257.23966,41622344,1.2,825670,49.5
5291,257.28677,6855290,0.2,832070,6.1
5292,257.30083,5982191,0.2,528646,5.0
5293,257.30365,5840826,0.2,1060120,4.8
5294,257.30507,5875647,0.2,776507,4.8
5295,257.31354,6293215,0.2,1036421,5.4
5296,257.34819,5313122,0.2,989053,4.1
5297,257.38545,6465583,0.2,767980,5.6
5298,257.39407,5915152,0.2,733901,4.9
5299,257.40019,5980519,0.2,867424,5.0
5300,257.40257,6899120,0.2,906963,6.1
5301,257.41756,5312105,0.2,811372,4.1
5302,257.41883,5786733,0.2,1125012,4.7
5303,257.429,5453076,0.2,1006607,4.3
5304,257.43702,6620914,0.2,701592,5.8
5305,257.44109,7088066,0.2,869617,6.3
5306,257.45784,6194305,0.2,968915,5.2
5307,257.46025,5323658,0.2,1040428,4.1
5308,257.4985,5547163,0.2,992332,4.4
5309,257.50099,5837604,0.2,937918,4.8
5310,257.50452,5823538,0.2,931969,4.8
5311,257.507,5430267,0.2,894246,4.3
5312,257.51868,5548903,0.2,1205300,4.4
5313,257.57275,5359668,0.2,1037652,4.2
5314,257.59371,5634116,0.2,893061,4.5
5315,257.59548,6009930,0.2,745169,5.0
5316,257.61648,5403610,0.2,365447,4.2
5317,257.6352,5531105,0.2,611494,4.4
5318,257.64998,5727833,0.2,1008549,4.6
5319,257.65915,6012540,0.2,982889,5.0
5320,257.6928,5691771,0.2,1168643,4.6
5321,257.70802,5539701,0.2,949991,4.4
5322,257.71403,5975692,0.2,690266,5.0
5323,257.71792,6914458,0.2,715430,6.1
5324,257.73028,5598729,0.2,1142008,4.5
5325,257.75505,5437415,0.2,1000970,4.3
5326,257.76534,5389838,0.2,854959,4.2
5327,257.78118,5817674,0.2,967017,4.7
5328,257.78799,5552228,0.2,1028720,4.4
5329,257.81758,6268372,0.2,1015072,5.3
5330,257.85181,5929558,0.2,987652,4.9
5331,257.85328,6045916,0.2,558992,5.0
5332,257.86864,5874326,0.2,1177982,4.8
5333,257.87569,5508337,0.2,882475,4.4
5334,257.87836,7065019,0.2,672102,6.3
5335,257.92106,5582173,0.2,1138741,4.4
5336,257.92816,5798072,0.2,605047,4.7
5337,257.95148,5470480,0.2,582725,4.3
5338,257.9611,6762485,0.2,709464,5.9
5339,257.96993,5368086,0.2,1184033,4.2
5340,257.97525,5348651,0.2,656156,4.2
5341,257.99114,6685799,0.2,892164,5.8
5342,257.99295,5663406,0.2,708417,4.5
5343,257.99877,6061188,0.2,1155809,5.0
5344,257.99917,5635205,0.2,1097976,4.5
5345,258.01252,5655608,0.2,1261150,4.5
5346,258.01551,5588707,0.2,616381,4.5
5347,258.017,14964425,0.4,1002188,16.1
5348,258.02564,5666794,0.2,908549,4.6
5349,258.03516,9515790,0.3,909803,9.3
5350,258.0408,8634916,0.3,1096891,8.2
5351,258.0484,6109888,0.2,1129250,5.1
5352,258.04892,9739330,0.3,992739,9.6
5353,258.05239,5333520,0.2,768081,4.1
5354,258.0534,7700051,0.2,942520,7.1
5355,258.07004,5588627,0.2,916889,4.5
5356,258.07722,10030894,0.3,780107,10.0
5357,258.08974,6596701,0.2,968488,5.7
5358,258.1027,5544911,0.2,930262,4.4
5359,258.12674,5296106,0.2,823636,4.1
5360,258.1449,5424239,0.2,722339,4.2
5361,258.1565,5662299,0.2,662314,4.5
5362,258.15872,5414883,0.2,868455,4.2
5363,258.18325,6233985,0.2,854536,5.3
5364,258.20778,5517726,0.2,806470,4.4
5365,258.21107,5307562,0.2,1038921,4.1
5366,258.21559,6078908,0.2,998404,5.1
5367,258.21761,6483011,0.2,970991,5.6
5368,258.24421,5288680,0.2,931603,4.1
5369,258.25097,6436546,0.2,889335,5.5
5370,258.28532,5681413,0.2,864674,4.6
5371,258.2871,5743884,0.2,677566,4.6
5372,258.29553,5458796,0.2,1024974,4.3
5373,258.2997,7487612,0.2,748609,6.8
5374,258.30719,5324952,0.2,520882,4.1
5375,258.35758,5615640,0.2,516557,4.5
5376,258.36094,5549861,0.2,899974,4.4
5377,258.36356,5285231,0.2,1079884,4.1
5378,258.40215,5676609,0.2,742672,4.6
5379,258.4241,5964501,0.2,910543,4.9
5380,258.4387,5752396,0.2,843232,4.7
5381,258.44793,7016624,0.2,909804,6.2
5382,258.45758,5790036,0.2,839699,4.7
5383,258.46806,7430140,0.2,780709,6.7
5384,258.50027,5943287,0.2,646715,4.9
5385,258.52754,5438943,0.2,865892,4.3
5386,258.53142,5353390,0.2,684969,4.2
5387,258.53833,5629448,0.2,1106757,4.5
5388,258.56029,5649051,0.2,866754,4.5
5389,258.56853,7355451,0.2,757797,6.6
5390,258.58169,5488429,0.2,917935,4.3
5391,258.5978,5694826,0.2,1158225,4.6
5392,258.6252,5844691,0.2,799145,4.8
5393,258.62787,5740317,0.2,891869,4.6
5394,258.63174,5249643,0.2,1197555,4.0
5395,258.6573,6095117,0.2,662402,5.1
5396,258.67063,5299520,0.2,724792,4.1
5397,258.68321,7314864,0.2,750667,6.6
5398,258.70746,6037836,0.2,859753,5.0
5399,258.73963,5886279,0.2,838136,4.8
5400,258.76475,5722854,0.2,935543,4.6
5401,258.78783,5465406,0.2,957758,4.3
5402,258.79551,5785052,0.2,1060156,4.7
5403,258.81339,5491680,0.2,868960,4.3
5404,258.82097,5295165,0.2,1199162,4.1
5405,258.87621,5852175,0.2,819613,4.8
5406,258.89948,5963496,0.2,1057280,4.9
5407,258.90101,5609422,0.2,626969,4.5
5408,258.91457,5250722,0.2,1216089,4.0
5409,258.92422,5632391,0.2,887596,4.5
5410,258.9323,5642918,0.2,930583,4.5
5411,258.93411,5742924,0.2,586276,4.6
5412,258.94875,5442980,0.2,1020015,4.3
5413,258.95224,6033010,0.2,747910,5.0
5414,258.95687,5235395,0.2,1001509,4.0
5415,258.95797,5514823,0.2,880669,4.4
5416,258.97244,5245023,0.2,537370,4.0
5417,258.98843,13067068,0.4,969864,13.7
5418,259.00989,5381518,0.2,631272,4.2
5419,259.01451,5853215,0.2,953021,4.8
5420,259.02481,92881350,2.7,808454,113.0
5421,259.03216,6217442,0.2,765388,5.2
5422,259.04296,7206668,0.2,892458,6.5
5423,259.04594,11428887,0.3,798031,11.7
5424,259.06055,5858255,0.2,1210628,4.8
5425,259.06119,78826065,2.3,790506,95.5
5426,259.06449,9620574,0.3,964952,9.5
5427,259.06772,5317866,0.2,758058,4.1
5428,259.06879,5410094,0.2,757489,4.2
5429,259.07286,5230462,0.2,1220618,4.0
5430,259.08234,14427042,0.4,781991,15.4
5431,259.09759,38926044,1.1,772664,45.9
5432,259.09928,5798755,0.2,908782,4.7
5433,259.10036,5445351,0.2,948493,4.3
5434,259.1187,18123821,0.5,782176,20.0
5435,259.13397,53284711,1.5,750230,63.8
5436,259.13952,5462908,0.2,767116,4.3
5437,259.14258,5672456,0.2,822041,4.6
5438,259.14681,5407000,0.2,807698,4.2
5439,259.1481,6211997,0.2,561860,5.2
5440,259.15367,5477938,0.2,933538,4.3
5441,259.15513,8079032,0.2,980025,7.5
5442,259.1794,5824981,0.2,370149,4.7
5443,259.21957,5599278,0.2,975325,4.5
5444,259.22082,6024243,0.2,1198737,5.0
5445,259.22929,5491603,0.2,914728,4.3
5446,259.29404,5534731,0.2,686691,4.4
5447,259.314,6723863,0.2,881291,5.9
5448,259.328,5687692,0.2,450167,4.6
5449,259.33528,5391912,0.2,706928,4.2
5450,259.34761,5657623,0.2,988278,4.5
5451,259.38665,6630573,0.2,848711,5.7
5452,259.39616,5991761,0.2,1095539,4.9
5453,259.48793,5270448,0.2,751530,4.1
5454,259.49255,5931265,0.2,796225,4.9
5455,259.5003,5465183,0.2,685011,4.3
5456,259.50537,5459186,0.2,1182212,4.3
5457,259.52289,5237429,0.2,1156184,4.0
5458,259.52643,5681731,0.2,871362,4.6
5459,259.52734,5869702,0.2,883549,4.8
5460,259.53058,6855891,0.2,766605,6.0
5461,259.53388,5388447,0.2,868319,4.2
5462,259.54941,5232411,0.2,920846,4.0
5463,259.58552,5456037,0.2,636162,4.3
5464,259.61133,5707784,0.2,777186,4.6
5465,259.62267,5594035,0.2,807659,4.5
5466,259.62339,5441974,0.2,821468,4.3
5467,259.64346,5525955,0.2,661141,4.4
5468,259.70091,5721438,0.2,907542,4.6
5469,259.78099,6397777,0.2,739290,5.5
5470,259.78581,5329123,0.2,839111,4.1
5471,259.78772,5560587,0.2,548451,4.4
5472,259.82694,5241665,0.2,908591,4.0
5473,259.84508,5495814,0.2,774711,4.3
5474,259.86437,5340176,0.2,517655,4.1
5475,259.87346,5397363,0.2,817403,4.2
5476,259.89084,6100277,0.2,869357,5.1
5477,259.89397,5565633,0.2,938742,4.4
5478,259.90235,5440801,0.2,954825,4.3
5479,259.91392,5281678,0.2,928001,4.1
5480,259.92411,5680053,0.2,779687,4.6
5481,259.93095,5811343,0.2,856398,4.7
5482,259.93753,6926440,0.2,819471,6.1
5483,259.95984,6068158,0.2,1026401,5.0
5484,259.97049,6386598,0.2,387427,5.4
5485,259.9826,6340181,0.2,563305,5.4
5486,259.99626,15288905,0.4,842039,16.5
5487,260.00752,7703284,0.2,785545,7.1
5488,260.01696,6134808,0.2,684419,5.1
5489,260.02166,5568554,0.2,1062812,4.4
5490,260.02547,5324665,0.2,782226,4.1
5491,260.02818,12285379,0.4,879669,12.8
5492,260.03267,17017045,0.5,768766,18.7
5493,260.03379,5795993,0.2,666637,4.7
5494,260.04786,6035855,0.2,963960,5.0
5495,260.05083,5464474,0.2,989231,4.3
5496,260.05336,5626916,0.2,504648,4.5
5497,260.05644,12544560,0.4,921745,13.1
5498,260.06453,12996431,0.4,923066,13.7
5499,260.06898,7648352,0.2,1039338,7.0
5500,260.07789,5509026,0.2,483323,4.3
5501,260.08571,5407904,0.2,857337,4.2
5502,260.09246,6510394,0.2,504118,5.6
5503,260.10092,7913178,0.2,923650,7.3
5504,260.10556,5295596,0.2,446950,4.1
5505,260.11718,5954392,0.2,790072,4.9
5506,260.11822,5794140,0.2,831115,4.7
5507,260.13734,11709286,0.3,878524,12.1
5508,260.14173,6200822,0.2,836121,5.2
5509,260.16352,5988170,0.2,893627,4.9
5510,260.1706,5408165,0.2,748066,4.2
5511,260.18231,6437458,0.2,736081,5.5
5512,260.1967,5278793,0.2,905181,4.1
5513,260.19833,6665679,0.2,923803,5.8
5514,260.21485,5904527,0.2,926376,4.8
5515,260.25781,5427507,0.2,1146979,4.2
5516,260.26651,6138197,0.2,925010,5.1
5517,260.27573,5384568,0.2,801622,4.2
5518,260.31259,5569797,0.2,811962,4.4
5519,260.34122,5357043,0.2,803283,4.2
5520,260.34705,7144713,0.2,492315,6.4
5521,260.36587,5644370,0.2,750503,4.5
5522,260.39872,6565711,0.2,863060,5.6
5523,260.40035,5573846,0.2,625468,4.4
5524,260.40301,5584288,0.2,566382,4.4
5525,260.43047,5566089,0.2,750967,4.4
5526,260.43364,6436181,0.2,807032,5.5
5527,260.46373,5484553,0.2,758589,4.3
5528,260.4812,5311244,0.2,478911,4.1
5529,260.49173,5469876,0.2,1015591,4.3
5530,260.50277,5323807,0.2,505882,4.1
5531,260.526,5578552,0.2,1152668,4.4
5532,260.54195,6261749,0.2,760303,5.3
5533,260.57261,5522026,0.2,551803,4.3
5534,260.59205,5851957,0.2,795833,4.8
5535,260.63547,6121180,0.2,679236,5.1
5536,260.6422,5876661,0.2,820391,4.8
5537,260.65174,5598106,0.2,785901,4.4
5538,260.65308,6034527,0.2,859435,5.0
5539,260.66131,5897407,0.2,1026032,4.8
5540,260.72352,7187629,0.2,771358,6.4
5541,260.73022,5346759,0.2,349562,4.1
5542,260.73306,5944018,0.2,980779,4.9
5543,260.73507,6321754,0.2,988776,5.3
5544,260.77046,6134306,0.2,792885,5.1
5545,260.77363,5740462,0.2,727452,4.6
5546,260.77713,6029691,0.2,1019464,5.0
5547,260.78409,5270358,0.2,823850,4.0
5548,260.78852,5619111,0.2,953524,4.5
5549,260.82046,5952161,0.2,800794,4.9
5550,260.82367,5292974,0.2,1018319,4.1
5551,260.82876,5652033,0.2,896000,4.5
5552,260.85398,6513698,0.2,909912,5.6
5553,260.8658,6200207,0.2,757511,5.2
5554,260.8855,6298651,0.2,979071,5.3
5555,260.88841,7144742,0.2,759379,6.3
5556,260.91801,5415960,0.2,710736,4.2
5557,260.93354,8092884,0.2,767333,7.5
5558,260.94077,5470703,0.2,1029365,4.3
5559,260.9461,5569668,0.2,965306,4.4
5560,260.99205,5249268,0.2,914088,4.0
5561,261.00408,79554402,2.3,817947,96.0
5562,261.02986,6067141,0.2,747133,5.0
5563,261.03279,7886161,0.2,921024,7.3
5564,261.03458,5782871,0.2,608848,4.7
5565,261.03752,5581027,0.2,734259,4.4
5566,261.04046,113612782,3.3,800806,138.2
5567,261.04466,5535230,0.2,995152,4.4
5568,261.05569,10592040,0.3,910888,10.6
