,m/z,I,I %,Res.,S/N
1795,220.68163,5772624,0.1,1155973,5.0
1796,220.68649,6420544,0.1,972116,5.9
1797,220.7026,6096737,0.1,763912,5.5
1798,220.71903,5107410,0.1,1100117,4.2
1799,220.72262,5900690,0.1,1192967,5.2
1800,220.73015,5269155,0.1,1136611,4.4
1801,220.74188,5214332,0.1,1037202,4.3
1802,220.76104,5149261,0.1,1082755,4.2
1803,220.76271,5626493,0.1,768441,4.8
1804,220.76355,5620869,0.1,1435416,4.8
1805,220.77801,6235918,0.1,431437,5.6
1806,220.77977,5030774,0.1,456237,4.1
1807,220.78878,5111511,0.1,1088497,4.2
1808,220.80099,5123916,0.1,702344,4.2
1809,220.8044,6001432,0.1,1113483,5.3
1810,220.80643,5721833,0.1,976207,5.0
1811,220.80697,6171705,0.1,1234767,5.6
1812,220.80726,5405401,0.1,1151501,4.6
1813,220.81799,4996761,0.1,1188146,4.0
1814,220.83311,5120299,0.1,1068535,4.2
1815,220.8363,5662795,0.1,699295,4.9
1816,220.8395,5016011,0.1,463481,4.0
1817,220.84318,5800603,0.1,1137042,5.1
1818,220.85637,5410789,0.1,993385,4.6
1819,220.86712,6432405,0.1,844216,5.9
1820,220.87277,5052286,0.1,906962,4.1
1821,220.90325,5148192,0.1,1169259,4.2
1822,220.92841,5401203,0.1,1169560,4.5
1823,220.93023,5427491,0.1,1138162,4.6
1824,220.93875,5159748,0.1,960918,4.2
1825,220.94851,5527277,0.1,948554,4.7
1826,220.95555,5644181,0.1,1099312,4.9
1827,220.9619,6174198,0.1,1111679,5.6
1828,220.97302,5070055,0.1,731064,4.1
1829,220.98191,5104512,0.1,968751,4.2
1830,221.00914,9702794,0.1,958245,10.2
1831,221.01807,6668747,0.1,1076829,6.2
1832,221.02133,5628203,0.1,1018449,4.8
1833,221.02282,5293308,0.1,1256752,4.4
1834,221.02846,7093884,0.1,1066508,6.8
1835,221.03279,5601181,0.1,1096224,4.8
1836,221.03448,6772797,0.1,948863,6.3
1837,221.04365,5774574,0.1,1126038,5.0
1838,221.04556,13101198,0.2,1064561,14.6
1839,221.0489,6743102,0.1,975977,6.3
1840,221.05745,5321953,0.1,622059,4.4
1841,221.06374,5094176,0.1,974708,4.1
1842,221.06434,5276048,0.1,1142057,4.4
1843,221.07219,5911025,0.1,1145327,5.2
1844,221.08193,5005106,0.1,1504269,4.0
1845,221.09317,5085795,0.1,1478991,4.1
1846,221.09785,5259059,0.1,725618,4.4
1847,221.10843,6027772,0.1,655533,5.4
1848,221.11836,5841381,0.1,1030783,5.1
1849,221.11987,5458982,0.1,839617,4.6
1850,221.12931,5239655,0.1,1077481,4.3
1851,221.13322,5176807,0.1,1196672,4.3
1852,221.13985,4983208,0.1,1236130,4.0
1853,221.14641,5789656,0.1,810433,5.1
1854,221.1547,37282169,0.5,929909,46.3
1855,221.16315,5034490,0.1,975411,4.1
1856,221.18733,5152933,0.1,995125,4.2
1857,221.21068,5577096,0.1,934042,4.8
1858,221.21776,5014776,0.1,730656,4.0
1859,221.21965,6114433,0.1,578200,5.5
1860,221.22658,5530418,0.1,538796,4.7
1861,221.23782,5902563,0.1,931477,5.2
1862,221.2385,5834819,0.1,990289,5.1
1863,221.26902,5298215,0.1,964615,4.4
1864,221.28872,5353425,0.1,1027602,4.5
1865,221.28973,5030401,0.1,801400,4.1
1866,221.30253,5300859,0.1,1268950,4.4
1867,221.31118,5927788,0.1,1067776,5.2
1868,221.31319,5049740,0.1,1211865,4.1
1869,221.32519,5501550,0.1,789974,4.7
1870,221.32764,5419850,0.1,810540,4.6
1871,221.33767,5228111,0.1,1185002,4.3
1872,221.34164,5300880,0.1,818163,4.4
1873,221.35086,5162337,0.1,991836,4.2
1874,221.35859,8100626,0.1,666342,8.1
1875,221.36069,5593042,0.1,953835,4.8
1876,221.38832,5096054,0.1,1013798,4.1
1877,221.40139,6420344,0.1,993225,5.9
1878,221.40203,5801000,0.1,652682,5.1
1879,221.40765,5300600,0.1,961321,4.4
1880,221.40852,5915753,0.1,800883,5.2
1881,221.41483,5673609,0.1,914697,4.9
1882,221.44263,5060157,0.1,1093253,4.1
1883,221.44956,5229158,0.1,1006932,4.3
1884,221.45458,5248547,0.1,632583,4.3
1885,221.48074,4996875,0.1,985157,4.0
1886,221.48292,5257923,0.1,604983,4.4
1887,221.52258,5291113,0.1,1118304,4.4
1888,221.52819,5442010,0.1,554681,4.6
1889,221.55515,5105374,0.1,1058512,4.2
1890,221.56402,5165375,0.1,900576,4.2
1891,221.57575,6666609,0.1,859178,6.2
1892,221.5817,5559394,0.1,819453,4.8
1893,221.58967,5504051,0.1,1132215,4.7
1894,221.60512,5158085,0.1,1149488,4.2
1895,221.61675,5305959,0.1,1155411,4.4
1896,221.63876,6568354,0.1,742762,6.1
1897,221.67258,5145328,0.1,1093752,4.2
1898,221.68729,5216906,0.1,942581,4.3
1899,221.68779,6997890,0.1,1018460,6.6
1900,221.69304,5141759,0.1,752308,4.2
1901,221.72105,5073448,0.1,1540224,4.1
1902,221.72656,5095529,0.1,1025889,4.1
1903,221.73129,5104770,0.1,856304,4.2
1904,221.74305,5346644,0.1,513311,4.5
1905,221.74464,5731516,0.1,886881,5.0
1906,221.75312,5208909,0.1,1339726,4.3
1907,221.75344,5016477,0.1,1250923,4.0
1908,221.76245,5055391,0.1,590288,4.1
1909,221.76656,6274244,0.1,547886,5.7
1910,221.77263,5369217,0.1,1095291,4.5
1911,221.7755,5008757,0.1,600350,4.0
1912,221.79458,5482132,0.1,1167568,4.7
1913,221.7968,5175029,0.1,1142083,4.3
1914,221.80657,5003399,0.1,557098,4.0
1915,221.81445,5001856,0.1,819985,4.0
1916,221.82773,5039234,0.1,868536,4.1
1917,221.83074,5578475,0.1,764713,4.8
1918,221.83129,5441995,0.1,1204720,4.6
1919,221.83647,5338428,0.1,1291994,4.5
1920,221.87025,5170162,0.1,976883,4.2
1921,221.87303,5864458,0.1,714571,5.2
1922,221.87483,5292803,0.1,1167845,4.4
1923,221.87711,5226483,0.1,1269510,4.3
1924,221.88231,5180932,0.1,1229190,4.3
1925,221.89484,5159686,0.1,1383773,4.2
1926,221.90217,5529616,0.1,956443,4.7
1927,221.91898,5579147,0.1,1118281,4.8
1928,221.92019,5290707,0.1,701244,4.4
1929,221.95701,5209570,0.1,646224,4.3
1930,221.96511,5149460,0.1,984930,4.2
1931,221.96737,5053204,0.1,837492,4.1
1932,221.98695,5550376,0.1,901692,4.7
1933,222.0266,5018112,0.1,1241176,4.0
1934,222.03454,4993793,0.1,1274751,4.0
1935,222.03989,5097250,0.1,516109,4.2
1936,222.05238,5259941,0.1,1070307,4.4
1937,222.05668,5139014,0.1,891398,4.2
1938,222.0727,5234153,0.1,972035,4.3
1939,222.07962,5423674,0.1,1200758,4.6
1940,222.08225,6329427,0.1,535737,5.8
1941,222.08767,5026828,0.1,1117728,4.1
1942,222.09265,5005661,0.1,1116732,4.0
1943,222.10283,6570895,0.1,1205415,6.1
1944,222.10376,5454543,0.1,655747,4.6
1945,222.10611,5193648,0.1,1110661,4.3
1946,222.11071,5471249,0.1,1156482,4.6
1947,222.12168,5198755,0.1,1251087,4.3
1948,222.12267,5468691,0.1,1008933,4.6
1949,222.13482,6520102,0.1,939147,6.0
1950,222.13703,5136710,0.1,989960,4.2
1951,222.13965,5079103,0.1,682148,4.1
1952,222.14259,6340472,0.1,1189721,5.8
1953,222.14522,6044568,0.1,1094889,5.4
1954,222.15806,6543611,0.1,1427505,6.0
1955,222.16341,5028092,0.1,978765,4.1
1956,222.16609,5158813,0.1,462470,4.2
1957,222.1706,5397774,0.1,1097998,4.5
1958,222.18942,5103730,0.1,1233603,4.2
1959,222.20738,7234405,0.1,1153268,6.9
1960,222.21235,5166807,0.1,772142,4.2
1961,222.21971,5402856,0.1,910412,4.6
1962,222.24175,5368445,0.1,427057,4.5
1963,222.24488,5496262,0.1,860734,4.7
1964,222.24633,5046486,0.1,621913,4.1
1965,222.2606,4992329,0.1,480560,4.0
1966,222.2626,5905914,0.1,651813,5.2
1967,222.26333,5512834,0.1,1000558,4.7
1968,222.28118,7225590,0.1,994585,6.9
1969,222.28368,5214870,0.1,947398,4.3
1970,222.30849,5138620,0.1,1230584,4.2
1971,222.32749,5558496,0.1,881807,4.8
1972,222.33486,6574610,0.1,1133325,6.1
