,m/z,I,I %,Res.,S/N
0,202.34093,5084694,0.5,856982,4.1
1,202.59915,5101695,0.5,1287800,4.2
2,202.99849,9378933,0.9,1134702,9.7
3,203.1077,7640171,0.8,1166801,7.5
4,203.40737,7710915,0.8,1251326,7.6
5,203.46036,5434991,0.5,920032,4.6
6,203.57367,5181769,0.5,1066337,4.3
7,203.59716,4995147,0.5,1191094,4.0
8,203.72336,5613422,0.6,1065959,4.8
9,203.82035,4996734,0.5,1396215,4.0
10,204.00245,5003975,0.5,1227396,4.0
11,204.00629,5135565,0.5,1460062,4.2
12,204.12804,5494023,0.5,739799,4.7
13,204.21542,5044825,0.5,997503,4.1
14,204.58522,5170386,0.5,1237819,4.2
15,204.61511,5406129,0.5,819231,4.6
16,204.6521,5286575,0.5,911679,4.4
17,204.6548,5154176,0.5,1294704,4.2
18,204.82362,5171071,0.5,1024123,4.2
19,204.86299,5565521,0.5,607108,4.8
20,205.00279,5163200,0.5,1011330,4.2
21,205.01418,28349950,2.8,1032704,34.6
22,205.08695,14734590,1.5,1042331,16.7
23,205.12635,5227697,0.5,1310102,4.3
24,205.15969,10264159,1.0,702667,10.9
25,205.19645,5050488,0.5,901172,4.1
26,205.21627,5946212,0.6,1091587,5.3
27,205.25359,5327037,0.5,1070992,4.4
28,205.29242,5048383,0.5,823218,4.1
29,205.30259,5239888,0.5,1124744,4.3
30,205.3293,5250297,0.5,594036,4.3
31,205.37833,5352148,0.5,1016938,4.5
32,205.40664,5014401,0.5,768697,4.0
33,205.41922,5504100,0.5,1378735,4.7
34,205.49134,5013067,0.5,1117966,4.0
35,205.50705,5106273,0.5,1198921,4.2
36,205.54451,5124860,0.5,969498,4.2
37,205.56014,5019183,0.5,1067518,4.0
38,205.56082,5419661,0.5,1075456,4.6
39,205.57502,5556348,0.5,907232,4.7
40,205.57793,5516637,0.5,1196141,4.7
41,205.60364,5508625,0.5,1260718,4.7
42,205.75179,5560101,0.5,1087617,4.8
43,205.76372,5290074,0.5,899212,4.4
44,205.76407,5197092,0.5,1376152,4.3
45,205.792,5804285,0.6,1072859,5.1
46,205.82381,5052859,0.5,1043321,4.1
47,205.83002,5103632,0.5,1074918,4.2
48,205.84797,5089070,0.5,1104722,4.1
49,205.84825,5429353,0.5,1160035,4.6
50,205.87047,5343614,0.5,753968,4.5
51,205.87623,5540785,0.5,1120527,4.7
52,205.91573,5092357,0.5,1239242,4.1
53,205.99757,5194447,0.5,1314985,4.3
54,206.00416,6002878,0.6,799151,5.3
55,206.00937,5558683,0.5,764237,4.8
56,206.02192,8736229,0.9,1145756,8.9
57,206.02998,5543505,0.5,1072855,4.7
58,206.10505,5890726,0.6,1006328,5.2
59,206.11164,5668328,0.6,731474,4.9
60,206.19295,5689412,0.6,1359816,4.9
61,206.19411,5093721,0.5,1328840,4.1
62,206.20636,5604729,0.6,940507,4.8
63,206.23041,5660472,0.6,1119846,4.9
64,206.25834,5513785,0.5,1101049,4.7
65,206.26169,4987767,0.5,1129353,4.0
66,206.26205,5039519,0.5,1114944,4.1
67,206.27336,4983329,0.5,1127811,4.0
68,206.27649,5593288,0.6,1112601,4.8
69,206.29482,5444361,0.5,1373620,4.6
70,206.29907,5206922,0.5,1144440,4.3
71,206.30723,5310743,0.5,751580,4.4
72,206.31848,5519125,0.5,1193556,4.7
73,206.48394,5278330,0.5,1041757,4.4
74,206.49451,5230819,0.5,620191,4.3
75,206.50853,5034190,0.5,1035224,4.1
76,206.526,5950975,0.6,920075,5.3
77,206.52748,5023885,0.5,1351980,4.1
78,206.53402,5123085,0.5,1134017,4.2
79,206.56679,5232044,0.5,968412,4.3
80,206.57627,5514332,0.5,1031230,4.7
81,206.58956,5350478,0.5,654125,4.5
82,206.60842,5408354,0.5,1288216,4.6
83,206.61941,5163696,0.5,1159122,4.2
84,206.62032,5347202,0.5,1007694,4.5
85,206.62634,5087406,0.5,1198993,4.1
86,206.62777,5019350,0.5,827058,4.0
87,206.64362,5990979,0.6,800414,5.3
88,206.72426,5072195,0.5,972653,4.1
89,206.74779,5014966,0.5,749860,4.0
90,206.7747,5596620,0.6,768566,4.8
91,206.79459,5108144,0.5,508695,4.2
92,206.81363,5049593,0.5,945584,4.1
93,206.83684,5202701,0.5,1305847,4.3
94,206.84652,5438201,0.5,1127487,4.6
95,206.84849,5758928,0.6,738371,5.0
96,206.85296,5387297,0.5,1252884,4.5
97,206.85663,5001399,0.5,844708,4.0
98,206.85943,5335597,0.5,1017216,4.5
99,206.86437,5606252,0.6,572768,4.8
100,206.91079,5213605,0.5,1273259,4.3
101,206.91319,5052528,0.5,1045518,4.1
102,206.93379,5829523,0.6,1246935,5.1
103,206.94837,5824159,0.6,1040183,5.1
104,206.95108,5081821,0.5,1176444,4.1
105,206.96509,5769948,0.6,677740,5.0
106,206.97533,5186070,0.5,1229741,4.3
107,206.99342,35068696,3.5,963888,43.3
108,207.00166,5057304,0.5,491358,4.1
109,207.0298,39414590,3.9,865635,49.0
110,207.06619,31651364,3.1,958398,38.9
111,207.10257,15569994,1.5,1104678,17.8
112,207.1238,5021965,0.5,1158618,4.1
113,207.13515,6047376,0.6,1052439,5.4
114,207.13898,16153724,1.6,1115847,18.6
115,207.1449,5232794,0.5,1108886,4.3
116,207.15287,5351938,0.5,853550,4.5
117,207.15887,5326885,0.5,794925,4.5
118,207.16713,5246379,0.5,668183,4.3
119,207.20071,5581982,0.6,1357437,4.8
120,207.22546,5144970,0.5,1347614,4.2
121,207.22617,5639636,0.6,1109289,4.9
122,207.25802,5455876,0.5,1054009,4.6
123,207.26696,5133038,0.5,1365941,4.2
124,207.32508,5205471,0.5,1203539,4.3
125,207.34037,5108048,0.5,830052,4.2
126,207.34072,6073220,0.6,863102,5.4
127,207.34823,5116954,0.5,1434565,4.2
128,207.35191,5497799,0.5,885657,4.7
129,207.36256,5185155,0.5,1072336,4.3
130,207.40641,5652418,0.6,1097415,4.9
131,207.43109,5452113,0.5,919589,4.6
132,207.48225,5296847,0.5,624853,4.4
133,207.48495,5256785,0.5,831828,4.4
134,207.5035,5212955,0.5,766099,4.3
135,207.54631,6077500,0.6,963350,5.4
136,207.55196,6426973,0.6,1156017,5.9
137,207.55727,5004075,0.5,1353538,4.0
138,207.56659,5690643,0.6,813154,4.9
139,207.58149,5642311,0.6,1130802,4.9
140,207.59761,5225684,0.5,1108405,4.3
141,207.60756,5016012,0.5,961693,4.0
142,207.61012,5787903,0.6,943832,5.1
143,207.6129,5291236,0.5,371247,4.4
144,207.64014,6184207,0.6,761911,5.6
145,207.64607,4985697,0.5,1429855,4.0
146,207.65544,5191444,0.5,1028656,4.3
147,207.65707,5951322,0.6,1404253,5.3
148,207.67207,6708451,0.7,1153841,6.3
149,207.70501,5106205,0.5,715123,4.2
150,207.78587,5360450,0.5,600733,4.5
151,207.78654,5329751,0.5,1133898,4.5
152,207.79289,5436137,0.5,1157948,4.6
153,207.81317,5117257,0.5,935806,4.2
154,207.81654,5682974,0.6,1238171,4.9
155,207.86194,6204776,0.6,1075857,5.6
156,207.86467,5305075,0.5,1044623,4.4
157,207.9101,5714305,0.6,836874,5.0
158,207.91788,5087345,0.5,1258588,4.1
159,207.9697,5069491,0.5,1396642,4.1
160,207.97071,5139568,0.5,1204726,4.2
161,207.97959,5108006,0.5,1240475,4.2
162,207.99187,5408566,0.5,1305420,4.6
163,208.00262,5623641,0.6,893274,4.8
164,208.01813,6272593,0.6,663789,5.7
165,208.02196,5077172,0.5,927561,4.1
166,208.02508,11910266,1.2,1121840,13.1
167,208.03313,5358482,0.5,1342144,4.5
168,208.03405,5497638,0.5,1063584,4.7
169,208.03641,5584660,0.6,858742,4.8
170,208.03768,6385084,0.6,1031298,5.8
171,208.0696,5710602,0.6,835157,5.0
172,208.07727,5668660,0.6,1150328,4.9
173,208.11572,5043961,0.5,1179796,4.1
174,208.12787,5822905,0.6,732265,5.1
175,208.13559,5307998,0.5,1339812,4.4
176,208.1605,5982370,0.6,1275100,5.3
177,208.16775,5014285,0.5,737924,4.0
178,208.17463,5388172,0.5,1157383,4.5
179,208.18938,5713034,0.6,1023636,5.0
180,208.20068,4995088,0.5,1305534,4.0
181,208.21586,5599865,0.6,1269331,4.8
182,208.22261,5715104,0.6,717586,5.0
183,208.2381,5988436,0.6,807533,5.3
184,208.24581,5003669,0.5,907096,4.0
185,208.26352,5227810,0.5,1140902,4.3
186,208.29967,5409710,0.5,1100078,4.6
187,208.3118,7624669,0.8,1233523,7.5
188,208.31386,8560492,0.8,1004899,8.7
189,208.34944,5550099,0.5,1043973,4.7
190,208.3519,4989928,0.5,1113448,4.0
191,208.36079,5008827,0.5,849966,4.0
192,208.40299,6303332,0.6,665316,5.7
193,208.40983,5355395,0.5,956297,4.5
194,208.42157,5972071,0.6,802260,5.3
195,208.43996,5735122,0.6,1141924,5.0
196,208.44168,5389559,0.5,1157133,4.5
197,208.44391,6592817,0.7,937619,6.1
198,208.45288,5523962,0.5,1334274,4.7
199,208.46663,6380089,0.6,865396,5.8
200,208.47384,5226503,0.5,1284844,4.3
201,208.48262,5494760,0.5,1079642,4.7
202,208.49004,5050171,0.5,1086312,4.1
203,208.51028,5143642,0.5,808415,4.2
204,208.51367,6658930,0.7,1150009,6.2
205,208.5144,5968612,0.6,860475,5.3
206,208.52763,5648770,0.6,1428353,4.9
207,208.52924,5402401,0.5,1170182,4.5
208,208.53048,6174722,0.6,720068,5.6
209,208.54051,5303262,0.5,677382,4.4
210,208.54148,5112986,0.5,1009651,4.2
211,208.54251,5999917,0.6,820902,5.3
212,208.54411,5481338,0.5,986155,4.7
213,208.56808,5374765,0.5,1032618,4.5
214,208.59109,6358843,0.6,825595,5.8
215,208.59213,5345203,0.5,1140843,4.5
216,208.59481,5085702,0.5,1092119,4.1
217,208.60134,5822634,0.6,1034388,5.1
218,208.60942,5370210,0.5,1219686,4.5
219,208.61285,5461506,0.5,1110912,4.6
220,208.62156,5910510,0.6,1031000,5.2
221,208.62314,5734635,0.6,1077117,5.0
222,208.62376,6663775,0.7,771902,6.2
223,208.62654,5001922,0.5,1175821,4.0
224,208.64795,5099301,0.5,1093690,4.2
225,208.65523,5105597,0.5,1143455,4.2
226,208.65743,5099218,0.5,1504195,4.2
227,208.66179,5343023,0.5,790938,4.5
228,208.66281,5033715,0.5,920458,4.1
229,208.67279,5085746,0.5,530732,4.1
230,208.67913,5062043,0.5,871875,4.1
231,208.67997,5324855,0.5,1033497,4.4
232,208.68223,5224620,0.5,1000588,4.3
233,208.68572,5347691,0.5,957020,4.5
234,208.6879,6000422,0.6,1055485,5.3
235,208.70686,5395210,0.5,504055,4.5
236,208.7506,6511448,0.6,1253399,6.0
237,208.76522,5925791,0.6,1137219,5.2
238,208.77974,5892543,0.6,613121,5.2
239,208.78049,5169172,0.5,919916,4.2
240,208.81107,4983362,0.5,1228885,4.0
241,208.81645,5045203,0.5,524967,4.1
242,208.82733,5103627,0.5,896395,4.2
243,208.82876,6929116,0.7,1152579,6.5
244,208.84397,5958615,0.6,582449,5.3
245,208.84667,4993924,0.5,1291350,4.0
246,208.8499,5716305,0.6,1082027,5.0
247,208.89362,6255427,0.6,1057350,5.7
248,208.90916,6461596,0.6,1073108,5.9
249,208.9135,5276826,0.5,844423,4.4
250,208.92047,5260176,0.5,1051013,4.4
251,208.92696,6249269,0.6,843589,5.7
252,208.92953,5560283,0.5,917313,4.8
253,208.94766,5565727,0.5,487048,4.8
254,208.94879,5402231,0.5,955628,4.5
255,208.95352,5145117,0.5,919467,4.2
256,208.9631,6936838,0.7,945875,6.6
257,208.98473,6613631,0.7,830712,6.1
258,208.9875,5305384,0.5,1314775,4.4
259,208.99673,5122393,0.5,740402,4.2
260,209.00572,5262958,0.5,1124738,4.4
261,209.00908,18363247,1.8,949991,21.5
262,209.01895,5954117,0.6,932015,5.3
263,209.0455,61208211,6.0,953223,77.5
264,209.0819,21815447,2.2,928200,26.0
265,209.08671,6045765,0.6,920717,5.4
266,209.10695,6441562,0.6,915881,5.9
267,209.1097,4987970,0.5,1234083,4.0
268,209.11832,9309939,0.9,803193,9.7
269,209.12848,5560671,0.5,1075980,4.8
270,209.13445,5218129,0.5,1036791,4.3
271,209.13507,5101193,0.5,1377585,4.2
272,209.1449,5390534,0.5,1396643,4.5
273,209.14693,5185343,0.5,1368827,4.3
274,209.15469,33518703,3.3,931822,41.3
275,209.16075,5734871,0.6,1033250,5.0
276,209.17518,5626678,0.6,1076777,4.8
277,209.1809,5241418,0.5,930818,4.3
278,209.18953,5184863,0.5,1246150,4.3
279,209.19298,5078508,0.5,1094864,4.1
280,209.25867,5261886,0.5,782047,4.4
281,209.2663,5577999,0.6,1043055,4.8
282,209.26877,5609479,0.6,926859,4.8
283,209.30588,6315361,0.6,533824,5.7
284,209.30881,6994355,0.7,1150354,6.6
285,209.31744,5087318,0.5,1202358,4.1
286,209.32134,5619391,0.6,1046027,4.8
287,209.33314,5707491,0.6,1329083,4.9
288,209.33808,5832603,0.6,931260,5.1
289,209.36885,5299527,0.5,1053011,4.4
290,209.41367,5130832,0.5,1100778,4.2
291,209.41482,6164035,0.6,1113521,5.5
292,209.44326,6069826,0.6,695761,5.4
293,209.45958,5251116,0.5,778878,4.4
294,209.46268,5705487,0.6,910357,4.9
295,209.48137,5484739,0.5,1058012,4.7
296,209.49391,5042985,0.5,1375239,4.1
297,209.50488,6460931,0.6,1002308,5.9
298,209.50644,5574940,0.6,1164888,4.8
299,209.51598,5739565,0.6,1088126,5.0
300,209.51897,6680180,0.7,903522,6.2
301,209.52831,5175109,0.5,1100714,4.3
302,209.54185,5746580,0.6,991528,5.0
303,209.56889,5620681,0.6,999943,4.8
304,209.56993,5576855,0.6,1079147,4.8
305,209.57737,5092206,0.5,1096116,4.1
306,209.58601,5329193,0.5,729497,4.5
307,209.59931,5299313,0.5,846599,4.4
308,209.60175,5163158,0.5,1331560,4.2
309,209.60866,5118061,0.5,691193,4.2
310,209.60939,5152748,0.5,791611,4.2
311,209.61405,6534800,0.6,1006286,6.0
312,209.62082,5354599,0.5,1037787,4.5
313,209.62303,5719093,0.6,980768,5.0
314,209.6522,5220485,0.5,1193504,4.3
315,209.65532,5385300,0.5,1125914,4.5
316,209.65599,6111755,0.6,1179612,5.5
317,209.68576,5291387,0.5,1087202,4.4
318,209.70255,5316312,0.5,666577,4.4
319,209.70391,5077149,0.5,1328252,4.1
320,209.7044,6959331,0.7,1028503,6.6
321,209.71436,6284477,0.6,617773,5.7
322,209.71679,6607264,0.7,692288,6.1
323,209.75309,5023456,0.5,1341484,4.1
324,209.75413,5018316,0.5,1230848,4.0
325,209.80374,5496218,0.5,879567,4.7
326,209.81287,6045814,0.6,886373,5.4
327,209.81995,5459537,0.5,1010481,4.6
328,209.83314,4992859,0.5,1051203,4.0
329,209.8394,5745829,0.6,878048,5.0
330,209.8471,5311978,0.5,1087820,4.4
331,209.84948,5930541,0.6,831957,5.2
332,209.852,5049726,0.5,307635,4.1
333,209.85374,5144976,0.5,1048659,4.2
334,209.85447,5454876,0.5,1172998,4.6
335,209.85595,5547968,0.5,669120,4.7
336,209.8652,6162081,0.6,603384,5.5
337,209.86742,5291362,0.5,584268,4.4
338,209.86992,5232278,0.5,966805,4.3
339,209.89163,5465203,0.5,809553,4.6
340,209.90043,5192086,0.5,945057,4.3
341,209.90364,6059445,0.6,1146768,5.4
342,209.90683,5028210,0.5,1193714,4.1
343,209.91773,5485320,0.5,977216,4.7
344,209.9302,5207119,0.5,713697,4.3
345,209.93214,5409034,0.5,688510,4.6
346,209.9343,5208694,0.5,467682,4.3
347,209.94479,5592419,0.6,1196481,4.8
348,209.94749,6626156,0.7,1046938,6.1
349,209.94919,5854323,0.6,982680,5.1
350,209.95878,6143632,0.6,991799,5.5
351,209.96543,5539865,0.5,919667,4.7
352,209.97279,5170533,0.5,1226879,4.2
353,209.97668,5107044,0.5,802404,4.2
354,209.97873,5437523,0.5,482801,4.6
355,209.9835,6612457,0.7,1041037,6.1
356,209.99169,5341346,0.5,1217746,4.5
357,209.99364,5057494,0.5,1339356,4.1
358,209.99955,5072294,0.5,1046474,4.1
359,210.00178,5199503,0.5,1270889,4.3
360,210.02018,6229781,0.6,802930,5.6
361,210.03847,6511244,0.6,888812,6.0
362,210.03984,4994712,0.5,1087890,4.0
363,210.04074,6632481,0.7,1517189,6.2
364,210.04886,6945055,0.7,1040675,6.6
365,210.06592,6383881,0.6,1135275,5.8
366,210.08121,5006605,0.5,563914,4.0
367,210.10939,5671582,0.6,996776,4.9
368,210.12888,5512443,0.5,934466,4.7
369,210.13312,5500442,0.5,1347029,4.7
370,210.14356,6592786,0.7,758230,6.1
371,210.15801,6802185,0.7,987114,6.4
372,210.17454,5142685,0.5,1114474,4.2
373,210.18531,5519305,0.5,879198,4.7
374,210.19565,5551034,0.5,752737,4.7
375,210.19798,5613720,0.6,657532,4.8
376,210.20538,5442551,0.5,1131739,4.6
377,210.21398,5909904,0.6,947848,5.2
378,210.24097,5709596,0.6,1292761,5.0
379,210.2475,6185958,0.6,1234306,5.6
380,210.25365,5339586,0.5,961963,4.5
381,210.25445,5013688,0.5,1291926,4.0
382,210.25663,5595262,0.6,606644,4.8
383,210.25749,5863740,0.6,873557,5.2
384,210.26193,5731659,0.6,1036387,5.0
385,210.26284,5835831,0.6,1072901,5.1
386,210.28992,5157254,0.5,587232,4.2
387,210.29054,5910627,0.6,1203953,5.2
388,210.29212,5290320,0.5,1040886,4.4
389,210.30652,5340583,0.5,910466,4.5
390,210.30775,5955757,0.6,691969,5.3
391,210.31475,5686183,0.6,832696,4.9
392,210.34763,5284925,0.5,1025008,4.4
393,210.40653,5633883,0.6,1043547,4.9
394,210.44093,5213747,0.5,1275922,4.3
395,210.44775,5679166,0.6,850703,4.9
396,210.45038,4987703,0.5,1499053,4.0
397,210.45373,5716826,0.6,1136272,5.0
398,210.46892,5218917,0.5,1239350,4.3
399,210.47142,5871428,0.6,841924,5.2
400,210.47237,5087800,0.5,1261980,4.1
401,210.4764,5036394,0.5,1361056,4.1
402,210.47979,6138373,0.6,1110763,5.5
403,210.48641,5204459,0.5,1117093,4.3
404,210.49784,5199381,0.5,885382,4.3
405,210.50247,5488469,0.5,771656,4.7
406,210.51792,5335224,0.5,1102297,4.5
407,210.56215,5654621,0.6,1047294,4.9
408,210.57269,5867389,0.6,597895,5.2
409,210.58565,6610584,0.7,984425,6.1
410,210.58979,5075824,0.5,814755,4.1
411,210.59828,5309404,0.5,1226970,4.4
412,210.59909,5372616,0.5,1284437,4.5
413,210.60581,5304709,0.5,520325,4.4
414,210.60953,5241164,0.5,1001832,4.3
415,210.614,5061352,0.5,1029750,4.1
416,210.61558,5242030,0.5,1237437,4.3
417,210.61896,5947439,0.6,608515,5.3
418,210.64262,5152136,0.5,1180766,4.2
419,210.66116,6017372,0.6,1012710,5.4
420,210.66798,5089294,0.5,872736,4.1
421,210.67869,5185376,0.5,1006429,4.3
422,210.68996,5335864,0.5,411794,4.5
423,210.70323,5071707,0.5,1327417,4.1
424,210.71085,5066543,0.5,928731,4.1
425,210.72443,6118608,0.6,807802,5.5
426,210.72629,5253479,0.5,1053797,4.4
427,210.76382,4989868,0.5,715684,4.0
428,210.77393,5484839,0.5,1021499,4.7
429,210.77665,6132214,0.6,1107034,5.5
430,210.79338,5472110,0.5,815490,4.6
431,210.79949,5282202,0.5,951306,4.4
432,210.80676,5443543,0.5,907708,4.6
433,210.81837,5746083,0.6,1011918,5.0
434,210.81911,5658103,0.6,646079,4.9
435,210.84762,5216621,0.5,1243815,4.3
436,210.854,5738283,0.6,866214,5.0
437,210.88206,5171841,0.5,1141596,4.2
438,210.88422,6310884,0.6,1100699,5.7
439,210.8879,5088395,0.5,856113,4.1
440,210.90472,5135293,0.5,675052,4.2
441,210.90668,5493720,0.5,484624,4.7
442,210.9147,5132619,0.5,798359,4.2
443,210.92109,5303959,0.5,1132487,4.4
444,210.94378,5263516,0.5,693921,4.4
445,210.94517,5123899,0.5,1211112,4.2
446,210.95712,5756534,0.6,611832,5.0
447,210.96004,5038050,0.5,974296,4.1
448,210.96274,5223089,0.5,474581,4.3
449,210.9686,6173131,0.6,1362280,5.6
450,210.97549,5588992,0.6,952142,4.8
451,210.98272,6417722,0.6,1142767,5.9
452,210.986,6080412,0.6,1110761,5.4
453,210.99395,5272954,0.5,910454,4.4
454,211.00319,5517771,0.5,707000,4.7
455,211.00527,5365834,0.5,1022555,4.5
456,211.02441,7758803,0.8,1087588,7.6
457,211.02478,65230539,6.4,930113,82.8
458,211.03854,5285160,0.5,1033391,4.4
459,211.04007,9276950,0.9,675853,9.6
460,211.05276,5493865,0.5,1267771,4.7
461,211.05306,5276861,0.5,1077367,4.4
462,211.06116,24505566,2.4,924233,29.5
463,211.064,5361181,0.5,1037593,4.5
464,211.06605,5524246,0.5,974339,4.7
465,211.07636,8591417,0.8,1079312,8.7
466,211.07722,5557061,0.5,989672,4.8
467,211.08256,5086883,0.5,907836,4.1
468,211.09751,17222505,1.7,905451,20.0
469,211.11435,5363372,0.5,473258,4.5
470,211.11887,6597708,0.7,862037,6.1
471,211.12104,5913833,0.6,966455,5.2
472,211.12649,5538791,0.5,1119532,4.7
473,211.1296,5726570,0.6,1276229,5.0
474,211.13051,5786090,0.6,1052687,5.1
475,211.13391,32979397,3.3,974884,40.6
476,211.13717,5301020,0.5,1231538,4.4
477,211.15177,5077772,0.5,1191337,4.1
478,211.15761,5341328,0.5,1125699,4.5
479,211.16028,5805800,0.6,1204307,5.1
480,211.16844,4992335,0.5,984318,4.0
481,211.16929,5545780,0.5,1476410,4.7
482,211.1809,5384314,0.5,820824,4.5
483,211.18662,5977122,0.6,970799,5.3
484,211.20139,6415409,0.6,1133552,5.9
485,211.24106,5928895,0.6,1128258,5.2
486,211.24279,5748959,0.6,1156424,5.0
487,211.25496,5174770,0.5,482156,4.3
488,211.2623,5025800,0.5,1181743,4.1
489,211.26272,6130776,0.6,774088,5.5
490,211.28173,5061405,0.5,497869,4.1
491,211.29297,5070981,0.5,1179111,4.1
492,211.29703,6294992,0.6,1012825,5.7
493,211.3086,5033589,0.5,706702,4.1
494,211.32107,5815569,0.6,581881,5.1
495,211.32244,5012663,0.5,1304567,4.0
496,211.32741,5037167,0.5,899160,4.1
497,211.32876,5399597,0.5,1136680,4.5
498,211.34022,5244149,0.5,523104,4.3
499,211.35169,5473359,0.5,975007,4.6
500,211.35545,5265595,0.5,1242604,4.4
501,211.37219,6516861,0.6,945541,6.0
502,211.37268,5267129,0.5,1148967,4.4
503,211.39838,5060592,0.5,1386799,4.1
504,211.40825,5083537,0.5,1166012,4.1
505,211.41069,5824202,0.6,893571,5.1
506,211.41967,5166877,0.5,1388577,4.2
507,211.42851,5149630,0.5,1507281,4.2
508,211.43127,5295055,0.5,837920,4.4
509,211.43211,5415049,0.5,1006552,4.6
510,211.43659,5391919,0.5,1484617,4.5
511,211.44911,5196793,0.5,965500,4.3
512,211.46576,6000293,0.6,974693,5.3
513,211.47104,5385911,0.5,473133,4.5
514,211.48144,5739607,0.6,1107295,5.0
515,211.48775,5066451,0.5,656315,4.1
516,211.4922,5370188,0.5,1100438,4.5
517,211.52435,5539198,0.5,1036881,4.7
518,211.52625,5003796,0.5,1309942,4.0
519,211.52941,6006443,0.6,1194827,5.3
520,211.53398,8148277,0.8,661702,8.1
521,211.54062,6126127,0.6,1129731,5.5
522,211.5422,5129594,0.5,809837,4.2
523,211.54317,4995002,0.5,1284226,4.0
524,211.54889,6746744,0.7,951710,6.3
525,211.54929,6361804,0.6,1059466,5.8
526,211.5657,5833242,0.6,1050680,5.1
527,211.58452,5259283,0.5,962053,4.4
528,211.58592,5544681,0.5,834532,4.7
529,211.59185,5542593,0.5,1146531,4.7
530,211.59516,5233841,0.5,607122,4.3
531,211.60353,5179097,0.5,1236033,4.3
532,211.60966,6004539,0.6,935785,5.3
533,211.61168,5326382,0.5,1071748,4.5
534,211.61738,5123420,0.5,953321,4.2
535,211.62741,5152940,0.5,1177927,4.2
536,211.63504,5285790,0.5,874262,4.4
537,211.6455,4995174,0.5,1378943,4.0
538,211.64908,5189321,0.5,1430733,4.3
539,211.65312,5325587,0.5,801162,4.5
540,211.6596,5800865,0.6,1116158,5.1
541,211.66056,6662947,0.7,521337,6.2
542,211.6707,5001625,0.5,1152650,4.0
543,211.6718,5203492,0.5,708761,4.3
544,211.6726,5199897,0.5,1126292,4.3
545,211.68222,5555097,0.5,1222321,4.8
546,211.6876,5066635,0.5,1233468,4.1
547,211.73699,5336664,0.5,923106,4.5
548,211.75775,5541375,0.5,1239736,4.7
549,211.77345,5561768,0.5,1018242,4.8
550,211.80078,5743156,0.6,1195313,5.0
551,211.80933,5732421,0.6,1079308,5.0
552,211.8161,5055247,0.5,537518,4.1
553,211.83328,4989777,0.5,1084306,4.0
554,211.83396,6000333,0.6,509843,5.3
555,211.83454,5268448,0.5,1022783,4.4
556,211.8372,4985743,0.5,1194124,4.0
557,211.83848,5297895,0.5,1144639,4.4
558,211.83935,5145403,0.5,562950,4.2
559,211.84746,5330852,0.5,1059000,4.5
560,211.8628,6104079,0.6,1145490,5.5
561,211.8661,6463959,0.6,678099,5.9
562,211.8746,5895430,0.6,983983,5.2
563,211.89454,5399260,0.5,1103764,4.5
564,211.89668,5226205,0.5,845663,4.3
565,211.89912,6132970,0.6,1153404,5.5
566,211.92288,5058070,0.5,688775,4.1
567,211.92505,5204481,0.5,1284392,4.3
568,211.92905,5139120,0.5,1597361,4.2
569,211.93572,5512951,0.5,801897,4.7
570,211.95317,8139263,0.8,913169,8.1
571,211.9694,5434862,0.5,1183485,4.6
572,211.96981,5403901,0.5,683055,4.6
573,211.97341,5701956,0.6,1007453,4.9
574,211.97665,5447995,0.5,577541,4.6
575,211.97913,5917146,0.6,1048988,5.2
576,211.98285,5276697,0.5,1035227,4.4
577,211.99923,5058315,0.5,1187442,4.1
578,212.00162,5096122,0.5,400690,4.2
579,212.02002,20507120,2.0,881549,24.3
580,212.03545,5798715,0.6,980796,5.1
581,212.08389,5376126,0.5,1198051,4.5
582,212.09132,5028695,0.5,866999,4.1
583,212.09283,5945087,0.6,1391007,5.3
584,212.0953,5641448,0.6,555462,4.9
585,212.10115,5655416,0.6,1134621,4.9
586,212.10226,4993636,0.5,1067475,4.0
587,212.10435,5426447,0.5,950514,4.6
588,212.13153,5251975,0.5,434990,4.4
589,212.13977,5038463,0.5,883946,4.1
590,212.15178,5231823,0.5,954985,4.3
591,212.15535,5369573,0.5,1223551,4.5
592,212.15848,5257548,0.5,1236805,4.4
593,212.16101,5628295,0.6,644459,4.8
594,212.16256,5038861,0.5,887397,4.1
595,212.16974,5140636,0.5,779832,4.2
596,212.17822,5941525,0.6,1130414,5.3
597,212.17904,5725749,0.6,1064350,5.0
598,212.19984,5935626,0.6,914881,5.2
599,212.21464,5079221,0.5,1294661,4.1
600,212.21513,5757989,0.6,830715,5.0
601,212.22097,5052435,0.5,985753,4.1
602,212.22657,5287585,0.5,1029276,4.4
603,212.23492,5999154,0.6,958914,5.3
604,212.23655,5095349,0.5,1141111,4.1
605,212.25522,5885447,0.6,1084962,5.2
606,212.25952,5062628,0.5,904182,4.1
607,212.2712,8211982,0.8,798716,8.2
608,212.28221,5006922,0.5,1099827,4.0
609,212.28674,5308300,0.5,1307678,4.4
610,212.28836,5287212,0.5,1248348,4.4
611,212.29797,5362142,0.5,961893,4.5
612,212.30087,6523599,0.6,1149511,6.0
613,212.31871,5047953,0.5,973110,4.1
614,212.42069,5170090,0.5,689095,4.2
615,212.42222,5119347,0.5,792873,4.2
616,212.45223,5671676,0.6,997121,4.9
617,212.46016,5995957,0.6,1076163,5.3
618,212.46516,5179215,0.5,456090,4.3
619,212.46713,4989730,0.5,1160301,4.0
