mz,Intensity,s_n,res
259.04298,1250554,4.7,770458
259.04561,2367021,10.6,1401106
259.04591,4576941,22.4,1148373
259.06089,1666492,6.9,1641334
259.06119,4069309,19.7,1116409
259.06464,1160144,4.2,838501
259.07418,1125850,4,702913
259.08231,1834066,7.8,1196696
259.09757,1507426,6.1,1184504
259.11791,1122679,4,1020652
259.11867,1360664,5.3,1254234
259.15517,1239773,4.6,953846
259.21682,1155996,4.2,1096308
259.29016,1221640,4.5,786907
259.36718,1155959,4.2,1242825
259.38099,1154533,4.2,1085760
259.39392,1194194,4.4,1153220
259.41579,1200185,4.4,823697
259.51951,1174515,4.3,1067477
259.54225,1196523,4.4,1029384
259.55744,1532410,6.2,797391
259.5812,1250579,4.7,928374
259.61938,1133434,4.1,1169887
259.69136,1490660,6,932713
259.75168,1207170,4.5,1087470
259.75246,1340771,5.2,908991
259.81356,1125666,4,1426810
259.88824,1206367,4.5,784036
259.949,1136557,4.1,1002392
259.98483,1159378,4.2,1052118
259.99626,1346366,5.2,1049805
260.01445,2766481,12.8,1096823
260.02006,1150807,4.2,1336103
260.03237,1329827,5.1,1811724
260.03263,1875620,8,1512384
260.04319,1287342,4.9,1372227
260.05078,1208534,4.5,926274
260.05603,1159324,4.2,1079588
260.05646,1263644,4.8,1216017
260.06896,1288681,4.9,1119385
260.16891,1518672,6.1,950814
260.23651,1172918,4.3,986428
260.25444,1198696,4.4,1016265
260.32095,1361101,5.3,1025375
260.34112,1190626,4.4,885337
260.38558,1160512,4.2,905732
260.39181,1274710,4.8,967431
260.41873,1292242,4.9,1092097
260.47015,1279207,4.8,1019394
260.4781,1161583,4.2,988511
260.48906,1332218,5.1,1055175
260.51779,1139864,4.1,1186091
260.54869,1143000,4.1,1136376
260.69419,1429934,5.6,1198986
260.80393,1524768,6.1,992589
260.81952,1132192,4.1,861225
260.9544,1164699,4.2,1276209
260.98093,1298887,4.9,645614
261.00376,2478094,11.1,1281540
261.00409,5734543,28.4,1065939
261.02223,2104993,9.2,956053
261.02518,1317700,5,1164286
261.03255,1197676,4.4,1172833
261.03546,1376463,5.3,1101584
261.04014,4963252,24.3,1308588
261.04046,9802676,49.9,1026283
261.04461,1144776,4.1,592691
261.06157,2542666,11.5,1050996
261.07654,2157785,9.5,1199283
261.07684,3625178,17.2,1258669
261.10057,1301170,4.9,1076711
261.11316,1470271,5.8,963683
261.1919,1144529,4.1,1035097
261.27576,1135623,4,910817
261.32472,1183610,4.3,922115
261.36377,1173891,4.2,1133154
261.41994,1239357,4.6,1089597
261.44021,1127762,4,1170332
261.45141,1149021,4.1,1234272
261.46464,1256523,4.7,1281856
261.48659,1346498,5.2,786571
261.49817,1229678,4.5,876436
261.50034,1215728,4.5,927939
261.60248,1275834,4.8,940666
261.66731,1162781,4.2,849291
261.67554,1141733,4.1,1192922
261.69479,1170849,4.2,592883
261.792,1179070,4.3,1116322
261.80088,1155799,4.1,911181
261.85545,1143584,4.1,846791
261.89622,1174570,4.2,1312190
261.94117,1194008,4.3,1161933
261.94424,1144092,4.1,1218412
261.94779,1177631,4.3,1143177
261.96451,1168545,4.2,848034
262.00746,1297661,4.9,637534
262.01159,1158433,4.2,1731622
262.0119,2762018,12.6,1139717
262.03011,1642133,6.7,882276
262.04379,1427139,5.6,1412659
262.04824,2007751,8.7,1038765
262.05882,1359378,5.2,1109665
262.0721,1551392,6.2,1100987
262.08027,1151257,4.1,781894
262.14113,1210664,4.4,869473
262.22765,1205441,4.4,1163391
262.2316,1159045,4.2,1265804
262.29662,1508393,6,1165561
262.29737,2112586,9.2,835308
262.29816,4387019,21.2,568540
262.29919,1952907,8.4,894860
262.29968,1617292,6.6,1129335
262.30013,1670988,6.9,967689
262.30147,4719374,23,702237
262.30224,2154063,9.4,856779
262.30341,2526928,11.4,1299393
262.3037,2983248,13.8,1284072
262.30441,1853969,7.8,827279
262.30497,2584401,11.7,765029
262.30532,1355154,5.2,1619958
262.30606,2873939,13.2,1009450
262.30637,2278099,10.1,1382231
262.30684,3013395,14,659425
262.3074,2755156,12.6,1207054
262.30814,2168789,9.5,1023105
262.3087,1890197,8,1291953
262.30924,2080406,9,796577
262.31002,1803991,7.6,1077132
262.31107,1539800,6.2,937047
262.31178,1861272,7.9,963120
262.31231,1958361,8.4,822631
262.31287,1694554,7,1040220
262.31325,1233690,4.6,1490049
262.31367,1705434,7.1,785872
262.31442,1332827,5.1,1409949
262.31496,2086812,9.1,682209
262.31561,2079900,9,982283
262.31626,1628253,6.6,1194555
262.31711,1668510,6.9,1453582
262.31753,1190302,4.3,1843243
262.31783,2378655,10.6,1195061
262.31825,1516447,6.1,1233095
262.31991,3044929,14.1,699455
262.32063,1729282,7.2,738403
262.32183,1343139,5.1,1135907
262.32224,1494147,5.9,984594
262.32348,2991973,13.9,536733
262.3247,1501158,6,1394285
262.3254,1340535,5.1,573369
262.32714,1359016,5.2,983087
262.3276,1876649,8,971365
262.32933,2023659,8.7,860801
262.32985,1605931,6.5,1091491
262.33018,1648236,6.8,1467847
262.33144,2256877,10,1148288
262.33178,2620781,11.9,1112090
262.33229,1725006,7.2,395275
262.33332,1406703,5.5,1222726
262.33394,1530479,6.1,1415005
262.33467,1545392,6.2,1411264
262.3354,2111409,9.2,648197
262.33643,1395794,5.4,1105656
262.33894,1639829,6.7,964533
262.33967,2041397,8.8,798225
262.3409,1621943,6.6,596578
262.3415,2115575,9.2,1076022
262.34322,2082617,9,733304
262.34364,1508281,6,1204291
262.34534,1192939,4.3,489331
262.34689,1470269,5.8,814522
262.3475,3335934,15.7,735356
262.34836,1858686,7.9,793051
262.34969,1306208,4.9,1134654
262.35032,1829440,7.7,956339
262.35079,1585025,6.4,1160214
262.35179,2458754,11,955411
262.35298,2909763,13.4,881339
262.35356,1544484,6.2,1050403
262.35625,1713895,7.1,873744
262.3576,1149304,4.1,950628
262.35804,1152552,4.1,880585
262.35851,1847945,7.8,863026
262.35982,2273866,10.1,984645
262.36063,1847371,7.8,758534
262.36252,2176237,9.5,706575
262.3632,2308110,10.2,1057372
262.36365,2943566,13.6,830178
262.36505,1415408,5.5,890739
262.36689,2025618,8.7,666791
262.36765,2269522,10,845288
262.37158,2129943,9.3,892804
262.37313,1543384,6.2,736453
262.37394,2584505,11.7,685972
262.37474,1201434,4.4,1243724
262.3771,2094556,9.1,804584
262.378,1268685,4.7,600736
262.3787,1181854,4.3,1562790
262.37946,1531007,6.1,764052
262.37984,1787295,7.5,1245863
262.38042,1297376,4.9,1043159
262.38218,2094561,9.1,912100
262.38323,1710371,7.1,927945
262.38425,1510756,6,867171
262.38501,1164452,4.2,1779299
262.38623,2354854,10.5,900421
262.38723,1246151,4.6,1066707
262.388,1949319,8.3,597259
262.38869,1608008,6.5,716868
262.39077,2048874,8.9,546899
262.39143,1813035,7.6,1345017
262.39278,1429388,5.6,833937
262.39372,2012557,8.7,862454
262.39443,1527278,6.1,1331371
262.39506,1708783,7.1,1091061
262.39545,1500591,6,1311421
262.39576,1130223,4,1674949
262.39858,1863154,7.9,695849
262.39931,1696915,7,755951
262.40057,1294740,4.9,819320
262.40118,1294933,4.9,1113681
262.40214,1873142,7.9,811919
262.40276,1450103,5.7,1049913
262.40381,1164760,4.2,1045338
262.40452,1700153,7,1367347
262.40562,2358458,10.5,837192
262.40717,1374715,5.3,1254843
262.41186,1873248,7.9,725653
262.41359,1617410,6.6,896202
262.41463,1660483,6.8,1202226
262.41533,1198916,4.4,1459564
262.41611,1237797,4.6,1086368
262.41806,1388807,5.4,1233138
262.41884,1155207,4.1,1063529
262.42052,1946697,8.3,791401
262.42383,1700013,7,838558
262.42446,1326637,5,711489
262.4259,1393103,5.4,1523510
262.42624,1836815,7.7,1085190
262.42662,1393871,5.4,1154593
262.42727,1925136,8.2,1001724
262.42763,1324817,5,1601622
262.42796,2117777,9.2,962150
262.43055,1297076,4.9,769770
262.43086,1355284,5.2,1557005
262.4348,1294616,4.9,1366846
262.436,1338233,5.1,892464
262.4374,1224091,4.5,757118
262.43802,1475099,5.8,1101554
262.4385,1287452,4.8,968839
262.44158,1881055,8,1016496
262.44198,1953375,8.4,909824
262.44472,1522754,6.1,630231
262.44533,1519907,6.1,1391152
262.44616,2276068,10.1,670981
262.44703,1838693,7.8,1301420
262.44732,1613669,6.6,1370456
262.44768,1515365,6,1235279
262.44811,1414374,5.5,1428495
262.44935,1988455,8.5,669905
262.45071,2866793,13.2,973506
262.45228,2214058,9.7,918708
262.45272,1650411,6.8,1118425
262.45465,1455469,5.7,925017
262.45603,2099886,9.1,1253125
262.4566,1831919,7.7,1128300
262.45731,2831983,13,684602
262.45896,1150193,4.1,920804
262.45953,1557362,6.3,1300646
262.46049,2034131,8.8,698579
262.46102,2067635,9,1045488
262.46177,2121780,9.3,856772
262.46263,2853365,13.1,519085
262.46325,2915958,13.5,721489
262.4641,1856502,7.9,847693
262.46476,1210343,4.4,840852
262.52825,1177177,4.3,1045234
262.53176,1194908,4.4,1161610
262.53605,1148513,4.1,946636
262.5693,1368099,5.3,723145
262.58966,1148217,4.1,1125770
262.75545,1203076,4.4,1187797
262.79308,1147051,4.1,939348
262.8234,1166379,4.2,1216892
262.84142,1254046,4.7,1111416
262.91772,1168077,4.2,1078594
262.98334,1912465,8.1,1117255
262.99627,1156094,4.1,1255956
263.00121,1389187,5.4,902071
263.00914,1819307,7.7,1092671
263.01941,8923062,45.2,1319970
263.01973,21074870,109.5,1016510
263.02735,1454974,5.7,1353559
263.0379,2391625,10.7,1061708
263.04391,1166896,4.2,1153294
263.0558,5128668,25.2,1364075
263.05612,11652060,59.7,1019764
263.07721,1269938,4.7,1301742
263.0922,3123330,14.5,1259040
263.0925,5171202,25.4,1106448
263.12886,2700072,12.3,1190996
263.19517,1389324,5.4,914680
263.32572,1333428,5.1,1073564
263.37398,1422438,5.6,1104004
263.39996,1137297,4,599547
263.41249,1163630,4.2,1081579
263.51343,1217046,4.5,1105915
263.54407,1229846,4.5,760696
263.55994,1154887,4.1,1035583
263.56522,1182284,4.3,1032603
263.64773,1147090,4.1,768938
263.65063,1144805,4.1,1097956
263.65336,1129704,4,1145257
263.67003,1136937,4,873929
263.69568,1362931,5.2,854126
263.76273,1303289,4.9,1018095
263.85964,1159901,4.1,1384232
263.87475,1146669,4.1,827147
263.87826,1142289,4,1038848
263.92619,1248002,4.6,886545
264.01697,1272640,4.7,1069129
264.02308,2572423,11.6,1041597
264.02566,1300713,4.9,573606
264.02714,1315755,5,1054600
264.02757,2577036,11.6,967259
264.03522,1208963,4.4,646227
264.04568,1881758,7.9,934411
264.05131,1200868,4.3,1240143
264.05944,1164461,4.2,1330198
264.07869,1147040,4.1,834882
264.12633,1236434,4.5,921829
264.13473,1143195,4,1031949
264.24363,1210267,4.4,893079
264.3487,1210488,4.4,1155870
264.4867,1236583,4.5,1230918
264.50493,1138682,4,1072145
264.51524,1284453,4.8,1170932
264.56569,1139369,4,909228
264.58113,1162537,4.1,949485
264.68066,1166192,4.2,1102059
264.71081,1234671,4.5,1165692
264.72252,1169979,4.2,832707
264.74565,1142675,4,1288595
264.75714,1276671,4.7,1281957
264.84538,1160091,4.1,1223499
264.90835,1213628,4.4,647567
264.93771,1214266,4.4,932462
264.95214,1146569,4.1,1083937
264.96776,1274809,4.7,927630
264.96997,1295516,4.8,945987
264.99866,3688377,17.4,1420996
264.99897,10839482,55,1024135
265.0172,1326445,5,1113696
265.02172,1557713,6.2,881643
265.02446,1364564,5.2,1169933
265.02479,2068948,8.9,1129207
265.03504,5994463,29.5,1356095
265.03536,15799263,81.1,1039052
265.05069,1333903,5,1056839
265.05655,1403829,5.4,1041152
265.07141,3043589,14,1220922
265.07173,6846469,34,1080041
265.07952,1260685,4.7,1254645
265.10779,1200170,4.3,1325507
265.10812,4057259,19.4,1084548
265.12911,1339392,5.1,848074
265.14757,2058259,8.9,1072623
265.14789,5470292,26.8,1018825
265.17005,1384459,5.3,864248
265.1784,1136947,4,1034564
265.24284,1189990,4.3,735330
265.32335,1240777,4.6,756807
265.32951,1168568,4.2,624229
265.35141,1145030,4,994765
265.38292,1268839,4.7,1227282
265.45712,1266004,4.7,1137491
265.46718,1159038,4.1,1040302
265.49424,1336282,5.1,947362
265.54064,1379658,5.3,953945
265.57956,1275314,4.7,826942
265.70208,1342001,5.1,775246
265.71561,1198879,4.3,790268
265.71741,1150080,4.1,1142673
265.72898,1249708,4.6,859466
265.76471,1294065,4.8,935557
265.78716,1197640,4.3,985987
265.82645,1199057,4.3,1110728
265.85186,1208875,4.4,892232
265.93512,1268897,4.7,959474
265.98726,1184983,4.3,976418
265.99192,1298428,4.9,953842
265.99624,1809856,7.5,1068697
266.00228,1377671,5.3,1260362
266.00677,1193003,4.3,1056902
266.01445,2461651,11,1131658
266.02496,1153438,4.1,1112450
266.03065,1323684,5,842765
266.03261,2554598,11.5,1049138
266.03871,2853740,13,1028847
266.04318,1994097,8.5,1144978
266.04579,1285491,4.8,954196
266.05081,1220953,4.4,1029410
266.14271,1266071,4.7,932611
266.15123,1193568,4.3,1248967
266.32346,1162962,4.1,1284991
266.39656,1190429,4.3,935515
266.48858,1194236,4.3,758525
266.49561,1158755,4.1,1048782
266.5284,1181541,4.2,1109326
266.53423,1167531,4.1,1396337
266.64818,1152128,4.1,1054849
266.68403,1168837,4.1,1174460
266.75798,1142769,4,802176
266.76757,1502715,5.9,784022
266.86505,1150271,4,1112730
266.90194,1526757,6,655610
266.95116,1271832,4.7,854082
267.00408,1173454,4.2,1028926
267.01429,5502937,26.8,1353437
267.01462,14874585,75.8,1002508
267.01548,1269658,4.7,892654
267.02189,1291809,4.8,1366954
267.02226,3044321,13.9,927656
267.0299,2891113,13.1,1005840
267.03169,1246379,4.5,1089832
267.03281,1724652,7,980003
267.04045,2115700,9.1,1195832
267.05068,4629758,22.2,1360661
267.05101,12725246,64.5,985672
267.05877,1224806,4.4,870794
267.06628,2410062,10.6,981602
267.07212,1901076,8,1120509
267.08707,2456868,10.9,1572835
267.0874,6715684,33.1,997629
267.10279,1321652,4.9,947042
267.12378,3311561,15.3,1096379
267.27401,1150275,4,1255923
267.33708,1155204,4.1,911079
267.35552,1275255,4.7,1024441
267.43087,1196676,4.3,857467
267.47668,1198899,4.3,956180
267.51006,1332757,5,1112712
267.51065,1273526,4.7,794307
267.64553,1143008,4,890949
267.64854,1335491,5,803082
267.69632,1217204,4.4,937862
267.73099,1353592,5.1,1133198
267.96294,1233509,4.5,1063417
268.01191,2895831,13.2,1037671
268.018,1379549,5.2,1357092
268.02244,1425538,5.5,896139
268.03007,2654314,11.9,1016925
268.03116,1230731,4.5,1128653
268.0374,1157809,4.1,1600921
268.03774,1607153,6.4,895408
268.04628,1361146,5.1,1382913
268.04818,1629820,6.5,729559
268.05437,1449539,5.6,1056837
268.08875,1435942,5.5,777663
268.14013,1169818,4.1,1093301
268.1754,1147326,4,938153
268.24752,1201424,4.3,401185
268.34097,1173319,4.2,960952
268.36652,1201409,4.3,1102946
268.42475,1157948,4.1,977378
268.4955,1218181,4.4,1021764
268.50116,1150730,4,992054
268.53179,1421034,5.4,1277242
268.63168,1192111,4.3,942954
268.72746,1232849,4.5,776849
268.73833,1364860,5.2,1054281
268.80078,1394811,5.3,928458
268.88328,1176335,4.2,1202052
268.92768,1177404,4.2,1075382
268.9456,1178798,4.2,828216
268.98309,1206292,4.3,1042377
268.99389,3868351,18.2,940175
269.00881,1855375,7.7,1216544
269.00917,1977039,8.4,1088964
269.01941,1712089,7,1253643
269.01971,2430810,10.7,1231654
269.02731,1584929,6.3,1057381
269.02995,4281316,20.4,1505181
269.03027,13083108,66.4,1026693
269.03758,1642284,6.6,1310649
269.03792,3477484,16.2,1056201
269.04521,2585716,11.5,1169799
269.04554,5736436,28,980696
269.05612,1761215,7.2,1112138
269.06634,4740105,22.8,1467154
269.06666,12919817,65.5,1016442
269.07703,1297044,4.8,1045887
269.08189,1217497,4.4,1427291
269.08818,1202815,4.3,922595
269.10271,3387694,15.7,1235868
269.10306,8314670,41.5,964674
269.13909,1646419,6.6,1375384
269.13943,3588691,16.8,1092362
269.21412,1253343,4.6,1202587
269.24855,1567618,6.2,993782
269.34088,1222623,4.4,834027
269.46484,1267677,4.6,966347
269.50768,1153544,4,904646
269.5214,1418486,5.4,963474
269.52875,1345117,5,1200365
269.5301,1454847,5.6,803889
269.53522,1211172,4.3,1207632
269.53962,1263144,4.6,948013
269.54179,1313482,4.9,833816
269.5703,1201271,4.3,810815
269.59618,1283553,4.7,845093
269.60461,1223722,4.4,797687
269.62958,1274851,4.7,1025142
269.63009,1272388,4.6,1102139
269.67326,1459663,5.6,988228
269.68223,1257560,4.6,860890
269.75552,1359714,5.1,852845
269.75766,1256132,4.6,896686
269.76268,1220266,4.4,1130605
269.82208,1232357,4.4,839503
270.00208,1250811,4.5,740717
270.00937,2296386,10,1135012
270.01699,2874442,13,1111630
270.02721,1412820,5.4,1683589
270.02755,4464853,21.2,1019621
270.03364,2137563,9.1,1162380
270.03516,1954908,8.2,1012121
270.04574,3999719,18.8,949599
270.053,1324142,4.9,988336
270.06388,1432185,5.5,818504
270.07001,2184767,9.4,986879
270.1259,1180791,4.2,892633
270.12826,1184634,4.2,1249693
270.31465,1338741,5,1093061
270.31708,1302136,4.8,852157
270.34129,1162992,4.1,1087200
270.44962,1333885,5,971336
270.52926,1200268,4.3,1555360
270.56834,1193524,4.2,968446
270.62361,1268011,4.6,1216629
270.70215,1159609,4,1125293
270.77038,1188766,4.2,698056
270.83922,1382531,5.2,983607
270.85443,1215778,4.3,672552
270.98424,1184227,4.2,746432
270.98993,1273337,4.6,1001439
271.00834,1200875,4.3,1238377
271.0092,1532844,6,1189664
271.00956,2317741,10.1,1159853
271.01715,1794260,7.3,835822
271.02445,1899579,7.9,1679182
271.02479,8826556,43.9,970260
271.03503,1179142,4.1,1477085
271.04559,3720401,17.3,1272087
271.04594,10173393,50.9,967815
271.05357,1705432,6.9,1218662
271.06086,1307104,4.8,1966265
271.06118,4286816,20.3,976352
271.08196,2226293,9.6,1290161
271.08232,6374133,31.1,1017485
271.08998,1151645,4,879454
271.09751,1348740,5,1138730
271.11871,2540441,11.2,1164654
271.15512,1671966,6.7,881246
271.20708,1350641,5,1131400
271.22536,1578788,6.2,923177
271.22788,1414086,5.4,1098540
271.35163,1168193,4.1,976679
271.50287,1159543,4,1172652
271.50975,1162174,4.1,1088296
271.52133,1358282,5.1,849633
271.52296,1326971,4.9,691187
271.60443,1206748,4.3,1079532
271.78985,1207860,4.3,1110138
271.81095,1215368,4.3,933118
271.82415,1340405,5,862739
271.89028,1152919,4,744830
271.90729,1273192,4.6,1173511
271.91371,1280046,4.7,590356
271.93976,1156312,4,680207
271.94653,1167630,4.1,1121041
271.9906,1214426,4.3,915104
271.99747,1171137,4.1,1145838
272.00681,1175562,4.1,1349154
272.01441,2270737,9.8,1102633
272.02003,1217175,4.3,1294471
272.025,2164188,9.3,917384
272.02817,1663519,6.7,1095909
272.03227,1176675,4.1,1618702
272.03266,2266147,9.8,905535
272.04927,1727988,7,1184558
272.05051,1254069,4.5,1082185
272.05645,1430395,5.4,1040465
272.0655,1207684,4.3,1071612
272.11923,1158841,4,1007060
272.19717,1272709,4.6,980308
272.31543,1187066,4.2,941525
272.38664,1243616,4.4,880655
272.58069,1239326,4.4,988053
272.67699,1332124,4.9,814128
272.71507,1166466,4,1249011
272.93592,1196153,4.2,741998
272.96916,1204666,4.2,672465
273.00373,2769244,12.3,1312238
273.00408,8415580,41.5,983645
273.01302,1181797,4.1,1322080
273.01462,1751718,7.1,1205942
273.02224,3019630,13.6,1098735
273.02485,2357744,10.2,1261378
273.02519,4057712,19,1095445
273.03285,2017912,8.4,885829
273.0401,4902271,23.3,1230422
273.04046,14093183,70.8,963520
273.04782,1296006,4.7,860077
273.05103,1289866,4.7,1061522
273.06123,2171028,9.2,1507403
273.06157,6996116,34.1,984914
273.06925,1281979,4.6,957909
273.07687,4541475,21.5,963456
273.09795,2400567,10.4,995908
273.10482,1180350,4.1,874984
273.11325,1607878,6.3,1215945
273.13438,1671003,6.6,1237055
273.15965,1203059,4.2,814716
273.23942,1169537,4.1,1206544
273.38122,1168842,4.1,902576
273.41965,1190256,4.2,958651
273.42987,1158266,4,1236300
273.43131,1578747,6.2,961638
273.54207,1427878,5.4,1247595
273.56917,1175392,4.1,613025
273.59864,1256317,4.5,1045824
273.63766,1259587,4.5,1268128
273.64741,1172876,4.1,803566
273.65841,1170903,4.1,988648
273.72962,1258427,4.5,1087106
273.74333,1163689,4,932623
273.77318,1165957,4,1010961
273.79723,1242717,4.4,746547
273.80433,1182180,4.1,1318470
273.86279,1242460,4.4,1037178
273.92245,1201877,4.2,777012
273.97562,1370408,5.1,920221
274.01152,1712427,6.9,1242319
274.01189,3899691,18.1,978102
274.02244,1989365,8.3,943746
274.03008,2483837,10.8,931002
274.03567,1451458,5.5,1158921
274.0406,1447687,5.5,1083402
274.04382,1971082,8.2,1030842
274.04833,2002958,8.4,1125098
274.05883,1191064,4.2,891273
274.14619,1277260,4.6,933501
274.15489,1192021,4.2,1078540
274.23054,1360733,5,867277
274.27456,1229511,4.4,1068072
274.36231,1243963,4.4,812670
274.38933,1209557,4.3,1299577
274.41923,1221362,4.3,883797
274.46641,1229279,4.4,1039513
274.64082,1297797,4.7,602942
274.69636,1331962,4.9,1127962
274.71494,1206187,4.2,756358
274.74269,1342054,4.9,874265
274.88621,1368494,5.1,963316
274.97327,1349568,5,733793
274.98332,1829194,7.5,1218784
275.01937,6450412,31.3,1259898
275.01971,16426732,82.8,977041
275.02651,1210195,4.3,794056
275.02728,1421748,5.4,1155764
275.03458,1408667,5.3,877208
275.03793,3341054,15.3,950108
275.04047,1886208,7.7,1280272
275.04085,3520257,16.2,918022
275.04843,1216712,4.3,981713
275.05574,4294927,20.2,1294373
275.0561,11692815,58.4,963558
275.07723,2677539,11.8,994166
275.09213,1567921,6.1,1586545
275.09249,4778033,22.7,905005
275.11327,1341637,4.9,903007
275.12395,1179887,4.1,960318
275.12851,1331731,4.9,1285183
275.12886,2373332,10.2,1189023
275.20079,1179160,4.1,884052
275.29677,1301458,4.7,994463
275.33079,1180434,4.1,822327
275.37675,1224509,4.3,1150867
275.49164,1321801,4.8,580712
275.53957,2074326,8.7,1143534
275.55161,1315042,4.8,1167734
275.55249,1167522,4,1150864
275.6473,1279899,4.6,872182
275.66316,1197322,4.2,1135106
275.78715,1283518,4.6,1254132
275.83761,1185709,4.1,858268
275.91503,1356853,5,1068481
276.00904,1451021,5.5,1740514
276.00937,3286157,14.9,1047096
276.01491,1609938,6.3,1007633
276.01694,1939476,8,1118634
276.01989,1417879,5.3,821984
276.02271,1232154,4.3,1741268
276.02304,2729754,12,1086564
276.02751,4961950,23.5,974710
276.02881,1385823,5.1,1100838
276.03526,1168965,4,1038214
276.04571,3140399,14.1,974035
276.05137,1710836,6.8,961245
276.0548,1332087,4.9,1228282
276.05911,1622075,6.3,1453123
276.05943,2733628,12,1275700
276.06395,1706112,6.8,965288
276.10466,1192998,4.1,1483159
276.14999,1168752,4,1085810
276.20968,1172743,4,751800
276.24699,1280618,4.6,988069
276.35659,1180463,4.1,854846
276.38012,1229221,4.3,1334680
276.41885,1203401,4.2,1208481
276.4412,1168061,4,816089
276.52918,1499183,5.7,1225532
276.63178,1292493,4.6,890620
276.66658,1196397,4.2,1109808
276.92051,1222422,4.3,1001736
276.99864,2236701,9.5,1673145
276.99898,8094750,39.5,984895
277.00661,1470692,5.6,1141096
277.01717,3176750,14.3,1061177
277.02482,2859701,12.7,1010193
277.03501,7331391,35.6,1386481
277.03536,25488958,128.7,957747
277.04299,1242118,4.4,1086813
277.04805,1318666,4.8,940050
277.05362,1505743,5.7,1106161
277.0565,1694930,6.7,864640
277.07139,3530336,16.1,1504516
277.07174,13687904,68.2,956614
277.10778,1226497,4.3,1770030
277.10814,6706817,32.4,935901
277.1137,1168070,4,1203196
277.14452,1693858,6.7,1090458
277.14894,1223782,4.3,755004
277.17748,1174720,4,1298809
277.17978,1182978,4.1,1036609
277.22659,1326573,4.8,942575
277.2691,1203860,4.2,1132355
277.43514,1171402,4,914833
277.50927,1223213,4.3,1065469
277.52719,1170301,4,1112074
277.81355,1207487,4.2,763258
278.00237,1276201,4.6,1147770
278.00681,2186925,9.2,1044185
278.01443,2455988,10.6,1032507
278.02498,3525821,16.1,1041212
278.03061,1169474,4,1213146
278.03268,2230212,9.5,833369
278.03876,2425801,10.5,966134
278.04318,1853133,7.5,1226168
278.04942,1258899,4.5,1086768
278.05079,1227668,4.3,1063673
278.06135,1537757,5.9,1324331
278.07516,1572458,6.1,1060340
278.07958,1386542,5.1,1160627
278.15864,1208340,4.2,921375
278.19705,1204854,4.2,886180
278.25379,1380137,5.1,924664
278.28611,1255462,4.4,663707
278.34981,1356510,4.9,782232
278.4018,1321932,4.8,1048997
278.41648,1203738,4.2,787067
278.45261,1288730,4.6,792677
278.46038,1280704,4.5,1077279
278.47634,1174223,4,935430
278.56395,1181244,4,878459
278.5652,1280669,4.5,1219101
278.6348,1177947,4,1061270
278.72038,1208262,4.2,881896
278.72191,1344455,4.9,699088
278.84401,1262643,4.5,675319
278.8538,1209883,4.2,1057072
278.97819,1579464,6.1,1215118
278.9922,1281301,4.5,974016
279.00406,2009631,8.3,1024109
279.01425,7860008,38.1,1358060
279.01461,27001128,135.6,930295
279.01518,1650217,6.4,1690441
279.02224,3247535,14.6,902711
279.0299,1691894,6.6,1045191
279.03285,2309112,9.8,642818
279.04049,1815935,7.3,973488
279.05064,5975368,28.5,1277895
279.05101,18485576,92.2,945429
279.06626,1471253,5.5,1127116
279.07229,1402459,5.2,935048
279.08701,2378984,10.1,1157332
279.08739,9255784,45.2,953417
279.12342,1862791,7.5,1564336
279.12379,6193800,29.6,931932
279.1435,1317209,4.7,1037685
279.18828,1255808,4.4,875862
279.23256,1300070,4.6,1276165
279.29144,1231802,4.3,927441
279.32583,1191575,4.1,851364
279.34641,1199689,4.1,972997
279.3959,1190676,4.1,852229
279.41738,1240647,4.3,1177363
279.43659,1241239,4.3,944008
279.54212,1225139,4.3,1365785
279.74856,1223908,4.3,1321927
279.83557,1189551,4.1,1063776
280.01152,1459846,5.5,1193471
280.01188,4232070,19.6,1063048
280.01797,3891467,17.8,974933
280.02245,2925327,12.9,1050672
280.0301,3859734,17.7,909988
280.03766,1397148,5.1,977983
280.04065,1907743,7.7,1221103
280.0463,1866403,7.5,1012906
280.04823,1483813,5.6,1257530
280.05436,2964138,13.1,999215
280.05886,2001774,8.2,925766
280.07705,1314110,4.7,1159093
280.12138,1198867,4.1,581068
280.12717,1343848,4.9,629549
280.24847,1348175,4.9,1095074
280.33168,1453462,5.4,557663
280.4311,1220234,4.2,938388
280.46082,1206339,4.2,1098984
280.49061,1328924,4.8,959080
280.49982,1434852,5.3,899670
280.50947,1467692,5.5,1133767
280.51362,1402287,5.2,1241420
280.53179,1559487,6,1047906
280.56926,1435294,5.3,968185
280.64574,1228735,4.3,845482
280.69075,1264292,4.5,601474
280.74135,1197743,4.1,951529
280.8806,1219747,4.2,714755
280.8847,1181606,4,1070822
280.89845,1233106,4.3,840795
280.99389,4203714,19.4,923948
281.00153,1919304,7.8,1076335
281.00913,2196558,9.2,918125
281.01972,4316375,20,910451
281.02731,1999645,8.2,900126
281.0299,7474143,36.1,1354290
281.03027,24852448,124.6,946393
281.03747,1316006,4.7,1126099
281.03789,3357030,15.1,1003284
281.03896,1226279,4.3,1091303
281.04556,4248300,19.7,1007068
281.05613,1935733,7.9,1024136
281.0604,1413241,5.2,978375
281.0663,4889086,22.9,1306336
281.06666,15942654,79.2,960639
281.08191,1911050,7.7,1116936
281.08782,1327791,4.8,934855
281.10268,2980892,13.2,1341315
