mz,Intensity,s_n,res
227.63052,1083636,4.2,1252335
227.65054,1190056,4.9,1158213
227.65096,1081248,4.2,1432867
227.6616,1130127,4.5,943608
227.67703,4140006,21.8,1099433
227.68689,1073776,4.2,1151585
227.68921,1051741,4.1,1229689
227.69119,1215697,5,1159288
227.69199,1156837,4.7,1044394
227.70229,1189284,4.9,1219300
227.72735,1114377,4.4,1511018
227.76799,1080354,4.2,1564109
227.82799,1047224,4,1483798
227.86525,1404641,6.1,1017987
227.87896,1073188,4.2,1535953
227.88718,1154926,4.7,1444454
227.93826,1250529,5.2,1198488
227.94994,1206596,5,1179527
227.95488,1064897,4.1,1099359
227.98525,1359756,5.8,1207746
227.99887,1082144,4.2,699790
228.02333,1052109,4.1,1254068
228.0246,1074666,4.2,1081595
228.05359,1194660,4.9,1375537
228.06713,1083564,4.2,911621
228.10206,1153672,4.7,1391035
228.11178,1123170,4.5,1598375
228.14256,1051754,4.1,1381057
228.15496,1064269,4.1,1329405
228.16902,1229716,5.1,878850
228.18619,1048404,4,1307505
228.1931,1215310,5,1330896
228.20504,1380353,5.9,1404750
228.2083,1129545,4.5,1039314
228.22219,1134637,4.5,868833
228.24438,1142750,4.6,953878
228.26486,1078707,4.2,1023016
228.2815,1067453,4.1,788931
228.28693,1090781,4.3,1438272
228.35946,1398527,6,1157921
228.37098,1051666,4,1416782
228.40241,1067221,4.1,796094
228.40756,1179683,4.8,1241220
228.42246,1071616,4.2,681076
228.44319,1149012,4.6,1188835
228.44543,1210664,5,840193
228.4667,1067824,4.1,652418
228.46926,1059718,4.1,1126333
228.50646,1053804,4.1,1150019
228.50793,1196436,4.9,1311658
228.56496,1106803,4.4,1259934
228.58332,1059543,4.1,1249995
228.64598,1191408,4.8,1096972
228.68488,10232378,56.6,1069354
228.68518,1161658,4.7,1868190
228.68687,2441738,12,1154474
228.68888,2894091,14.6,1109224
228.71706,1065250,4.1,1223037
228.78787,1061509,4.1,1489122
228.7939,1092023,4.3,1156684
228.7949,1113383,4.4,1293855
228.79796,1263984,5.3,1402295
228.80169,1240649,5.1,1246004
228.81295,1159452,4.7,1064599
228.82729,1047304,4,1486906
228.85157,1097102,4.3,1311077
228.8614,1198337,4.9,1321366
228.87799,1070533,4.2,1122814
228.9344,1048245,4,1473630
228.95136,1090873,4.3,1375208
