mz,Intensity,s_n,res
339.14444,5298722,20.3,926777
339.14494,27533858,113,761869
339.16354,2201648,7.4,869123
339.18133,12406333,50,790600
339.1989,2029641,6.7,1175597
339.19944,9849418,39.3,923469
339.19994,50672204,209.5,760780
339.21772,1959767,6.4,846722
339.23292,1612258,4.9,918546
339.49807,1624484,5,962866
339.50476,1693609,5.3,634965
339.50873,2532396,8.8,769054
339.51223,2647855,9.3,716303
339.5228,2764086,9.7,846337
339.52687,2972217,10.6,711097
339.53336,1711678,5.4,833390
339.53741,1831489,5.9,963258
339.5411,3023684,10.8,746264
339.54661,1392072,4,928427
339.55173,1920588,6.2,713872
339.95255,1386739,4,1021449
339.9861,3319692,12.1,850708
339.99664,4023444,15,756285
340.00431,4258969,16,747431
340.00987,3519645,12.9,886994
340.01485,6326945,24.6,800504
340.01799,4504228,17,839056
340.02047,1484197,4.4,1042191
340.02247,6405799,24.9,759285
340.02545,2580905,9,783537
340.03104,4785325,18.2,790468
340.03302,6375599,24.8,771135
340.03915,6618291,25.8,744351
340.04362,3216310,11.6,794326
340.04578,3977400,14.8,1591625
340.04629,18308280,74.6,784758
340.05127,4209340,15.8,761404
340.05435,2711230,9.5,737577
340.05752,1992769,6.5,776329
340.0583,1775809,5.6,994007
340.05888,3080386,11.1,808138
340.0618,2220484,7.5,852963
340.06742,11414728,45.8,749999
340.06949,2189258,7.3,898631
340.0755,9421006,37.5,797273
340.07864,2309328,7.8,691687
340.08002,1575633,4.8,987584
340.08269,4532947,17.1,824348
340.09071,1782745,5.7,944133
340.0939,1582300,4.8,800034
340.09663,8570078,34,723042
340.10379,8226019,32.5,794817
340.11191,8850665,35.1,750768
340.11511,2365675,8.1,726494
340.11902,1584238,4.8,923789
340.14018,1904382,6.2,872253
340.1483,4401412,16.6,734568
340.15141,1590022,4.8,981016
340.18465,1516831,4.5,946756
340.20332,10105133,40.4,790958
340.50191,2010635,6.6,780673
340.51255,2256915,7.6,802791
340.51655,2444054,8.4,841851
340.52405,1491420,4.4,603085
340.53065,3377441,12.3,775659
340.53468,2934820,10.5,745870
340.54888,2566446,8.9,836788
340.55444,1393842,4,977609
340.56606,1462331,4.3,741940
340.56709,1400252,4.1,1021422
340.83377,1451523,4.3,679608
340.99393,10006396,39.9,742035
340.99728,1785214,5.7,965283
341.00451,3661700,13.5,809058
341.007,1597190,4.9,648682
341.01214,4532106,17.1,784202
341.01508,7588748,29.9,806191
341.01795,1498350,4.5,569707
341.02269,7708050,30.4,740591
341.02808,4693398,17.8,711064
341.02979,6327191,24.6,1463035
341.03031,29147032,119.8,754328
341.03112,1666968,5.2,1111240
341.03318,2205081,7.4,867432
341.04023,1695903,5.3,833515
341.04082,5167519,19.8,830144
341.04156,5354912,20.5,801269
341.04233,1641376,5.1,909946
341.04397,1430689,4.2,1171902
341.04556,1873827,6,806607
341.04975,3003814,10.7,744270
341.05093,7936935,31.3,1425876
341.05144,32479144,133.7,754959
341.05752,1599660,4.9,789748
341.05906,3039149,10.9,737132
341.06269,3460016,12.6,806196
341.06669,17248178,70.1,745654
341.06963,2031285,6.7,705447
341.0726,1502135,4.5,967468
341.07793,4462523,16.8,814661
341.07978,1732540,5.4,721734
341.08633,1755329,5.5,980768
341.08731,11745218,47.2,910178
341.08782,54970308,227.4,750316
341.09754,1690314,5.3,862923
341.09906,5643723,21.7,724168
341.10308,9094094,36.1,744492
341.1071,1585105,4.8,749619
341.10895,16564178,67.3,738453
341.11432,1498582,4.5,741407
341.11609,2210776,7.4,804833
341.1237,7538654,29.7,939650
341.12419,33449950,137.7,773548
341.13543,2818278,10,806676
341.13948,2490601,8.6,841054
341.16006,3344377,12.2,1587067
341.16058,17430522,70.9,758612
341.17181,1608962,4.9,1028098
341.17921,4049927,15.1,775501
341.19696,13226005,53.4,743275
341.20824,1505053,4.5,773651
341.23327,1846576,5.9,861202
341.26969,1884492,6.1,954578
341.49156,1395828,4,935448
341.4956,1450103,4.3,895826
341.50627,1522815,4.6,967564
341.50974,2437378,8.4,883117
341.51378,1766661,5.6,713551
341.5203,2717450,9.5,826779
341.52445,1913357,6.2,797088
341.52791,2035727,6.7,903418
341.53846,2525719,8.7,820146
341.54252,2496795,8.6,877344
341.55668,2246949,7.6,790167
341.98365,1652331,5,666107
341.98925,1415791,4,750686
342.00175,6795385,26.1,776257
342.00942,1706238,5.2,878760
342.01177,1673344,5.1,1013263
342.01231,4765825,17.8,825682
342.01694,1614340,4.9,653801
342.01992,5160583,19.4,800438
342.02555,10871435,42.8,768210
342.0305,7412367,28.6,765620
342.03311,1544080,4.6,1189032
342.03367,4453521,16.5,798071
342.03677,2596243,8.9,834306
342.03817,5414036,20.4,773404
342.04111,1706391,5.2,793755
342.0467,5201563,19.6,734095
342.04871,5097117,19.1,779194
342.05481,5334689,20.1,762999
342.06194,10229414,40.2,777499
342.06687,3294378,11.7,844540
342.07005,3515309,12.7,751278
342.07321,1791919,5.6,960836
342.07451,2507696,8.5,806533
342.08129,1471669,4.3,759310
342.08306,7152311,27.6,796302
342.08498,2175928,7.2,849363
342.09115,9603773,37.6,750111
342.09426,1838015,5.8,907661
342.09831,4739267,17.7,814994
342.10642,2421961,8.2,838382
342.11238,2449229,8.3,711399
342.11947,3957203,14.5,713297
342.12756,5922009,22.5,746629
342.13073,3759323,13.7,737306
342.13469,2014942,6.5,975884
342.15585,2175215,7.2,908249
342.16395,3260661,11.6,903215
342.16707,5013239,18.8,797629
342.20034,3094545,10.9,827734
342.49934,1476983,4.3,858184
342.50344,1963514,6.3,861735
342.50996,1797375,5.6,795751
342.51755,1922053,6.1,1039624
342.5217,1462408,4.2,795248
342.52812,1898765,6,968356
342.53221,2039696,6.6,569023
342.53577,1718035,5.3,1048566
342.54627,2496539,8.5,810724
342.55038,2198814,7.3,769969
342.56621,1458538,4.2,608584
342.98102,1442155,4.2,622357
342.99134,4091251,15,685401
343.00197,1796219,5.6,919670
343.00904,5894529,22.4,1351980
343.00957,28949890,116.9,744632
343.01295,2362244,7.9,966468
343.01721,1428231,4.1,951443
343.02009,5559690,21,743845
343.02079,2899594,10.1,665792
343.02268,1491339,4.4,986889
343.02474,3130253,11.1,887721
343.02526,1743757,5.4,1217185
343.02777,4611984,17.1,717985
343.0307,7420306,28.7,766038
343.03281,1804435,5.6,848742
343.03832,7034264,27.1,763133
343.04375,2751132,9.5,512464
343.04596,38346140,155.4,739950
343.04928,2299680,7.7,699367
343.05719,8120743,31.5,749346
343.05903,2384552,8,826956
343.06123,1669289,5.1,963355
343.06532,2319789,7.7,764146
343.06708,30846382,124.7,741623
343.06786,2342831,7.8,1259714
343.07028,1679024,5.1,569672
343.07472,2045364,6.6,822683
343.07831,2885047,10.1,751734
343.08013,2980792,10.5,619077
343.08182,4832698,18,1335733
343.08234,23885242,96.2,754867
343.08569,3609021,13,883736
343.09359,5156803,19.4,715525
343.09545,2347204,7.9,974031
343.10296,7921098,30.7,1530644
343.10347,36388300,147.4,759788
343.11469,3598803,13,909932
343.11871,11254230,44.4,783031
343.12998,1668575,5.1,742242
343.13984,20024806,80.3,752661
343.15111,4617200,17.2,694958
343.15509,5142515,19.3,724100
343.17624,12599811,49.9,744549
343.18746,1818636,5.7,827540
343.19874,1461780,4.2,851722
343.21262,14863903,59.2,738045
343.249,2942268,10.3,780377
343.49308,1574266,4.7,911450
343.50723,2713093,9.4,697554
343.5112,2521864,8.6,715743
343.51482,1745163,5.4,866455
343.51768,1831821,5.7,819019
343.52183,1662481,5.1,934918
343.52534,2443283,8.3,840534
343.52943,2476823,8.4,812393
343.53509,1450971,4.2,628612
343.53596,2727196,9.4,829677
343.54004,1946143,6.2,773813
343.54355,2528802,8.6,797226
343.55411,1747114,5.4,651079
343.55819,2285869,7.6,967066
343.55975,1506350,4.4,903679
343.98102,1542009,4.6,976707
343.98864,2786431,9.7,750784
343.99924,5457032,20.6,781137
344.00484,4287628,15.8,778186
344.00681,4354702,16.1,814144
344.00975,3028112,10.6,795003
344.01292,3760274,13.7,820991
344.01605,1444309,4.2,567364
344.01739,8501398,33.1,774449
344.02301,1737114,5.4,778902
344.02508,1467548,4.3,801512
344.02793,6877854,26.4,729674
344.03265,2174114,7.1,900715
344.0356,4312740,15.9,776966
344.03724,1567269,4.7,877515
344.04121,19703976,79,758928
344.04613,5483693,20.7,691721
344.04931,6937775,26.7,831202
344.04997,1490736,4.3,895628
344.05241,3580594,12.9,712134
344.0538,4155571,15.3,737300
344.06232,3232697,11.5,675683
344.06437,3615931,13.1,872058
344.06898,1484479,4.3,909530
344.07044,4942528,18.5,747937
344.07358,13050050,51.7,747162
344.0776,13130949,52.1,752767
344.08247,1823305,5.7,766775
344.08572,4951244,18.5,799568
344.08882,3548366,12.8,822633
344.0902,1486415,4.3,764960
344.09872,4620502,17.2,765998
344.10682,5870813,22.3,761602
344.10995,3066847,10.8,880074
344.11396,4232930,15.6,765566
344.12208,2323176,7.8,882484
344.12818,1548653,4.6,901092
344.13511,2031475,6.6,633868
344.14322,3682809,13.3,761045
344.14632,5517052,20.9,742321
344.17959,3422486,12.3,792366
344.18274,4369689,16.1,764372
344.21594,3844915,14,793207
344.33183,1410190,4,867013
344.49689,1424145,4.1,957169
344.50079,1522836,4.5,826984
344.50435,1497111,4.4,881555
344.50852,1989402,6.4,939881
344.51503,3462943,12.4,721768
344.51906,3667235,13.3,768908
344.52549,1689512,5.2,812748
344.52966,2210603,7.3,879516
344.53322,3738670,13.6,809240
344.53725,1770801,5.5,918990
344.5438,2470966,8.4,658983
344.54781,2146105,7,663116
344.55146,2056764,6.7,854798
344.72353,1416837,4,457911
344.77323,1558957,4.6,596949
344.96296,1426820,4.1,828147
344.98883,10087321,39.6,743396
344.99647,4746655,17.7,780770
345.00705,8318887,32.3,741365
345.01269,1423916,4.1,709911
345.0141,1488301,4.3,951535
345.01467,3334573,11.9,830719
345.0176,2580912,8.8,419922
345.0247,10566581,41.5,888484
345.02521,58463156,237.9,740009
345.02856,2066360,6.7,803073
345.0309,1802426,5.6,956010
345.03576,4875198,18.2,646311
345.03646,8671167,33.8,693230
345.03833,1746112,5.4,834349
345.04044,4262338,15.7,836169
345.04341,4744132,17.7,699554
345.04452,2424517,8.2,797632
345.04634,7337927,28.3,713870
345.049,2230985,7.4,786021
345.05396,4896717,18.3,731447
345.05938,2902481,10.1,696904
345.06108,9481170,37.1,923102
345.0616,47784916,194.1,739283
345.06494,2164437,7.1,833405
345.06722,1911255,6.1,837301
345.07285,11562972,45.6,735781
345.07466,3402205,12.2,747799
345.07687,3382239,12.1,821906
345.081,1732706,5.3,749380
345.08274,20814820,83.6,744381
345.09027,1760746,5.5,761296
345.09248,1772395,5.5,733467
345.09395,6357997,24.3,747191
345.09579,12487662,49.4,754273
345.09747,6301680,24.1,956156
345.09798,29553648,119.4,736223
345.10139,2561779,8.7,748098
345.10921,6062585,23.1,742797
345.11101,2483962,8.4,810234
345.11911,17546240,70.2,709773
345.13035,6033418,23,701054
345.13437,14922765,59.4,711333
345.14562,1554326,4.6,711867
345.14743,1998615,6.4,770092
345.1555,14230558,56.6,735410
345.16678,2259751,7.5,804905
345.17077,6629418,25.4,726241
345.19188,8817723,34.4,733146
345.22827,12727384,50.4,759761
345.48845,1532201,4.5,597376
345.4981,1670193,5.1,922973
345.50463,1548086,4.6,977627
345.50875,2732345,9.4,855609
345.51228,2463548,8.3,767875
345.52286,3569989,12.9,791610
345.52692,2881608,10,791410
345.53342,2383437,8,751309
345.53462,1453262,4.2,768957
345.53743,1470800,4.3,689774
345.54104,3746899,13.6,672596
345.54514,2037846,6.6,853463
345.55574,1861855,5.9,694721
345.565,1435878,4.1,912645
345.98614,3469498,12.5,691295
345.99216,1538751,4.5,857376
345.99667,4945091,18.5,689603
346.00431,4288713,15.8,708371
346.00721,1505611,4.4,859918
346.01485,8087250,31.4,735026
346.02045,13011670,51.6,739497
346.02251,3825624,13.9,718373
346.02542,3722970,13.5,780849
346.02858,8952540,34.9,745613
346.03169,2308319,7.7,861025
346.03304,9006816,35.2,712743
346.0357,1480034,4.3,878415
346.0386,1497573,4.4,879150
346.03982,1683046,5.1,824201
346.04062,1766118,5.5,800083
346.04152,1484711,4.3,643031
346.04358,5387497,20.3,744788
346.04833,2854893,9.9,711311
346.04992,1842286,5.8,629995
346.05125,4770031,17.8,705126
346.05686,24387316,98.2,756076
346.06177,3014903,10.6,625465
346.06496,8829690,34.4,742340
346.06669,1614459,4.8,807785
346.06807,3581436,12.9,658455
346.06944,3109886,11,838134
346.07209,1575552,4.7,813744
346.07799,3304709,11.8,796034
346.07995,1647878,5,900369
346.0861,3189515,11.3,706396
346.08925,1720718,5.3,886646
346.09325,12310289,48.7,745685
346.09407,1527569,4.5,1131635
346.09915,1923990,6.1,797988
346.10136,5631256,21.3,754180
346.10444,2681626,9.2,803898
346.11441,2550562,8.7,797081
346.12244,2734633,9.4,846458
346.1256,2877227,10,860158
346.12962,3854638,14,848494
346.13775,2995765,10.5,835686
346.14088,1485879,4.3,958474
346.15887,2393670,8,848882
346.16199,3007305,10.6,719330
346.1741,1846098,5.8,913164
346.19518,1502051,4.4,760848
346.23165,2152577,7.1,804303
346.48759,1577937,4.6,631254
346.49829,1676634,5,940439
346.5019,2033501,6.5,715909
346.50593,1888864,5.9,943784
346.5125,2609125,8.8,624513
346.51655,2965353,10.2,750995
346.52015,1792876,5.5,866342
346.52714,1829105,5.6,815573
346.53066,3726452,13.3,687271
346.53474,1967607,6.2,770909
346.53837,1749562,5.3,605297
346.54122,1716861,5.2,875336
346.54888,2361731,7.8,808192
346.55439,1471879,4.2,601194
346.56349,1725071,5.2,776639
346.56707,1869586,5.8,744309
346.98624,1590888,4.7,850628
346.99392,2629102,8.8,592322
347.00449,25934326,102.7,727018
347.01214,5093885,18.8,767950
347.01573,2182656,7.1,847190
347.01975,4963332,18.3,730103
347.02208,2645510,8.9,862027
347.02267,9722374,37.4,755109
347.02566,1464968,4.2,927715
347.02808,1506314,4.3,703090
347.03031,2644492,8.9,845082
347.03325,3425295,12.1,795685
347.04034,12278292,47.7,915447
347.04086,68311576,273.5,721620
347.04231,1820694,5.6,1257513
347.04652,1727513,5.2,903744
347.04854,1541659,4.5,860977
347.0521,12166686,47.3,733205
347.05394,2428704,8,544918
347.05611,5056034,18.6,849144
347.05907,4320804,15.7,776998
347.06021,3916325,14,755273
347.06202,5027878,18.5,708340
347.06567,1632297,4.8,645083
347.06747,2435499,8.1,581340
347.06969,2265901,7.4,583308
347.07131,1652142,4.9,836076
347.07452,11239984,43.5,912551
347.07505,56990256,227.9,735368
347.07672,10902066,42.2,846519
347.07725,57891380,231.5,729829
347.08051,2530101,8.5,448742
347.08851,13058620,50.9,738192
347.09035,3711293,13.2,738016
347.0924,1773119,5.4,1233666
347.09291,3391552,11.9,910235
347.09665,1986499,6.3,769030
347.09839,8508996,32.5,746830
347.10967,2590413,8.7,635929
347.11241,1601871,4.7,1188610
347.11312,6927952,26.2,1007134
347.11364,34859600,138.7,742671
347.11694,2962003,10.2,776475
347.12487,3827290,13.7,864102
347.12664,2730075,9.3,734284
347.13477,10175074,39.3,731041
347.146,3846763,13.8,790237
347.15003,16280174,63.8,754602
347.16127,3123576,10.8,770908
347.16512,1482491,4.2,854967
347.17117,8684160,33.2,782380
347.18642,5695116,21.2,813099
347.20756,4198046,15.2,687974
347.24391,2942907,10.1,695380
347.49571,1512586,4.3,882314
347.5062,1684755,5,741221
347.50976,2525590,8.4,768339
347.51382,1459097,4.1,897248
347.52026,3465375,12.2,774934
347.52432,3206306,11.2,771525
347.52797,1697445,5.1,923214
347.53852,3510190,12.4,767919
347.5425,2537137,8.5,808843
347.5461,1652020,4.9,773322
347.54893,1436086,4,1033636
347.5517,1456313,4.1,652289
347.55308,2093114,6.7,724837
347.93295,1452980,4.1,637898
347.99112,1824676,5.6,735986
347.99406,2214438,7.2,661555
347.99973,1899307,5.9,795035
348.00177,3484205,12.3,751958
348.00786,2954546,10.2,776310
348.01229,7864629,29.9,723286
348.0178,1530810,4.4,990923
348.0184,1690298,5.1,666641
348.01991,4317500,15.6,716298
348.02545,1498304,4.3,894272
348.02758,4014914,14.4,805945
348.03053,8748356,33.5,720642
348.03612,19631432,77.3,734801
348.03807,2992459,10.3,635994
348.04017,1564108,4.6,733100
348.04108,2636109,8.9,808978
348.04422,11062608,42.8,784295
348.04731,2987858,10.3,764758
348.04871,7331156,27.8,755641
348.0514,2711638,9.2,788673
348.05432,1656920,4.9,976571
348.05559,1610713,4.7,669139
348.05925,2063196,6.6,680546
348.06404,1953376,6.1,549299
348.06688,3173218,11,859448
348.0725,23166312,91.6,716199
348.07841,6019436,22.5,776306
348.0806,9279854,35.6,749619
348.08373,3576432,12.7,666263
348.0851,2624626,8.8,698101
348.08772,1431412,4,1024336
348.09184,2003831,6.3,942210
348.09366,2764665,9.4,738524
348.1089,9556357,36.8,778598
348.11702,6446988,24.2,735394
348.12014,1744783,5.3,961285
348.13,2017175,6.4,857163
348.13812,2537374,8.5,745292
348.14526,3306403,11.6,760552
348.15336,3921322,14.1,832275
348.15651,1552557,4.5,887977
348.17447,1508796,4.3,1151223
348.18166,1448642,4.1,837330
348.47119,1570226,4.6,712732
348.49939,2788298,9.5,875453
348.50345,2054861,6.5,891891
348.51004,1509331,4.3,821417
348.51397,2379478,7.8,815073
348.51758,2501081,8.3,792500
348.52809,3089122,10.7,846963
348.53221,2572773,8.6,858629
348.53579,2740200,9.3,702461
348.54626,2056689,6.5,819103
348.5504,2496500,8.3,916750
348.55215,1757558,5.3,629238
348.56447,2625536,8.8,772868
348.56862,1609347,4.7,810466
348.98374,2594910,8.7,792174
348.9914,2826085,9.6,744867
348.99901,5876331,21.9,746185
349.0019,2818669,9.6,923643
349.00959,6491764,24.4,764855
349.0196,9689212,37.3,968094
349.02013,51748988,206.7,732122
349.02587,1539970,4.5,728653
349.02777,4219011,15.2,804742
349.03137,6348422,23.8,759171
349.03307,1573000,4.6,468628
349.03485,2778249,9.4,1155632
349.03539,9283721,35.7,762480
349.03831,8496268,32.5,781724
349.03948,2009741,6.3,660623
349.04396,1548177,4.5,781294
349.04592,2472082,8.2,719850
349.04675,3127443,10.9,634984
349.04894,1658261,4.9,736633
349.056,15519899,60.8,920933
349.05652,83271832,333.8,727565
349.05736,3700892,13.2,982960
349.06232,1623712,4.8,781325
349.06421,1700386,5.1,856326
349.06776,15110308,59.1,737235
349.06962,2304934,7.5,729064
349.07163,5939368,22.2,1020228
349.07214,18188456,71.5,804626
349.07471,2640298,8.9,701146
349.07586,3630763,12.9,791964
349.07764,4669613,17.1,787693
349.08037,1510063,4.3,765366
349.08311,2053041,6.5,747916
349.09129,1599928,4.7,1064432
349.09239,13050041,50.8,908191
349.09291,67199160,269,734798
349.09626,1537020,4.4,640305
349.10413,11746499,45.6,732878
349.10593,3190213,11.1,791498
349.10816,1748294,5.3,709522
349.11224,1716810,5.2,789496
349.11402,5426892,20.1,767320
349.12532,2879445,9.9,824072
349.12876,7418072,28.1,922508
349.12929,38215896,152.2,726471
349.13268,1504475,4.3,968030
349.14055,4223714,15.3,788959
349.14233,1640419,4.9,853858
349.15042,20975850,82.8,731846
349.16512,3311350,11.6,1299717
349.16567,15327479,60,731765
349.169,3160826,11,837975
349.18674,2891016,9.9,705333
349.20208,4983573,18.3,715231
349.24181,2487351,8.3,828771
349.4931,1489930,4.3,1019581
349.50721,3268886,11.4,733888
349.51123,2838809,9.7,747688
349.51771,2381599,7.8,774380
349.52179,2729762,9.2,776250
349.52536,3691301,13.1,761653
349.52952,1906472,5.9,742094
349.53596,2050478,6.5,711774
349.53998,2854449,9.7,787548
349.54169,1470515,4.2,719510
349.54363,2728244,9.2,800647
349.55412,2718781,9.2,840840
349.55829,1514305,4.3,989255
349.55976,1805890,5.5,869399
349.98101,1947557,6.1,840469
349.9887,2499244,8.3,811397
349.99762,1749171,5.3,900636
349.99862,1433268,4,1125135
349.99922,6775733,25.5,767751
350.00684,3786683,13.5,827949
350.00979,4245950,15.4,705031
350.01538,6226883,23.3,705026
350.01738,6440900,24.2,765072
350.02294,2026953,6.4,1417023
350.0235,8061897,30.7,770358
350.02505,2023627,6.4,836671
350.02795,8006605,30.5,765156
350.03063,4323791,15.7,806670
350.03358,1639890,4.9,1020778
350.03559,4676564,17.1,779798
350.03875,1618390,4.8,611294
350.04185,1983065,6.2,648121
350.04321,4799450,17.6,766164
350.04615,6883293,26,764156
350.05124,5638113,21,1280195
350.05177,27046882,107.2,739298
350.05385,1577187,4.6,749579
350.05988,13317096,51.9,733654
350.063,3433195,12.1,781868
350.06435,5471212,20.3,763884
350.06699,3384814,11.9,882397
350.07108,2075889,6.6,747044
350.07554,2444533,8.1,881357
350.07966,1878009,5.8,834983
350.08256,2122747,6.8,918174
350.08814,21058560,83.1,723094
350.09501,1471238,4.2,1044663
350.09624,11410439,44.2,711248
350.09937,3173898,11,829335
350.10067,2173451,7,778535
350.10747,1969424,6.2,809726
350.10923,3373330,11.8,749623
350.12454,7703583,29.3,769994
350.13264,7534630,28.6,740528
350.13575,2207784,7.1,800232
350.14374,1611855,4.7,566559
350.15375,3276856,11.4,761749
350.16093,1802430,5.5,802366
350.16902,3149893,10.9,842621
350.49684,1653339,4.9,946431
350.50089,2323294,7.6,727891
350.51498,2753642,9.3,749779
350.51914,2972526,10.2,867384
350.52563,1873011,5.8,803954
350.52961,3411831,12,757626
350.53326,2513274,8.4,677499
350.53718,1564157,4.5,848979
350.54378,3195267,11.1,848034
350.5478,2882694,9.9,828712
350.5494,1816199,5.6,815720
350.55141,2531977,8.4,652707
350.5619,1757202,5.3,740572
350.68025,1576439,4.6,690986
350.98165,1791223,5.5,800453
350.98885,2352126,7.7,735653
350.99132,1585792,4.6,872132
350.9965,3194116,11.1,817902
350.99941,11035399,42.7,712653
351.00704,8507149,32.5,744311
351.01467,16744212,65.7,712496
351.01755,4716822,17.2,784480
351.0232,1661211,4.9,827548
351.02521,6028573,22.5,787981
351.02599,1838365,5.7,1067619
351.0308,2188961,7.1,751130
351.03299,1751331,5.3,866055
351.03524,15140645,59.2,1301745
351.03579,83846952,336.1,728891
351.03852,1705896,5.1,635306
351.04344,4642092,16.9,778210
351.04703,7013168,26.5,757525
351.04907,1759537,5.3,610399
351.05105,12719923,49.5,726227
351.05338,1574965,4.6,1122897
351.05397,6472501,24.3,757033
351.05508,3719734,13.2,733430
351.05693,7873336,30,699151
351.06231,3131452,10.9,798702
351.07163,16414532,63.3,980112
351.07216,94955336,374.2,723448
351.07982,1492299,4.2,928293
351.0834,14923598,57.4,727351
351.08539,1553104,4.4,771320
351.08744,5965650,21.9,735119
351.09035,1658708,4.8,943471
351.09152,3823957,13.4,758443
351.09331,7488343,27.9,736928
351.09445,1502232,4.2,533487
351.0972,1453146,4,819946
351.09872,1796443,5.4,955135
351.0996,1498460,4.2,588976
351.10802,13264739,50.8,862089
351.10856,68798304,270.7,724711
351.1198,6189934,22.8,745515
351.12161,1452143,4,1129469
351.12381,1950961,6,626656
351.12969,4600182,16.5,715068
351.14493,34899844,136.4,723733
351.15613,1750541,5.2,843397
351.15801,1616910,4.7,855725
351.16608,2337941,7.5,726942
351.18133,12364706,47.2,751964
351.18472,3498661,12.1,720345
351.21774,2002625,6.2,814431
351.33552,1504294,4.2,612534
351.49807,1638449,4.8,661493
351.50467,2525367,8.3,893660
351.50869,2388667,7.7,850512
351.51926,2093763,6.6,806342
351.52285,4194503,14.9,707990
351.52686,2412234,7.8,759385
351.53342,2678224,8.9,799899
351.53746,2842323,9.5,780655
351.54105,3130070,10.7,825763
351.55158,2412767,7.8,789176
351.55561,1674979,4.9,890103
351.56979,1858671,5.6,641215
351.97836,1781838,5.3,515976
351.98608,2212949,7,949865
351.99666,5909598,21.7,768087
352.00269,2033763,6.3,895652
352.00429,3853668,13.5,720882
352.00715,1863271,5.6,1018275
352.00992,5094505,18.4,712822
352.01324,1904492,5.8,968765
352.01487,8249966,30.9,703451
352.018,2802544,9.4,787916
352.01966,1500722,4.2,435993
352.02248,7798388,29.1,724535
352.02541,6109815,22.5,683169
352.03104,13170299,50.4,721990
352.03303,7576189,28.3,734694
352.03854,2446466,8,1214247
352.03914,12647042,48.3,722557
352.04213,1760389,5.2,879268
352.0436,8633990,32.5,722322
352.04628,8081033,30.3,741763
352.04919,1630091,4.7,900191
352.05026,1998604,6.2,739237
352.05115,3016077,10.2,567070
352.05436,2176144,6.9,789056
352.05756,1882002,5.7,777148
352.0583,1646483,4.8,1190216
352.05888,4558484,16.3,833097
352.06181,5258902,19.1,758620
352.06742,26624666,103.7,705520
352.06943,2416797,7.8,579749
352.07554,15379106,59.2,730654
352.07866,2916005,9.8,891108
352.07935,1516453,4.3,955845
352.07999,2259366,7.2,772005
352.08267,4352168,15.5,710063
352.08681,2757036,9.2,725547
352.08858,1885869,5.7,894257
352.09458,1775282,5.3,819184
352.09528,1913523,5.8,790572
352.10381,15821498,60.9,727590
352.11191,12525249,47.9,704323
352.11497,3113668,10.6,739262
352.12491,3029708,10.3,806130
352.14019,5530842,20.2,770200
352.14828,6355169,23.4,766418
352.15137,1702243,5,807995
352.17659,1838585,5.5,923882
352.1847,2332416,7.5,903231
352.49835,1859343,5.6,886095
352.50188,2066834,6.5,698433
352.50593,2167061,6.8,575506
352.51249,3468315,12,789976
352.51653,3820831,13.4,723030
352.52006,1544738,4.4,602161
352.52286,1597348,4.6,775240
352.527,2000168,6.2,731912
352.53069,3771179,13.2,642101
352.53473,2864174,9.6,805435
352.54121,1761588,5.2,519718
352.54529,2794807,9.3,742999
352.54887,2815547,9.4,833839
352.5529,1611454,4.6,785847
352.5594,1760452,5.2,703687
352.56349,1638727,4.8,647983
352.5652,1535049,4.3,862129
352.56703,1635146,4.7,956623
352.57747,1491155,4.2,865526
352.9863,2062006,6.4,849022
352.99392,12899772,49.3,698139
352.99731,2457791,8,717169
353.00147,1498243,4.2,573953
353.00447,7764422,29,727229
353.0121,5469132,19.9,597087
353.01449,6161870,22.7,1455408
353.01505,34536912,135,718327
353.01779,1712593,5,946286
353.02268,10504661,39.9,720516
353.02637,1534680,4.3,927856
353.02845,1770970,5.3,764327
353.0303,30301660,118.2,712155
353.03319,5394399,19.6,689796
353.04082,6332389,23.3,676413
353.04158,4265446,15.2,493502
353.04345,1549287,4.4,1046521
353.04548,2101481,6.6,562534
353.04629,2517994,8.2,706351
353.04877,1506284,4.2,1113207
353.04993,1783789,5.3,1171923
353.05143,81030640,319.1,713054
353.05229,3458543,12,993386
353.05907,3458549,12,771955
353.06206,2168312,6.9,1035191
353.06267,10577400,40.1,729845
353.06457,2261370,7.2,621374
353.0667,16061947,61.9,701068
353.06964,2388222,7.7,828206
353.07079,4645375,16.7,623002
353.07258,12489217,47.7,717067
353.07722,2249221,7.2,703017
353.07812,2056965,6.4,768485
353.07881,1932550,5.9,797746
353.07978,1757703,5.2,682404
353.08729,17665550,68.2,1218718
353.08782,97013264,382.4,717340
353.09905,8961560,33.7,748565
353.10308,7027227,26.1,710071
353.10601,1448990,4,1091600
353.10717,2252959,7.2,726138
353.10895,19019296,73.6,712937
353.1242,60116524,236.3,712791
353.12745,1571120,4.5,681078
353.13542,2398775,7.8,609894
353.13944,2124603,6.7,624469
353.16059,27942478,108.9,729206
353.1638,1509072,4.2,564864
353.17915,1856349,5.6,839720
353.19697,8168045,30.6,713622
353.20032,32353904,126.4,722701
353.21562,1863549,5.6,767394
353.23335,2130316,6.7,804009
353.36684,1451009,4,697475
353.49149,1577581,4.5,723963
353.49562,2130673,6.7,619021
353.50218,1903478,5.8,906515
353.50612,2759546,9.2,822680
353.50973,3801981,13.3,742873
353.51361,1633920,4.7,611716
353.52032,4456838,15.9,726500
353.52434,3494282,12.1,770020
353.52789,2220941,7.1,834484
