,M/z,Intensity,Relative,Resolution,Frequency,S/N
0,168.21221,0.032,0.3970411,2039376,1920410.755544,4.21
1,175.04007,0.0306,0.3806482,2489365,1845500.206306,4.03
2,175.82833,0.0284,0.3524608,2426603,1837226.540006,3.71
3,175.83971,0.0416,0.5164555,2364728,1837107.6394,5.56
4,175.8474,0.0533,0.6621618,2441773,1837027.302491,7.21
5,175.84946,0.0481,0.5970706,2253142,1837005.865202,6.47
6,176.0115,0.0215,0.2670695,2051969,1835314.614291,2.75
7,176.03531,0.0174,0.2157813,2092920,1835066.345767,2.17
8,176.82429,0.0182,0.2265341,2427626,1826878.386127,2.29
9,176.82605,0.1283,1.5936202,2446523,1826860.195695,17.73
10,176.82948,0.0148,0.1840805,2758299,1826824.789288,1.81
11,176.83662,0.1253,1.5573673,2415995,1826750.954634,17.32
12,176.83696,0.1117,1.3883166,2494349,1826747.506699,15.41
13,176.83794,0.0151,0.1877725,2225123,1826737.328656,1.85
14,177.00114,0.0146,0.1819171,2083756,1825053.05725,1.78
15,177.01933,0.0876,1.0887709,2375804,1824865.490667,12.03
16,177.04046,0.0175,0.2169889,2503918,1824647.706821,2.18
17,177.05572,0.0683,0.8480546,2438741,1824490.482217,9.31
18,177.83677,0.0176,0.2181363,2774594,1816477.369623,2.19
19,177.84445,0.0171,0.2118564,2640341,1816398.929251,2.12
20,177.84478,0.8129,10.1009121,2382534,1816395.5172,113.81
21,177.84651,0.0486,0.6038672,2166671,1816377.915832,6.55
22,178.01458,0.0231,0.2871716,1870769,1814662.953036,2.97
23,178.8231,0.0146,0.1815982,2212599,1806458.249597,1.78
24,178.83368,0.0154,0.1914445,2288233,1806351.388903,1.89
25,178.83401,0.1183,1.4703953,2400528,1806348.017349,16.34
26,178.84524,0.0204,0.2540057,2583374,1806234.609989,2.6
27,178.9986,0.0669,0.8318414,2280408,1804687.066032,9.12
28,179.03498,0.2417,3.0035973,2319259,1804320.330683,33.65
29,179.05611,0.0341,0.4232854,2348852,1804107.460311,4.51
30,179.07136,0.0186,0.2315355,2646442,1803953.755098,2.34
31,179.84183,0.9015,11.201169,2391449,1796225.309015,126.23
32,179.84355,0.0148,0.1833553,1895144,1796208.176056,1.8
33,180.03023,0.0258,0.321096,2276906,1794345.582157,3.36
34,180.03834,0.0273,0.3391379,2497504,1794264.796636,3.56
35,180.83106,0.0435,0.5404984,2418905,1786399.119338,5.83
36,180.84229,0.019,0.2358747,2055815,1786288.159702,2.39
37,180.89441,0.0268,0.3328138,2439095,1785773.535319,3.49
38,181.01425,0.5233,6.502358,2365605,1784591.262216,73.16
39,181.05063,0.041,0.5089419,2609069,1784232.583993,5.48
40,181.087,0.0163,0.2021909,2270626,1783874.238128,2.01
41,181.83888,0.3055,3.7958453,2334842,1776498.138455,42.6
42,181.99174,0.0196,0.2432957,2683888,1775006.010337,2.48
43,182.00949,0.0419,0.5202445,2238906,1774832.877539,5.61
44,182.0176,0.0494,0.6140124,2368750,1774753.818304,6.66
45,182.89146,0.0188,0.2332977,2032750,1766273.943804,2.36
46,183.00657,0.0377,0.4678279,2279466,1765162.983334,5.01
47,183.0299,0.0458,0.569539,2224691,1764938.036931,6.16
48,183.06628,0.0211,0.2621168,2006082,1764587.235371,2.69
49,183.10267,0.0226,0.2812629,2227965,1764236.577653,2.91
50,183.83593,0.0342,0.4251478,2329415,1757199.570466,4.53
51,183.91554,0.0565,0.7019171,2227425,1756438.976396,7.66
52,184.02515,0.0142,0.1765149,1652872,1755392.761983,1.72
53,184.84487,0.0348,0.4326166,2340528,1747608.183938,4.62
54,184.99859,0.0168,0.2090206,2418315,1746156.047075,2.09
55,185.00363,0.0158,0.1965746,2243787,1746108.509422,1.95
56,185.01253,0.0435,0.5404234,2291058,1746024.513857,5.83
57,185.02222,0.1862,2.3137128,2305799,1745933.021001,25.86
58,185.02442,0.0262,0.325858,2279950,1745912.321292,3.41
59,185.0278,0.0258,0.3207862,1877832,1745880.447028,3.35
60,185.04556,0.0211,0.2623866,1985925,1745712.865361,2.69
61,185.08193,0.0286,0.3559219,2386062,1745369.779146,3.75
62,185.11831,0.0169,0.2099049,1885202,1745026.767034,2.1
63,185.1547,0.0218,0.2714108,1835096,1744683.840575,2.8
64,185.87154,0.0544,0.6764798,2226782,1737955.175875,7.37
65,185.91259,0.036,0.4468142,2096228,1737571.429771,4.78
66,185.99634,0.0426,0.5292994,2175384,1736788.982862,5.71
67,186.00641,0.0163,0.2020391,1868581,1736694.968013,2.01
68,186.84192,0.0415,0.5161356,2496737,1728928.875175,5.56
69,186.85607,0.097,1.2052623,2345695,1728798.016808,13.34
70,187.00368,0.0231,0.2866617,2188818,1727433.314441,2.97
71,187.01927,0.0637,0.7916391,2346653,1727289.353613,8.67
72,187.02481,0.0221,0.2747852,2188557,1727238.199009,2.83
73,187.04006,0.032,0.3978583,2259786,1727097.330937,4.22
74,187.0612,0.0314,0.3896224,2254857,1726902.202953,4.13
75,187.09758,0.0463,0.5749334,2030966,1726566.409413,6.22
76,187.866,1.1601,14.4148846,2261918,1719504.256761,162.53
77,187.86859,0.0586,0.7285303,2190909,1719480.562009,7.96
78,187.99339,0.017,0.2116613,1799275,1718339.050247,2.12
79,188.03531,0.0257,0.318775,2110365,1717955.959792,3.33
80,188.83897,0.0188,0.2332866,2244044,1710644.681766,2.36
81,188.85312,0.0345,0.4292366,2182544,1710516.529242,4.58
82,188.85647,0.0167,0.2080705,2018621,1710486.177562,2.08
83,188.86614,0.1291,1.6036081,2247084,1710398.570734,17.84
84,188.95155,0.0147,0.18291,2303369,1709625.449423,1.8
85,189.01933,0.0583,0.7248617,2312327,1709012.390599,7.92
86,189.04046,0.0227,0.2820536,2077341,1708821.409623,2.92
87,189.05572,0.0291,0.3617884,2400993,1708683.483964,3.82
88,189.822,0.043,0.5342583,2307376,1701785.751403,5.76
89,189.86142,0.015,0.1864903,2238426,1701432.358939,1.84
90,189.86305,1.1107,13.8009872,2260567,1701417.798605,155.59
91,189.86437,0.0321,0.3991804,2269527,1701405.942626,4.24
92,189.8651,0.1101,1.3679529,2285759,1701399.389345,15.18
93,189.86563,0.0185,0.2298702,2759517,1701394.660505,2.33
94,189.99076,0.0167,0.207855,2645259,1700274.113249,2.08
95,190.01458,0.0203,0.2519832,2150232,1700060.961349,2.58
96,190.02716,0.0163,0.2023061,2013632,1699948.44235,2.01
97,190.12907,0.0138,0.1716176,1534851,1699037.25444,1.67
98,190.57802,0.0159,0.1972463,2438930,1695034.749562,1.96
99,190.86319,0.1326,1.6471702,2204135,1692502.163362,18.33
100,190.94859,0.0149,0.184553,2388817,1691745.189348,1.81
101,190.9986,0.0975,1.2116765,2320041,1691302.301665,13.41
102,191.01973,0.0422,0.5240722,2301560,1691115.208077,5.65
103,191.03498,0.0767,0.9534367,2221262,1690980.168177,10.5
104,191.05611,0.0291,0.3620313,1859800,1690793.135807,3.82
105,191.07137,0.0172,0.213891,1832407,1690658.099016,2.15
106,191.81646,0.9057,11.2532282,2247325,1684090.871724,126.82
107,191.81905,0.0606,0.7529699,2188058,1684068.161437,8.23
108,191.84436,0.0233,0.2889123,2338781,1683845.952025,2.99
109,191.8601,0.403,5.0074835,2295541,1683707.854374,56.28
110,191.86043,1.9651,24.4172764,2234371,1683704.940874,275.49
111,191.8606,0.0174,0.2165997,2230231,1683703.43066,2.18
112,191.86142,0.0343,0.4262702,2371138,1683696.236797,4.54
113,191.86215,0.1104,1.3720614,2184714,1683689.835868,15.23
114,191.89794,0.0143,0.1779246,2382323,1683375.830517,1.74
115,191.93538,0.0144,0.1793163,1958866,1683047.494475,1.76
116,191.97336,0.04,0.4964042,2263250,1682714.514623,5.34
117,192.00642,0.032,0.3972717,2233331,1682424.785758,4.22
118,192.01135,0.0195,0.2417522,2125487,1682381.604799,2.46
119,192.03023,0.0203,0.2524568,2293247,1682216.153981,2.58
120,192.04823,0.0374,0.4644619,1885699,1682058.529692,4.98
121,192.8166,0.1039,1.2915611,2232014,1675355.453582,14.32
122,192.86025,0.0489,0.607891,2306017,1674976.346105,6.6
123,192.86089,0.045,0.5595732,2277902,1674970.771652,6.05
124,192.86379,0.0241,0.2997645,2139547,1674945.591904,3.12
125,192.99605,0.0164,0.2043975,1749511,1673797.686953,2.04
126,193.01425,0.0947,1.1763523,2206138,1673639.929727,13.02
127,193.03537,0.0191,0.2374247,2112918,1673456.80715,2.41
128,193.05063,0.1249,1.5516604,2282703,1673324.499208,17.25
129,193.07176,0.0439,0.5450223,2050876,1673141.380648,5.89
130,193.08701,0.0191,0.2377752,2324320,1673009.233534,2.42
131,193.81351,1.2335,15.3265476,2234823,1666737.960734,172.82
132,193.81483,0.025,0.3108094,1885158,1666726.644796,3.24
133,193.81557,3.141,39.0282669,2245816,1666720.305099,440.5
134,193.81573,0.0169,0.2104807,392668,1666718.914088,2.11
135,193.8161,0.0274,0.3400699,2402279,1666715.732986,3.57
136,193.81645,0.0157,0.1947703,2671652,1666712.718072,1.93
137,193.8397,0.3746,4.6545839,2215711,1666512.834975,52.3
138,193.84142,0.0264,0.3277877,2461898,1666498.027239,3.43
139,193.85377,0.1498,1.8614045,2324227,1666391.836284,20.75
140,193.85545,0.0174,0.2157034,1977752,1666377.401459,2.17
141,193.85715,0.0505,0.6274433,2607442,1666362.792441,6.82
142,193.85748,1.9753,24.5433903,2237073,1666359.941881,276.91
143,193.8592,0.0376,0.4668795,1883526,1666345.132625,5.0
144,193.89251,0.1994,2.478178,2191158,1666058.889535,27.72
145,193.96889,0.0274,0.3408003,2044189,1665402.860628,3.58
146,194.00389,0.02,0.2487413,1487734,1665102.414222,2.54
147,194.02207,0.0263,0.3270843,2040754,1664946.350221,3.42
148,194.04588,0.0198,0.2459666,2225310,1664742.034768,2.51
149,194.05399,0.0142,0.1762465,2021072,1664672.518007,1.72
150,194.81366,0.1412,1.7542145,2215218,1658181.157387,19.54
151,194.85794,0.0404,0.5020189,2222150,1657804.333859,5.4
152,194.86083,0.0206,0.256316,2145256,1657779.763683,2.62
153,194.86398,0.0162,0.2015991,2228731,1657752.96391,2.01
154,195.0117,0.0165,0.2054914,2325803,1656497.187072,2.05
155,195.0299,0.2504,3.1115541,2192150,1656342.64427,34.87
156,195.04113,0.0149,0.1851513,2337105,1656247.244332,1.82
157,195.04515,0.0257,0.3190221,2111564,1656213.084873,3.33
158,195.06628,0.0387,0.4810982,1763378,1656033.689968,5.16
159,195.77139,0.0334,0.4151665,2265616,1650069.120903,4.42
160,195.77193,0.0142,0.1766295,1604670,1650064.548482,1.72
161,195.80721,0.0261,0.324172,2675966,1649767.238442,3.39
162,195.80812,0.0408,0.5067521,2513925,1649759.579977,5.45
163,195.80823,0.0228,0.2836263,2734620,1649758.634473,2.93
164,195.80833,0.0174,0.2157849,40843,1649757.817376,2.17
165,195.80843,0.0189,0.2352984,42952,1649757.031805,2.39
166,195.80851,0.0227,0.2819596,141700,1649756.301676,2.91
167,195.8086,0.0207,0.257604,43004,1649755.536029,2.64
168,195.80868,0.023,0.2863191,141824,1649754.911277,2.96
169,195.80878,0.025,0.3108716,283287,1649754.071576,3.24
170,195.80883,0.0267,0.3317185,288289,1649753.614709,3.48
171,195.80888,0.0277,0.3446779,328584,1649753.17327,3.62
172,195.80894,0.0296,0.3678621,384714,1649752.656638,3.88
173,195.80902,0.0521,0.6478827,1492544,1649752.00479,7.05
174,195.80911,0.0534,0.6630704,3235763,1649751.298555,7.22
175,195.80923,0.0281,0.3494934,747342,1649750.212411,3.68
176,195.8093,0.0247,0.3072934,727865,1649749.67557,3.2
177,195.8094,0.0178,0.2206787,40852,1649748.846041,2.22
178,195.80949,0.0164,0.2041666,39973,1649748.066292,2.04
179,195.80955,0.0202,0.2504657,42988,1649747.548646,2.56
180,195.80964,0.0191,0.2376566,42959,1649746.758222,2.41
181,195.80974,0.0198,0.2463511,42980,1649745.991424,2.51
182,195.80997,0.3391,4.2133546,2428571,1649744.014313,47.31
183,195.81013,0.0279,0.3463148,101140,1649742.690523,3.64
184,195.81021,0.0331,0.4115494,112790,1649742.009794,4.38
185,195.8103,0.0416,0.5169426,120902,1649741.270689,5.57
186,195.81042,0.05,0.6216337,165476,1649740.240438,6.75
187,195.81045,0.0509,0.6327936,167179,1649739.9637,6.88
188,195.81057,0.8555,10.6295557,2848853,1649738.987455,119.78
189,195.8109,68.7782,854.5966187,2343217,1649736.183049,9651.17
190,195.81111,0.1184,1.4713724,5675987,1649734.376478,16.35
191,195.81123,0.0573,0.7119017,1105806,1649733.406223,7.77
192,195.8113,0.0398,0.4950868,119456,1649732.778769,5.32
193,195.81138,0.0326,0.4046249,112486,1649732.107616,4.3
194,195.81144,0.023,0.285492,99601,1649731.656566,2.95
195,195.8115,0.0253,0.3144085,100327,1649731.109442,3.28
196,195.81161,0.0204,0.2536556,42996,1649730.180291,2.59
197,195.81182,0.2564,3.1855993,1791603,1649728.403225,35.71
198,195.8123,0.0434,0.5396152,249527,1649724.422476,5.82
199,195.81262,4.1228,51.2275085,2192752,1649721.700923,578.27
200,195.81353,0.0218,0.2706754,3348901,1649714.017135,2.79
201,195.81386,0.0159,0.1979164,3996967,1649711.223952,1.97
202,195.83675,0.3994,4.9631062,2209844,1649518.443442,55.78
203,195.85043,0.1349,1.6758788,2161589,1649403.221824,18.66
204,195.85453,0.6668,8.2858486,2203163,1649368.656469,93.31
205,195.8888,0.0264,0.3282855,2147561,1649080.156575,3.44
206,196.00897,0.0142,0.1769948,2280796,1648069.12033,1.73
207,196.01952,0.0146,0.1809025,1938426,1647980.377533,1.77
208,196.02514,0.0424,0.5266657,2132859,1647933.10519,5.68
209,196.03325,0.0276,0.3427436,2095917,1647864.972056,3.6
210,196.8107,0.0643,0.7988902,2217386,1641355.431926,8.75
211,196.81135,1.2178,15.1318922,2219452,1641350.035508,170.62
212,196.8372,0.0143,0.1782267,2236631,1641134.486235,1.74
213,196.84273,0.5223,6.4893799,2211673,1641088.411864,73.02
214,196.97616,0.0159,0.1973919,2074409,1639976.761943,1.96
215,196.99858,0.0175,0.2176139,2456356,1639790.074906,2.19
216,197.00916,0.0904,1.1235626,2025520,1639702.031398,12.42
217,197.0204,0.0189,0.2352102,2535468,1639608.491525,2.39
218,197.02222,0.0422,0.524417,2248434,1639593.30379,5.65
219,197.02442,0.0217,0.2693475,2382238,1639575.04531,2.77
220,197.04555,0.1165,1.4469439,2212482,1639399.238368,16.07
221,197.08193,0.0296,0.3679728,2300802,1639096.591833,3.89
222,197.72853,0.014,0.1741867,2246358,1633736.438608,1.7
223,197.76763,0.2015,2.5037963,2248946,1633413.460586,28.01
224,197.80409,0.0146,0.1812956,607318,1633112.433867,1.78
225,197.80419,0.0349,0.4340465,2203375,1633111.585693,4.63
226,197.8043,0.0141,0.1748114,602008,1633110.680912,1.7
227,197.80491,0.0159,0.1976709,2642720,1633105.658349,1.96
228,197.80502,0.0163,0.2030184,59531,1633104.726437,2.02
229,197.80511,0.0511,0.634502,2456858,1633103.974297,6.9
230,197.80524,0.0282,0.3499049,2313861,1633102.929486,3.68
231,197.80532,0.0201,0.2502337,63956,1633102.229708,2.56
232,197.80541,0.0244,0.3026993,64046,1633101.484939,3.15
233,197.80548,0.0254,0.3149948,66081,1633100.947176,3.29
234,197.80556,0.0284,0.3523604,224446,1633100.295562,3.71
235,197.80564,0.0314,0.3905563,254198,1633099.580127,4.14
236,197.80573,0.0349,0.4339817,256120,1633098.846988,4.63
237,197.80585,0.0352,0.4376744,256285,1633097.858282,4.67
238,197.80592,0.0404,0.5024447,349784,1633097.278285,5.4
239,197.80603,0.0753,0.9355075,2977770,1633096.370509,10.3
240,197.80612,0.0697,0.8657983,3108577,1633095.642217,9.51
241,197.80621,0.0525,0.6518654,2869168,1633094.907095,7.09
242,197.80629,0.0272,0.3376013,66144,1633094.23758,3.54
243,197.80638,0.0235,0.2921565,64028,1633093.496693,3.03
244,197.80645,0.0228,0.2829117,64013,1633092.924195,2.93
245,197.8065,0.0218,0.2707688,63992,1633092.506692,2.79
246,197.80666,0.023,0.285653,64017,1633091.161314,2.96
247,197.80671,0.0244,0.3026677,64047,1633090.728784,3.15
248,197.80679,0.0263,0.3273587,66116,1633090.089938,3.43
249,197.807,0.5042,6.264976,2396526,1633088.365226,70.48
250,197.80718,0.0429,0.5333023,173896,1633086.882355,5.75
251,197.80752,0.0846,1.0516351,200436,1633084.035106,11.61
252,197.80762,0.3321,4.1263266,361694,1633083.277214,46.33
253,197.80795,100.9367,1254.1774902,2325081,1633080.523362,14163.87
254,197.8082,0.167,2.0753143,287536,1633078.450403,23.17
255,197.80824,0.1296,1.6106154,249840,1633078.15036,17.92
256,197.80832,0.0576,0.7161919,1222616,1633077.455345,7.82
257,197.80843,0.0426,0.5287804,609450,1633076.557839,5.7
258,197.80855,0.0275,0.3412669,132568,1633075.536635,3.58
259,197.8087,0.0285,0.3544044,132613,1633074.366855,3.73
260,197.80889,0.3889,4.8319788,1850469,1633072.732978,54.3
261,197.80907,0.0252,0.3133314,132474,1633071.275094,3.27
262,197.80922,0.1707,2.1210318,2747455,1633070.001417,23.68
263,197.80967,2.0129,25.0114174,2152773,1633066.346389,282.2
264,197.80985,0.0594,0.738552,2726549,1633064.873153,8.07
265,197.81059,0.0184,0.2284929,3403586,1633058.706599,2.31
266,197.83379,0.135,1.6771265,2136193,1632867.181305,18.67
267,197.84828,0.0322,0.4000122,2237684,1632747.625751,4.25
268,197.85158,0.0718,0.8920931,2155434,1632720.38799,9.8
269,198.00441,0.0334,0.4150725,2422861,1631460.155531,4.42
270,198.00642,0.0248,0.3075832,2276338,1631443.625963,3.2
271,198.0125,0.0143,0.1776101,2154365,1631393.501351,1.74
272,198.03223,0.0184,0.2286962,2229488,1631231.017441,2.31
273,198.0408,0.019,0.2359662,2330105,1631160.388964,2.39
274,198.8084,1.6513,20.5178757,2185725,1624862.43371,231.45
275,198.83978,0.3719,4.6210852,2225023,1624606.04175,51.92
276,198.98843,0.0315,0.3915499,2154448,1623392.422995,4.15
277,198.99605,0.0331,0.4112762,2061088,1623330.222744,4.37
278,199.00706,0.016,0.1993055,2335612,1623240.412089,1.98
279,199.01424,0.0196,0.2436343,2209797,1623181.849004,2.48
280,199.01673,0.0152,0.1890874,2008265,1623161.539304,1.87
281,199.01927,0.0145,0.1804775,2380586,1623140.797541,1.77
282,199.02481,0.0255,0.3167989,2543830,1623095.661233,3.31
283,199.03787,0.5634,7.0008178,2164311,1622989.106943,78.79
284,199.04007,0.0251,0.3117549,1814026,1622971.195181,3.25
285,199.06119,0.0339,0.4211123,2167850,1622798.983966,4.49
286,199.09758,0.0269,0.3343237,1911342,1622502.366504,3.51
287,199.13395,0.0146,0.1808387,2598858,1622206.026227,1.77
288,199.17035,0.1143,1.4196494,2133911,1621909.610067,15.76
289,199.72396,0.0374,0.4645113,1992622,1617413.823964,3.69
290,199.76386,0.0172,0.2134286,2030826,1617090.777979,1.52
291,199.76509,0.0255,0.3164469,1945019,1617080.856449,2.41
292,199.80118,0.0181,0.2243709,2509195,1616788.696928,1.62
293,199.80214,0.0182,0.2255214,1703469,1616780.997378,1.63
294,199.80223,0.0161,0.2005463,2515200,1616780.208832,1.41
295,199.80254,0.0153,0.1905139,189476,1616777.734749,1.33
296,199.80261,0.0175,0.2179025,227383,1616777.138023,1.56
297,199.8027,0.0198,0.2461195,279231,1616776.441392,1.81
298,199.80276,0.0204,0.25336,280140,1616775.937689,1.87
299,199.80287,0.021,0.2612841,281141,1616775.04366,1.94
300,199.80294,0.0208,0.2587122,280815,1616774.521802,1.91
301,199.80306,0.0336,0.4176313,1769379,1616773.508218,3.29
302,199.80314,0.0382,0.4749202,3552706,1616772.868912,3.78
303,199.80322,0.0243,0.3017029,1520777,1616772.204612,2.29
304,199.80331,0.0149,0.18487,171425,1616771.507377,1.28
305,199.80351,0.0194,0.2406643,3760079,1616769.895241,1.76
306,199.80358,0.0159,0.1977491,89172,1616769.328722,1.39
307,199.80365,0.0143,0.1783016,89046,1616768.717049,1.22
308,199.80385,0.0181,0.2247162,2563701,1616767.081988,1.62
309,199.80403,0.2292,2.8480878,2314884,1616765.635883,24.25
310,199.80417,0.0234,0.2913173,118533,1616764.495593,2.2
311,199.80429,0.0252,0.3133872,119115,1616763.529698,2.39
312,199.80435,0.0276,0.3424359,125340,1616763.056839,2.64
313,199.805,45.9999,571.5664673,2252129,1616757.819502,4930.13
314,199.8052,0.1432,1.7791045,336417,1616756.188507,15.03
315,199.80529,0.0694,0.8622679,240068,1616755.443185,7.12
316,199.80537,0.0368,0.4578117,163011,1616754.810947,3.63
317,199.80546,0.0223,0.2764984,112322,1616754.061312,2.07
318,199.80555,0.0215,0.2669214,112186,1616753.373687,1.99
319,199.80567,0.0165,0.2046349,89218,1616752.43169,1.45
320,199.80576,0.0161,0.2002443,89189,1616751.668134,1.41
321,199.80595,0.1538,1.9105052,1592205,1616750.148511,16.16
322,199.80628,0.2192,2.7233579,2237221,1616747.470097,23.18
323,199.80642,0.023,0.2862906,311167,1616746.365969,2.15
324,199.80672,0.4755,5.9085312,2075819,1616743.915006,50.65
325,199.80684,0.0332,0.4125816,1460712,1616742.923655,3.24
326,199.80692,0.027,0.335209,1376296,1616742.253498,2.57
327,199.84437,0.0154,0.1913049,1973310,1616439.298566,1.33
328,199.84616,0.2449,3.043067,2235129,1616424.846477,25.93
329,200.00387,0.0279,0.3464799,2234277,1615150.186527,2.67
330,200.01151,0.0185,0.2302418,1560371,1615088.502351,1.67
331,200.02205,0.0185,0.2297128,2085993,1615003.391514,1.66
332,200.04123,0.035,0.4348755,1983191,1614848.557848,3.43
333,200.1737,0.0169,0.2103699,2121151,1613779.855603,1.5
334,200.80545,0.8562,10.6391459,2158950,1608702.7815,91.46
335,200.83683,0.0613,0.7615484,2290444,1608451.469751,6.25
336,200.99351,0.0147,0.1824249,1766487,1607197.579705,1.26
337,201.01169,0.0296,0.3678488,1987154,1607052.220786,2.86
338,201.01754,0.0145,0.1796249,2040207,1607005.503328,1.23
339,201.01933,0.0348,0.4323681,1867808,1606991.122224,3.41
340,201.03492,0.1926,2.3931267,2098636,1606866.516891,20.33
341,201.04046,0.0248,0.3087028,2538873,1606822.274664,2.35
342,201.05572,0.0331,0.4110103,1930347,1606700.31299,3.23
343,201.07684,0.0242,0.3012037,2148852,1606531.501239,2.28
344,201.11323,0.0237,0.2940876,1931802,1606240.879823,2.22
345,201.80106,0.0433,0.538087,2380157,1600766.010892,4.32
346,201.80162,0.0161,0.2000092,233070,1600761.559075,1.41
347,201.80205,9.3226,115.837471,2158556,1600758.191409,998.92
348,201.80235,0.023,0.2859984,239819,1600755.812152,2.15
349,201.803,0.0379,0.4707915,1744084,1600750.608564,3.74
350,201.80333,0.1205,1.4971138,2081591,1600748.006789,12.6
351,201.80377,0.039,0.4844018,2039262,1600744.504531,3.86
352,201.84278,0.0581,0.7218535,2169191,1600435.109711,5.91
353,201.88479,0.2042,2.5375197,2170901,1600102.143729,21.57
354,201.9268,0.0223,0.2776283,2163777,1599769.231272,2.08
355,202.00134,0.0177,0.2200623,2374336,1599178.875285,1.58
356,202.01953,0.0189,0.2347765,2340831,1599034.93436,1.71
357,202.02715,0.021,0.2605495,2197941,1598974.576335,1.93
358,202.03828,0.0175,0.2177425,2194410,1598886.519171,1.56
359,202.05097,0.033,0.4102297,2054155,1598786.114894,3.22
360,202.8025,0.2006,2.4929183,2140949,1592861.38324,21.19
361,202.82832,0.1059,1.3161838,2181197,1592658.634746,11.04
362,202.9986,0.0572,0.7105739,1970791,1591322.677792,5.81
363,203.0168,0.0138,0.1712324,2363697,1591180.023936,1.16
364,203.02735,0.0167,0.2075092,2083974,1591097.283869,1.47
365,203.03498,0.0815,1.0121466,2122765,1591037.519434,8.41
366,203.05611,0.0346,0.4297926,1936195,1590871.942188,3.39
367,203.07136,0.0254,0.3156765,2310552,1590752.483942,2.41
368,203.0925,0.015,0.1868508,2055125,1590586.92612,1.29
369,203.7991,0.7573,9.4100389,2126960,1585072.12433,80.86
370,203.80038,0.0276,0.3431791,2032488,1585062.113981,2.64
371,203.88099,0.0265,0.3296649,2326782,1584435.417173,2.53
372,203.92384,0.0421,0.5231463,2212877,1584102.468175,4.2
373,203.96543,0.0319,0.3965946,2300084,1583779.459082,3.1
374,203.98822,0.0149,0.1849855,1825001,1583602.538736,1.28
375,204.00642,0.0327,0.4060873,1956279,1583461.2225,3.19
376,204.00833,0.0327,0.4061644,2210426,1583446.46786,3.19
377,204.03023,0.0388,0.4825661,2011344,1583276.50025,3.85
378,204.79153,0.0365,0.4536182,2197558,1577390.698677,3.6
379,204.79956,0.0154,0.1917301,2056560,1577328.893375,1.34
380,204.82537,0.1528,1.8985399,2121242,1577130.104941,16.06
381,204.99606,0.0225,0.2797492,2079715,1575816.894104,2.1
382,205.01425,0.1668,2.072129,2097667,1575677.113271,17.56
383,205.02547,0.0179,0.2218686,1696280,1575590.840548,1.6
384,205.03538,0.0217,0.2697138,1916267,1575514.737438,2.01
385,205.05063,0.0756,0.9394689,2200471,1575397.49111,7.79
386,205.07175,0.0165,0.2052544,1793450,1575235.246838,1.45
387,205.08702,0.0292,0.3630254,2094457,1575117.981436,2.81
388,205.8397,0.1401,1.7402085,2114942,1569358.359367,14.69
389,206.00388,0.0325,0.4033934,1669984,1568107.623761,3.16
390,206.0095,0.0422,0.5249297,1968714,1568064.824877,4.21
391,206.01759,0.0159,0.1972418,2369361,1568003.233581,1.38
392,206.02206,0.0354,0.4398613,2137171,1567969.188734,3.48
393,206.04588,0.025,0.3109917,1777646,1567787.90956,2.37
394,206.78858,0.0258,0.3205349,2327288,1562157.033294,2.45
395,206.78948,0.044,0.5461729,2171987,1562150.241829,4.39
396,206.82242,0.0787,0.9777223,2192781,1561901.469674,8.12
397,206.99351,0.1906,2.3680732,2061469,1560610.468119,20.11
398,207.01171,0.0341,0.4237377,1984630,1560473.306405,3.34
399,207.01214,0.1289,1.6015321,2112915,1560470.041648,13.5
400,207.0299,0.2265,2.8140867,2103703,1560336.199725,23.96
401,207.05102,0.0201,0.2502716,1835808,1560176.988446,1.84
402,207.06628,0.089,1.1056885,2161336,1560062.01557,9.22
403,207.07934,0.0237,0.2944634,1970096,1559963.652201,2.22
404,207.10268,0.0174,0.2157848,1588633,1559787.829886,1.54
405,207.83675,0.1443,1.792504,2084483,1554278.708937,15.15
406,207.85535,0.0376,0.4675578,2025688,1554139.630992,3.72
407,208.00134,0.0429,0.5336673,1871313,1553048.830231,4.29
408,208.01549,0.0177,0.2201514,2157565,1552943.166759,1.58
409,208.01953,0.0298,0.3701011,2067410,1552912.997084,2.88
410,208.02515,0.0385,0.4785066,2185456,1552871.063044,3.81
411,208.03325,0.024,0.2981353,2182241,1552810.616847,2.25
412,208.03773,0.0141,0.1746418,1640139,1552777.125373,1.19
413,208.06154,0.0214,0.2653609,1797236,1552599.466531,1.97
414,208.78654,0.0288,0.3579281,2013861,1547208.098304,2.77
415,208.81947,0.0186,0.2316518,1929440,1546964.137666,1.68
416,208.84527,0.0733,0.9102967,2100541,1546773.031183,7.54
417,209.00916,0.4566,5.6730466,2056715,1545560.115919,48.62
418,209.02441,0.0153,0.189762,2247360,1545447.34429,1.32
419,209.02736,0.0213,0.2646548,2215964,1545425.568061,1.97
420,209.04555,0.2138,2.6562014,2068066,1545291.1009,22.6
421,209.08194,0.0602,0.7485401,2033298,1545022.151687,6.14
422,209.52499,0.0149,0.1847278,2241524,1541755.086364,1.28
423,209.66187,0.0144,0.1793613,2103100,1540748.516144,1.23
424,209.8338,0.0501,0.6224466,1882250,1539486.106052,5.05
425,209.8524,0.0386,0.4796593,2189475,1539349.654889,3.82
426,210.00642,0.0195,0.2427624,1443993,1538220.699697,1.78
