,M/z,Intensity,Relative,Resolution,Frequency,S/N
0,168.21235,0.0963,0.1768663,1083260,1920409.752084,8.5
1,175.02481,0.2357,0.4328351,2816123,1845661.7350630001,21.87
2,175.04007,0.4708,0.8646168,2807177,1845500.841498,44.43
3,175.0612,0.2578,0.473473,2744924,1845278.088454,23.99
4,175.07645,0.1858,0.3411672,2788995,1845117.31356,17.08
5,175.09758,0.2178,0.4000125,2479436,1844894.656139,20.15
6,176.0115,0.2927,0.5374205,2782304,1835315.160737,27.33
7,176.03532,0.1198,0.2200727,2593005,1835066.867356,10.75
8,176.04789,0.116,0.2130903,2465398,1834935.797641,10.39
9,176.06902,0.1257,0.2307739,2683007,1834715.642584,11.31
10,176.1054,0.429,0.7878494,2646752,1834336.549444,40.42
11,177.01933,1.5554,2.8562133,2711602,1824866.096441,148.49
12,177.04046,0.145,0.2662245,2698889,1824648.302785,13.16
13,177.05572,0.7935,1.4571316,2723940,1824491.077258,75.39
14,177.0921,0.9623,1.7671316,2694282,1824116.228399,91.59
15,177.99077,0.4457,0.8184394,2636323,1814906.282349,42.02
16,178.01458,0.1824,0.3348725,2665478,1814663.51471,16.75
17,178.02269,0.1557,0.2859589,2777250,1814580.909119,14.2
18,178.02716,0.2086,0.3830727,2888672,1814535.335856,19.27
19,178.05096,0.1392,0.2556337,2907887,1814292.772699,12.61
20,178.05907,0.099,0.1817959,2410004,1814210.135701,8.75
21,178.06354,0.1103,0.202563,2657321,1814164.544395,9.84
22,178.09545,0.1365,0.2507011,2710093,1813839.481364,12.35
23,178.09993,0.9592,1.7613517,2677495,1813793.939628,91.28
24,178.12106,0.1703,0.3127116,2895165,1813578.769912,15.59
25,178.99859,0.9813,1.8020366,2717022,1804687.681501,93.41
26,179.03498,1.3272,2.4371953,2657666,1804320.919697,126.6
27,179.04621,0.0987,0.1813224,2795738,1804207.712042,8.73
28,179.05611,0.0994,0.1825838,2516008,1804107.961516,8.79
29,179.07136,0.6674,1.2255248,2672997,1803954.29817,63.29
30,179.10328,0.1269,0.2329654,2713385,1803632.84494,11.43
31,179.10775,0.2649,0.4864842,2580605,1803587.851467,24.67
32,180.00194,0.1045,0.1919412,2093174,1794628.149994,9.28
33,180.00642,0.2042,0.3750669,2674080,1794583.500636,18.85
34,180.03023,0.4128,0.7579917,2779862,1794346.180234,38.86
35,180.03833,0.1454,0.2670085,2344288,1794265.394308,13.21
36,180.04281,0.2237,0.4108469,2597053,1794220.816819,20.72
37,180.06661,0.2942,0.540224,2639254,1793983.605053,27.48
38,180.07919,0.1436,0.2637873,2725433,1793858.273774,13.04
39,180.94245,0.0937,0.1721374,1602320,1785299.968089,8.25
40,181.01424,1.2596,2.312989,2658040,1784591.845367,120.11
41,181.05063,1.2014,2.2061579,2668562,1784233.196142,114.52
42,181.08701,1.1556,2.1221507,2674840,1783874.695386,110.14
43,181.1234,0.2376,0.4362566,2838759,1783516.362074,22.05
44,182.00949,0.1651,0.3031768,2705793,1774833.456547,15.1
45,182.0176,0.1263,0.2320067,2612124,1774754.38147,11.38
46,182.02207,0.4632,0.8506499,2573585,1774710.805678,43.7
47,182.02812,0.1895,0.3479837,2606748,1774651.807833,17.44
48,182.04588,0.322,0.5913678,2543193,1774478.679531,30.15
49,182.05398,0.132,0.2423925,2755771,1774399.710341,11.92
50,182.05845,0.1422,0.2611548,2505472,1774356.133442,12.9
51,182.09037,0.1313,0.2411618,2600862,1774045.17019,11.86
52,182.09484,0.5797,1.0645511,2658253,1774001.605458,54.88
53,182.99351,0.1255,0.2304221,2821888,1765289.538854,11.29
54,183.00474,0.1736,0.3187609,2621259,1765181.20437,15.91
55,183.02989,0.9686,1.7787789,2632160,1764938.61471,92.19
56,183.06628,1.4565,2.6746924,2583580,1764587.831558,139.01
57,183.10266,3.1157,5.72156,2616981,1764237.176772,298.2
58,183.13905,0.9058,1.6632899,2573301,1763886.67194,86.16
59,184.02514,0.1231,0.2260318,2267231,1755393.421312,11.06
60,184.03325,0.1131,0.2076014,2767333,1755316.082751,10.1
61,184.03772,0.1232,0.2261634,2179879,1755273.397663,11.07
62,184.06153,0.172,0.3158284,2336018,1755046.384775,15.76
63,184.06964,0.1645,0.3020639,2475695,1754969.096394,15.04
64,184.07411,0.2206,0.4050448,2432452,1754926.475846,20.42
65,184.10602,0.3322,0.6101196,2615485,1754622.265801,31.13
66,184.1424,0.0955,0.1753617,2134846,1754275.595532,8.42
67,185.00916,0.1758,0.3228033,2613711,1746056.88521,16.12
68,185.04554,1.079,1.9813797,2579341,1745713.549102,102.78
69,185.0608,0.1462,0.2683927,2275422,1745569.680172,13.28
70,185.08193,3.4166,6.2741799,2601439,1745370.361857,327.08
71,185.11831,3.6034,6.6172214,2583151,1745027.305282,345.0
72,185.1547,6.0974,11.197094,2600164,1744684.381895,584.29
73,186.04079,0.0993,0.1822903,2724471,1736374.58049,8.78
74,186.0489,0.107,0.1964558,2382887,1736298.92441,9.52
75,186.08529,0.3572,0.6559232,2454495,1735959.429451,33.53
76,186.11357,0.1033,0.1897096,3015916,1735695.63485,9.17
77,186.12167,0.3923,0.7203335,2532520,1735620.069624,36.89
78,186.15806,0.7306,1.3415619,2486713,1735280.834355,69.35
79,187.00368,0.111,0.2038978,2737065,1727433.933039,9.91
80,187.02481,0.4064,0.7462486,2528810,1727238.757752,38.25
81,187.04006,0.2252,0.4135936,2480898,1727097.894665,20.86
82,187.06119,1.103,2.0254591,2612094,1726902.803657,105.08
83,187.07645,0.1519,0.2789427,2571956,1726761.941778,13.83
84,187.09758,2.5299,4.6458745,2580986,1726566.959329,242.0
85,187.13396,0.8495,1.5600505,2623150,1726231.254058,80.77
86,188.03531,0.1918,0.3521362,2450829,1717956.510927,17.65
87,188.04789,0.1018,0.1869882,2474843,1717841.618202,9.02
88,188.06455,0.113,0.2074651,2387863,1717689.46771,10.09
89,188.10093,0.2241,0.4115823,2591194,1717357.185068,20.76
90,188.1054,0.6324,1.1613073,2533047,1717316.383727,59.93
91,188.13732,0.1198,0.2200762,2572178,1717025.04896,10.75
92,188.95156,0.9929,1.8233486,2537557,1709625.960079,94.52
93,188.98165,0.1088,0.1997867,2163360,1709353.7414,9.69
94,189.01933,0.5539,1.0171634,2455639,1709012.962156,52.4
95,189.04046,0.332,0.6096273,2469119,1708821.924222,31.11
96,189.05572,0.5195,0.9539996,2398001,1708684.041363,49.1
97,189.07684,0.451,0.8281443,2521997,1708493.102845,42.52
98,189.0921,0.2313,0.424762,2483524,1708355.263465,21.45
99,189.11322,0.1314,0.2413367,2156814,1708164.464068,11.86
100,189.95491,0.1037,0.1904997,2225971,1700595.556524,9.21
101,190.01458,0.1422,0.261206,2779144,1700061.523734,12.9
102,190.02716,0.3888,0.7139472,2547559,1699949.02426,36.56
103,190.08467,0.3331,0.6117706,2496672,1699434.676934,31.22
104,190.12105,0.8565,1.5729127,2538271,1699109.434779,81.44
105,190.5784,0.0997,0.1830096,1225106,1695031.896503,8.82
106,190.5786,0.1748,0.3209357,1654642,1695030.130351,16.02
107,190.94861,0.7255,1.3323551,2495487,1691745.632332,68.87
108,190.99859,1.5249,2.8001845,2520130,1691302.868948,145.56
109,191.01972,0.1424,0.2614625,2216605,1691115.780163,12.92
110,191.03498,1.2762,2.34354,2505381,1690980.730171,121.7
111,191.05611,0.1532,0.2813739,2287406,1690793.747543,13.96
112,191.07137,0.6441,1.182788,2458457,1690658.698776,61.05
113,191.10775,0.4665,0.8565861,2571237,1690336.841818,44.01
114,192.00195,0.1444,0.2651313,2410076,1682464.459611,13.11
115,192.00642,0.4599,0.8445041,2480109,1682425.312649,43.38
116,192.02755,0.1369,0.2513471,2422164,1682240.225656,12.39
117,192.03023,0.1464,0.2689224,2121380,1682216.741311,13.31
118,192.03834,0.1577,0.289615,2317807,1682145.698847,14.39
119,192.0428,0.194,0.3562768,2757407,1682106.570626,17.87
120,192.06394,0.1265,0.2323733,2635777,1681921.487102,11.4
121,192.06662,0.1165,0.2139783,2459647,1681898.012778,10.43
122,192.07919,0.1388,0.254901,2408580,1681787.937683,12.57
123,192.94565,0.1477,0.2712,2430060,1674235.458129,13.42
124,193.01424,1.3744,2.5239675,2511338,1673640.486953,131.13
125,193.03537,0.1118,0.2053609,2499480,1673457.296335,9.98
126,193.05063,1.4184,2.6047642,2509335,1673325.050954,135.35
127,193.07176,0.1388,0.2549705,2530528,1673141.938718,12.58
128,193.08701,0.5962,1.0948336,2497911,1673009.733681,56.46
129,193.1234,0.1089,0.1999574,2757740,1672694.550797,9.7
130,193.98568,0.0932,0.1710776,2676502,1665259.239159,8.19
131,194.0176,0.1334,0.2449749,2446139,1664985.286557,12.05
132,194.02207,0.2287,0.4199149,2550233,1664946.940705,21.19
133,194.0432,1.9484,3.577899,2518561,1664765.635893,186.2
134,194.04588,0.2359,0.4331344,2631762,1664742.625022,21.89
135,194.05399,0.1711,0.3141275,2419475,1664673.035101,15.67
136,194.05845,0.1747,0.3208433,2612726,1664634.799839,16.02
137,194.08227,0.2987,0.548609,2388148,1664430.524147,27.92
138,194.92749,0.0974,0.1789076,2322334,1657213.361342,8.6
139,194.983,0.2995,0.549901,2442690,1656741.564114,27.99
140,194.99351,0.1461,0.2682416,2400059,1656652.250662,13.27
141,195.02989,1.3023,2.391423,2434201,1656343.198719,124.2
142,195.04113,0.2143,0.3935702,2311276,1656247.785998,19.82
143,195.04656,0.1392,0.2556576,2410849,1656201.674367,12.61
144,195.06628,1.0314,1.89393,2453092,1656034.245124,98.21
145,195.10267,0.4402,0.808382,2468756,1655725.40119,41.49
146,195.13905,0.397,0.7290535,2507326,1655416.684263,37.35
147,196.02514,0.2829,0.5194268,2603576,1647933.668728,26.39
148,196.03325,0.1327,0.2437275,2682897,1647865.521244,11.99
149,196.03638,0.2059,0.3781083,2482140,1647839.215704,19.01
150,196.03772,0.3049,0.5598426,2327702,1647827.955781,28.51
151,196.06153,0.3866,0.709918,2439486,1647627.832293,36.35
152,196.06964,0.1305,0.2396273,2516830,1647559.671044,11.77
153,196.0741,0.1554,0.2854045,2448781,1647522.18764,14.17
154,196.98428,0.0936,0.1718007,2021518,1639909.651293,8.23
155,197.00916,0.5755,1.056825,2539848,1639702.578083,54.47
156,197.0204,0.1143,0.2099578,2551469,1639609.05664,10.22
157,197.04554,1.4584,2.6782112,2442016,1639399.79172,139.19
158,197.08193,1.5988,2.9360521,2447955,1639097.128335,152.66
159,197.09719,0.2041,0.3747834,2516121,1638970.256794,18.84
160,197.11831,0.9109,1.6728178,2477802,1638794.583918,86.66
161,197.1547,0.769,1.41212,2426478,1638492.131532,73.04
162,198.03852,1.0486,1.9256589,2401628,1631179.702966,99.87
163,198.04079,0.2482,0.4558604,2358320,1631161.006758,23.07
164,198.0489,0.1276,0.2343968,2381201,1631094.253883,11.5
165,198.08529,0.1416,0.2601042,2085544,1630794.60014,12.84
166,198.08976,0.1829,0.3358302,2141162,1630757.813277,16.8
167,198.12167,0.1365,0.2507409,2116925,1630495.099447,12.36
168,198.94001,0.7231,1.3279378,2396470,1623788.038498,68.64
169,198.98843,0.0981,0.1802209,2584675,1623392.965606,8.67
170,199.02481,0.4434,0.814288,2398689,1623096.183367,41.8
171,199.03809,0.1147,0.210629,1856776,1622987.909997,10.26
172,199.04007,0.1618,0.297072,2250788,1622971.757657,14.78
173,199.06119,1.3228,2.4291916,2425256,1622799.513269,126.18
174,199.07645,0.157,0.2882492,2361017,1622675.127818,14.32
175,199.09758,2.4263,4.4556208,2403924,1622502.945108,232.06
176,199.13396,1.8689,3.4319496,2420012,1622206.489679,178.57
177,199.17035,26.7113,49.0515938,2400373,1621910.132203,2562.16
178,199.17055,0.2332,0.4281532,448571,1621908.53422,21.63
179,200.0115,0.1457,0.2674699,2398711,1615089.12073,8.28
180,200.04788,0.1086,0.1994257,2013966,1614795.442243,5.89
181,200.05644,0.1116,0.204879,2322302,1614726.335921,6.08
182,200.06455,0.1454,0.2670301,2273521,1614660.904923,8.26
183,200.10093,0.2809,0.5158423,2459914,1614367.290379,17.02
184,200.13732,0.2141,0.3932348,2356360,1614073.806706,12.7
185,200.1737,3.4258,6.2910895,2382252,1613780.401944,220.16
186,200.93797,0.7896,1.4500363,2400236,1607642.403451,49.88
187,201.01933,0.2179,0.4001588,2543441,1606991.70719,12.95
188,201.04046,0.545,1.0007359,2358774,1606822.806802,34.07
189,201.05571,0.3055,0.5610821,2427913,1606700.902877,18.61
190,201.07684,1.4043,2.5788808,2373101,1606532.057951,89.58
191,201.0921,0.1971,0.3619695,2307784,1606410.191996,11.6
192,201.11323,1.934,3.5515966,2355812,1606241.397602,123.8
193,201.14962,0.3209,0.589216,2457389,1605950.843747,19.6
194,201.17706,0.2239,0.4112087,2346998,1605731.740552,13.34
195,201.78982,0.0976,0.1792537,1874684,1600855.71939,5.18
196,202.02716,0.1428,0.2621612,2011048,1598975.048247,8.09
197,202.03572,0.0988,0.1814536,2002848,1598907.335225,5.25
198,202.05097,0.1004,0.1843751,2199594,1598786.6547,5.36
199,202.07209,0.1941,0.3563456,2135708,1598619.527574,11.41
200,202.08021,0.1368,0.2512929,2588624,1598555.324839,7.71
201,202.08467,0.1728,0.3172573,2378873,1598520.001298,10.03
202,202.11658,0.2379,0.4368078,2337236,1598267.624361,14.24
203,202.12106,0.3729,0.6848699,2361196,1598232.238419,22.96
204,202.99859,0.4182,0.7678939,2290695,1591323.243378,25.88
205,203.03498,0.7885,1.4479885,2333790,1591038.062438,49.8
206,203.0561,0.4916,0.9027044,2305427,1590872.540502,30.62
207,203.07137,0.5466,1.0038177,2389266,1590752.984462,34.18
208,203.0925,0.5233,0.9609497,2259791,1590587.478987,32.67
209,203.10775,0.1998,0.3668311,2130223,1590468.021807,11.77
210,203.12888,0.1848,0.3393774,2154977,1590302.59631,10.81
211,204.00642,0.2344,0.4304332,2284861,1583461.786165,14.01
212,204.03023,0.2042,0.3749262,2336641,1583276.985972,12.06
213,204.03834,0.101,0.1853942,2595507,1583214.105877,5.39
214,204.04281,0.3275,0.6014126,2407561,1583179.432226,20.03
215,204.06393,0.1617,0.2970196,2443791,1583015.511157,9.32
216,204.07919,0.0954,0.1751648,1807684,1582897.160787,5.03
217,204.10032,0.8948,1.6431999,2327244,1582733.314082,56.67
218,204.1367,0.3012,0.5531892,2201905,1582451.203318,18.33
219,205.01424,1.7273,3.1719418,2336541,1575677.665685,110.44
220,205.03537,0.1892,0.3473621,2404132,1575515.303354,11.09
221,205.05063,1.1257,2.0671484,2307256,1575398.060754,71.58
222,205.07176,0.1898,0.3485918,2084963,1575235.744562,11.13
223,205.08702,1.3648,2.506331,2350426,1575118.564123,87.03
224,205.10367,0.0934,0.1714418,1474589,1574990.656507,4.9
225,205.1234,0.2517,0.462133,2416045,1574839.17915,15.13
226,205.15979,0.5257,0.9652992,2327150,1574559.86304,32.83
227,206.00949,0.1832,0.3364192,2386342,1568065.432246,10.71
228,206.0176,0.1799,0.3302769,2253747,1568003.693822,10.49
229,206.02207,0.5917,1.0865341,2355841,1567969.668441,37.09
230,206.02276,0.2644,0.4855803,2336956,1567964.400053,15.95
231,206.0432,0.1058,0.194231,2638129,1567808.879361,5.7
232,206.04588,0.1669,0.3064083,2348922,1567788.456938,9.65
233,206.05398,0.169,0.3103854,2397841,1567726.824353,9.79
234,206.05845,0.1631,0.2995364,2488030,1567692.843228,9.41
235,206.07959,0.1101,0.2021917,1659169,1567532.002057,5.98
236,206.09037,0.2236,0.4105399,2214336,1567450.009115,13.31
237,206.99351,1.918,3.5220592,2330333,1560611.017731,122.76
238,207.01213,0.1136,0.2085668,2415340,1560470.62493,6.21
239,207.0299,1.4816,2.7207816,2326523,1560336.7374,94.58
240,207.05102,0.3278,0.6019244,2411981,1560177.514429,20.04
241,207.06628,1.0975,2.0153725,2330996,1560062.556129,69.76
242,207.0874,0.1222,0.2243493,2233237,1559903.435567,6.76
243,207.10267,0.7085,1.3010483,2350284,1559788.473589,44.64
244,207.13905,0.2517,0.4622755,2304922,1559514.52433,15.13
245,207.99686,0.171,0.3140283,2379137,1553082.757771,9.92
246,208.00134,0.2568,0.4715814,2337220,1553049.363551,15.46
247,208.02514,0.1445,0.2653362,2138207,1552871.658094,8.2
248,208.03324,0.1865,0.3424506,1943685,1552811.168663,10.92
249,208.03772,0.3562,0.6540498,2353172,1552777.766902,21.88
250,208.06153,0.1982,0.3640076,2381772,1552600.084224,11.68
251,208.06964,0.1353,0.2484708,2336368,1552539.561314,7.61
252,208.07411,0.1752,0.3217529,2328228,1552506.205514,10.19
253,208.09792,0.2133,0.3917221,2133924,1552328.586518,12.65
254,208.10601,0.0942,0.1730407,2435293,1552268.199041,4.96
255,209.00916,0.7567,1.3895512,2252477,1545560.667052,47.75
256,209.04554,1.4485,2.6599286,2301883,1545291.656377,92.43
257,209.08193,1.0987,2.0176029,2273429,1545022.734717,69.84
258,209.11832,0.4672,0.858022,2435225,1544753.914072,29.05
259,209.1547,0.2777,0.5100034,2213293,1544485.176881,16.81
260,210.01699,0.2203,0.4045705,2459510,1538143.81976,13.1
261,210.04079,0.2231,0.4097756,2470428,1537969.4662,13.29
262,210.0489,0.1771,0.3251782,2262305,1537910.118031,10.31
263,210.05337,0.157,0.2882384,2320249,1537877.419433,9.01
264,210.05942,6.479,11.8978519,2286714,1537833.095913,417.38
265,210.07718,0.2058,0.3779637,2215509,1537703.076396,12.17
266,210.08528,0.1632,0.2996314,2137953,1537643.773148,9.41
267,210.08975,0.2321,0.4261528,2066523,1537611.09991,13.86
268,211.02481,1.0861,1.994509,2305261,1530797.830357,69.03
269,211.04006,0.1111,0.2040863,2385869,1530687.218216,6.05
270,211.04635,0.1759,0.3230745,1921330,1530641.612884,10.24
271,211.0612,1.5472,2.84114,2283654,1530533.928587,98.81
272,211.06278,0.7514,1.3797935,2264186,1530522.470644,47.41
273,211.09758,1.2704,2.3328953,2222717,1530270.125014,80.93
274,211.13397,1.718,3.1548293,2272488,1530006.410846,109.84
275,211.17035,0.6292,1.1554804,2282648,1529742.787787,39.52
276,212.02006,0.1405,0.2580955,2112993,1523612.031345,7.95
277,212.02817,0.11,0.2020462,1917953,1523553.760585,5.98
278,212.03264,0.1374,0.2524048,2035729,1523521.663691,7.75
279,212.05522,0.3222,0.5916678,2327408,1523359.418694,19.68
280,212.05644,0.2076,0.3813199,2319810,1523350.609911,12.28
281,212.06454,0.1977,0.3630045,2030674,1523292.438885,11.64
282,212.07405,0.1239,0.2275151,2078987,1523224.180962,6.87
283,212.07469,0.111,0.2037683,278821,1523219.539554,6.04
284,212.07507,44.6588,82.0095444,2278237,1523216.815679,2883.56
285,212.07611,0.1053,0.1933218,2432932,1523209.384096,5.67
286,212.08427,0.1146,0.2104407,1869259,1523150.724757,6.27
287,212.10093,0.1602,0.2940946,2203053,1523031.071418,9.22
288,212.13732,0.2332,0.4282795,2236455,1522769.829907,13.94
289,212.17371,0.1015,0.1863787,2469871,1522508.689539,5.43
290,212.95567,0.0931,0.1709783,2182857,1516918.111473,4.89
291,213.00408,0.178,0.3268007,2129034,1516573.33983,10.37
292,213.01933,0.3201,0.5878345,2330769,1516464.760023,19.55
293,213.04046,0.8426,1.5473855,2245430,1516314.353786,53.3
294,213.05572,0.2818,0.5174618,2222952,1516205.743773,17.07
295,213.0721,0.1901,0.3491564,2199233,1516089.150622,11.15
296,213.07446,0.3226,0.592437,2330926,1516072.418745,19.71
297,213.07684,2.0852,3.8291874,2244361,1516055.424123,133.56
298,213.07843,4.6206,8.4851522,2258531,1516044.177933,297.34
299,213.08134,0.1145,0.2103542,1692071,1516023.464898,6.27
300,213.09211,0.1527,0.2803432,2235094,1515946.821754,8.73
301,213.11323,0.942,1.7297906,2208348,1515796.59191,59.72
302,213.14962,2.5934,4.7623973,2248274,1515537.830104,166.39
303,213.186,7.6134,13.9808578,2242648,1515279.166613,490.65
304,213.96381,0.0969,0.1779278,2525177,1509770.753182,5.13
305,214.01458,0.101,0.1855001,2409400,1509412.583664,5.4
306,214.02716,0.1217,0.2235276,2512968,1509323.886448,6.73
307,214.04382,0.0929,0.1705975,2297188,1509206.417071,4.87
308,214.04829,0.0955,0.175309,1991017,1509174.868454,5.04
309,214.05095,0.1167,0.2142773,2187909,1509156.08823,6.41
310,214.07087,2.0551,3.773982,2256166,1509015.705007,131.62
311,214.07208,0.1099,0.201808,2260176,1509007.124236,5.97
312,214.07931,0.2046,0.3756953,2099785,1508956.171221,12.09
313,214.08019,0.2134,0.3917947,2268726,1508949.95358,12.65
314,214.08178,0.2389,0.438699,2378830,1508938.776848,14.3
315,214.08467,0.2485,0.4564174,2187424,1508918.417828,14.93
316,214.11659,0.1284,0.2358004,2234333,1508693.443711,7.17
317,214.15297,0.3406,0.625477,2110901,1508437.148356,20.87
318,214.18936,1.1415,2.0962725,2218246,1508180.916412,72.61
319,214.92993,0.2497,0.4585793,2286376,1502984.191026,15.0
320,214.93493,0.3885,0.7135016,2185130,1502949.275806,23.97
321,214.95362,0.108,0.1983863,2034149,1502818.563682,5.85
322,214.9986,0.1568,0.2880163,2219677,1502504.182331,9.0
323,215.01212,0.1205,0.2212048,2590848,1502409.655595,6.65
324,215.01972,0.2017,0.3703152,2207648,1502356.599341,11.9
325,215.03498,0.458,0.8411232,2154162,1502249.968346,28.46
326,215.05611,0.7476,1.3728144,2237904,1502102.375191,47.16
327,215.07137,0.4248,0.7800714,2218156,1501995.813848,26.31
328,215.07422,0.2091,0.3840323,2440821,1501975.899476,12.38
329,215.09249,1.8965,3.48262,2254512,1501848.276489,121.37
330,215.10774,0.1788,0.3283561,2313604,1501741.798437,10.42
331,215.12888,1.0304,1.8922154,2258144,1501594.253011,65.43
332,215.16527,0.4393,0.8067432,2187133,1501340.321509,27.25
333,215.19272,0.1048,0.1924181,2070146,1501148.819942,5.64
334,215.99383,0.1158,0.2126077,2228919,1495581.096552,6.35
335,216.00642,0.3696,0.6787567,2157737,1495493.888375,22.75
336,216.03023,0.0981,0.1800587,2026782,1495329.065509,5.21
337,216.04281,0.24,0.440643,2085381,1495242.019529,14.37
338,216.09585,0.2197,0.4034649,2280062,1494875.001601,13.06
339,216.10031,0.2966,0.5447081,2318411,1494844.114925,18.03
340,216.13224,0.1321,0.2425639,2089042,1494623.325557,7.4
341,216.13671,0.0973,0.1785898,2404571,1494592.395295,5.15
342,216.50405,0.1079,0.1981887,2080209,1492056.505649,5.84
343,216.90943,0.3669,0.6738386,2197154,1489268.050313,22.57
344,216.93288,0.4013,0.7368404,2200507,1489107.009386,24.79
345,217.00166,0.1137,0.2088641,2365361,1488635.02717,6.22
346,217.01425,0.8174,1.5010761,2215355,1488548.720712,51.67
347,217.02188,0.1081,0.1985749,1810978,1488496.344629,5.86
348,217.03538,0.2274,0.4176376,2322922,1488403.770241,13.56
349,217.05063,0.9448,1.7349718,2221893,1488299.180686,59.9
350,217.07176,0.5112,0.9387941,2190654,1488154.309744,31.89
351,217.08299,0.1268,0.232799,1930096,1488077.347442,7.06
352,217.08702,0.6106,1.1212258,2187760,1488049.738257,38.31
353,217.10814,1.2553,2.3051379,2187340,1487904.92302,79.95
354,217.1234,0.1862,0.3419079,1998597,1487800.392383,10.9
355,217.14453,0.119,0.2185141,1470620,1487655.591695,6.56
356,217.98569,0.4712,0.8652798,2273691,1481915.048605,29.31
357,218.01758,0.1265,0.2323357,1962819,1481698.269393,7.04
358,218.02207,0.3809,0.6994512,2237488,1481667.759237,23.47
359,218.04588,0.1787,0.3281659,2411350,1481505.986517,10.41
360,218.05399,0.148,0.2718569,2370335,1481450.885753,8.43
361,218.05846,0.2157,0.3961828,2266236,1481420.494371,12.81
362,218.07959,0.2392,0.4392305,2165690,1481276.962296,14.32
363,218.1115,0.1427,0.2620486,2066332,1481060.26584,8.09
364,218.11597,0.285,0.5233063,2256853,1481029.893003,17.28
365,218.15237,0.1018,0.1869657,2137848,1480782.765296,5.45
366,218.16761,1.4944,2.7443368,2192961,1480679.316991,95.4
367,218.93123,0.1014,0.1862514,2304910,1475514.769496,5.42
368,218.99351,0.4294,0.7885259,2102885,1475095.143552,26.61
369,219.0299,1.7404,3.1959989,2162232,1474850.097849,111.29
370,219.05102,0.2671,0.4904886,2131338,1474707.853823,16.12
371,219.06225,0.1525,0.2801236,1972126,1474632.278541,8.72
372,219.06628,1.3235,2.4303622,2209336,1474605.13677,84.36
373,219.06646,0.1051,0.1929754,1915514,1474603.93785,5.66
374,219.08741,0.2404,0.4414939,2343071,1474462.912348,14.4
375,219.10267,0.7088,1.3015441,2151172,1474360.245772,44.65
376,219.12379,0.0929,0.1705839,1976058,1474218.099234,4.87
377,219.13905,0.2463,0.4522518,2108117,1474115.477224,14.78
378,219.17096,0.2101,0.3859107,2124018,1473900.83175,12.45
379,219.17544,3.091,5.6762037,2174562,1473870.736401,198.53
380,220.00133,0.295,0.5416516,2188217,1468337.72195,17.92
381,220.00897,0.0992,0.1821113,960356,1468286.771651,5.28
382,220.02514,0.1688,0.3100019,2355654,1468178.836229,9.78
383,220.03325,0.2502,0.4594419,2117862,1468124.74365,15.03
384,220.03772,0.4111,0.75491,2177256,1468094.910111,25.43
385,220.06153,0.1783,0.32742,2412323,1467936.064553,10.39
386,220.06964,0.1513,0.2778448,2209299,1467881.980125,8.64
387,220.0741,0.1877,0.344639,2304419,1467852.181741,10.99
388,220.08266,0.1462,0.2685473,2347450,1467795.13721,8.32
389,220.09523,0.2136,0.3921608,2323191,1467711.275892,12.67
390,220.10602,0.1266,0.2324561,1876353,1467639.368642,7.05
391,220.14687,25.1386,46.1634789,2175049,1467366.975999,1622.68
392,220.17879,0.5111,0.9385052,2159137,1467154.260689,31.88
393,221.00916,2.0391,3.7445061,2170565,1461641.898446,130.58
394,221.04555,1.7374,3.1905077,2181564,1461401.295513,111.1
395,221.06668,0.407,0.7473407,2144007,1461261.612615,25.16
396,221.08193,1.839,3.3771172,2141716,1461160.781532,117.66
397,221.11831,0.5493,1.0086948,2193349,1460920.355269,34.35
398,221.15023,3.8555,7.0800266,2145848,1460709.516811,247.91
399,221.1547,0.2662,0.4888004,2095197,1460680.026123,16.07
400,222.00642,0.177,0.3251215,2273990,1455076.093917,10.31
401,222.01252,0.2184,0.4009914,2156849,1455036.143216,12.98
402,222.01698,0.2451,0.4501827,2047267,1455006.898928,14.71
403,222.0408,0.1856,0.340882,2267507,1454850.842892,10.86
404,222.04889,0.1974,0.3624796,2190264,1454797.790276,11.62
405,222.05337,0.2436,0.4473844,2051289,1454768.447081,14.61
406,222.07718,0.2551,0.468496,1970198,1454612.515941,15.35
407,222.08529,0.2634,0.4836206,2023023,1454559.400428,15.88
408,222.08977,0.1385,0.254286,2304163,1454530.047436,7.82
409,222.11088,0.0977,0.1793278,2555031,1454391.777118,5.18
410,222.15111,0.1497,0.2748608,1777933,1454128.420128,8.54
411,222.15359,0.271,0.4977393,2137904,1454112.189364,16.38
412,222.98842,0.2807,0.5154847,2317934,1448668.170442,17.0
413,223.02481,1.4589,2.6790392,2162493,1448431.821324,93.11
414,223.02836,5.0682,9.3069534,2155433,1448408.778061,326.24
415,223.0612,1.8896,3.4700029,2108488,1448195.555537,120.93
416,223.07645,0.1014,0.1862781,2209063,1448096.512789,5.42
417,223.09758,1.1859,2.1778038,2110452,1447959.367781,75.48
418,223.13396,0.6351,1.1662465,2153377,1447723.266869,39.89
419,223.17035,0.328,0.6022958,2212852,1447487.212305,20.06
420,224.02006,0.1433,0.2632059,2115703,1441996.879231,8.13
421,224.02793,0.8389,1.5405811,2118984,1441946.231925,53.06
422,224.02817,0.1467,0.2694294,2015174,1441944.688465,8.35
423,224.03172,0.2957,0.5430011,2108270,1441921.847081,17.97
424,224.03263,0.2054,0.3771723,2282100,1441915.937512,12.14
425,224.05644,0.2307,0.4236512,1996471,1441762.716768,13.77
