peakNo	mw	relativeAbundance	errorPPM	DBE	class	formula	z	C	H	O	N	S
289	353.0383718	0.031270818	0.215204216	9	N1O10	H11_C14_N_O10	0	14	11	10	1	0
310	355.0541106	0.028453601	0.463991223	8	N1O10	H13_C14_N_O10	0	14	13	10	1	0
335	357.0696294	0.025817441	0.093745509	7	N1O10	H15_C14_N_O10	0	14	15	10	1	0
408	365.0383044	0.027194069	0.023439124	10	N1O10	H11_C15_N_O10	0	15	11	10	1	0
446	369.0693616	0.022932327	-0.635011142	8	N1O10	H15_C15_N_O10	0	15	15	10	1	0
465	371.0852102	0.013389409	-0.096677755	7	N1O10	H17_C15_N_O10	0	15	17	10	1	0
520	377.0384557	0.029173895	0.424076506	11	N1O10	H11_C16_N_O10	0	16	11	10	1	0
538	379.0538941	0.040910169	-0.136544697	10	N1O10	H13_C16_N_O10	0	16	13	10	1	0
554	381.0696325	0.026457047	0.09592978	9	N1O10	H15_C16_N_O10	0	16	15	10	1	0
573	383.0852109	0.02725803	-0.091795008	8	N1O10	H17_C16_N_O10	0	16	17	10	1	0
588	385.1007592	0.012524465	-0.355547489	7	N1O10	H19_C16_N_O10	0	16	19	10	1	0
633	391.053924	0.023775622	-0.055934335	11	N1O10	H13_C17_N_O10	0	17	13	10	1	0
645	393.0694922	0.028130846	-0.263994991	10	N1O10	H15_C17_N_O10	0	17	15	10	1	0
857	419.0852055	0.014504291	-0.096630495	11	N1O10	H17_C19_N_O10	0	19	17	10	1	0
893	423.1164709	0.017687559	-0.177959669	9	N1O10	H21_C19_N_O10	0	19	21	10	1	0
937	427.0541462	0.016253859	0.469068388	14	N1O10	H13_C20_N_O10	0	20	13	10	1	0
963	429.0694938	0.028100341	-0.238198859	13	N1O10	H15_C20_N_O10	0	20	15	10	1	0
986	431.0854313	0.02571904	0.429703367	12	N1O10	H17_C20_N_O10	0	20	17	10	1	0
1012	433.1010088	0.018204164	0.26009392	11	N1O10	H19_C20_N_O10	0	20	19	10	1	0
1037	435.1165462	0.040048177	4.59E-05	10	N1O10	H21_C20_N_O10	0	20	21	10	1	0
1061	437.1322736	0.021711172	0.176966318	9	N1O10	H23_C20_N_O10	0	20	23	10	1	0
1079	439.147971	0.018708961	0.283868658	8	N1O10	H25_C20_N_O10	0	20	25	10	1	0
1171	447.1166003	0.013893221	0.120983954	11	N1O10	H21_C21_N_O10	0	21	21	10	1	0
2186	535.0541256	0.022073287	0.335911534	23	N1O10	H13_C29_N_O10	0	29	13	10	1	0
2207	537.0696113	0.016514621	0.028542321	22	N1O10	H15_C29_N_O10	0	29	15	10	1	0
2224	539.0854969	0.02639407	0.465402279	21	N1O10	H17_C29_N_O10	0	29	17	10	1	0
2290	547.0541393	0.030864422	0.353615966	24	N1O10	H13_C30_N_O10	0	30	13	10	1	0
2308	549.0698148	0.013610811	0.398557914	23	N1O10	H15_C30_N_O10	0	30	15	10	1	0
2332	551.0855302	0.01529937	0.515691238	22	N1O10	H17_C30_N_O10	0	30	17	10	1	0
2390	559.0543818	0.044217423	0.77974356	25	N1O10	H13_C31_N_O10	0	31	13	10	1	0
2408	561.0698071	0.028174142	0.376245113	24	N1O10	H15_C31_N_O10	0	31	15	10	1	0
2422	563.0855123	0.025744624	0.472831812	23	N1O10	H17_C31_N_O10	0	31	17	10	1	0
2517	575.0853131	0.027382999	0.116602263	24	N1O10	H17_C32_N_O10	0	32	17	10	1	0
2529	577.1009781	0.020168246	0.142015559	23	N1O10	H19_C32_N_O10	0	32	19	10	1	0
2582	585.0698279	0.021738724	0.396355864	26	N1O10	H15_C33_N_O10	0	33	15	10	1	0
2596	587.0856527	0.025702312	0.69261221	25	N1O10	H17_C33_N_O10	0	33	17	10	1	0
2616	589.1012174	0.018085099	0.545432765	24	N1O10	H19_C33_N_O10	0	33	19	10	1	0
1673	489.0726148	0.018513143	-0.721959425	13	N1O10S1	H19_C22_N_O10_S	0	22	19	10	1	1
2110	527.0881124	0.017348076	-0.959239882	15	N1O10S1	H21_C25_N_O10_S	0	25	21	10	1	1
2912	659.0886339	0.01285214	0.024201404	26	N1O10S1	H21_C36_N_O10_S	0	36	21	10	1	1
1059	437.0960037	0.025634415	0.441350574	10	N1O11	H19_C19_N_O11	0	19	19	11	1	0
1148	445.0647031	0.018661728	0.432492821	13	N1O11	H15_C20_N_O11	0	20	15	11	1	0
1259	455.0488691	0.017163083	0.018766615	15	N1O11	H13_C21_N_O11	0	21	13	11	1	0
1283	457.0648661	0.017426797	0.777854645	14	N1O11	H15_C21_N_O11	0	21	15	11	1	0
2593	587.0491928	0.027603417	0.565923679	26	N1O11	H13_C32_N_O11	0	32	13	11	1	0
2734	613.0648325	0.017837129	0.525084878	27	N1O11	H15_C34_N_O11	0	34	15	11	1	0
1191	449.0597176	0.015506012	0.651004946	12	N1O12	H15_C19_N_O12	0	19	15	12	1	0
1675	489.0909848	0.027185213	0.530366402	13	N1O12	H19_C22_N_O12	0	22	19	12	1	0
1862	505.1223258	0.019736266	0.594352632	12	N1O12	H23_C23_N_O12	0	23	23	12	1	0
