,m/z,I,S/N,Res.,I %
0,200.01151,4946713,12.9,934116,1.7
1,200.0191,1993945,4.0,768563,0.7
2,200.03536,3467288,8.5,1234011,1.2
3,200.04793,4744215,12.3,935811,1.6
4,200.07165,2349462,5.1,1146130,0.8
5,200.08013,2063574,4.2,764554,0.7
6,200.17896,2114130,4.4,643266,0.7
7,200.20268,2073041,4.3,820661,0.7
8,200.2946,2030861,4.1,1139572,0.7
9,200.31979,2052108,4.2,841155,0.7
10,200.35877,2126539,4.4,898765,0.7
11,200.41566,2370248,5.2,817423,0.8
12,200.43879,2031431,4.1,908206,0.7
13,200.49011,2167749,4.6,793887,0.7
14,200.51245,2118340,4.4,1142197,0.7
15,200.54883,2012259,4.1,833386,0.7
16,200.5771,2226050,4.7,966809,0.8
17,200.58533,2246145,4.8,1108905,0.8
18,200.59583,2137153,4.5,1130075,0.7
19,200.61054,1985152,4.0,805453,0.7
20,200.61802,2155616,4.5,737535,0.7
21,200.62183,2010144,4.1,676119,0.7
22,200.62313,2062272,4.2,762630,0.7
23,200.73496,2266939,4.9,771541,0.8
24,200.80906,2210296,4.7,1058724,0.8
25,200.82328,2626296,5.9,999318,0.9
26,200.83692,2102903,4.4,1128343,0.7
27,200.8992,2355381,5.1,925200,0.8
28,200.97293,2099314,4.4,490093,0.7
29,201.00339,2044593,4.2,821282,0.7
30,201.00514,2167089,4.6,564285,0.7
31,201.01934,16586736,48.0,876602,5.7
32,201.02255,2108080,4.4,1102234,0.7
33,201.02704,2263280,4.8,990817,0.8
34,201.04051,2928751,6.8,1084760,1.0
35,201.04382,2254191,4.8,929345,0.8
36,201.0529,2529327,5.6,813183,0.9
37,201.05572,11988975,34.1,934091,4.1
38,201.05833,2042671,4.2,807759,0.7
39,201.07597,2045806,4.2,1021296,0.7
40,201.07683,2515182,5.6,991322,0.9
41,201.10678,2045357,4.2,1108623,0.7
42,201.11323,7682797,21.2,834485,2.6
43,201.2075,2083689,4.3,733692,0.7
44,201.21138,2013801,4.1,1162308,0.7
45,201.26231,2065959,4.3,1161876,0.7
46,201.30749,2306597,5.0,1022390,0.8
47,201.32104,2044837,4.2,939710,0.7
48,201.34062,2494052,5.5,920342,0.9
49,201.39485,2295522,4.9,792706,0.8
50,201.40221,2454946,5.4,954445,0.8
51,201.40452,2067617,4.3,921098,0.7
52,201.41009,2093985,4.3,696576,0.7
53,201.4487,2124256,4.4,1149590,0.7
54,201.45284,2133600,4.5,1034586,0.7
55,201.47115,2001567,4.1,1146690,0.7
56,201.52837,2156765,4.5,915978,0.7
57,201.5475,2036956,4.2,905597,0.7
58,201.58684,2000731,4.1,907864,0.7
59,201.65677,2057624,4.2,779967,0.7
60,201.66382,2171480,4.6,941894,0.7
61,201.77029,2043572,4.2,694551,0.7
62,201.78589,2013779,4.1,618446,0.7
63,201.84448,2032593,4.2,1087271,0.7
64,201.8696,2155856,4.5,1074444,0.7
65,201.89219,2229840,4.7,986769,0.8
66,201.92605,2178126,4.6,869533,0.7
67,201.94958,2051214,4.2,915119,0.7
68,202.01089,2082763,4.3,1036523,0.7
69,202.0146,4525515,11.7,905552,1.5
70,202.01607,2410827,5.3,1046298,0.8
71,202.02718,7553227,20.8,942246,2.6
72,202.0345,2757579,6.3,1272203,0.9
73,202.03481,3485899,8.5,935538,1.2
74,202.051,4065994,10.3,961942,1.4
75,202.05909,2119754,4.4,1148029,0.7
76,202.0636,2239818,4.8,1236661,0.8
77,202.10653,2335688,5.1,961303,0.8
78,202.12291,2444743,5.4,822865,0.8
79,202.12572,2413895,5.3,899852,0.8
80,202.1434,2207303,4.7,905491,0.8
81,202.15232,1994054,4.0,798726,0.7
82,202.16352,2177094,4.6,1092376,0.7
83,202.21076,1985092,4.0,883245,0.7
84,202.2644,2063234,4.2,982524,0.7
85,202.30076,2050753,4.2,728545,0.7
86,202.31184,2103233,4.4,1030491,0.7
87,202.31255,2162945,4.5,778213,0.7
88,202.32287,2106369,4.4,1029421,0.7
89,202.34572,2228288,4.7,762881,0.8
90,202.40796,2021310,4.1,906483,0.7
91,202.42381,2410429,5.3,1069230,0.8
92,202.42603,2017789,4.1,652570,0.7
93,202.44778,2268412,4.9,1039357,0.8
94,202.45064,1989692,4.0,1114492,0.7
95,202.46988,2058043,4.2,1134470,0.7
96,202.48922,2052219,4.2,998432,0.7
97,202.54497,2085817,4.3,901384,0.7
98,202.55318,2344569,5.1,805230,0.8
99,202.55997,2463352,5.4,822767,0.8
100,202.57596,2153080,4.5,875289,0.7
101,202.60731,2130487,4.4,882962,0.7
102,202.64267,2304694,5.0,818828,0.8
103,202.66526,2098165,4.3,1055713,0.7
104,202.67062,2222101,4.7,643580,0.8
105,202.6867,2144116,4.5,903252,0.7
106,202.74277,2390322,5.2,1167567,0.8
107,202.74759,2071730,4.3,1223450,0.7
108,202.78179,2096753,4.3,852886,0.7
109,202.81411,2089840,4.3,991789,0.7
110,202.85406,2015983,4.1,755726,0.7
111,202.85815,1987887,4.0,1068026,0.7
112,202.86332,2005678,4.1,960145,0.7
113,202.87765,2104878,4.4,930547,0.7
114,202.94344,2023340,4.1,612807,0.7
115,202.96623,2079531,4.3,1054477,0.7
116,202.96917,2123371,4.4,968293,0.7
117,202.99681,2082634,4.3,734863,0.7
118,202.99861,12725162,36.4,894530,4.3
119,203.0346,3372713,8.2,1301380,1.2
120,203.03501,20615080,60.1,838481,7.0
121,203.07136,8489384,23.6,793642,2.9
122,203.07262,2196520,4.6,878434,0.7
123,203.08304,2111655,4.4,807009,0.7
124,203.09256,2200423,4.7,948269,0.8
125,203.1078,2344167,5.1,817573,0.8
126,203.18055,1999972,4.1,747210,0.7
127,203.19524,2131876,4.4,938495,0.7
128,203.20932,2440931,5.4,776353,0.8
129,203.21676,2026531,4.1,894286,0.7
130,203.23562,2062691,4.2,694806,0.7
131,203.29244,2080673,4.3,1042512,0.7
132,203.30777,2175520,4.6,1073996,0.7
133,203.36972,2317342,5.0,555637,0.8
134,203.41059,2155677,4.5,999538,0.7
135,203.41101,2311133,5.0,897318,0.8
136,203.42714,2269661,4.9,962498,0.8
137,203.52498,2256410,4.8,973785,0.8
138,203.64309,2255830,4.8,879907,0.8
139,203.69751,1992853,4.0,896934,0.7
140,203.72937,2262036,4.8,934085,0.8
141,203.76391,1995475,4.0,745181,0.7
142,203.79586,2002514,4.1,1037903,0.7
143,203.81813,2192273,4.6,956003,0.7
144,203.83768,1997584,4.0,1019682,0.7
145,203.88802,2065231,4.2,996024,0.7
146,203.89416,2230927,4.7,911177,0.8
147,203.90506,2249871,4.8,796944,0.8
148,204.00639,4427916,11.4,1087895,1.5
149,204.0068,2197772,4.6,1374370,0.7
150,204.0245,2136523,4.5,781237,0.7
151,204.02696,2311627,5.0,973866,0.8
152,204.03025,8874379,24.8,901347,3.0
153,204.03839,2857227,6.6,878204,1.0
154,204.04281,5345419,14.1,1109876,1.8
155,204.0666,2244298,4.8,878296,0.8
156,204.09799,2201161,4.7,940366,0.8
157,204.10463,2101833,4.4,1092427,0.7
158,204.18617,2123399,4.4,866287,0.7
159,204.24887,2153477,4.5,934380,0.7
160,204.27267,2219268,4.7,995820,0.8
161,204.28683,2014084,4.1,872106,0.7
162,204.35407,2588162,5.8,937645,0.9
163,204.38138,2186561,4.6,902914,0.7
164,204.38436,1995265,4.0,1124285,0.7
165,204.39432,2006017,4.1,1089652,0.7
166,204.45901,2299135,5.0,1140075,0.8
167,204.48216,2363391,5.1,885949,0.8
168,204.49961,2290814,4.9,1116974,0.8
169,204.52099,2011517,4.1,777697,0.7
170,204.54192,1998717,4.0,1216012,0.7
171,204.5787,1990012,4.0,1181131,0.7
172,204.58314,2050460,4.2,622699,0.7
173,204.59485,1984763,4.0,1218263,0.7
174,204.62483,2072251,4.3,979071,0.7
175,204.6725,2134330,4.5,1000692,0.7
176,204.88784,2032340,4.2,718467,0.7
177,204.92143,2010675,4.1,1061838,0.7
178,204.96815,2007538,4.1,965484,0.7
179,204.97785,2561778,5.7,1091083,0.9
180,205.01426,27895664,82.0,845137,9.5
181,205.01475,2267761,4.9,1453115,0.8
182,205.01663,1996401,4.0,1150228,0.7
183,205.02557,2045969,4.2,655399,0.7
184,205.05065,15251824,44.0,829047,5.2
185,205.06456,2203376,4.7,950251,0.8
186,205.07547,2513903,5.6,918357,0.9
187,205.0848,2021615,4.1,1232596,0.7
188,205.08706,4376431,11.2,956004,1.5
189,205.09481,2189423,4.6,1144264,0.7
190,205.12341,2386158,5.2,991375,0.8
191,205.13131,2058862,4.2,1264094,0.7
192,205.22512,2114540,4.4,1140920,0.7
193,205.23965,2149355,4.5,934737,0.7
194,205.24274,2183467,4.6,876484,0.7
195,205.27202,2012139,4.1,1276213,0.7
196,205.32063,2210666,4.7,762645,0.8
197,205.33938,1990697,4.0,823528,0.7
198,205.38981,2058600,4.2,897592,0.7
199,205.40882,2028135,4.1,1171449,0.7
200,205.42956,2041575,4.2,950201,0.7
201,205.4361,2076519,4.3,987952,0.7
202,205.45511,2020870,4.1,733512,0.7
203,205.50131,2682597,6.1,980069,0.9
204,205.5174,2005221,4.1,768119,0.7
205,205.57054,2035172,4.2,965351,0.7
206,205.60037,2287971,4.9,844375,0.8
207,205.62056,2846307,6.6,766622,1.0
208,205.66051,1984610,4.0,1100444,0.7
209,205.69249,2140065,4.5,971049,0.7
210,205.71826,2048416,4.2,945597,0.7
211,205.73581,2069920,4.3,1004740,0.7
212,205.78426,2151391,4.5,756105,0.7
213,205.83202,1992478,4.0,777735,0.7
214,205.85585,2096957,4.3,562139,0.7
215,205.89973,2088413,4.3,817744,0.7
216,206.00953,4363610,11.2,764041,1.5
217,206.01758,2773082,6.4,890566,0.9
218,206.02209,5435738,14.4,936769,1.9
219,206.03176,2300634,5.0,1000434,0.8
220,206.03732,2628890,5.9,825239,0.9
221,206.0459,5510490,14.6,1024992,1.9
222,206.05397,2816857,6.5,881104,1.0
223,206.05854,2469593,5.5,939193,0.8
224,206.17216,2107735,4.4,1130111,0.7
225,206.18238,2001559,4.1,993481,0.7
226,206.24822,2089557,4.3,705620,0.7
227,206.26451,2077653,4.3,1251406,0.7
228,206.2677,2592533,5.8,853614,0.9
229,206.30091,2128404,4.4,850740,0.7
230,206.35726,2132115,4.5,756943,0.7
231,206.38266,2046675,4.2,901106,0.7
232,206.39162,2124371,4.4,1056018,0.7
233,206.41801,2196306,4.6,840881,0.7
234,206.49741,2024913,4.1,949922,0.7
235,206.54457,2204368,4.7,1095873,0.8
236,206.57935,2148559,4.5,738440,0.7
237,206.61584,1996622,4.0,775855,0.7
238,206.6241,2045582,4.2,892141,0.7
239,206.62557,2188558,4.6,934796,0.7
240,206.64553,2286670,4.9,925299,0.8
241,206.71577,2607757,5.9,860690,0.9
242,206.80781,2126603,4.4,655075,0.7
243,206.81268,2455371,5.4,824563,0.8
244,206.83415,2481227,5.5,662470,0.8
245,206.91392,2024009,4.1,1059649,0.7
246,206.91827,2186313,4.6,1029354,0.7
247,206.92501,2005961,4.1,1122767,0.7
248,206.9446,2009417,4.1,663448,0.7
249,206.95496,2164296,4.5,753345,0.7
250,206.96631,2499400,5.6,980183,0.9
251,206.99353,21604168,63.1,798807,7.4
252,207.01738,2094311,4.3,561654,0.7
253,207.02344,2063559,4.2,636683,0.7
254,207.02993,21364552,62.4,774467,7.3
255,207.04517,3845063,9.6,699661,1.3
256,207.05112,2529607,5.6,845566,0.9
257,207.06629,11053383,31.3,864572,3.8
258,207.09042,2081798,4.3,620029,0.7
259,207.1027,2387142,5.2,1114846,0.8
260,207.1059,2068166,4.3,916353,0.7
261,207.11276,1992710,4.0,748352,0.7
262,207.13907,3585093,8.8,1065275,1.2
263,207.16287,2202053,4.7,1081712,0.8
264,207.16348,2269637,4.9,850072,0.8
265,207.17725,2206021,4.7,989214,0.8
266,207.21651,2317508,5.0,892512,0.8
267,207.24471,1998532,4.0,966069,0.7
268,207.3614,2255106,4.8,835697,0.8
269,207.37052,2123586,4.4,794670,0.7
270,207.39022,2157122,4.5,857955,0.7
271,207.39832,2275905,4.9,1013681,0.8
272,207.43777,2120385,4.4,1049704,0.7
273,207.46254,2238016,4.8,1006571,0.8
274,207.49993,2019648,4.1,1146989,0.7
275,207.50523,2596288,5.8,728585,0.9
276,207.53604,2268351,4.9,846763,0.8
277,207.57361,2075839,4.3,1007711,0.7
278,207.58379,2212479,4.7,742364,0.8
279,207.6475,2280382,4.9,1122238,0.8
280,207.71697,2021693,4.1,650259,0.7
281,207.73037,2022205,4.1,1056924,0.7
282,207.7854,2365244,5.2,1021157,0.8
283,207.79899,2281596,4.9,827989,0.8
284,207.80261,2117180,4.4,995738,0.7
285,207.85144,2078395,4.3,1027136,0.7
286,207.85981,2119355,4.4,921014,0.7
287,207.92905,2066874,4.3,958422,0.7
288,207.92938,2157882,4.5,1041743,0.7
289,207.9419,2393274,5.2,1032610,0.8
290,207.94924,2403642,5.3,851597,0.8
291,207.99688,2087097,4.3,1311460,0.7
292,208.00128,2799545,6.5,934124,1.0
293,208.01949,1984569,4.0,860443,0.7
294,208.02515,5283129,13.9,759154,1.8
295,208.03326,2471865,5.5,1014004,0.8
296,208.03774,4483641,11.5,1120180,1.5
297,208.05301,2042168,4.2,924240,0.7
298,208.05464,2131896,4.5,1037949,0.7
299,208.05511,2180024,4.6,952518,0.7
300,208.05766,2365368,5.2,978441,0.8
301,208.06158,2347192,5.1,1033831,0.8
302,208.07283,1990328,4.0,1371972,0.7
303,208.14821,2122167,4.4,988402,0.7
304,208.16697,2299063,5.0,946504,0.8
305,208.32858,2171893,4.6,893358,0.7
306,208.34523,2115253,4.4,612633,0.7
307,208.36331,2293429,4.9,707312,0.8
308,208.43918,1992884,4.0,858258,0.7
309,208.43999,2133812,4.5,1091723,0.7
310,208.49672,2245747,4.8,714104,0.8
311,208.55764,2022579,4.1,1040601,0.7
312,208.57644,2051795,4.2,639970,0.7
313,208.59614,2028466,4.1,1137444,0.7
314,208.59682,2120050,4.4,736360,0.7
315,208.73424,2354993,5.1,915245,0.8
316,208.84362,2188848,4.6,977729,0.7
317,208.88177,2002800,4.1,844952,0.7
318,208.9004,2554672,5.7,1024816,0.9
319,208.9605,2001839,4.1,960925,0.7
320,208.99723,2217647,4.7,944867,0.8
321,209.00444,2349935,5.1,664122,0.8
322,209.00918,10760495,30.4,839045,3.7
323,209.02444,6558255,17.8,824272,2.2
324,209.03031,2768558,6.4,1099568,0.9
325,209.04558,17640238,51.2,857393,6.0
326,209.05405,2362350,5.1,776228,0.8
327,209.06083,3712302,9.2,746874,1.3
328,209.07259,2503534,5.6,711129,0.9
329,209.08193,6122030,16.5,816540,2.1
330,209.09321,3522222,8.6,734085,1.2
331,209.11835,3849006,9.6,1099316,1.3
332,209.12957,2160174,4.5,966773,0.7
333,209.13425,2030446,4.1,971178,0.7
334,209.15233,2397742,5.3,1088310,0.8
335,209.15471,2686126,6.1,1026364,0.9
336,209.16246,2039597,4.2,1263521,0.7
337,209.16441,1982637,4.0,1038458,0.7
338,209.19121,2132397,4.5,1091052,0.7
339,209.1953,2072621,4.3,1172542,0.7
340,209.19939,2051373,4.2,768693,0.7
341,209.24729,2666413,6.1,617942,0.9
342,209.25843,2042925,4.2,625176,0.7
343,209.26982,2149549,4.5,1021379,0.7
344,209.2749,2201133,4.7,887772,0.8
345,209.2914,2040748,4.2,990220,0.7
346,209.29661,2292012,4.9,1191342,0.8
347,209.30079,2295468,4.9,1028122,0.8
348,209.31471,2039276,4.2,911758,0.7
349,209.31852,2018732,4.1,1160011,0.7
350,209.32191,1989676,4.0,1138950,0.7
351,209.33254,2100140,4.4,812244,0.7
352,209.35062,2000684,4.1,762001,0.7
353,209.39661,2072092,4.3,527403,0.7
354,209.43984,1982699,4.0,650571,0.7
355,209.45461,2076971,4.3,1114920,0.7
356,209.45845,1984555,4.0,830133,0.7
357,209.46893,2101419,4.4,1007478,0.7
358,209.51691,2128939,4.4,1054242,0.7
359,209.54544,2064171,4.2,887460,0.7
360,209.57048,2215083,4.7,937261,0.8
361,209.57386,2045771,4.2,770310,0.7
362,209.59667,2153131,4.5,1028349,0.7
363,209.66355,2317866,5.0,1111632,0.8
364,209.66789,2350122,5.1,721313,0.8
365,209.69292,2357034,5.1,741557,0.8
366,209.76905,2035370,4.2,543055,0.7
367,209.82667,1998953,4.0,911609,0.7
368,209.83045,2165801,4.6,957962,0.7
369,209.83638,1987561,4.0,913887,0.7
370,209.91588,2670889,6.1,787089,0.9
371,209.92479,2165097,4.6,652514,0.7
372,209.92676,2023913,4.1,924398,0.7
373,209.95429,2359145,5.1,617679,0.8
374,209.99428,2114089,4.4,582319,0.7
375,210.0045,2074857,4.3,902922,0.7
376,210.01616,2061481,4.2,1083015,0.7
377,210.01699,2204585,4.7,945618,0.8
378,210.03223,5828905,15.6,855788,2.0
379,210.04082,4514601,11.6,948251,1.5
380,210.04894,2483625,5.5,1114027,0.8
381,210.05325,1988905,4.0,934203,0.7
382,210.05435,2047913,4.2,1175733,0.7
383,210.05609,3647017,9.0,825905,1.2
384,210.09258,2094568,4.3,692075,0.7
385,210.14423,2032680,4.2,1047271,0.7
386,210.18581,2463784,5.4,1130059,0.8
387,210.21865,2112872,4.4,952298,0.7
388,210.25109,2059560,4.2,887059,0.7
389,210.282,2312744,5.0,852440,0.8
390,210.34339,1985448,4.0,1326172,0.7
391,210.39455,2019112,4.1,1036289,0.7
392,210.40143,2043240,4.2,912170,0.7
393,210.43202,2008744,4.1,1197915,0.7
394,210.44439,2010280,4.1,716150,0.7
395,210.48054,1999015,4.1,781412,0.7
396,210.48094,2175528,4.6,1128793,0.7
397,210.52677,2103911,4.4,864851,0.7
398,210.55514,1995559,4.0,1141643,0.7
399,210.56384,2050535,4.2,907180,0.7
400,210.59833,2201127,4.7,986558,0.8
401,210.64805,2234023,4.8,1153464,0.8
402,210.67676,1998759,4.0,906740,0.7
403,210.69538,2260007,4.8,850018,0.8
404,210.72666,2700455,6.2,934403,0.9
405,210.75478,2133799,4.5,904551,0.7
406,210.75765,2010919,4.1,1142093,0.7
407,210.7675,2288935,4.9,898970,0.8
408,210.77406,2113383,4.4,547272,0.7
409,210.77564,1989415,4.0,1213951,0.7
410,210.81394,2185383,4.6,952476,0.7
411,210.85518,2020263,4.1,1011958,0.7
412,210.86035,2044199,4.2,994372,0.7
413,210.92303,2052903,4.2,601555,0.7
414,210.92348,2043367,4.2,811241,0.7
415,210.96701,2096935,4.3,635988,0.7
416,210.9839,2028327,4.1,1096125,0.7
417,210.98863,2225959,4.7,1037979,0.8
418,210.99181,2245671,4.8,1438376,0.8
419,211.00133,9428263,26.4,780789,3.2
420,211.0037,2612391,5.9,1096453,0.9
421,211.022,2020519,4.1,1188631,0.7
422,211.02482,16497447,47.7,814028,5.6
423,211.03608,3707175,9.2,997679,1.3
424,211.04007,16476967,47.6,790590,5.6
425,211.05133,4538920,11.7,1047744,1.5
426,211.06123,6636840,18.0,831935,2.3
427,211.0765,4146727,10.5,1001446,1.4
428,211.09761,3021863,7.1,856740,1.0
429,211.10298,2333991,5.1,869814,0.8
430,211.10862,2355495,5.1,1074894,0.8
431,211.11334,2064935,4.2,848443,0.7
432,211.13402,4335144,11.1,590933,1.5
433,211.14931,2649768,6.0,623561,0.9
434,211.1627,2113960,4.4,832200,0.7
435,211.17036,7986472,22.1,845454,2.7
436,211.20674,3304744,8.0,1166684,1.1
437,211.20972,2026280,4.1,782769,0.7
438,211.23086,2378472,5.2,827552,0.8
439,211.24307,2004072,4.1,812073,0.7
440,211.26975,2044968,4.2,1007261,0.7
441,211.3373,2095272,4.3,787436,0.7
442,211.33794,2004584,4.1,884201,0.7
443,211.35372,2124200,4.4,1066747,0.7
444,211.38172,2280808,4.9,718975,0.8
445,211.39657,2115496,4.4,1008027,0.7
446,211.46974,2164584,4.5,721691,0.7
447,211.47986,1996264,4.0,637483,0.7
448,211.49328,2315560,5.0,835206,0.8
449,211.51154,2054440,4.2,927923,0.7
450,211.52547,2050600,4.2,999390,0.7
451,211.5316,1992104,4.0,825413,0.7
452,211.56287,2345897,5.1,755044,0.8
453,211.62316,2650537,6.0,686138,0.9
454,211.67847,2151465,4.5,953831,0.7
455,211.7845,2047658,4.2,799092,0.7
456,211.79294,2157738,4.5,1178817,0.7
457,211.94999,1994410,4.0,806536,0.7
458,211.9826,2036267,4.2,1060020,0.7
459,212.01154,2972203,7.0,859013,1.0
460,212.02007,3613227,8.9,812049,1.2
461,212.03531,5050411,13.2,984043,1.7
462,212.03906,2003755,4.1,966281,0.7
463,212.04343,2284203,4.9,1169940,0.8
464,212.04792,3622699,8.9,857917,1.2
465,212.09289,2103467,4.4,947130,0.7
466,212.10409,3756843,9.3,885892,1.3
467,212.21563,2363628,5.1,801699,0.8
468,212.24747,2006828,4.1,983676,0.7
469,212.2637,2186476,4.6,771677,0.7
470,212.30964,2107181,4.4,679558,0.7
471,212.32407,2159661,4.5,875893,0.7
472,212.39049,2187885,4.6,899241,0.7
473,212.39217,2089261,4.3,726423,0.7
474,212.42901,2044462,4.2,890875,0.7
475,212.42988,2111726,4.4,894611,0.7
476,212.48161,2757678,6.3,924761,0.9
477,212.52564,2012846,4.1,1039102,0.7
478,212.69707,2112176,4.4,1015401,0.7
479,212.78941,2091697,4.3,1045350,0.7
480,212.94545,2065842,4.3,818364,0.7
481,212.95668,2037490,4.2,821975,0.7
482,212.96914,2014322,4.1,775817,0.7
483,212.96989,2073330,4.3,896547,0.7
484,212.97827,2341683,5.1,987264,0.8
485,213.00705,2121971,4.4,905954,0.7
486,213.01403,2053683,4.2,913808,0.7
487,213.01698,3143859,7.5,733159,1.1
488,213.01935,13959987,40.1,694925,4.8
489,213.03058,2153523,4.5,1119376,0.7
490,213.04049,2986675,7.0,905568,1.0
491,213.05005,2153331,4.5,799717,0.7
492,213.05574,9600819,26.9,710478,3.3
493,213.07689,2730356,6.3,737489,0.9
494,213.08258,2032692,4.2,825763,0.7
495,213.08811,3133492,7.5,969696,1.1
496,213.09919,2079924,4.3,851423,0.7
497,213.10708,2008884,4.1,841885,0.7
498,213.11325,3716660,9.2,1169213,1.3
499,213.13701,2103988,4.4,1008364,0.7
500,213.14961,2911541,6.8,1047631,1.0
501,213.18602,4686645,12.1,1050132,1.6
502,213.20524,1989621,4.0,880026,0.7
503,213.23673,2082485,4.3,780401,0.7
504,213.23771,2044405,4.2,692353,0.7
505,213.37778,2119991,4.4,1134696,0.7
506,213.41787,2192440,4.6,1045384,0.7
507,213.45376,2123000,4.4,790911,0.7
508,213.53161,2117433,4.4,834095,0.7
509,213.53513,2162809,4.5,750700,0.7
510,213.58924,2042106,4.2,674367,0.7
511,213.60521,2221114,4.7,886837,0.8
512,213.65911,2131771,4.4,1122498,0.7
513,213.67245,2182971,4.6,1021755,0.7
514,213.7124,2077372,4.3,737313,0.7
515,213.72605,2048316,4.2,873486,0.7
516,213.75719,2155836,4.5,982618,0.7
517,213.84072,2188670,4.6,764160,0.7
518,213.85445,2300478,5.0,1139441,0.8
519,213.87947,2057662,4.2,1043750,0.7
520,213.98611,2018624,4.1,885937,0.7
521,214.00214,2121920,4.4,954646,0.7
522,214.01457,3117760,7.4,894066,1.1
523,214.02265,2252352,4.8,890795,0.8
524,214.02717,6294849,17.0,883258,2.1
525,214.03405,2348097,5.1,809677,0.8
526,214.05105,3187905,7.6,690015,1.1
527,214.0516,2065217,4.2,877847,0.7
528,214.05627,2029377,4.1,984999,0.7
529,214.05797,2214593,4.7,1088508,0.8
530,214.09886,2746818,6.3,885725,0.9
531,214.15007,2207682,4.7,1045568,0.8
532,214.16226,2539843,5.7,1046300,0.9
533,214.17509,2200195,4.7,607367,0.8
534,214.18094,2097091,4.3,948148,0.7
535,214.19325,2075331,4.3,1069570,0.7
536,214.25628,2105796,4.4,895255,0.7
537,214.29511,2008389,4.1,1110108,0.7
538,214.39944,2054023,4.2,903982,0.7
539,214.40337,2115911,4.4,843788,0.7
540,214.42929,1998215,4.0,711371,0.7
541,214.45197,2280328,4.9,711587,0.8
542,214.46274,2212424,4.7,661575,0.8
543,214.50174,2060489,4.2,771792,0.7
544,214.57139,2097738,4.3,928208,0.7
545,214.58433,2249482,4.8,804581,0.8
546,214.59576,2038730,4.2,901694,0.7
547,214.72167,1983821,4.0,1490894,0.7
548,214.72309,2138829,4.5,919787,0.7
549,214.75919,2346062,5.1,1176789,0.8
550,214.7713,2029006,4.1,1073386,0.7
551,214.82542,2201423,4.7,978524,0.8
552,214.83445,2005967,4.1,1056033,0.7
553,214.84235,2055759,4.2,1040104,0.7
554,214.84909,2490831,5.5,878868,0.8
555,214.91408,2294353,4.9,787206,0.8
556,214.9246,2067217,4.3,584313,0.7
557,214.94189,2131665,4.4,1020713,0.7
558,214.95311,2319377,5.0,853282,0.8
559,214.95752,2014289,4.1,972760,0.7
560,214.99632,2183442,4.6,696914,0.7
561,214.99863,5128530,13.5,781208,1.7
562,215.01733,2059987,4.2,845436,0.7
563,215.01968,2029139,4.1,1052429,0.7
564,215.035,15869779,45.8,720955,5.4
565,215.07138,7275348,19.9,864717,2.5
566,215.09254,2990164,7.0,1049996,1.0
567,215.10782,2212309,4.7,959280,0.8
568,215.10875,2296661,4.9,1002818,0.8
569,215.1102,2439637,5.4,807871,0.8
570,215.12891,2846037,6.6,580177,1.0
571,215.14788,2126550,4.4,812846,0.7
572,215.1638,1993942,4.0,988471,0.7
573,215.16531,2427734,5.3,998600,0.8
574,215.2326,2024343,4.1,819339,0.7
575,215.23925,2113496,4.4,794363,0.7
576,215.34043,1998234,4.0,784688,0.7
577,215.34361,2746202,6.3,1051898,0.9
578,215.34727,2153882,4.5,619492,0.7
579,215.37887,2066587,4.3,710066,0.7
580,215.39935,2293595,4.9,822645,0.8
581,215.40493,2025947,4.1,826266,0.7
582,215.40836,2196571,4.6,1007834,0.7
583,215.41672,2038620,4.2,1088535,0.7
584,215.49069,2012893,4.1,916997,0.7
585,215.52797,2178014,4.6,827347,0.7
586,215.58998,1995296,4.0,633819,0.7
587,215.64693,2078433,4.3,1126387,0.7
588,215.70397,2035618,4.2,624621,0.7
589,215.78609,2144869,4.5,1227611,0.7
590,215.80054,2424805,5.3,949223,0.8
591,215.84652,2262438,4.8,625749,0.8
592,215.92201,1999208,4.1,919993,0.7
593,215.94345,2121897,4.4,841121,0.7
594,215.95253,2000297,4.1,962995,0.7
595,216.00645,6337386,17.1,859722,2.2
596,216.03023,3932011,9.9,855940,1.3
597,216.04281,5622891,15.0,756684,1.9
598,216.05144,2098795,4.4,1122945,0.7
599,216.06205,2372332,5.2,814854,0.8
600,216.06665,3980396,10.0,1010666,1.4
601,216.07916,1987948,4.0,1078509,0.7
602,216.14134,2360942,5.1,653149,0.8
603,216.15064,2053326,4.2,667126,0.7
604,216.17329,2337007,5.1,943159,0.8
605,216.1736,2069615,4.3,1321144,0.7
606,216.17438,2026735,4.1,797625,0.7
607,216.25121,2080113,4.3,875300,0.7
608,216.32353,2005491,4.1,1110568,0.7
609,216.32726,2098675,4.3,1129839,0.7
610,216.32762,2374131,5.2,852254,0.8
611,216.33346,2115699,4.4,1056902,0.7
612,216.4269,2107638,4.4,839679,0.7
613,216.42972,2120694,4.4,788952,0.7
614,216.49719,2070328,4.3,722551,0.7
615,216.50486,2184184,4.6,759076,0.7
616,216.51021,2231160,4.7,930111,0.8
617,216.55903,1991610,4.0,793286,0.7
618,216.57411,2054138,4.2,995481,0.7
619,216.58535,2064890,4.2,1095262,0.7
620,216.59083,2010363,4.1,828470,0.7
621,216.64752,2293756,4.9,820434,0.8
622,216.66192,2073149,4.3,861067,0.7
623,216.73824,2236799,4.8,914448,0.8
624,216.77014,2044288,4.2,975351,0.7
625,216.81948,1983745,4.0,1200112,0.7
626,216.86009,2149699,4.5,713025,0.7
