,m/z,I,S/N,Res.,I %
2745,279.16139,2133128,4.1,883365,0.6
2746,279.19653,5191840,12.8,605723,1.4
2747,279.23286,3995320,9.4,645992,1.1
2748,279.26052,2130634,4.1,752167,0.6
2749,279.28875,2232285,4.4,921827,0.6
2750,279.29065,2198494,4.3,856710,0.6
2751,279.29727,2234851,4.4,665817,0.6
2752,279.38264,2207003,4.3,486491,0.6
2753,279.4833,2298206,4.6,693744,0.6
2754,279.52659,2096379,4.0,595012,0.6
2755,279.55266,2125709,4.1,851236,0.6
2756,279.74451,2313485,4.6,660273,0.6
2757,279.82282,2120513,4.1,729915,0.6
2758,279.84467,2273872,4.5,654884,0.6
2759,279.87448,2239844,4.4,801279,0.6
2760,279.92764,2695047,5.7,660932,0.7
2761,279.96767,2392994,4.9,743119,0.7
2762,279.9782,2268841,4.5,754949,0.6
2763,279.9843,2164141,4.2,651660,0.6
2764,280.03767,2311377,4.6,623083,0.6
2765,280.03913,2391762,4.9,707326,0.7
2766,280.04058,2501843,5.2,813094,0.7
2767,280.04623,5544151,13.8,655647,1.5
2768,280.05438,5234908,12.9,568458,1.4
2769,280.05882,3480799,7.9,447444,1.0
2770,280.07702,2776683,6.0,433023,0.8
2771,280.08259,5142767,12.7,607349,1.4
2772,280.09078,4404981,10.6,603590,1.2
2773,280.09413,2200567,4.3,863068,0.6
2774,280.0953,4668152,11.3,562237,1.3
2775,280.11345,4037892,9.5,651056,1.1
2776,280.11907,2391048,4.9,686234,0.7
2777,280.12712,4239117,10.1,588485,1.2
2778,280.13145,3612944,8.3,643356,1.0
2779,280.16351,2528038,5.2,909028,0.7
2780,280.19264,2294073,4.6,584162,0.6
2781,280.50021,2336008,4.7,727358,0.6
2782,280.52764,2506779,5.2,628742,0.7
2783,280.59763,2118730,4.1,781660,0.6
2784,280.64067,2275175,4.5,633838,0.6
2785,280.78216,2330055,4.7,832816,0.6
2786,280.84033,2112494,4.1,743448,0.6
2787,280.94392,2462004,5.1,795352,0.7
2788,280.99403,2892630,6.3,596529,0.8
2789,281.00909,3912033,9.1,459652,1.1
2790,281.01962,2294632,4.6,721801,0.6
2791,281.02948,2622318,5.5,914559,0.7
2792,281.03029,17881454,48.5,541102,4.9
2793,281.04445,2103161,4.0,803271,0.6
2794,281.04561,5602425,13.9,384728,1.5
2795,281.04855,2481531,5.1,789558,0.7
2796,281.05593,2331264,4.7,644005,0.6
2797,281.05681,2566785,5.3,739157,0.7
2798,281.06666,23368072,63.9,520642,6.4
2799,281.08194,4498834,10.8,716522,1.2
2800,281.08498,2676884,5.6,727094,0.7
2801,281.08777,3504534,8.0,557787,1.0
2802,281.10058,4361631,10.4,658237,1.2
2803,281.10301,29366688,80.8,574358,8.0
2804,281.11199,2797734,6.0,653680,0.8
2805,281.11425,2995880,6.5,646387,0.8
2806,281.12131,4156845,9.8,691173,1.1
2807,281.13939,40516024,112.2,596704,11.1
2808,281.17578,21471698,58.6,583982,5.9
2809,281.19841,2288609,4.5,586969,0.6
2810,281.21224,3475947,7.9,629585,1.0
2811,281.21713,2254830,4.4,829523,0.6
2812,281.24866,17146372,46.4,510915,4.7
2813,281.32842,2131770,4.1,814694,0.6
2814,281.45376,2616719,5.5,462572,0.7
2815,281.55,2152529,4.2,471560,0.6
2816,281.56471,2258395,4.4,788559,0.6
2817,281.60197,2234484,4.4,563074,0.6
2818,281.62747,2178566,4.2,565268,0.6
2819,281.82197,2273419,4.5,611992,0.6
2820,281.94844,2254049,4.4,695701,0.6
2821,282.0169,2255120,4.4,618411,0.6
2822,282.02564,2479639,5.1,591147,0.7
2823,282.0276,3519000,8.0,768906,1.0
2824,282.03357,2647580,5.5,763845,0.7
2825,282.03801,3040543,6.7,615766,0.8
2826,282.0407,2539809,5.2,582485,0.7
2827,282.04579,2667812,5.6,579253,0.7
2828,282.05321,2935081,6.4,502937,0.8
2829,282.06193,4140591,9.8,681987,1.1
2830,282.06408,2535217,5.2,747969,0.7
2831,282.07017,2922805,6.3,546120,0.8
2832,282.08753,2357057,4.7,703530,0.6
2833,282.08967,2332482,4.7,741286,0.6
2834,282.09262,2653253,5.6,597498,0.7
2835,282.09837,2333512,4.7,770522,0.6
2836,282.10653,3713614,8.5,689895,1.0
2837,282.11089,3101521,6.8,632721,0.8
2838,282.1153,2207316,4.3,813597,0.6
2839,282.12904,4155998,9.8,670091,1.1
2840,282.14284,5220967,12.8,567317,1.4
2841,282.1474,3949162,9.2,522019,1.1
2842,282.17908,2974848,6.5,609001,0.8
2843,282.18199,2170498,4.2,722906,0.6
2844,282.18336,2517123,5.2,848626,0.7
2845,282.25192,4821682,11.7,701366,1.3
2846,282.35976,2102524,4.0,739199,0.6
2847,282.40157,2193945,4.3,697558,0.6
2848,282.41138,2444576,5.0,742205,0.7
2849,282.51681,2125673,4.1,464940,0.6
2850,282.66174,2209229,4.3,760974,0.6
2851,282.71285,2254064,4.4,636807,0.6
2852,282.8423,2230602,4.4,807860,0.6
2853,282.86596,2150234,4.1,669689,0.6
2854,282.98608,2775854,5.9,488793,0.8
2855,283.00956,6282430,15.8,519261,1.7
2856,283.02487,9428680,24.6,536848,2.6
2857,283.03538,3427792,7.7,414335,0.9
2858,283.04589,16068311,43.3,618038,4.4
2859,283.05361,3781340,8.7,606563,1.0
2860,283.05461,2132189,4.1,483477,0.6
2861,283.06124,8862434,23.0,583097,2.4
2862,283.07186,3474665,7.9,518156,1.0
2863,283.08224,23607024,64.6,576167,6.5
2864,283.09354,2156792,4.2,740625,0.6
2865,283.09754,5405947,13.3,637249,1.5
2866,283.1006,2462461,5.0,557119,0.7
2867,283.10813,2361602,4.7,612273,0.6
2868,283.11626,2495752,5.1,578314,0.7
2869,283.11867,30805770,84.9,559247,8.4
2870,283.12993,3312914,7.4,638556,0.9
2871,283.13382,2787092,5.9,681063,0.8
2872,283.13753,2465559,5.0,654255,0.7
2873,283.1542,2303010,4.6,850604,0.6
2874,283.1551,24434466,66.9,478687,6.7
2875,283.19152,25376572,69.6,519898,6.9
2876,283.22793,4596054,11.0,650831,1.3
2877,283.2295,2264919,4.5,627895,0.6
2878,283.25819,2157675,4.2,435674,0.6
2879,283.2643,86220656,241.0,511428,23.6
2880,283.38282,2266050,4.5,732716,0.6
2881,283.47706,2161155,4.2,762806,0.6
2882,283.48005,2262021,4.5,749530,0.6
2883,283.54544,2135475,4.1,563987,0.6
2884,283.62237,2168809,4.2,421626,0.6
2885,283.834,2506749,5.1,511521,0.7
2886,283.83475,2282877,4.5,505014,0.6
2887,283.88057,2182430,4.2,983594,0.6
2888,283.99514,2272110,4.5,996728,0.6
2889,284.00868,2146423,4.1,808389,0.6
2890,284.02501,2346115,4.7,883797,0.6
2891,284.02826,2477189,5.1,739526,0.7
2892,284.03274,5417352,13.3,657857,1.5
2893,284.04116,2995598,6.5,783354,0.8
2894,284.04312,3924368,9.1,756433,1.1
2895,284.05648,3203993,7.1,490680,0.9
2896,284.06139,3305884,7.4,797324,0.9
2897,284.06918,2366114,4.7,520329,0.6
2898,284.07765,2607016,5.4,605830,0.7
2899,284.07963,3734953,8.6,692586,1.0
2900,284.08563,3564461,8.1,685925,1.0
2901,284.0886,2239152,4.4,768803,0.6
2902,284.09,2661041,5.6,692566,0.7
2903,284.09276,6281651,15.8,611978,1.7
2904,284.09775,3023030,6.6,687321,0.8
2905,284.10841,2271933,4.5,793495,0.6
2906,284.11384,2417089,4.9,831965,0.7
2907,284.12207,4722119,11.4,498567,1.3
2908,284.12519,2517449,5.2,802552,0.7
2909,284.15855,4111329,9.7,624919,1.1
2910,284.16161,5140451,12.6,617418,1.4
2911,284.1948,4183034,9.9,421177,1.1
2912,284.2676,18395694,49.9,526933,5.0
2913,284.51586,2609116,5.4,534936,0.7
2914,284.56485,2278399,4.5,708747,0.6
2915,284.59957,2157336,4.2,1002971,0.6
2916,284.73688,2109561,4.0,634942,0.6
2917,284.74068,2366843,4.7,572815,0.6
2918,284.77545,2108308,4.0,664967,0.6
2919,284.77826,2839062,6.1,447075,0.8
2920,284.99903,2112178,4.0,600539,0.6
2921,285.0017,5248564,12.9,525091,1.4
2922,285.00417,5670454,14.1,585861,1.6
2923,285.01471,3439677,7.8,613440,0.9
2924,285.02217,3443267,7.8,518828,0.9
2925,285.02518,5817413,14.5,617296,1.6
2926,285.03291,2742090,5.8,589575,0.8
2927,285.04053,56218704,156.4,519370,15.4
2928,285.04465,2295123,4.5,729208,0.6
2929,285.05116,3062103,6.7,549761,0.8
2930,285.06154,12848223,34.3,598748,3.5
2931,285.06912,3490916,7.9,710301,1.0
2932,285.07686,12006505,31.9,562314,3.3
2933,285.08747,3595889,8.2,669636,1.0
2934,285.098,17564792,47.6,539506,4.8
2935,285.10544,2111102,4.0,687524,0.6
2936,285.10914,2925697,6.3,693936,0.8
2937,285.11316,6154884,15.4,588751,1.7
2938,285.11631,2250118,4.4,676300,0.6
2939,285.1344,25592978,70.2,536834,7.0
2940,285.14553,3333274,7.5,681906,0.9
2941,285.14957,3964573,9.2,711416,1.1
2942,285.16393,2163879,4.2,852990,0.6
2943,285.17079,49386668,137.2,508645,13.5
2944,285.20716,67978440,189.6,517587,18.6
2945,285.24346,4350688,10.3,565364,1.2
2946,285.27092,3220724,7.2,717682,0.9
2947,285.30684,2179597,4.2,522048,0.6
2948,285.46498,2439806,5.0,634901,0.7
2949,285.53052,2222764,4.3,732571,0.6
2950,285.8599,2314136,4.6,576314,0.6
2951,285.93045,2279754,4.5,584274,0.6
2952,285.94742,2273751,4.5,815251,0.6
2953,285.99588,2345209,4.7,615688,0.6
2954,286.01078,2144004,4.1,588611,0.6
2955,286.01187,6039301,15.1,631547,1.7
2956,286.03007,2157842,4.2,942436,0.6
2957,286.03587,4318998,10.2,513530,1.2
2958,286.04065,2419737,4.9,588415,0.7
2959,286.04381,11625244,30.8,553969,3.2
2960,286.04826,6716191,17.0,600862,1.8
2961,286.05882,4427559,10.6,651276,1.2
2962,286.07218,3173936,7.0,511261,0.9
2963,286.07711,2302260,4.6,561084,0.6
2964,286.08017,2817078,6.0,659063,0.8
2965,286.08473,2910521,6.3,571372,0.8
2966,286.09321,2495935,5.1,404343,0.7
2967,286.09519,3749697,8.6,741170,1.0
2968,286.10131,2185797,4.2,565036,0.6
2969,286.10868,2132426,4.1,444854,0.6
2970,286.1135,3602766,8.2,615311,1.0
2971,286.13764,4289375,10.2,617902,1.2
2972,286.14076,2479457,5.1,768347,0.7
2973,286.17408,8333177,21.6,546407,2.3
2974,286.17717,6877051,17.5,596005,1.9
2975,286.21055,12095379,31.9,522115,3.3
2976,286.41724,2201640,4.3,767011,0.6
2977,286.53192,2408315,4.8,677251,0.7
2978,286.54104,2447745,4.9,686978,0.7
2979,286.56502,2350738,4.7,584439,0.6
2980,286.61508,2476727,5.0,649736,0.7
2981,286.68153,2149607,4.1,743567,0.6
2982,286.69044,2129645,4.0,942307,0.6
2983,286.69792,2176242,4.2,650867,0.6
2984,286.75546,2181660,4.2,553329,0.6
2985,286.85207,2241634,4.4,765033,0.6
2986,286.93737,5349280,13.1,506336,1.5
2987,286.95564,2269101,4.4,520811,0.6
2988,286.97868,2780093,5.9,696282,0.8
2989,286.98089,3428799,7.7,505876,0.9
2990,286.98329,2897089,6.2,631734,0.8
2991,287.01222,2201302,4.2,716568,0.6
2992,287.01733,2904025,6.2,464428,0.8
2993,287.01841,3039962,6.6,561065,0.8
2994,287.01977,15611355,41.8,487435,4.3
2995,287.03031,3127011,6.8,470478,0.9
2996,287.0408,3708906,8.5,427546,1.0
2997,287.04843,4061168,9.5,578543,1.1
2998,287.05367,2603508,5.4,731041,0.7
2999,287.05609,25276918,68.8,547340,6.9
3000,287.06662,4145661,9.7,486527,1.1
3001,287.0773,6888965,17.4,591834,1.9
3002,287.08496,4204043,9.9,571989,1.2
3003,287.09245,15436304,41.3,583913,4.2
3004,287.1032,4909592,11.8,513279,1.3
3005,287.11369,10472991,27.4,508863,2.9
3006,287.12131,5312037,13.0,575335,1.5
3007,287.12486,2714663,5.7,732527,0.7
3008,287.12885,12319274,32.6,589517,3.4
3009,287.13939,3032114,6.6,623608,0.8
3010,287.15005,24435258,66.5,492904,6.7
3011,287.1652,4500549,10.7,509538,1.2
3012,287.18637,87796304,243.7,551159,24.0
3013,287.22274,220588656,615.2,599141,60.3
3014,287.54109,2294102,4.5,543016,0.6
3015,287.55022,2232156,4.3,778797,0.6
3016,287.60177,2162690,4.1,410880,0.6
3017,287.65222,2246055,4.4,532310,0.6
3018,287.66559,2280625,4.5,677423,0.6
3019,287.69026,2216643,4.3,613372,0.6
3020,287.7283,2509534,5.1,712045,0.7
3021,287.75889,2219509,4.3,650203,0.6
3022,287.7728,2126847,4.0,930970,0.6
3023,287.78976,2253579,4.4,801297,0.6
3024,287.97711,2144148,4.1,710963,0.6
3025,287.99582,2122402,4.0,597678,0.6
3026,288.00208,2322598,4.6,683480,0.6
3027,288.00807,2445483,4.9,713324,0.7
3028,288.00924,3145131,6.9,574839,0.9
3029,288.01478,2589104,5.3,606405,0.7
3030,288.02297,2731702,5.7,712804,0.7
3031,288.02607,2393528,4.8,406591,0.7
3032,288.02763,6973625,17.6,524835,1.9
3033,288.03818,2991041,6.5,614958,0.8
3034,288.04576,2727366,5.7,484083,0.7
3035,288.05131,7157962,18.1,576933,2.0
3036,288.05619,3928782,9.1,590639,1.1
3037,288.05945,3644112,8.3,752678,1.0
3038,288.06393,5539540,13.6,579685,1.5
3039,288.07463,2792667,5.9,454343,0.8
3040,288.08773,3659493,8.3,643862,1.0
3041,288.09272,4510441,10.7,619522,1.2
3042,288.09575,3023083,6.5,765710,0.8
3043,288.10029,2357230,4.7,704899,0.6
3044,288.11098,4380406,10.3,465736,1.2
3045,288.12012,2523645,5.1,584550,0.7
3046,288.12907,4229891,9.9,536448,1.2
3047,288.13232,2667014,5.5,670558,0.7
3048,288.1534,4175125,9.8,646209,1.1
3049,288.15661,5539608,13.6,581061,1.5
3050,288.18972,15172912,40.5,580314,4.2
3051,288.2261,30035274,82.1,542398,8.2
3052,288.32951,2480022,5.0,745681,0.7
3053,288.41308,2166228,4.1,771556,0.6
3054,288.43371,2153699,4.1,740861,0.6
3055,288.44328,2119402,4.0,767539,0.6
3056,288.47722,2132739,4.1,549687,0.6
3057,288.53331,2194988,4.2,672611,0.6
3058,288.53981,2408497,4.8,926434,0.7
3059,288.59753,2155099,4.1,817568,0.6
3060,288.63975,2144378,4.1,762897,0.6
3061,288.65465,2122245,4.0,488872,0.6
3062,288.68957,2283679,4.5,660562,0.6
3063,288.953,5024609,12.1,662878,1.4
3064,288.96632,2298219,4.5,857645,0.6
3065,288.99667,3559297,8.0,651131,1.0
3066,288.999,8169347,20.9,523729,2.2
3067,289.00877,2233354,4.3,543697,0.6
3068,289.01714,2576272,5.3,721381,0.7
3069,289.02767,2793880,5.9,784378,0.8
3070,289.03302,2194844,4.2,773148,0.6
3071,289.03535,29155230,79.7,552098,8.0
3072,289.03655,2601887,5.4,962619,0.7
3073,289.04273,2146979,4.1,641882,0.6
3074,289.04593,2200742,4.2,741456,0.6
3075,289.05359,2558123,5.2,648542,0.7
3076,289.05664,3556526,8.0,554434,1.0
3077,289.0626,2120626,4.0,845991,0.6
3078,289.07172,28544952,77.9,587965,7.8
3079,289.08229,3649473,8.3,522692,1.0
3080,289.09301,3057609,6.6,738385,0.8
3081,289.10059,4439502,10.5,657861,1.2
3082,289.10414,5119953,12.4,612343,1.4
3083,289.10557,2323922,4.6,755615,0.6
3084,289.10811,18196436,49.0,583560,5.0
3085,289.11863,4420060,10.5,535975,1.2
3086,289.12933,8311780,21.3,572132,2.3
3087,289.13695,4366825,10.3,581536,1.2
3088,289.14455,11099119,29.1,580260,3.0
3089,289.15558,2291447,4.5,319498,0.6
3090,289.16562,17799166,47.9,571800,4.9
3091,289.18101,6169098,15.3,577776,1.7
3092,289.20198,8073241,20.7,655179,2.2
3093,289.2296,2719406,5.7,526474,0.7
3094,289.4588,2503383,5.1,548498,0.7
3095,289.4688,2133727,4.1,605270,0.6
3096,289.53633,2338321,4.6,573547,0.6
3097,289.55137,2149660,4.1,730225,0.6
3098,289.59164,2148666,4.1,913735,0.6
3099,289.63397,2417498,4.8,540977,0.7
3100,289.63853,2483293,5.0,533098,0.7
3101,289.69303,2311557,4.6,776926,0.6
3102,289.70081,2188683,4.2,702983,0.6
3103,289.70721,2516112,5.1,681733,0.7
3104,289.77115,2220480,4.3,661005,0.6
3105,289.95201,2500678,5.1,571188,0.7
3106,290.00677,4242031,10.0,623730,1.2
3107,290.01774,2305399,4.5,601792,0.6
3108,290.02384,3261052,7.2,658728,0.9
3109,290.02495,4318845,10.2,646208,1.2
3110,290.03069,6077569,15.1,553819,1.7
3111,290.03293,2303875,4.5,596026,0.6
3112,290.03871,3908231,9.0,647597,1.1
3113,290.04323,5577354,13.7,490509,1.5
3114,290.0502,2503567,5.1,704183,0.7
3115,290.05372,2901650,6.2,598806,0.8
3116,290.06152,3476760,7.8,408865,1.0
3117,290.06702,5656220,13.9,528563,1.5
3118,290.07202,2455456,5.0,604986,0.7
3119,290.07523,2777762,5.9,689220,0.8
3120,290.07959,5501605,13.5,573262,1.5
3121,290.09025,3059373,6.6,720743,0.8
3122,290.09563,2384305,4.8,721004,0.7
3123,290.09769,2406067,4.8,643882,0.7
3124,290.10332,3884727,9.0,726171,1.1
3125,290.10836,3493051,7.9,707903,1.0
3126,290.11145,2831037,6.0,752660,0.8
3127,290.11588,2357952,4.7,945344,0.6
3128,290.1265,2453704,4.9,487945,0.7
3129,290.13987,2840274,6.0,722445,0.8
3130,290.14469,3523798,7.9,520020,1.0
3131,290.1477,2707672,5.7,547723,0.7
3132,290.16293,2530532,5.2,750930,0.7
3133,290.49895,2282975,4.5,663660,0.6
3134,290.54122,2209791,4.3,878265,0.6
3135,290.5814,2181405,4.2,705672,0.6
3136,290.59165,2649636,5.5,637304,0.7
3137,290.68816,2297709,4.5,555401,0.6
3138,290.76762,2226216,4.3,507496,0.6
3139,290.79824,2172863,4.2,663048,0.6
3140,290.80078,2286017,4.5,627048,0.6
3141,290.83378,2283226,4.5,588744,0.6
3142,290.91437,2370583,4.7,576737,0.6
3143,291.01231,4002656,9.3,670153,1.1
3144,291.01467,19762530,53.4,533569,5.4
3145,291.03001,3123822,6.8,528335,0.9
3146,291.03293,4785520,11.5,572099,1.3
3147,291.04859,2641532,5.5,645108,0.7
3148,291.05099,34977148,95.9,571563,9.6
3149,291.06212,3171974,7.0,466842,0.9
3150,291.06631,2241417,4.4,573802,0.6
3151,291.06922,3841931,8.8,631179,1.1
3152,291.07229,2334861,4.6,803712,0.6
3153,291.08737,30598552,83.7,574784,8.4
3154,291.09859,4039073,9.4,596285,1.1
3155,291.10236,2262948,4.4,574186,0.6
3156,291.10566,3029927,6.6,525725,0.8
3157,291.10854,2679465,5.6,416487,0.7
3158,291.11174,2451371,4.9,781396,0.7
3159,291.12294,2625460,5.4,1059565,0.7
3160,291.1238,20100532,54.3,536013,5.5
3161,291.12694,2436535,4.9,710046,0.7
3162,291.1344,2983868,6.4,607720,0.8
3163,291.14189,2738114,5.7,575515,0.7
3164,291.1449,5945284,14.7,606653,1.6
3165,291.15252,2344522,4.6,564832,0.6
3166,291.16025,12406224,32.8,519379,3.4
3167,291.16354,2991570,6.5,774115,0.8
3168,291.17737,2361565,4.7,567157,0.6
3169,291.18891,2486245,5.0,661633,0.7
3170,291.19659,10800619,28.3,517854,3.0
3171,291.3505,2183519,4.2,635656,0.6
3172,291.37321,2137456,4.1,646221,0.6
3173,291.3868,2215035,4.3,707368,0.6
3174,291.50619,2154581,4.1,568416,0.6
3175,291.60295,2524446,5.1,768469,0.7
3176,291.62153,2317996,4.5,512170,0.6
3177,291.75285,2380688,4.7,679885,0.7
3178,291.94727,2204707,4.2,468660,0.6
3179,291.95187,2369318,4.7,587321,0.6
3180,291.99692,2966089,6.3,682826,0.8
3181,292.00632,2654288,5.5,584352,0.7
3182,292.00981,4227667,9.8,673211,1.2
3183,292.01171,2146132,4.1,723394,0.6
3184,292.01797,2765913,5.8,756701,0.8
3185,292.02252,5604956,13.7,612947,1.5
3186,292.03014,2145378,4.1,629275,0.6
3187,292.03752,2358376,4.6,569737,0.6
3188,292.04066,4215658,9.8,524477,1.2
3189,292.04462,2254957,4.4,791069,0.6
3190,292.0462,7389294,18.6,623788,2.0
3191,292.05432,5257844,12.7,645029,1.4
3192,292.0588,5445752,13.2,575546,1.5
3193,292.07712,3275910,7.2,451850,0.9
3194,292.08271,5425802,13.2,580408,1.5
3195,292.09073,4805264,11.4,657134,1.3
3196,292.09516,4047507,9.3,626237,1.1
3197,292.1193,2194342,4.2,546687,0.6
3198,292.12728,4433068,10.4,629086,1.2
3199,292.13026,3531694,7.9,470892,1.0
3200,292.1316,2163887,4.1,869001,0.6
3201,292.15083,2680254,5.5,488096,0.7
3202,292.15363,2277312,4.4,658452,0.6
3203,292.16042,3258565,7.1,706827,0.9
3204,292.16357,2662087,5.5,824298,0.7
3205,292.19696,2352353,4.6,647786,0.6
3206,292.1999,3187427,6.9,569276,0.9
3207,292.2344,2185213,4.2,711925,0.6
3208,292.38117,2182253,4.2,678187,0.6
3209,292.4467,2154527,4.1,535999,0.6
3210,292.46661,2209710,4.2,648797,0.6
3211,292.59527,2347024,4.6,674564,0.6
3212,292.59858,2245395,4.3,730799,0.6
3213,292.64236,2142772,4.0,805528,0.6
3214,292.69932,2216800,4.3,743257,0.6
3215,292.80145,2197166,4.2,730874,0.6
3216,292.82753,2232002,4.3,640745,0.6
3217,292.83411,2202311,4.2,700034,0.6
3218,292.84742,2142801,4.0,514866,0.6
3219,292.92977,2375952,4.7,933722,0.6
3220,292.99399,6962497,17.4,458434,1.9
3221,293.00924,2962253,6.3,804669,0.8
3222,293.02798,2361947,4.7,588678,0.6
3223,293.02933,2475868,5.0,1035428,0.7
3224,293.03028,23843676,64.3,522006,6.5
3225,293.04182,2247782,4.3,694857,0.6
3226,293.04554,3207017,7.0,382513,0.9
3227,293.04852,5326187,12.9,580945,1.5
3228,293.05132,2185325,4.2,593675,0.6
3229,293.06187,2595701,5.3,786291,0.7
3230,293.06664,43031416,117.6,559073,11.8
3231,293.07792,2217345,4.3,824998,0.6
3232,293.08216,2445445,4.9,531584,0.7
3233,293.08491,3927431,9.0,549390,1.1
3234,293.10307,35498900,96.7,538830,9.7
3235,293.11426,10364829,26.9,544905,2.8
3236,293.11831,2227616,4.3,598311,0.6
3237,293.12126,3192483,7.0,597622,0.9
3238,293.1395,27800496,75.3,509122,7.6
3239,293.15071,3062201,6.6,665269,0.8
3240,293.17057,2231752,4.3,611434,0.6
3241,293.17588,11699148,30.6,505871,3.2
3242,293.17924,51174352,140.3,503966,14.0
3243,293.21216,24935400,67.4,543040,6.8
3244,293.26239,2309647,4.5,594187,0.6
3245,293.3948,2185077,4.2,542342,0.6
3246,293.39877,2189688,4.2,631249,0.6
3247,293.46393,2500266,5.0,504465,0.7
3248,293.59383,2321806,4.5,435926,0.6
3249,293.60828,2128921,4.0,683235,0.6
3250,293.63646,2544687,5.2,585906,0.7
3251,293.6733,2138955,4.0,553856,0.6
3252,294.01697,3366484,7.4,647496,0.9
3253,294.02557,2733659,5.7,408727,0.7
3254,294.03368,2392417,4.7,631394,0.7
3255,294.03743,2390628,4.7,896342,0.7
3256,294.03808,4781669,11.4,574329,1.3
3257,294.04571,2408042,4.8,759607,0.7
3258,294.05221,2343279,4.6,778585,0.6
3259,294.0533,3537520,7.9,610350,1.0
3260,294.05633,2993779,6.4,624824,0.8
3261,294.06199,6224503,15.4,572230,1.7
3262,294.0654,2707834,5.6,654999,0.7
3263,294.07008,4712573,11.2,496796,1.3
3264,294.07328,2433664,4.9,795126,0.7
3265,294.07451,4607105,10.9,612994,1.3
3266,294.09268,4050575,9.3,595958,1.1
3267,294.09828,4578963,10.8,659902,1.3
3268,294.1065,4992665,12.0,612080,1.4
3269,294.11094,5310621,12.8,574104,1.5
3270,294.129,3494059,7.8,533653,1.0
3271,294.13467,2585775,5.3,751898,0.7
3272,294.14276,4288694,10.0,614339,1.2
3273,294.14734,2878649,6.1,662925,0.8
3274,294.17916,2544594,5.2,557688,0.7
3275,294.18252,10478292,27.2,586107,2.9
3276,294.21565,5231342,12.6,603369,1.4
3277,294.50698,2210768,4.2,811703,0.6
3278,294.76132,2393621,4.7,496244,0.7
3279,294.8844,2258421,4.4,785305,0.6
3280,294.91151,2482442,5.0,669658,0.7
3281,294.98599,2638148,5.4,702183,0.7
3282,294.99652,2506572,5.1,734189,0.7
3283,295.00735,2323541,4.5,644559,0.6
3284,295.00963,10258774,26.6,605951,2.8
3285,295.01728,2396508,4.7,654290,0.7
3286,295.02239,3577696,8.0,604595,1.0
3287,295.02474,6414690,15.9,539369,1.8
3288,295.02766,2402916,4.8,661881,0.7
3289,295.04595,22684018,61.1,507475,6.2
3290,295.05361,2683769,5.5,554835,0.7
3291,295.06125,6639999,16.5,484412,1.8
3292,295.06419,2904449,6.2,682798,0.8
3293,295.06711,2571523,5.2,435035,0.7
3294,295.08227,35189136,95.8,566791,9.6
3295,295.09761,5005723,12.0,545099,1.4
3296,295.10058,3544989,7.9,532627,1.0
3297,295.11622,3418537,7.6,620653,0.9
3298,295.11868,41935276,114.6,550633,11.5
3299,295.13695,2721978,5.6,524771,0.7
3300,295.15284,2588870,5.3,615306,0.7
3301,295.15398,2340807,4.6,896711,0.6
3302,295.15513,30433736,82.6,496353,8.3
3303,295.17501,3045335,6.5,771982,0.8
3304,295.19151,12243428,32.1,502774,3.3
3305,295.22783,30704128,83.4,554521,8.4
3306,295.25478,2136086,4.0,717988,0.6
3307,295.33666,2691157,5.6,663428,0.7
3308,295.5658,2591497,5.3,660880,0.7
3309,295.5807,2164756,4.1,765917,0.6
3310,295.68186,2348132,4.6,622504,0.6
3311,295.68647,2260327,4.4,525097,0.6
3312,295.73528,2199693,4.2,591275,0.6
3313,295.78204,2174386,4.1,743984,0.6
3314,295.94731,2132788,4.0,596635,0.6
3315,295.96207,2191167,4.2,733720,0.6
3316,296.00672,2151266,4.1,596215,0.6
3317,296.02482,2273649,4.4,464726,0.6
3318,296.02807,2156915,4.1,729944,0.6
3319,296.03261,3715191,8.4,639290,1.0
3320,296.0412,4224126,9.8,445408,1.2
3321,296.04318,3875967,8.9,611500,1.1
3322,296.04944,2531460,5.1,511072,0.7
3323,296.05357,2957191,6.3,352019,0.8
3324,296.05649,4274314,10.0,633662,1.2
3325,296.06148,2993293,6.4,512038,0.8
3326,296.06904,3401363,7.5,712432,0.9
3327,296.07194,4120214,9.5,692423,1.1
3328,296.07753,4661914,11.0,669037,1.3
3329,296.07941,2679963,5.5,888060,0.7
3330,296.08561,5419168,13.1,587050,1.5
3331,296.09022,4019876,9.3,602728,1.1
3332,296.09294,2642598,5.4,730316,0.7
3333,296.10831,4449458,10.4,741458,1.2
3334,296.11396,3142839,6.8,692763,0.9
3335,296.12198,5983421,14.7,632882,1.6
3336,296.12507,3038911,6.5,668718,0.8
3337,296.1265,3472576,7.7,611389,0.9
3338,296.14478,2481615,5.0,467916,0.7
3339,296.15845,6081754,15.0,595946,1.7
3340,296.16154,2304220,4.5,716131,0.6
3341,296.16297,2638045,5.4,457875,0.7
3342,296.19487,3375350,7.5,720473,0.9
3343,296.23118,5789971,14.2,615413,1.6
3344,296.23322,2281748,4.4,658489,0.6
3345,296.35845,2190711,4.2,473950,0.6
3346,296.42507,2169771,4.1,793123,0.6
3347,296.50434,2254570,4.3,713029,0.6
3348,296.54477,2450954,4.9,834138,0.7
3349,296.78015,2463940,4.9,767856,0.7
3350,296.91924,3712306,8.4,639008,1.0
3351,296.94587,2257223,4.4,493747,0.6
3352,297.0017,3592051,8.1,537646,1.0
