	peakNo	mw	relativeAbundance	errorPPM	DBE	class	formula	z	C	H	O	N	S
0	1971	361.006966037	0.0005007476782622383	-0.08208151862770052	12.0	N1O10	H7_C15_N_O10	0	15	7	10	1	0
1	2172	375.022616037	0.0004161419801668503	-0.07921122287140428	12.0	N1O10	H9_C16_N_O10	0	16	9	10	1	0
2	2289	385.00701603699997	0.0007565323469227136	0.05290293197668871	14.0	N1O10	H7_C17_N_O10	0	17	7	10	1	0
3	2311	387.02264603699996	0.0009149220840547773	0.0007596455148832166	13.0	N1O10	H9_C17_N_O10	0	17	9	10	1	0
4	2453	399.02260603699995	0.0011648040295923186	-0.09950814664318668	14.0	N1O10	H9_C18_N_O10	0	18	9	10	1	0
5	2482	401.038256037	0.000685699669447505	-0.09919253190906156	13.0	N1O10	H11_C18_N_O10	0	18	11	10	1	0
6	2577	409.00697603699996	0.0010024791437116324	-0.047999181251431385	16.0	N1O10	H7_C19_N_O10	0	19	7	10	1	0
7	2606	411.022636037	0.004429993703762002	-0.023614271242963555	15.0	N1O10	H9_C19_N_O10	0	19	9	10	1	0
8	2619	412.025986037	0.0009788682512198964	-0.03530359851431101	15.0	N1O10	H9_C18_13C_N_O10	0	19	9	10	1	0
9	2635	413.03829603699995	0.0010742956083739966	0.0005326382713246505	14.0	N1O10	H11_C19_N_O10	0	19	11	10	1	0
10	2665	415.05396603699995	0.0005007476782622383	0.04853826645597255	13.0	N1O10	H13_C19_N_O10	0	19	13	10	1	0
11	2763	423.022636037	0.0017275303006453644	-0.022944398685858174	16.0	N1O10	H9_C20_N_O10	0	20	9	10	1	0
12	2793	425.038306037	0.0016665354950417125	0.024044891696651482	15.0	N1O10	H11_C20_N_O10	0	20	11	10	1	0
13	2827	427.05394603699995	0.0006404454588383443	0.00034187716123143525	14.0	N1O10	H13_C20_N_O10	0	20	13	10	1	0
14	2855	429.069596037	0.0005066504013851724	0.0001678050252080955	13.0	N1O10	H15_C20_N_O10	0	20	15	10	1	0
15	2900	433.00697603699996	0.0004899260192035258	-0.04533876127986183	18.0	N1O10	H7_C21_N_O10	0	21	7	10	1	0
16	2925	435.02262603699995	0.004111246655123564	-0.045298793234382184	17.0	N1O10	H9_C21_N_O10	0	21	9	10	1	0
17	2939	436.02597603699996	0.0008686840862584608	-0.05629481098699372	17.0	N1O10	H9_C20_13C_N_O10	0	21	9	10	1	0
18	2955	437.038286037	0.002868723437745947	-0.0223779020814035	16.0	N1O10	H11_C21_N_O10	0	21	11	10	1	0
19	2969	438.041636037	0.0006256886510310089	-0.0333758227505722	16.0	N1O10	H11_C20_13C_N_O10	0	21	11	10	1	0
20	2986	439.053956037	0.0009080355737446877	0.023108777010225172	15.0	N1O10	H13_C21_N_O10	0	21	13	10	1	0
21	3015	441.069556037	0.0004279474264127184	-0.09052540451231708	14.0	N1O10	H15_C21_N_O10	0	21	15	10	1	0
22	3060	445.00697603699996	0.0003797418542420904	-0.04411616216421762	19.0	N1O10	H7_C22_N_O10	0	22	7	10	1	0
23	3083	447.02262603699995	0.0019656067999370376	-0.044082779799823765	18.0	N1O10	H9_C22_N_O10	0	22	9	10	1	0
24	3106	449.038286037	0.0025657169841019987	-0.021779879967639432	17.0	N1O10	H11_C22_N_O10	0	22	11	10	1	0
25	3134	451.05396603699995	0.001649811112860066	0.04466427858758592	16.0	N1O10	H13_C22_N_O10	0	22	13	10	1	0
26	3148	452.057286037	0.0003925310876751141	-0.03250472984727802	16.0	N1O10	H13_C21_13C_N_O10	0	22	13	10	1	0
27	3165	453.06961603699995	0.0007024240516291518	0.04430224259198195	15.0	N1O10	H15_C22_N_O10	0	22	15	10	1	0
28	3240	459.02266603699996	0.002218440107036046	0.04421132446198788	19.0	N1O10	H9_C23_N_O10	0	23	9	10	1	0
29	3266	461.03831603699996	0.004993703762002205	0.04385752629193837	18.0	N1O10	H11_C23_N_O10	0	23	11	10	1	0
30	3278	462.04164603699996	0.001249409727687707	-0.00999909858726406	18.0	N1O10	H11_C22_13C_N_O10	0	23	11	10	1	0
31	3296	463.05396603699995	0.0019892176924287733	0.04350680800669858	17.0	N1O10	H13_C23_N_O10	0	23	13	10	1	0
32	3309	464.05731603699996	0.0004122068314182277	0.03298299488203172	17.0	N1O10	H13_C22_13C_N_O10	0	23	13	10	1	0
33	3356	467.08527603699997	0.0006374940972768769	0.06422381864316923	15.0	N1O10	H17_C23_N_O10	0	23	17	10	1	0
34	3404	471.022676037	0.0011736581142767198	0.06431537490551999	20.0	N1O10	H9_C24_N_O10	0	24	9	10	1	0
35	3410	472.025966037	0.00037088776955768925	-0.07318665163286865	20.0	N1O10	H9_C23_13C_N_O10	0	24	9	10	1	0
36	3425	473.038306037	0.0029415236895954672	0.021605015714707233	19.0	N1O10	H11_C24_N_O10	0	24	11	10	1	0
37	3436	474.04164603699996	0.0007466944750511568	-0.009745979090168642	19.0	N1O10	H11_C23_13C_N_O10	0	24	11	10	1	0
38	3453	475.053956037	0.002547025027546041	0.021357573885198863	18.0	N1O10	H13_C24_N_O10	0	24	13	10	1	0
39	3461	476.057306037	0.0006414292460254997	0.011145717082660449	18.0	N1O10	H13_C23_13C_N_O10	0	24	13	10	1	0
40	3478	477.069596037	0.0013891075082638124	0.00015092144831093377	17.0	N1O10	H15_C24_N_O10	0	24	15	10	1	0
41	3508	479.08523603699996	0.0008185109397135211	-0.02087728684668911	16.0	N1O10	H17_C24_N_O10	0	24	17	10	1	0
42	3534	481.10086603699995	0.00042007712891547306	-0.0625149570420126	15.0	N1O10	H19_C24_N_O10	0	24	19	10	1	0
43	3559	483.022636037	0.0011254525421060917	-0.02009429639573272	21.0	N1O10	H9_C25_N_O10	0	25	9	10	1	0
44	3566	483.11653603699995	0.00042499606485125134	-0.02100942353676192	14.0	N1O10	H21_C24_N_O10	0	24	21	10	1	0
45	3583	485.038306037	0.004232252479143711	0.02107050084165572	20.0	N1O10	H11_C25_N_O10	0	25	11	10	1	0
46	3592	486.04164603699996	0.0010231386746419014	-0.00950535825029699	20.0	N1O10	H11_C24_13C_N_O10	0	25	11	10	1	0
47	3607	487.05396603699995	0.003211081378876122	0.041362972898123684	19.0	N1O10	H13_C25_N_O10	0	25	13	10	1	0
48	3617	488.05733603699997	0.0007043916260034629	0.07233986136957897	19.0	N1O10	H13_C24_13C_N_O10	0	25	13	10	1	0
49	3633	489.06961603699995	0.0015307728632142294	0.041041192056406064	18.0	N1O10	H15_C25_N_O10	0	25	15	10	1	0
50	3660	491.08527603699997	0.0008893436171887297	0.061085113976894666	17.0	N1O10	H17_C25_N_O10	0	25	17	10	1	0
51	3672	492.088626037	0.000332520069258618	0.05112493704786854	17.0	N1O10	H17_C24_13C_N_O10	0	25	17	10	1	0
52	3715	495.022656037	0.000873603022194239	0.020795007796983043	22.0	N1O10	H9_C26_N_O10	0	26	9	10	1	0
53	3738	497.038306037	0.002484062647568078	0.02056179556274901	21.0	N1O10	H11_C26_N_O10	0	26	11	10	1	0
54	3760	499.053956037	0.002693609318432237	0.02033046696210141	20.0	N1O10	H13_C26_N_O10	0	26	13	10	1	0
55	3769	500.05733603699997	0.000758499921297025	0.07060390376256825	20.0	N1O10	H13_C25_13C_N_O10	0	26	13	10	1	0
56	3786	501.06961603699995	0.001935109397135212	0.040058306068283187	19.0	N1O10	H15_C26_N_O10	0	26	15	10	1	0
57	3811	503.085266037	0.0013231937667243824	0.039750717093892635	18.0	N1O10	H17_C26_N_O10	0	26	17	10	1	0
58	3823	504.08858603699997	0.000363017472060444	-0.029443237549309238	18.0	N1O10	H17_C25_13C_N_O10	0	26	17	10	1	0
59	3839	505.100916037	0.0007034078388163072	0.039445582816585854	17.0	N1O10	H19_C26_N_O10	0	26	19	10	1	0
60	3867	507.11655603699995	0.0006483157563355894	0.019423542706057832	16.0	N1O10	H21_C26_N_O10	0	26	21	10	1	0
61	3887	509.038326037	0.0023237053360617033	0.059366846259312066	22.0	N1O10	H11_C27_N_O10	0	27	11	10	1	0
62	3896	510.041636037	0.0005617424838658901	-0.02866432653486546	22.0	N1O10	H11_C26_13C_N_O10	0	27	11	10	1	0
63	3917	511.05396603699995	0.003212065166063277	0.039420494382101184	21.0	N1O10	H13_C27_N_O10	0	27	13	10	1	0
64	3927	512.057296037	0.000943451912482292	-0.00916694276765338	21.0	N1O10	H13_C26_13C_N_O10	0	27	13	10	1	0
65	3943	513.0696260369999	0.0018308279552967106	0.0586119281794212	20.0	N1O10	H15_C27_N_O10	0	27	15	10	1	0
66	3955	514.072926037	0.00047615299858334647	-0.048179934691148806	20.0	N1O10	H15_C26_13C_N_O10	0	27	15	10	1	0
67	3973	515.085276037	0.001109711947111601	0.05823890034266885	19.0	N1O10	H17_C27_N_O10	0	27	17	10	1	0
68	3999	517.100906037	0.0007289863056823548	0.019191612056399927	18.0	N1O10	H19_C27_N_O10	0	27	19	10	1	0
69	4025	519.1165460369999	0.0005125531245081063	-0.00028895224543295394	17.0	N1O10	H21_C27_N_O10	0	27	21	10	1	0
70	4047	521.038336037	0.001197269006768456	0.0771920169625981	23.0	N1O10	H11_C28_N_O10	0	28	11	10	1	0
71	4053	521.1321660369999	0.00036695262080906657	-0.057996803714175725	16.0	N1O10	H23_C27_N_O10	0	27	23	10	1	0
72	4071	523.053966037	0.0020905477727058085	0.0385161021715434	22.0	N1O10	H13_C28_N_O10	0	28	13	10	1	0
73	4075	523.147806037	0.0003541633873760428	-0.07702985555084534	15.0	N1O10	H25_C27_N_O10	0	27	25	10	1	0
74	4079	524.0573360369999	0.0006365103100897213	0.06737049108625266	22.0	N1O10	H13_C27_13C_N_O10	0	28	13	10	1	0
75	4096	525.069616037	0.0018141035731150642	0.03822731190461697	21.0	N1O10	H15_C28_N_O10	0	28	15	10	1	0
76	4103	526.072936037	0.0004791043601448135	-0.028072153149424392	21.0	N1O10	H15_C27_13C_N_O10	0	28	15	10	1	0
77	4120	527.085266037	0.0011451282858492052	0.037940730604559686	20.0	N1O10	H17_C28_N_O10	0	28	17	10	1	0
78	4130	528.088596037	0.0003659688336219109	-0.009168915953352084	20.0	N1O10	H17_C27_13C_N_O10	0	28	17	10	1	0
79	4144	529.100946037	0.0007102943491263969	0.09435628563756222	19.0	N1O10	H19_C28_N_O10	0	28	19	10	1	0
80	4170	531.116536037	0.0005883047379190932	-0.019110683421370563	18.0	N1O10	H21_C28_N_O10	0	28	21	10	1	0
81	4187	533.0382860369999	0.0010014953565244766	-0.01834765000958696	24.0	N1O10	H11_C29_N_O10	0	29	11	10	1	0
82	4193	533.132236037	0.00035022823862742013	0.07460813153943706	17.0	N1O10	H23_C28_N_O10	0	28	23	10	1	0
83	4212	535.0539560369999	0.002015779946481977	0.0189625736019379	23.0	N1O10	H13_C29_N_O10	0	29	13	10	1	0
84	4235	537.0696260369999	0.0016675192822288686	0.05599274026018258	22.0	N1O10	H15_C29_N_O10	0	29	15	10	1	0
85	4255	539.085236037	0.0010260900362033683	-0.018553652159220217	21.0	N1O10	H17_C29_N_O10	0	29	17	10	1	0
86	4273	541.100936037	0.0007722729419172045	0.07378290696190769	20.0	N1O10	H19_C29_N_O10	0	29	19	10	1	0
87	4292	543.116576037	0.0005804344404218481	0.054960576328653525	19.0	N1O10	H21_C29_N_O10	0	29	21	10	1	0
88	4313	545.1322160369999	0.00033842279238155204	0.0362774377717489	18.0	N1O10	H23_C29_N_O10	0	29	23	10	1	0
89	4329	547.053936037	0.0011943176452069886	-0.01801284917574482	24.0	N1O10	H13_C30_N_O10	0	30	13	10	1	0
90	4336	548.057306037	0.0005233747835668188	0.009681469418936436	24.0	N1O10	H13_C29_13C_N_O10	0	30	13	10	1	0
91	4350	549.069596037	0.001290728789548245	0.00013113098029591917	23.0	N1O10	H15_C30_N_O10	0	30	15	10	1	0
92	4361	550.072936037	0.0004023689595466709	-0.02684734888902924	23.0	N1O10	H15_C29_13C_N_O10	0	30	15	10	1	0
93	4375	551.0852460369999	0.0008903274043758853	-3.628957909402416e-06	22.0	N1O10	H17_C30_N_O10	0	30	17	10	1	0
94	4389	553.100866037	0.0006148669919722966	-0.05437706190105583	21.0	N1O10	H19_C30_N_O10	0	30	19	10	1	0
95	4447	559.0539560369999	0.000967062804974028	0.018148516637431972	25.0	N1O10	H13_C31_N_O10	0	31	13	10	1	0
96	4466	561.069646037	0.0011795608373996538	0.08924382271523912	24.0	N1O10	H15_C31_N_O10	0	31	15	10	1	0
97	4483	563.085216037	0.0008332677475208563	-0.053281455539289216	23.0	N1O10	H17_C31_N_O10	0	31	17	10	1	0
98	4499	565.1009160369999	0.0006729104360144813	0.03525741952577148	22.0	N1O10	H19_C31_N_O10	0	31	19	10	1	0
99	4512	567.1165460369999	0.0005528883991814889	-0.0002644957066884877	21.0	N1O10	H21_C31_N_O10	0	31	21	10	1	0
100	4525	569.1321660369999	0.0003925310876751141	-0.05310541513274128	20.0	N1O10	H23_C31_N_O10	0	31	23	10	1	0
101	4535	571.0539560369999	0.000586337163544782	0.017767147771413517	26.0	N1O10	H13_C32_N_O10	0	32	13	10	1	0
102	4539	571.147826037	0.0003600661104989769	-0.035538960416093696	19.0	N1O10	H25_C31_N_O10	0	31	25	10	1	0
103	4554	573.069606037	0.0008362191090823234	0.017575526433487296	25.0	N1O10	H15_C32_N_O10	0	32	15	10	1	0
104	4572	575.0852060369999	0.0006640563513300804	-0.06955838797092137	24.0	N1O10	H17_C32_N_O10	0	32	17	10	1	0
105	4589	577.100856037	0.00047615299858334647	-0.06944366757654669	23.0	N1O10	H19_C32_N_O10	0	32	19	10	1	0
106	4605	579.116536037	0.0005538721863686449	-0.017526696870920584	22.0	N1O10	H21_C32_N_O10	0	32	21	10	1	0
107	4617	581.132196037	0.0003659688336219109	-0.0003854544973783922	21.0	N1O10	H23_C32_N_O10	0	32	23	10	1	0
108	4630	583.053926037	0.000546985676058555	-0.034051738834058626	27.0	N1O10	H13_C33_N_O10	0	33	13	10	1	0
109	4646	585.0696260369999	0.0006945537541319062	0.051399010876735166	26.0	N1O10	H15_C33_N_O10	0	33	15	10	1	0
110	4658	587.085236037	0.0006492995435227452	-0.017036708368137653	25.0	N1O10	H17_C33_N_O10	0	33	17	10	1	0
111	4678	589.1008760369999	0.0005332126554383756	-0.03407905294019855	24.0	N1O10	H19_C33_N_O10	0	33	19	10	1	0
112	4711	593.132236037	0.0003620336848732882	0.06706093106644341	22.0	N1O10	H23_C33_N_O10	0	33	23	10	1	0
113	4739	597.069586037	0.0006069966944750513	-0.0166278775079965	27.0	N1O10	H15_C34_N_O10	0	34	15	10	1	0
114	4751	599.0852960369999	0.0006148669919722966	0.08345723130416924	26.0	N1O10	H17_C34_N_O10	0	34	17	10	1	0
115	4777	603.116576037	0.00048795844482921457	0.04949291931052356	24.0	N1O10	H21_C34_N_O10	0	34	21	10	1	0
116	4827	611.085306037	0.0005194396348181962	0.09818269152327856	27.0	N1O10	H17_C35_N_O10	0	35	17	10	1	0
117	4836	613.100936037	0.000363017472060444	0.06511815212464421	26.0	N1O10	H19_C35_N_O10	0	35	19	10	1	0
118	4856	617.132176037	0.0003531796001888872	-0.032770937496582865	24.0	N1O10	H23_C35_N_O10	0	35	23	10	1	0
119	2502	403.01758603699994	0.0003600661104989769	0.0636547905131721	13.0	N1O11	H9_C17_N_O11	0	17	9	11	1	0
120	2823	427.01755603699996	0.0017904926806233273	-0.010177567426325154	15.0	N1O11	H9_C19_N_O11	0	19	9	11	1	0
121	2852	429.03324603699997	0.0004859908704549032	0.08293063603459144	14.0	N1O11	H11_C19_N_O11	0	19	11	11	1	0
122	2983	439.017546037	0.0011953014323941445	-0.032677509300128305	16.0	N1O11	H9_C20_N_O11	0	20	9	11	1	0
123	3011	441.033196037	0.0007240673697465765	-0.032695951559177996	15.0	N1O11	H11_C20_N_O11	0	20	11	11	1	0
124	3130	451.01757603699997	0.0018898551865260504	0.03470818182986493	17.0	N1O11	H9_C21_N_O11	0	21	9	11	1	0
125	3145	452.02095603699996	0.0005076341885723281	0.0902922740625752	17.0	N1O11	H9_C20_13C_N_O11	0	21	9	11	1	0
126	3162	453.03322603699996	0.0015199512041555172	0.03439041361407003	16.0	N1O11	H11_C21_N_O11	0	21	11	11	1	0
127	3173	454.036526037	0.0003728553439320007	-0.08646881403999307	16.0	N1O11	H11_C20_13C_N_O11	0	21	11	11	1	0
128	3191	455.04887603699996	0.0006069966944750513	0.034075460647184024	15.0	N1O11	H13_C21_N_O11	0	21	13	11	1	0
129	3265	461.001876037	0.00035022823862742013	-0.07434243063851736	19.0	N1O11	H7_C22_N_O11	0	22	7	11	1	0
130	3293	463.01757603699997	0.001934125609948056	0.03380865186920292	18.0	N1O11	H9_C22_N_O11	0	22	9	11	1	0
131	3320	465.033236037	0.0014766645679206677	0.05500682105449789	17.0	N1O11	H11_C22_N_O11	0	22	11	11	1	0
132	3332	466.03656603699994	0.00040925546985676057	0.0015878583986046677	17.0	N1O11	H11_C21_13C_N_O11	0	22	11	11	1	0
133	3353	467.04885603699995	0.0008932787659373526	-0.00962211957125132	16.0	N1O11	H13_C22_N_O11	0	22	13	11	1	0
134	3451	475.017596037	0.0014205886982527939	0.07505827224372599	19.0	N1O11	H9_C23_N_O11	0	23	9	11	1	0
135	3474	477.03322603699996	0.003451125452542107	0.03266019885818285	18.0	N1O11	H11_C23_N_O11	0	23	11	11	1	0
136	3486	478.036596037	0.0008322839603337005	0.06430470033336141	18.0	N1O11	H11_C22_13C_N_O11	0	23	11	11	1	0
137	3505	479.048886037	0.0013271289154730046	0.053243000424650924	17.0	N1O11	H13_C23_N_O11	0	23	13	11	1	0
138	3515	480.052196037	0.00039646623642373687	-0.0402747871181304	17.0	N1O11	H13_C22_13C_N_O11	0	23	13	11	1	0
139	3531	481.06452603699995	0.0006886510310089723	0.03207885670764584	16.0	N1O11	H15_C23_N_O11	0	23	15	11	1	0
140	3564	483.08019603699995	0.0004712340626475682	0.07319281630234294	15.0	N1O11	H17_C23_N_O11	0	23	17	11	1	0
141	3605	487.017596037	0.0017344168109554544	0.07320885391828158	20.0	N1O11	H9_C24_N_O11	0	24	9	11	1	0
142	3630	489.033236037	0.002864788288997325	0.05230728325619564	19.0	N1O11	H11_C24_N_O11	0	24	11	11	1	0
143	3641	490.03656603699994	0.0006827483078860381	0.001510091545664076	19.0	N1O11	H11_C23_13C_N_O11	0	24	11	11	1	0
144	3657	491.048866037	0.0016911301747206044	0.011212733430756764	18.0	N1O11	H13_C24_N_O11	0	24	13	11	1	0
145	3686	493.06450603699994	0.000915905871241933	-0.009264507894090852	17.0	N1O11	H15_C24_N_O11	0	24	15	11	1	0
146	3759	499.01757603699997	0.0007093105619392412	0.03136963664060692	21.0	N1O11	H9_C25_N_O11	0	25	9	11	1	0
147	3782	501.03322603699996	0.0031077837242247763	0.031095742187721438	20.0	N1O11	H11_C25_N_O11	0	25	11	11	1	0
148	3793	502.03651603699996	0.0007909648984731622	-0.09812035248125216	20.0	N1O11	H11_C24_13C_N_O11	0	25	11	11	1	0
149	3807	503.04887603699996	0.002597198174090981	0.03082404276518774	19.0	N1O11	H13_C25_N_O11	0	25	13	11	1	0
150	3837	505.064516037	0.0011057767983629779	0.010755061568963395	18.0	N1O11	H15_C25_N_O11	0	25	15	11	1	0
151	3848	506.067846037	0.0004368015110971195	-0.03835058897606192	18.0	N1O11	H15_C24_13C_N_O11	0	25	15	11	1	0
152	3865	507.08014603699996	0.0007575161341098692	-0.028875119749895782	17.0	N1O11	H17_C25_N_O11	0	25	17	11	1	0
153	3914	511.01758603699994	0.000894262553124508	0.05020179494819872	22.0	N1O11	H9_C26_N_O11	0	26	9	11	1	0
154	3941	513.033226037	0.0031825515504486073	0.030368403403100173	21.0	N1O11	H11_C26_N_O11	0	26	11	11	1	0
155	3951	514.036566037	0.0009021328506217537	0.0014395863397430868	21.0	N1O11	H11_C25_13C_N_O11	0	26	11	11	1	0
156	3970	515.0488660369999	0.0022105698095388013	0.010690247967260154	20.0	N1O11	H13_C26_N_O11	0	26	13	11	1	0
157	3980	516.052266037	0.0006650401385172359	0.0981799777412147	20.0	N1O11	H13_C25_13C_N_O11	0	26	13	11	1	0
158	3997	517.0645360369999	0.001445183377931686	0.04918534971357708	19.0	N1O11	H15_C26_N_O11	0	26	15	11	1	0
159	4006	518.0678660369999	0.0004269636392255628	0.0011427076347241313	19.0	N1O11	H15_C25_13C_N_O11	0	26	15	11	1	0
160	4023	519.0801660369999	0.0010437982055721707	0.010322105172389384	18.0	N1O11	H17_C26_N_O11	0	26	17	11	1	0
161	4051	521.0958360369999	0.0006256886510310089	0.04852082547614805	17.0	N1O11	H19_C26_N_O11	0	26	19	11	1	0
162	4069	523.0175260369999	0.00039646623642373687	-0.06566892729827695	23.0	N1O11	H9_C27_N_O11	0	27	9	11	1	0
163	4094	525.0332360369999	0.001816071147489375	0.04872072528018415	22.0	N1O11	H11_C27_N_O11	0	27	11	11	1	0
164	4100	526.0366160369999	0.0005558397607429562	0.09645716395560228	22.0	N1O11	H11_C26_13C_N_O11	0	27	11	11	1	0
165	4117	527.0488660369999	0.002499803242562569	0.010446849330295596	21.0	N1O11	H13_C27_N_O11	0	27	13	11	1	0
166	4126	528.052166037	0.0006001101841649613	-0.09342637556499504	21.0	N1O11	H13_C26_13C_N_O11	0	27	13	11	1	0
167	4141	529.064516037	0.0016557138359830006	0.010267178768603618	20.0	N1O11	H15_C27_N_O11	0	27	15	11	1	0
168	4153	530.067846037	0.0004850070832677475	-0.036614180811886575	20.0	N1O11	H15_C26_13C_N_O11	0	27	15	11	1	0
169	4167	531.080186037	0.0009611600818510939	0.04774796854212415	19.0	N1O11	H17_C27_N_O11	0	27	17	11	1	0
170	4210	535.017546037	0.000380725641429246	-0.026814073762267705	24.0	N1O11	H9_C28_N_O11	0	28	9	11	1	0
171	4216	535.111436037	0.00045155831890445456	-0.046326799107973465	17.0	N1O11	H21_C27_N_O11	0	27	21	11	1	0
172	4232	537.033226037	0.0017058869825279394	0.029011240295981382	23.0	N1O11	H11_C28_N_O11	0	28	11	11	1	0
173	4253	539.048846037	0.002110223516448922	-0.02688810128536134	22.0	N1O11	H13_C28_N_O11	0	28	13	11	1	0
174	4258	540.052236037	0.0006089642688493625	0.03826666862176658	22.0	N1O11	H13_C27_13C_N_O11	0	28	13	11	1	0
175	4271	541.0644860369999	0.0015288052888399186	-0.045406787161226835	21.0	N1O11	H15_C28_N_O11	0	28	15	11	1	0
176	4278	542.067876037	0.00043876908547143086	0.019539988530615608	21.0	N1O11	H15_C27_13C_N_O11	0	28	15	11	1	0
177	4290	543.080176037	0.0011106957342987564	0.028279434085698142	20.0	N1O11	H17_C28_N_O11	0	28	17	11	1	0
178	4312	545.095806037	0.0008185109397135211	-0.008651689976358526	19.0	N1O11	H19_C28_N_O11	0	28	19	11	1	0
179	4333	547.1115060369999	0.0004023689595466709	0.08263397781643056	18.0	N1O11	H21_C28_N_O11	0	28	21	11	1	0
180	4348	549.033206037	0.0008411380450181017	-0.008050514856694283	24.0	N1O11	H11_C29_N_O11	0	29	11	11	1	0
181	4353	549.127146037	0.00034432551550448614	0.06398518142577363	17.0	N1O11	H23_C28_N_O11	0	28	23	11	1	0
182	4372	551.0488660369999	0.0019292066740122773	0.009991854502468004	23.0	N1O11	H13_C29_N_O11	0	29	13	11	1	0
183	4379	552.052226037	0.0005912560994805604	0.01932063576065475	23.0	N1O11	H13_C28_13C_N_O11	0	29	13	11	1	0
184	4388	553.064526037	0.0017226113647095859	0.027902711554486245	22.0	N1O11	H15_C29_N_O11	0	29	15	11	1	0
185	4411	555.0801560369999	0.0011106957342987564	-0.008362756004752126	21.0	N1O11	H17_C29_N_O11	0	29	17	11	1	0
186	4430	557.0958360369999	0.0007034078388163072	0.0453853690534845	20.0	N1O11	H19_C29_N_O11	0	29	19	11	1	0
187	4452	559.1114560369999	0.0005637100582402013	-0.008567164708849415	19.0	N1O11	H21_C29_N_O11	0	29	21	11	1	0
188	4464	561.0332360369999	0.0007319376672438218	0.045594446839933314	25.0	N1O11	H11_C30_N_O11	0	30	11	11	1	0
189	4470	561.127056037	0.0003531796001888872	-0.0977746471942232	18.0	N1O11	H23_C29_N_O11	0	29	23	11	1	0
190	4480	563.048896037	0.001387139933889501	0.06306024266694547	24.0	N1O11	H13_C30_N_O11	0	30	13	11	1	0
191	4486	564.052226037	0.0006984889028805287	0.01890959646601921	24.0	N1O11	H13_C29_13C_N_O11	0	30	13	11	1	0
192	4497	565.064516037	0.0013841885723280339	0.0096130615391906	23.0	N1O11	H15_C30_N_O11	0	30	15	11	1	0
193	4502	566.067886037	0.00037482291830631204	0.03637726245078777	23.0	N1O11	H15_C29_13C_N_O11	0	30	15	11	1	0
194	4511	567.0801660369999	0.001048717141507949	0.00944839969307914	22.0	N1O11	H17_C30_N_O11	0	30	17	11	1	0
195	4523	569.095806037	0.0006128994175979852	-0.008286829513093919	21.0	N1O11	H19_C30_N_O11	0	30	19	11	1	0
196	4552	573.033176037	0.00040925546985676057	-0.060066330291740425	26.0	N1O11	H11_C31_N_O11	0	31	11	11	1	0
197	4558	573.127146037	0.000377774279867779	0.06130576837609158	19.0	N1O11	H23_C30_N_O11	0	30	23	11	1	0
198	4570	575.048836037	0.0010969227136785773	-0.0425946431151048	25.0	N1O11	H13_C31_N_O11	0	31	13	11	1	0
199	4587	577.064526037	0.0012346529198803715	0.026742243275649905	24.0	N1O11	H15_C31_N_O11	0	31	15	11	1	0
200	4603	579.0801160369999	0.000924759955926334	-0.07709123260219375	23.0	N1O11	H17_C31_N_O11	0	31	17	11	1	0
201	4616	581.095866037	0.0008991814890602865	0.09513748638066534	22.0	N1O11	H19_C31_N_O11	0	31	19	11	1	0
202	4643	585.033216037	0.00033153628207146233	0.009537919967231677	27.0	N1O11	H11_C32_N_O11	0	32	11	11	1	0
203	4656	587.048846037	0.000843105619392413	-0.02468959792331572	26.0	N1O11	H13_C32_N_O11	0	32	13	11	1	0
204	4676	589.064506037	0.0009621438690382496	-0.007754668566279005	25.0	N1O11	H15_C32_N_O11	0	32	15	11	1	0
205	4684	590.067836037	0.0004181095545411617	-0.04983833745222877	25.0	N1O11	H15_C31_13C_N_O11	0	32	15	11	1	0
206	4693	591.0801660369999	0.0010556036518180386	0.009064760373637477	24.0	N1O11	H17_C32_N_O11	0	32	17	11	1	0
207	4709	593.095806037	0.0006975051156933732	-0.007951497672453916	23.0	N1O11	H19_C32_N_O11	0	32	19	11	1	0
208	4724	595.111476037	0.0005942074610420274	0.02555823677997028	22.0	N1O11	H21_C32_N_O11	0	32	21	11	1	0
209	4749	599.048826037	0.0006847158822603494	-0.05758128289425001	27.0	N1O11	H13_C33_N_O11	0	33	13	11	1	0
210	4761	601.064466037	0.0009778844640327404	-0.07414845251961517	26.0	N1O11	H15_C33_N_O11	0	33	15	11	1	0
211	4776	603.080176037	0.0010418306311978593	0.02546593413567195	25.0	N1O11	H17_C33_N_O11	0	33	17	11	1	0
212	4778	603.174016037	0.00035711474893750984	-0.07474791486594362	18.0	N1O11	H29_C32_N_O11	0	32	29	11	1	0
213	4795	605.0957860369999	0.0007742405162915159	-0.040846425377748234	24.0	N1O11	H19_C33_N_O11	0	33	19	11	1	0
214	4815	609.127096037	0.00043385014953565247	-0.024402132197303143	22.0	N1O11	H23_C33_N_O11	0	33	23	11	1	0
215	4824	611.0488660369999	0.00045254210609161033	0.009010736128030536	28.0	N1O11	H13_C34_N_O11	0	34	13	11	1	0
216	4835	613.0644860369999	0.0007968676215960964	-0.040074087665384533	27.0	N1O11	H15_C34_N_O11	0	34	15	11	1	0
217	4854	617.095776037	0.000667991500078703	-0.05625706949760096	25.0	N1O11	H19_C34_N_O11	0	34	19	11	1	0
218	4873	621.127116037	0.00042007712891547306	0.00826883884867243	23.0	N1O11	H23_C34_N_O11	0	34	23	11	1	0
