peakNo	mw	relativeAbundance	errorPPM	DBE	class	formula	z	C	H	O	N	S
1675	502.089996	0.002211417	-0.002049433	18	O10	H18_C27_O10	0	27	18	10	0	0
1690	506.027546	0.003090756	0.294978013	23	O10	H10_C28_O10	0	28	10	10	0	0
1702	508.043096	0.006477207	0.0968284	22	O10	H12_C28_O10	0	28	12	10	0	0
1713	510.058676	0.003202389	-0.040938427	21	O10	H14_C28_O10	0	28	14	10	0	0
1721	512.074156	0.00184518	-0.372904974	20	O10	H16_C28_O10	0	28	16	10	0	0
1728	514.089936	0.001566575	-0.118712692	19	O10	H18_C28_O10	0	28	18	10	0	0
1740	518.027426	0.00365901	0.056497009	24	O10	H10_C29_O10	0	29	10	10	0	0
1748	520.043076	0.010149285	0.056135735	23	O10	H12_C29_O10	0	29	12	10	0	0
1758	522.058776	0.004800688	0.151551901	22	O10	H14_C29_O10	0	29	14	10	0	0
1779	530.027476	0.001789013	0.149552624	25	O10	H10_C30_O10	0	30	10	10	0	0
1786	532.042996	0.003035084	-0.095494162	24	O10	H12_C30_O10	0	30	12	10	0	0
1794	534.058776	0.002945979	0.148146615	23	O10	H14_C30_O10	0	30	14	10	0	0
1802	536.074566	0.003172523	0.408609201	22	O10	H16_C30_O10	0	30	16	10	0	0
1810	538.090236	0.001704165	0.444109526	21	O10	H18_C30_O10	0	30	18	10	0	0
1818	542.027636	0.002273755	0.441429521	26	O10	H10_C31_O10	0	31	10	10	0	0
1824	544.043066	0.00435141	0.035278457	25	O10	H12_C31_O10	0	31	12	10	0	0
1831	546.058816	0.004547893	0.218143168	24	O10	H14_C31_O10	0	31	14	10	0	0
1837	548.074366	0.001697881	0.034748934	23	O10	H16_C31_O10	0	31	16	10	0	0
1851	554.027576	0.001696029	0.323570537	27	O10	H10_C32_O10	0	32	10	10	0	0
1859	558.058656	0.003185451	-0.07325574	25	O10	H14_C32_O10	0	32	14	10	0	0
1865	560.074196	0.001711798	-0.26952679	24	O10	H16_C32_O10	0	32	16	10	0	0
1868	562.089926	0.00297637	-0.126365901	23	O10	H18_C32_O10	0	32	18	10	0	0
1879	568.042846	0.002273502	-0.353506784	27	O10	H12_C33_O10	0	33	12	10	0	0
1885	570.058726	0.002738195	0.051080702	26	O10	H14_C33_O10	0	33	14	10	0	0
1891	572.074406	0.001952422	0.103212099	25	O10	H16_C33_O10	0	33	16	10	0	0
1902	580.043056	0.002340617	0.015848824	28	O10	H12_C34_O10	0	34	12	10	0	0
1906	582.058636	0.003861082	-0.104595991	27	O10	H14_C34_O10	0	34	14	10	0	0
1910	584.074376	0.00194087	0.049728256	26	O10	H16_C34_O10	0	34	16	10	0	0
1919	592.043136	0.001874493	0.150652874	29	O10	H12_C35_O10	0	35	12	10	0	0
1922	594.058986	0.002106214	0.486683994	28	O10	H14_C35_O10	0	35	14	10	0	0
1925	596.074506	0.002433098	0.266820672	27	O10	H16_C35_O10	0	35	16	10	0	0
1931	606.058646	0.002961009	-0.083953921	29	O10	H14_C36_O10	0	36	14	10	0	0
1294	438.022236	0.002073251	-0.172075739	16	O11	H10_C21_O11	0	21	10	11	0	0
1377	450.022256	0.00148725	-0.123045025	17	O11	H10_C22_O11	0	22	10	11	0	0
1395	452.037826	0.001785314	-0.299636429	16	O11	H12_C22_O11	0	22	12	11	0	0
1442	460.006656	0.001644936	-0.011519399	19	O11	H8_C23_O11	0	23	8	11	0	0
1456	462.022336	0.002435027	0.053302618	18	O11	H10_C23_O11	0	23	10	11	0	0
1537	476.038096	0.002691419	0.282651748	18	O11	H12_C24_O11	0	24	12	11	0	0
1583	484.006726	0.002468905	0.133677894	21	O11	H8_C25_O11	0	25	8	11	0	0
1593	486.022286	0.004901152	-0.052205425	20	O11	H10_C25_O11	0	25	10	11	0	0
1601	488.038136	0.002377769	0.357662623	19	O11	H12_C25_O11	0	25	12	11	0	0
1624	492.069076	0.001689276	-0.377172655	17	O11	H16_C25_O11	0	25	16	11	0	0
1652	498.022486	0.001737892	0.350640794	21	O11	H10_C26_O11	0	26	10	11	0	0
1663	500.037896	0.002327544	-0.13088408	20	O11	H12_C26_O11	0	26	12	11	0	0
1711	510.022396	0.002768021	0.165928008	22	O11	H10_C27_O11	0	27	10	11	0	0
1718	512.037906	0.0022283	-0.108286905	21	O11	H12_C27_O11	0	27	12	11	0	0
1756	522.022156	0.002099541	-0.297636792	23	O11	H10_C28_O11	0	28	10	11	0	0
1761	522.116056	0.001973273	-0.298433649	16	O11	H22_C27_O11	0	27	22	11	0	0
1763	524.037876	0.004663149	-0.163055008	22	O11	H12_C28_O11	0	28	12	11	0	0
1793	534.022356	0.00207456	0.083567663	24	O11	H10_C29_O11	0	29	10	11	0	0
1800	536.037966	0.00910506	0.008493801	23	O11	H12_C29_O11	0	29	12	11	0	0
1808	538.053676	0.007326125	0.119837486	22	O11	H14_C29_O11	0	29	14	11	0	0
1835	548.038026	0.002775986	0.117789272	24	O11	H12_C30_O11	0	30	12	11	0	0
1840	550.053836	0.003416221	0.40810369	23	O11	H14_C30_O11	0	30	14	11	0	0
1847	552.069156	0.002569529	-0.191271327	22	O11	H16_C30_O11	0	30	16	11	0	0
1863	560.037866	0.003291497	-0.170429547	25	O11	H12_C31_O11	0	31	12	11	0	0
1866	562.053706	0.003215024	0.168096036	24	O11	H14_C31_O11	0	31	14	11	0	0
1872	564.069236	0.002559269	-0.045375635	23	O11	H16_C31_O11	0	31	16	11	0	0
1884	570.022206	0.002138754	-0.18485771	27	O11	H10_C32_O11	0	32	10	11	0	0
1889	572.038076	0.002011502	0.200254152	26	O11	H12_C32_O11	0	32	12	11	0	0
1893	574.053776	0.002836253	0.286521937	25	O11	H14_C32_O11	0	32	14	11	0	0
1909	584.038086	0.0023514	0.213261777	27	O11	H12_C33_O11	0	33	12	11	0	0
1912	586.053866	0.003265256	0.434224591	26	O11	H14_C33_O11	0	33	14	11	0	0
1916	588.069406	0.00225816	0.24555775	25	O11	H16_C33_O11	0	33	16	11	0	0
1921	592.100756	0.001846459	0.328080986	23	O11	H20_C33_O11	0	33	20	11	0	0
1924	596.038216	0.001806023	0.427074965	28	O11	H12_C34_O11	0	34	12	11	0	0
1932	610.053916	0.002577944	0.499101788	28	O11	H14_C35_O11	0	35	14	11	0	0
1933	612.069476	0.00278302	0.350295201	27	O11	H16_C35_O11	0	35	16	11	0	0
1935	634.053616	0.002241195	0.007064071	30	O11	H14_C37_O11	0	37	14	11	0	0
665	356.095446	0.003900572	-0.08532263	2	O12	H20_C12_O12	0	12	20	12	0	0
773	370.111226	0.001269904	0.268954284	2	O12	H22_C13_O12	0	13	22	12	0	0
879	384.126756	0.001705897	-0.053448503	2	O12	H24_C14_O12	0	14	24	12	0	0
991	398.142426	0.317924335	-0.001519557	2	O12	H26_C15_O12	0	15	26	12	0	0
1097	412.158086	0.022567119	0.022615109	2	O12	H28_C16_O12	0	16	28	12	0	0
1609	490.017246	0.003280146	0.04078836	19	O12	H10_C24_O12	0	24	10	12	0	0
1768	526.017196	0.001829703	-0.05705707	22	O12	H10_C27_O12	0	27	10	12	0	0
1814	540.032836	0.001797092	-0.074230671	22	O12	H12_C28_O12	0	28	12	12	0	0
1819	542.048526	0.001670281	-2.97E-04	21	O12	H14_C28_O12	0	28	14	12	0	0
1845	552.032986	0.004074496	0.199105856	23	O12	H12_C29_O12	0	29	12	12	0	0
1852	554.048606	0.001976392	0.144101076	22	O12	H14_C29_O12	0	29	14	12	0	0
1870	564.032956	0.002495385	0.141681437	24	O12	H12_C30_O12	0	30	12	12	0	0
1896	576.032946	0.002241589	0.121369794	25	O12	H12_C31_O12	0	31	12	12	0	0
1898	578.048516	0.001722823	-0.017578109	24	O12	H14_C31_O12	0	31	14	12	0	0
1903	580.064056	0.002286963	-0.207278832	23	O12	H16_C31_O12	0	31	16	12	0	0
1915	588.032926	0.003059317	0.084881301	26	O12	H12_C32_O12	0	32	12	12	0	0
1917	590.048756	0.001884685	0.389525438	25	O12	H14_C32_O12	0	32	14	12	0	0
1927	602.048666	0.002246006	0.232271921	26	O12	H14_C33_O12	0	33	14	12	0	0
1934	614.048256	0.001897961	-0.43996705	27	O12	H14_C34_O12	0	34	14	12	0	0
1901	580.027836	0.003512718	0.078053151	24	O13	H12_C30_O13	0	30	12	13	0	0
1905	582.043436	0.002155666	-0.008248525	23	O13	H14_C30_O13	0	30	14	13	0	0
1	208.146326	0.002925502	-0.019135577	3	O2	H20_C13_O2	0	13	20	2	0	0
2	210.161976	0.01658992	-0.019304158	2	O2	H22_C13_O2	0	13	22	2	0	0
6	214.193276	0.00228031	-0.019631802	0	O2	H26_C13_O2	0	13	26	2	0	0
8	220.146266	0.001271607	-0.290638588	4	O2	H20_C14_O2	0	14	20	2	0	0
10	222.161976	0.014068028	-0.018261451	3	O2	H22_C14_O2	0	14	22	2	0	0
14	226.193286	0.004751162	0.025619682	1	O2	H26_C14_O2	0	14	26	2	0	0
18	228.208936	0.056748439	0.025069132	0	O2	H28_C14_O2	0	14	28	2	0	0
20	234.161986	0.005246345	0.025379867	4	O2	H22_C15_O2	0	15	22	2	0	0
27	238.193376	0.001442139	0.402173232	2	O2	H26_C15_O2	0	15	26	2	0	0
32	240.208936	0.011451282	0.023816766	1	O2	H28_C15_O2	0	15	28	2	0	0
37	242.224576	0.06930608	-0.017970926	0	O2	H30_C15_O2	0	15	30	2	0	0
45	248.177606	0.001486676	-0.097232786	4	O2	H24_C16_O2	0	16	24	2	0	0
49	250.193276	0.005588816	-0.016807006	3	O2	H26_C16_O2	0	16	26	2	0	0
55	252.208936	0.006028019	0.022683574	2	O2	H28_C16_O2	0	16	28	2	0	0
62	254.224576	0.162578037	-0.017122656	1	O2	H30_C16_O2	0	16	30	2	0	0
71	256.240226	1	-0.017276756	0	O2	H32_C16_O2	0	16	32	2	0	0
87	262.193326	0.001623724	0.174661196	4	O2	H26_C17_O2	0	17	26	2	0	0
101	266.224536	0.002924787	-0.166599971	2	O2	H30_C17_O2	0	17	30	2	0	0
106	268.240226	0.042816624	-0.016503863	1	O2	H32_C17_O2	0	17	32	2	0	0
112	270.068036	0.001353673	-0.161488937	14	O2	H10_C19_O2	0	19	10	2	0	0
116	270.255886	0.056935124	0.020347383	0	O2	H34_C17_O2	0	17	34	2	0	0
144	278.224586	0.004271181	0.020296553	3	O2	H30_C18_O2	0	18	30	2	0	0
151	280.240236	0.05813071	0.019886509	2	O2	H32_C18_O2	0	18	32	2	0	0
160	282.255876	0.221628054	-0.015946524	1	O2	H34_C18_O2	0	18	34	2	0	0
167	284.083766	0.001170597	0.127824974	14	O2	H12_C20_O2	0	20	12	2	0	0
172	284.271526	0.661727444	-0.016093768	0	O2	H36_C18_O2	0	18	36	2	0	0
218	294.068076	0.001812761	-0.012286271	16	O2	H10_C21_O2	0	21	10	2	0	0
223	294.255826	0.002345974	-0.185216384	2	O2	H34_C19_O2	0	19	34	2	0	0
230	296.083706	0.001998553	-0.080001025	15	O2	H12_C21_O2	0	21	12	2	0	0
235	296.271516	0.005581439	-0.049194739	1	O2	H36_C19_O2	0	19	36	2	0	0
250	298.287176	0.006369717	-0.015585652	0	O2	H38_C19_O2	0	19	38	2	0	0
263	300.208916	0.002449428	-0.047563544	6	O2	H28_C20_O2	0	20	28	2	0	0
277	302.224566	0.00148841	-0.047491176	5	O2	H30_C20_O2	0	20	30	2	0	0
287	304.240236	0.002277716	0.018317761	4	O2	H32_C20_O2	0	20	32	2	0	0
298	306.255866	0.002886058	-0.047349297	3	O2	H34_C20_O2	0	20	34	2	0	0
309	308.271526	0.006540144	-0.014840813	2	O2	H36_C20_O2	0	20	36	2	0	0
324	310.287176	0.008050619	-0.014982894	1	O2	H38_C20_O2	0	20	38	2	0	0
343	312.302826	0.011642841	-0.015123142	0	O2	H40_C20_O2	0	20	40	2	0	0
374	316.052376	0.001384962	-0.169399138	19	O2	H8_C23_O2	0	23	8	2	0	0
397	320.083716	0.002079	-0.042760688	17	O2	H12_C23_O2	0	23	12	2	0	0
439	326.318456	0.002136504	-0.075990185	0	O2	H42_C21_O2	0	21	42	2	0	0
493	334.099406	0.001320179	0.078536506	17	O2	H14_C24_O2	0	24	14	2	0	0
497	334.287216	0.00134422	0.10575038	3	O2	H38_C22_O2	0	22	38	2	0	0
507	336.115146	0.001515949	0.345610727	16	O2	H16_C24_O2	0	24	16	2	0	0
510	336.302846	0.001640791	0.045426318	2	O2	H40_C22_O2	0	22	40	2	0	0
527	338.318426	0.002820882	-0.161968713	1	O2	H42_C22_O2	0	22	42	2	0	0
545	340.334116	0.002933956	-0.043695296	0	O2	H44_C22_O2	0	22	44	2	0	0
575	344.083766	0.001355806	0.105535348	19	O2	H12_C25_O2	0	25	12	2	0	0
590	346.099366	0.002224725	-0.039760258	18	O2	H14_C25_O2	0	25	14	2	0	0
637	352.334106	0.00127512	-0.070589249	1	O2	H44_C23_O2	0	23	44	2	0	0
738	366.068006	0.001267728	-0.201091051	22	O2	H10_C27_O2	0	27	10	2	0	0
754	368.083716	0.001669815	-0.037184476	21	O2	H12_C27_O2	0	27	12	2	0	0
762	368.365416	0.002907754	-0.040772014	0	O2	H48_C24_O2	0	24	48	2	0	0
771	370.099366	0.001329341	-0.037181906	20	O2	H14_C27_O2	0	27	14	2	0	0
791	372.115026	0.002144704	-0.010305953	19	O2	H16_C27_O2	0	27	16	2	0	0
4	212.141236	0.009211769	-0.040647449	2	O3	H20_C12_O3	0	12	20	3	0	0
5	214.156886	0.001260871	-0.040610415	1	O3	H22_C12_O3	0	12	22	3	0	0
7	220.109956	0.002228065	0.052360194	5	O3	H16_C13_O3	0	13	16	3	0	0
11	224.141246	0.003644298	0.006143448	3	O3	H20_C13_O3	0	13	20	3	0	0
13	226.156896	0.00164961	0.005761487	2	O3	H22_C13_O3	0	13	22	3	0	0
17	228.172536	0.001511173	-0.038440209	1	O3	H24_C13_O3	0	13	24	3	0	0
22	236.141236	0.00451534	-0.036516282	4	O3	H20_C14_O3	0	14	20	3	0	0
26	238.156896	0.001929758	0.005471183	3	O3	H22_C14_O3	0	14	22	3	0	0
31	240.172546	0.001730617	0.005117154	2	O3	H24_C14_O3	0	14	24	3	0	0
36	242.188186	0.005804645	-0.036521187	1	O3	H26_C14_O3	0	14	26	3	0	0
41	244.203846	0.003272294	0.00442663	0	O3	H28_C14_O3	0	14	28	3	0	0
42	246.125626	0.00150892	0.127784337	6	O3	H18_C15_O3	0	15	18	3	0	0
48	250.156906	0.010444361	0.045183642	4	O3	H22_C15_O3	0	15	22	3	0	0
54	252.172556	0.001916912	0.044529033	3	O3	H24_C15_O3	0	15	24	3	0	0
61	254.188146	0.001985488	-0.19216081	2	O3	H26_C15_O3	0	15	26	3	0	0
70	256.203846	0.009860023	0.004219297	1	O3	H28_C15_O3	0	15	28	3	0	0
76	258.219496	0.004525856	0.003899783	0	O3	H30_C15_O3	0	15	30	3	0	0
81	260.141236	0.008707354	-0.033147378	6	O3	H20_C16_O3	0	16	20	3	0	0
84	262.062986	0.001338806	-0.031492429	12	O3	H10_C17_O3	0	17	10	3	0	0
93	264.172526	0.001965218	-0.071055837	4	O3	H24_C16_O3	0	16	24	3	0	0
100	266.188216	0.00248182	0.079473841	3	O3	H26_C16_O3	0	16	26	3	0	0
105	268.203836	0.005734744	-0.033254558	2	O3	H28_C16_O3	0	16	28	3	0	0
115	270.219496	0.04968322	0.0037266	1	O3	H30_C16_O3	0	16	30	3	0	0
126	272.235146	0.033949082	0.003427184	0	O3	H32_C16_O3	0	16	32	3	0	0
131	274.156876	0.00176775	-0.06819818	6	O3	H22_C17_O3	0	17	22	3	0	0
139	276.172576	0.005172033	0.113077846	5	O3	H24_C17_O3	0	17	24	3	0	0
143	278.188206	0.003634828	0.040098752	4	O3	H26_C17_O3	0	17	26	3	0	0
159	282.219496	0.003067429	0.003568145	2	O3	H30_C17_O3	0	17	30	3	0	0
171	284.235156	0.012861577	0.03846463	1	O3	H32_C17_O3	0	17	32	3	0	0
179	286.062996	0.002776981	0.006107046	14	O3	H10_C19_O3	0	19	10	3	0	0
184	286.250806	0.0095661	0.037935265	0	O3	H34_C17_O3	0	17	34	3	0	0
191	288.078596	0.003048739	-0.167756302	13	O3	H12_C19_O3	0	19	12	3	0	0
194	288.172546	0.001287736	0.004264806	6	O3	H24_C18_O3	0	18	24	3	0	0
203	290.188186	0.005130292	-0.030480221	5	O3	H26_C18_O3	0	18	26	3	0	0
211	292.203856	0.027992497	0.037922155	4	O3	H28_C18_O3	0	18	28	3	0	0
222	294.219486	0.005746689	-0.030565616	3	O3	H30_C18_O3	0	18	30	3	0	0
234	296.235146	0.022231707	0.003149525	2	O3	H32_C18_O3	0	18	32	3	0	0
243	298.063016	0.003155595	0.072961082	15	O3	H10_C20_O3	0	20	10	3	0	0
249	298.250796	0.097925319	0.002880126	1	O3	H34_C18_O3	0	18	34	3	0	0
260	300.078626	0.002039609	-0.061073993	14	O3	H12_C20_O3	0	20	12	3	0	0
265	300.266446	0.042380402	0.002614345	0	O3	H36_C18_O3	0	18	36	3	0	0
275	302.188156	0.001456013	-0.12854574	6	O3	H26_C19_O3	0	19	26	3	0	0
297	306.219506	0.002266813	0.035944804	4	O3	H30_C19_O3	0	19	30	3	0	0
308	308.235156	0.001523442	0.035469672	3	O3	H32_C19_O3	0	19	32	3	0	0
316	310.063006	0.002266521	0.037885848	16	O3	H10_C21_O3	0	21	10	3	0	0
323	310.250766	0.003651111	-0.093927246	2	O3	H34_C19_O3	0	19	34	3	0	0
334	312.078636	0.002754211	-0.026682377	15	O3	H12_C21_O3	0	21	12	3	0	0
342	312.266436	0.009279583	-0.029510056	1	O3	H36_C19_O3	0	19	36	3	0	0
357	314.094406	0.001358489	0.355304004	14	O3	H14_C21_O3	0	21	14	3	0	0
363	314.282096	0.007983159	0.002262299	0	O3	H38_C19_O3	0	19	38	3	0	0
382	316.203896	0.001978428	0.161544499	6	O3	H28_C20_O3	0	20	28	3	0	0
395	320.047216	0.001304468	-0.400500281	18	O3	H8_C22_O3	0	22	8	3	0	0
404	322.062956	0.001683126	-0.118774914	17	O3	H10_C22_O3	0	22	10	3	0	0
408	322.250816	0.00143194	0.064729084	3	O3	H34_C20_O3	0	20	34	3	0	0
415	324.078666	0.003242444	0.066875738	16	O3	H12_C22_O3	0	22	12	3	0	0
420	324.266476	0.00366778	0.09493735	2	O3	H36_C20_O3	0	20	36	3	0	0
432	326.094326	0.001817587	0.09690141	15	O3	H14_C22_O3	0	22	14	3	0	0
438	326.282076	0.00535663	-0.059117559	1	O3	H38_C20_O3	0	20	38	3	0	0
458	328.297716	0.002749703	-0.089440159	0	O3	H40_C20_O3	0	20	40	3	0	0
491	334.063016	0.001352294	0.065098496	18	O3	H10_C23_O3	0	23	10	3	0	0
506	336.078606	0.00402411	-0.114041773	17	O3	H12_C23_O3	0	23	12	3	0	0
525	338.094216	0.002639808	-0.231890983	16	O3	H14_C23_O3	0	23	14	3	0	0
544	340.297726	0.003058264	-0.056900175	1	O3	H40_C21_O3	0	21	40	3	0	0
588	346.062996	0.00147561	0.005048214	19	O3	H10_C24_O3	0	24	10	3	0	0
604	348.078606	0.005003655	-0.110110186	18	O3	H12_C24_O3	0	24	12	3	0	0
618	350.094296	0.002861158	0.004567341	17	O3	H14_C24_O3	0	24	14	3	0	0
633	352.109856	0.001483072	-0.251271012	16	O3	H16_C24_O3	0	24	16	3	0	0
654	354.313326	0.001896553	-0.195976259	1	O3	H42_C22_O3	0	22	42	3	0	0
696	360.078746	0.002045375	0.282363236	19	O3	H12_C25_O3	0	25	12	3	0	0
711	362.094396	0.002645581	0.280587054	18	O3	H14_C25_O3	0	25	14	3	0	0
761	368.328966	0.001708901	-0.215869528	1	O3	H44_C23_O3	0	23	44	3	0	0
789	372.078626	0.002078332	-0.049255718	20	O3	H12_C26_O3	0	26	12	3	0	0
806	374.094336	0.002859643	0.111199224	19	O3	H14_C26_O3	0	26	14	3	0	0
822	376.110036	0.001871267	0.243346338	18	O3	H16_C26_O3	0	26	16	3	0	0
863	382.344666	0.002043367	-0.077377828	1	O3	H46_C24_O3	0	24	46	3	0	0
874	384.078576	0.001385946	-0.177898493	21	O3	H12_C27_O3	0	27	12	3	0	0
883	384.360366	0.002127255	0.05292169	0	O3	H48_C24_O3	0	24	48	3	0	0
894	386.094256	0.002158783	-0.099460169	20	O3	H14_C27_O3	0	27	14	3	0	0
971	396.078616	0.001794465	-0.07151863	22	O3	H12_C28_O3	0	28	12	3	0	0
977	396.360316	0.001325021	-0.074828379	1	O3	H48_C25_O3	0	25	48	3	0	0
989	398.094336	0.002652915	0.104495332	21	O3	H14_C28_O3	0	28	14	3	0	0
1007	400.109996	0.002385699	0.128777088	20	O3	H16_C28_O3	0	28	16	3	0	0
1086	410.375806	0.001768239	-0.462339634	1	O3	H50_C26_O3	0	26	50	3	0	0
1096	412.109866	0.002167214	-0.190422522	21	O3	H16_C29_O3	0	29	16	3	0	0
1178	422.094216	0.002162201	-0.185742891	23	O3	H14_C30_O3	0	30	14	3	0	0
1192	424.110026	0.00189531	0.192226062	22	O3	H16_C30_O3	0	30	16	3	0	0
1372	448.109756	0.001479325	-0.420600082	24	O3	H16_C32_O3	0	32	16	3	0	0
246	298.160266	0.006469752	-0.002163266	3	O3S1	H26_C16_O3_S	0	16	26	3	0	1
339	312.175916	0.025576799	-0.002303189	3	O3S1	H28_C17_O3_S	0	17	28	3	0	1
435	326.191566	0.037375002	-0.002431087	3	O3S1	H30_C18_O3_S	0	18	30	3	0	1
542	340.207216	0.032481273	-0.002548447	3	O3S1	H32_C19_O3_S	0	19	32	3	0	1
3	212.104826	0.001225653	-0.156125632	3	O4	H16_C11_O4	0	11	16	4	0	0
12	226.120506	0.002591219	-0.0141031	3	O4	H18_C12_O4	0	12	18	4	0	0
16	228.136166	0.00234799	0.029530609	2	O4	H20_C12_O4	0	12	20	4	0	0
24	238.026536	0.001546347	-0.305617185	11	O4	H6_C14_O4	0	14	6	4	0	0
25	238.120506	0.002537112	-0.013392379	4	O4	H18_C13_O4	0	13	18	4	0	0
29	240.042266	0.001342855	0.029915565	10	O4	H8_C14_O4	0	14	8	4	0	0
30	240.136166	0.005408961	0.028054916	3	O4	H20_C13_O4	0	13	20	4	0	0
35	242.151816	0.002135775	0.027515796	2	O4	H22_C13_O4	0	13	22	4	0	0
40	244.167436	0.001294547	-0.095880927	1	O4	H24_C13_O4	0	13	24	4	0	0
44	246.183126	0.001256999	0.067084208	0	O4	H26_C13_O4	0	13	26	4	0	0
46	250.026656	0.00120417	0.188999848	12	O4	H6_C15_O4	0	15	6	4	0	0
47	250.120566	0.00148465	0.227134461	5	O4	H18_C14_O4	0	14	18	4	0	0
51	252.042246	0.001367452	-0.050860521	11	O4	H8_C15_O4	0	15	8	4	0	0
53	252.136176	0.002677226	0.066380796	4	O4	H20_C14_O4	0	14	20	4	0	0
58	254.057916	0.001846016	0.027973936	10	O4	H10_C15_O4	0	15	10	4	0	0
60	254.151816	0.01146545	0.026216614	3	O4	H22_C14_O4	0	14	22	4	0	0
67	256.073566	0.001145615	0.027464764	9	O4	H12_C15_O4	0	15	12	4	0	0
69	256.167466	0.001865105	0.025721455	2	O4	H24_C14_O4	0	14	24	4	0	0
75	258.183166	0.002065436	0.218894984	1	O4	H26_C14_O4	0	14	26	4	0	0
83	262.026676	0.001688249	0.25667234	13	O4	H6_C16_O4	0	16	6	4	0	0
85	262.120466	0.001571726	-0.164767752	6	O4	H18_C15_O4	0	15	18	4	0	0
89	264.042176	0.001720325	-0.313658224	12	O4	H8_C16_O4	0	16	8	4	0	0
92	264.136106	0.004897961	-0.201649827	5	O4	H20_C15_O4	0	15	20	4	0	0
95	266.057896	0.001192137	-0.048459377	11	O4	H10_C16_O4	0	16	10	4	0	0
99	266.151816	0.001774642	0.025034584	4	O4	H22_C15_O4	0	15	22	4	0	0
104	268.167386	0.001983324	-0.273750664	3	O4	H24_C15_O4	0	15	24	4	0	0
114	270.183086	0.002354759	-0.08692254	2	O4	H26_C15_O4	0	15	26	4	0	0
125	272.198776	0.002349702	0.060400712	1	O4	H28_C15_O4	0	15	28	4	0	0
128	274.026586	0.001235409	-0.083002895	14	O4	H6_C17_O4	0	17	6	4	0	0
129	274.120426	0.001143709	-0.303476108	7	O4	H18_C16_O4	0	16	18	4	0	0
133	274.214446	0.001466103	0.13262248	0	O4	H30_C15_O4	0	15	30	4	0	0
135	276.042276	0.001315588	0.062240466	13	O4	H8_C17_O4	0	17	8	4	0	0
137	276.136126	0.002277846	-0.120458705	6	O4	H20_C16_O4	0	16	20	4	0	0
142	278.151796	0.00377022	-0.047948639	5	O4	H22_C16_O4	0	16	22	4	0	0
150	280.167436	0.002266146	-0.083560746	4	O4	H24_C16_O4	0	16	24	4	0	0
158	282.183136	0.002161827	0.093963801	3	O4	H26_C16_O4	0	16	26	4	0	0
170	284.198726	0.003138302	-0.118082866	2	O4	H28_C16_O4	0	16	28	4	0	0
183	286.214416	0.009273957	0.02224556	1	O4	H30_C16_O4	0	16	30	4	0	0
188	288.042266	0.002813096	0.024930369	14	O4	H8_C18_O4	0	18	8	4	0	0
196	288.230046	0.005518275	-0.047555764	0	O4	H32_C16_O4	0	16	32	4	0	0
198	290.057896	0.002968745	-0.044449747	13	O4	H10_C18_O4	0	18	10	4	0	0
202	290.151816	0.001467083	0.02296384	6	O4	H22_C17_O4	0	17	22	4	0	0
208	292.073506	0.001338095	-0.181348184	12	O4	H12_C18_O4	0	18	12	4	0	0
210	292.167466	0.002777693	0.022552135	5	O4	H24_C17_O4	0	17	24	4	0	0
221	294.183106	0.040794312	-0.011846363	4	O4	H26_C17_O4	0	17	26	4	0	0
233	296.198716	0.001258167	-0.147060057	3	O4	H28_C17_O4	0	17	28	4	0	0
248	298.214406	0.001936335	-0.01218251	2	O4	H30_C17_O4	0	17	30	4	0	0
257	300.042246	0.002214527	-0.042723984	15	O4	H8_C19_O4	0	19	8	4	0	0
264	300.230056	0.004267954	-0.012347198	1	O4	H32_C17_O4	0	17	32	4	0	0
272	302.057896	0.002513148	-0.04268387	14	O4	H10_C19_O4	0	19	10	4	0	0
274	302.151756	0.003076031	-0.176523879	7	O4	H22_C18_O4	0	18	22	4	0	0
278	302.245716	0.002572328	0.020575974	0	O4	H34_C17_O4	0	17	34	4	0	0
284	304.073556	0.002437073	-0.009757507	13	O4	H12_C19_O4	0	19	12	4	0	0
286	304.167376	0.001486637	-0.274227306	6	O4	H24_C18_O4	0	18	24	4	0	0
296	306.183086	0.002750726	-0.076702473	5	O4	H26_C18_O4	0	18	26	4	0	0
307	308.198746	0.004328368	-0.043994339	4	O4	H28_C18_O4	0	18	28	4	0	0
322	310.214416	0.003142601	0.020524513	3	O4	H30_C18_O4	0	18	30	4	0	0
330	312.042226	0.002786694	-0.105174868	16	O4	H8_C20_O4	0	20	8	4	0	0
341	312.230066	0.008209815	0.02015501	2	O4	H32_C18_O4	0	18	32	4	0	0
354	314.057916	0.074528967	0.022629584	15	O4	H10_C20_O4	0	20	10	4	0	0
362	314.245706	0.022107367	-0.012031986	1	O4	H34_C18_O4	0	18	34	4	0	0
376	316.073586	0.002369239	0.085527552	14	O4	H12_C20_O4	0	20	12	4	0	0
380	316.167386	0.001331897	-0.232190299	7	O4	H24_C19_O4	0	19	24	4	0	0
383	316.261366	0.016484803	0.019430132	0	O4	H36_C18_O4	0	18	36	4	0	0
390	318.183086	0.00212401	-0.073809706	6	O4	H26_C19_O4	0	19	26	4	0	0
412	324.042226	0.001750571	-0.101280011	17	O4	H8_C21_O4	0	21	8	4	0	0
419	324.229996	0.001595399	-0.196487064	3	O4	H32_C19_O4	0	19	32	4	0	0
428	326.057926	0.004060349	0.052466138	16	O4	H10_C21_O4	0	21	10	4	0	0
