	peakNo	mw	relativeAbundance	errorPPM	DBE	class	formula	z	C	H	O	N	S
0	1129	426.087526037	0.008463867669325591	0.25145068434164203	27.0	N1O1	H11_C31_13C_N_O	0	32	11	1	1	0
1	451	323.040436037	0.006791933058371632	-0.1539931054928953	17.0	N1O1S1	H9_C21_N_O_S	0	21	9	1	1	1
2	518	335.040416037	0.008053992888120004	-0.20817189990524174	18.0	N1O1S1	H9_C22_N_O_S	0	22	9	1	1	1
3	529	337.055976037	0.008720722325269674	-0.4741645641295337	17.0	N1O1S1	H11_C22_N_O_S	0	22	11	1	1	1
4	583	345.024666037	0.011940707173933623	-0.4917677391557352	20.0	N1O1S1	H7_C23_N_O_S	0	23	7	1	1	1
5	595	347.04031603699997	0.01060494810868553	-0.4891247272500329	19.0	N1O1S1	H9_C23_N_O_S	0	23	9	1	1	1
6	608	349.05603603699996	0.007546361543678074	-0.28597127578453585	18.0	N1O1S1	H11_C23_N_O_S	0	23	11	1	1	1
7	683	359.04047603699996	0.014024043818383031	-0.02714457166499451	20.0	N1O1S1	H9_C24_N_O_S	0	24	9	1	1	1
8	699	361.05598603699997	0.017624795633776922	-0.4149494973831833	19.0	N1O1S1	H11_C24_N_O_S	0	24	11	1	1	1
9	766	371.040306037	0.010796522041752049	-0.4844379358075305	21.0	N1O1S1	H9_C25_N_O_S	0	25	9	1	1	1
10	802	377.087296037	0.0074598948515356795	-0.37118195562656414	18.0	N1O1S1	H15_C25_N_O_S	0	25	15	1	1	1
11	842	383.04034603699995	0.012368412315206198	-0.3648336301674167	22.0	N1O1S1	H9_C26_N_O_S	0	26	9	1	1	1
12	877	387.07161603699996	0.013439546983694109	-0.4389213595464959	20.0	N1O1S1	H13_C26_N_O_S	0	26	13	1	1	1
13	929	395.04050603699994	0.007227774232676166	0.05127069183832909	23.0	N1O1S1	H9_C27_N_O_S	0	27	9	1	1	1
14	961	399.07168603699995	0.010490264499236571	-0.2503159293284474	21.0	N1O1S1	H13_C27_N_O_S	0	27	13	1	1	1
15	1004	405.11857603699997	0.008238073351617978	-0.3952324316262433	18.0	N1O1S1	H19_C27_N_O_S	0	27	19	1	1	1
16	1022	409.056116037	0.007669718207797499	-0.048453009746592786	23.0	N1O1S1	H11_C28_N_O_S	0	28	11	1	1	1
17	1064	415.10293603699995	0.0106553443300796	-0.3614573323632433	20.0	N1O1S1	H17_C28_N_O_S	0	28	17	1	1	1
18	817	379.06659603699995	0.007138014014762346	-0.2757668468757138	18.0	N1O2S1	H13_C24_N_O2_S	0	24	13	2	1	1
19	875	387.03523603699995	0.009335810768325613	-0.4247313542323231	21.0	N1O2S1	H9_C25_N_O2_S	0	25	9	2	1	1
20	891	389.05096603699997	0.013255832812411996	-0.2170923794015834	20.0	N1O2S1	H11_C25_N_O2_S	0	25	11	2	1	1
21	902	391.066696037	0.009205308301825579	-0.011593930181429991	19.0	N1O2S1	H13_C25_N_O2_S	0	25	13	2	1	1
22	977	401.05087603699997	0.00944176855219165	-0.4350071533306093	21.0	N1O2S1	H11_C26_N_O2_S	0	26	11	2	1	1
23	992	403.066566037	0.010055748806086043	-0.3337761335695301	20.0	N1O2S1	H13_C26_N_O2_S	0	26	13	2	1	1
24	1002	405.082166037	0.008722755557484833	-0.4557297641357846	19.0	N1O2S1	H15_C26_N_O2_S	0	26	15	2	1	1
25	1047	413.050846037	0.008458581265566178	-0.4949995912736409	22.0	N1O2S1	H11_C27_N_O2_S	0	27	11	2	1	1
26	1063	415.066516037	0.012661023920595198	-0.4445889823451255	21.0	N1O2S1	H13_C27_N_O2_S	0	27	13	2	1	1
27	1076	417.082326037	0.009349037642323772	-0.05900034226702994	20.0	N1O2S1	H15_C27_N_O2_S	0	27	15	2	1	1
28	1123	425.05092603699995	0.010420327519377728	-0.29281197219958405	23.0	N1O2S1	H11_C28_N_O2_S	0	28	11	2	1	1
29	1138	427.06661603699996	0.008435166501292975	-0.1979410161419907	22.0	N1O2S1	H13_C28_N_O2_S	0	28	13	2	1	1
30	1156	429.082386037	0.008805338931304838	0.08248299436435262	21.0	N1O2S1	H15_C28_N_O2_S	0	28	15	2	1	1
31	1168	431.097876037	0.007152221806897895	-0.289219703579086	20.0	N1O2S1	H17_C28_N_O2_S	0	28	17	2	1	1
32	767	371.058416037	0.0077736427594483765	0.4656247978660853	21.0	N1O3	H9_C25_N_O3	0	25	9	3	1	0
33	1086	419.06148603699995	0.00809671870218024	-0.3082459359742532	20.0	N1O3S1	H13_C26_N_O3_S	0	26	13	3	1	1
34	1155	429.04583603699996	0.012444861846496196	-0.30090025139652343	22.0	N1O3S1	H11_C27_N_O3_S	0	27	11	3	1	1
35	1178	433.07712603699997	0.007239315541647102	-0.3215316432351139	20.0	N1O3S1	H15_C27_N_O3_S	0	27	15	3	1	1
36	1225	441.045846037	0.0071103279107516465	-0.2700399539403461	23.0	N1O3S1	H11_C28_N_O3_S	0	28	11	3	1	1
37	1237	443.061496037	0.011046525791591004	-0.2689784625507875	22.0	N1O3S1	H13_C28_N_O3_S	0	28	13	3	1	1
38	1290	453.04596603699997	0.00782100310129065	0.001986553461024013	24.0	N1O3S1	H11_C29_N_O3_S	0	29	11	3	1	1
39	1313	457.077056037	0.010179229637058302	-0.4577958950516124	22.0	N1O3S1	H15_C29_N_O3_S	0	29	15	3	1	1
40	1326	459.09288603699997	0.007218837323443426	-0.06386942778665708	21.0	N1O3S1	H17_C29_N_O3_S	0	29	17	3	1	1
41	1373	467.061406037	0.011150794906258496	-0.4478511761322003	24.0	N1O3S1	H13_C30_N_O3_S	0	30	13	3	1	1
42	1386	469.07712603699997	0.009482268675414834	-0.29685523393275315	23.0	N1O3S1	H15_C30_N_O3_S	0	30	15	3	1	1
43	697	361.03766603699995	0.011318274261532544	0.4382035862152641	20.0	N1O4	H7_C23_N_O4	0	23	7	4	1	0
44	719	365.06891603699995	0.008491063314267595	0.2959989066594344	18.0	N1O4	H11_C23_N_O4	0	23	11	4	1	0
45	790	375.053256037	0.008547711336701864	0.2616535076134576	20.0	N1O4	H9_C24_N_O4	0	24	9	4	1	0
46	903	391.084616037	0.007604881381418818	0.403968843309272	19.0	N1O4	H13_C25_N_O4	0	25	13	4	1	0
47	979	401.06900603699995	0.0074297036812690535	0.493830231259931	21.0	N1O4	H11_C26_N_O4	0	26	11	4	1	0
48	1271	449.07201603699997	0.011997960509775458	-0.3649481467977224	20.0	N1O4S1	H15_C27_N_O4_S	0	27	15	4	1	1
49	1312	457.04085603699997	0.009966221401021286	-0.051942839909803216	23.0	N1O4S1	H11_C28_N_O4_S	0	28	11	4	1	1
50	1339	461.072076037	0.00723676701699268	-0.2253183513200627	21.0	N1O4S1	H15_C28_N_O4_S	0	28	15	4	1	1
51	1466	485.07197603699996	0.011308825164031864	-0.42032525080715305	23.0	N1O4S1	H15_C30_N_O4_S	0	30	15	4	1	1
52	800	377.03255603699995	0.007346943369683759	0.354261184837139	20.0	N1O5	H7_C23_N_O5	0	23	7	5	1	0
53	815	379.048096037	0.007686297586822181	0.061981580305385024	19.0	N1O5	H9_C23_N_O5	0	23	9	5	1	0
54	991	403.048216037	0.007417420475352433	0.35602192064334565	21.0	N1O5	H9_C25_N_O5	0	25	9	5	1	0
55	1001	405.063906037	0.010024387363231451	0.4528174375726306	20.0	N1O5	H11_C25_N_O5	0	25	11	5	1	0
56	1167	431.07958603699996	0.007737072517117393	0.4949109327372309	21.0	N1O5	H13_C27_N_O5	0	27	13	5	1	0
57	1250	445.095196037	0.00759227534168483	0.38929200208492587	21.0	N1O5	H15_C28_N_O5	0	28	15	5	1	0
58	1465	485.035736037	0.007600880104586237	-0.1203622653899217	24.0	N1O5S1	H11_C29_N_O5_S	0	29	11	5	1	1
59	1085	419.043036037	0.00891996666567002	0.11658468414422304	21.0	N1O6	H9_C25_N_O6	0	25	9	6	1	0
60	1325	459.074376037	0.007215640026982947	0.1932279487067268	22.0	N1O6	H13_C28_N_O6	0	28	13	6	1	0
61	1338	461.05358603699995	0.010286683631500992	0.07404779196854164	22.0	N1O7	H11_C27_N_O7	0	27	11	7	1	0
62	1609	516.126476037	0.0158868663405416	0.41227297919453054	31.0	N2O1	H16_C38_N2_O	0	38	16	1	2	0
63	1698	538.204746037	0.011083018429638963	0.4318337986154088	27.0	N2O1	H26_C39_N2_O	0	39	26	1	2	0
64	1799	572.189066037	0.0073892966831854935	0.3538847769416766	31.0	N2O1	H24_C42_N2_O	0	42	24	1	2	0
65	1590	512.0799260370002	0.008125807891627966	0.4276930005836259	29.0	N2O4	H12_C34_N2_O4	0	34	12	4	2	0
66	86	238.116566037	0.0068934611897628105	0.3339162885240609	0.0	N2O6	H18_C8_N2_O6	0	8	18	6	2	0
67	131	252.13215603700002	0.007540438784797885	0.07709052375082934	0.0	N2O6	H20_C9_N2_O6	0	9	20	6	2	0
68	520	335.232896037	0.012067444280621458	-0.3715416996668362	9.0	O1	H30_C23_13C_O	0	24	30	1	0	0
69	348	304.04310603700003	0.011418389994972732	0.19468621011810391	5.0	O10	H12_C11_O10	0	11	12	10	0	0
70	368	309.996176037	0.01036865237939947	0.2561805794875068	9.0	O10	H6_C12_O10	0	12	6	10	0	0
71	381	312.01178603700004	0.013070935951856636	0.12608818560937246	8.0	O10	H8_C12_O10	0	12	8	10	0	0
72	397	314.027386037	0.012157521124010005	-0.03417854775655623	7.0	O10	H10_C12_O10	0	12	10	10	0	0
73	413	316.04303603700004	0.01041451340649377	-0.03419471000668313	6.0	O10	H12_C12_O10	0	12	12	10	0	0
74	427	318.058676037	0.012633753775541495	-0.06565140832477047	5.0	O10	H14_C12_O10	0	12	14	10	0	0
75	452	324.011726037	0.011576876565930264	-0.06376003802312145	9.0	O10	H8_C13_O10	0	13	8	10	0	0
76	463	326.027446037	0.014528934179548647	0.15111304464508646	8.0	O10	H10_C13_O10	0	13	10	10	0	0
77	492	330.058666037	0.014638415197863854	-0.0935621547444284	6.0	O10	H14_C13_O10	0	13	14	10	0	0
78	504	332.074406037	0.011756102105482424	0.17780653667927807	5.0	O10	H16_C13_O10	0	13	16	10	0	0
79	521	336.01178603700004	0.012800075274912864	0.117082202544565	10.0	O10	H8_C14_O10	0	14	8	10	0	0
80	531	338.02734603700003	0.0197240256353891	-0.15008549047293798	9.0	O10	H10_C14_O10	0	14	10	10	0	0
81	545	340.043066037	0.021425440561377216	0.05644285088565462	8.0	O10	H12_C14_O10	0	14	12	10	0	0
82	559	342.058746037	0.017227253725229087	0.1435981408197735	7.0	O10	H14_C14_O10	0	14	14	10	0	0
83	574	344.074326037	0.016080610089361395	-0.060902538731914514	6.0	O10	H16_C14_O10	0	14	16	10	0	0
84	584	345.99623603699996	0.007061809713006697	0.4029379094754254	12.0	O10	H6_C15_O10	0	15	6	10	0	0
85	589	346.09005603699995	0.010156432602877949	0.1703920669159335	5.0	O10	H18_C14_O10	0	14	18	10	0	0
86	599	348.011696037	0.015141281639328269	-0.1455669467057638	11.0	O10	H8_C15_O10	0	15	8	10	0	0
87	611	350.02739603699996	0.024741754054469912	-0.0020941217379990304	10.0	O10	H10_C15_O10	0	15	10	10	0	0
88	624	352.04304603699995	0.027422271177625253	-0.002292333123479045	9.0	O10	H12_C15_O10	0	15	12	10	0	0
89	640	354.058726037	0.026262956314425837	0.08224341849059523	8.0	O10	H14_C15_O10	0	15	14	10	0	0
90	658	356.074376037	0.026940919747585675	0.08157003697537929	7.0	O10	H16_C15_O10	0	15	16	10	0	0
91	674	358.09003603699995	0.01485016003617328	0.10883017135059488	6.0	O10	H18_C15_O10	0	15	18	10	0	0
92	686	360.01168603699995	0.020022575520514896	-0.16849175273304512	12.0	O10	H8_C16_O10	0	16	8	10	0	0
93	691	360.105626037	0.00933925019014912	-0.058602250197595976	5.0	O10	H20_C15_O10	0	15	20	10	0	0
94	700	362.027456037	0.029832861979404393	0.16370857788534113	11.0	O10	H10_C16_O10	0	16	10	10	0	0
95	704	362.12139603699995	0.007259719259739076	0.27290019620984196	4.0	O10	H22_C15_O10	0	15	22	10	0	0
96	712	364.04309603699994	0.038438428861184336	0.13512960577372987	10.0	O10	H12_C16_O10	0	16	12	10	0	0
97	726	366.058726037	0.038048352484663164	0.07954734556106373	9.0	O10	H14_C16_O10	0	16	14	10	0	0
98	741	368.074376037	0.025954401685132928	0.07891068194435655	8.0	O10	H16_C16_O10	0	16	16	10	0	0
99	755	370.09001603699994	0.024572561196626756	0.05126050191152008	7.0	O10	H18_C16_O10	0	16	18	10	0	0
100	769	372.011736037	0.016251485408060456	-0.028652321861812914	13.0	O10	H8_C17_O10	0	17	8	10	0	0
101	773	372.10565603699996	0.01672847547739423	0.023909875861917156	6.0	O10	H20_C16_O10	0	16	20	10	0	0
102	782	374.02744603699995	0.033417174103483036	0.1317202802375071	12.0	O10	H10_C17_O10	0	17	10	10	0	0
103	793	376.04306603699996	0.037763268494727234	0.05103936704190882	11.0	O10	H12_C17_O10	0	17	12	10	0	0
104	808	378.05864603699996	0.03950919102911375	-0.13458493946958175	10.0	O10	H14_C17_O10	0	17	14	10	0	0
105	816	379.06218603699995	0.007766586978036075	0.35424002976598823	10.0	O10	H14_C16_13C_O10	0	17	14	10	0	0
106	822	380.07436603699995	0.03354364425143728	0.05010861490910637	9.0	O10	H16_C17_O10	0	17	16	10	0	0
107	833	382.09000603699997	0.02582344911379137	0.023478761176700325	8.0	O10	H18_C17_O10	0	17	18	10	0	0
108	844	384.01174603699997	0.015188207397185625	-0.0017160932510761455	14.0	O10	H8_C18_O10	0	18	8	10	0	0
109	849	384.10559603699994	0.01896465220516854	-0.13304414333698034	7.0	O10	H20_C17_O10	0	17	20	10	0	0
110	861	386.02741603699997	0.027172556115719136	0.049910962866858366	13.0	O10	H10_C18_O10	0	18	10	10	0	0
111	866	386.12128603699995	0.012061335271462015	-0.028946863020505788	6.0	O10	H22_C17_O10	0	17	22	10	0	0
112	880	388.043056037	0.039681360787253615	0.02369067013675616	12.0	O10	H12_C18_O10	0	18	12	10	0	0
113	885	388.13695603699995	0.008838891919111951	0.022541012600901283	5.0	O10	H24_C17_O10	0	17	24	10	0	0
114	894	390.05866603699997	0.0444913953115987	-0.07917014202054444	11.0	O10	H14_C18_O10	0	18	14	10	0	0
115	909	392.07440603699996	0.04181245510747436	0.1505964152418948	10.0	O10	H16_C18_O10	0	18	16	10	0	0
116	922	394.09005603699995	0.030932511565645675	0.1496383861602919	9.0	O10	H18_C18_O10	0	18	18	10	0	0
117	933	396.011856037	0.007332909411142176	0.2761053698698516	15.0	O10	H8_C19_O10	0	19	8	10	0	0
118	938	396.105696037	0.034865145857808685	0.12344432430137943	8.0	O10	H20_C18_O10	0	18	20	10	0	0
119	947	398.02744603699995	0.02272621251166796	0.123777896471825	14.0	O10	H10_C19_O10	0	19	10	10	0	0
120	952	398.12132603699996	0.021454917772240047	0.07239752847051269	7.0	O10	H22_C18_O10	0	18	22	10	0	0
121	965	400.043076037	0.031573007650962805	0.07297464146855917	13.0	O10	H12_C19_O10	0	19	12	10	0	0
122	970	400.13701603699997	0.01276180084252673	0.17181364702733026	6.0	O10	H24_C18_O10	0	18	24	10	0	0
123	982	402.058656037	0.035352963276709615	-0.1016791938296862	12.0	O10	H14_C19_O10	0	19	14	10	0	0
124	995	404.074396037	0.03683152353523096	0.12137616366363525	11.0	O10	H16_C19_O10	0	19	16	10	0	0
125	1007	406.09000603699997	0.02874224242753548	0.02209116172863741	10.0	O10	H18_C19_O10	0	19	18	10	0	0
126	1018	408.10574603699996	0.027150122269583327	0.2423318000392505	9.0	O10	H20_C19_O10	0	19	20	10	0	0
127	1024	410.027366037	0.015805636385417487	-0.07495353374561617	15.0	O10	H10_C20_O10	0	20	10	10	0	0
128	1029	410.12130603699995	0.025437172242966915	0.02151314720854252	8.0	O10	H22_C19_O10	0	19	22	10	0	0
129	1036	412.04293603699995	0.02633052481156687	-0.2689210037370105	14.0	O10	H12_C20_O10	0	20	12	10	0	0
130	1041	412.13692603699997	0.022605283309521444	-0.051562960321316575	7.0	O10	H24_C19_O10	0	19	24	10	0	0
131	1052	414.058726037	0.030053012913650694	0.07032577299942216	13.0	O10	H14_C20_O10	0	20	14	10	0	0
132	1057	414.15257603699996	0.01180441853209152	-0.05149068534471285	6.0	O10	H26_C19_O10	0	19	26	10	0	0
133	1067	416.074326037	0.03572079516154555	-0.050363597695913406	12.0	O10	H16_C20_O10	0	20	16	10	0	0
134	1079	418.08994603699995	0.032532752235773184	-0.12205268388535265	11.0	O10	H18_C20_O10	0	20	18	10	0	0
135	1093	420.10563603699995	0.03190666571372746	-0.026429066907372997	10.0	O10	H20_C20_O10	0	20	20	10	0	0
136	1100	422.02751603699994	0.010911447776564031	0.28260479582533565	16.0	O10	H10_C21_O10	0	21	10	10	0	0
137	1105	422.12125603699997	0.02722453856865816	-0.09754780036603848	9.0	O10	H22_C20_O10	0	20	22	10	0	0
138	1113	424.043076037	0.0186705909517727	0.06884442099281532	15.0	O10	H12_C21_O10	0	21	12	10	0	0
139	1118	424.137006037	0.02941464628985967	0.1385142045333093	8.0	O10	H24_C20_O10	0	20	24	10	0	0
140	1124	425.14021603699996	0.008856560862270253	-0.20250024995689586	8.0	O10	H24_C19_13C_O10	0	20	24	10	0	0
141	1127	426.058726037	0.026900115415573047	0.06834503836257359	14.0	O10	H14_C21_O10	0	21	14	10	0	0
142	1133	426.152586037	0.02238654787739745	-0.026574988201161148	7.0	O10	H26_C20_O10	0	20	26	10	0	0
143	1144	428.074376037	0.02958598102591422	0.06785035882832832	13.0	O10	H16_C21_O10	0	21	16	10	0	0
144	1149	428.16818603699994	0.013155571182919728	-0.14339925759463693	6.0	O10	H28_C20_O10	0	20	28	10	0	0
145	1161	430.089976037	0.03091767052256067	-0.048894420260537114	12.0	O10	H18_C21_O10	0	21	18	10	0	0
146	1172	432.10559603699994	0.025993672556513053	-0.11826507326997705	11.0	O10	H20_C21_O10	0	21	20	10	0	0
147	1179	433.108956037	0.008137336783913618	-0.10607723389582087	11.0	O10	H20_C20_13C_O10	0	21	20	10	0	0
148	1185	434.12135603699994	0.026301702580852737	0.1354989777460425	10.0	O10	H22_C21_O10	0	21	22	10	0	0
149	1190	436.042966037	0.01056042497943052	-0.1853188934456	16.0	O10	H12_C22_O10	0	22	12	10	0	0
150	1195	436.136946037	0.025897645016702428	-0.0028683651455298463	9.0	O10	H24_C21_O10	0	21	24	10	0	0
151	1203	438.05876603699994	0.018258738813435732	0.15778476621688356	15.0	O10	H14_C22_O10	0	22	14	10	0	0
152	1208	438.15255603699995	0.019886345857927888	-0.09431646433996513	8.0	O10	H26_C21_O10	0	21	26	10	0	0
153	1214	440.074446037	0.01720928367745266	0.2250641928997465	14.0	O10	H16_C22_O10	0	22	16	10	0	0
154	1219	440.16827603699994	0.012899129381761321	0.06497742239468697	7.0	O10	H28_C21_O10	0	21	28	10	0	0
155	1229	442.09007603699996	0.02000595889143436	0.17863101723851996	13.0	O10	H18_C22_O10	0	22	18	10	0	0
156	1242	444.10558603699997	0.019636615275165168	-0.13758665027317316	12.0	O10	H20_C22_O10	0	22	20	10	0	0
157	1245	444.19945603699995	0.009436376606607323	-0.20609435416165806	5.0	O10	H32_C21_O10	0	21	32	10	0	0
158	1255	446.121316037	0.02189915262579617	0.04219255899998642	11.0	O10	H22_C22_O10	0	22	22	10	0	0
159	1259	446.21516603699996	0.009922030418097607	-0.07086491530326715	4.0	O10	H34_C21_O10	0	21	34	10	0	0
160	1266	448.136876037	0.02499125803272621	-0.15899383384509697	10.0	O10	H24_C22_O10	0	22	24	10	0	0
161	1274	450.05882603699996	0.010330318967758241	0.28689360709667383	16.0	O10	H14_C23_O10	0	23	14	10	0	0
162	1277	450.15251603699994	0.024052752188093114	-0.18066099164697408	9.0	O10	H26_C22_O10	0	22	26	10	0	0
163	1282	452.074376037	0.01655330398558711	0.06424827762621524	15.0	O10	H16_C23_O10	0	23	16	10	0	0
164	1286	452.16822603699995	0.024309367822845488	-0.04732530672975816	8.0	O10	H28_C22_O10	0	22	28	10	0	0
165	1293	454.08998603699996	0.015837190286893968	-0.02428813747437034	14.0	O10	H18_C23_O10	0	23	18	10	0	0
166	1298	454.183836037	0.014715221708855747	-0.1353482776844685	7.0	O10	H30_C22_O10	0	22	30	10	0	0
167	1305	456.10556603699996	0.02187251883586324	-0.17781629077993846	13.0	O10	H20_C23_O10	0	23	20	10	0	0
168	1318	458.12137603699995	0.0197703926424087	0.17205702263655434	12.0	O10	H22_C23_O10	0	23	22	10	0	0
169	1322	458.215156037	0.009067905262479291	-0.09083287497474292	5.0	O10	H34_C22_O10	0	22	34	10	0	0
170	1332	460.13695603699995	0.02590732692705217	0.019013904234638286	11.0	O10	H24_C23_O10	0	23	24	10	0	0
171	1342	462.05882603699996	0.010486365660057579	0.2794427738019443	17.0	O10	H14_C24_O10	0	24	14	10	0	0
172	1346	462.15260603699994	0.02401488440215001	0.018770856092124182	10.0	O10	H26_C23_O10	0	23	26	10	0	0
173	1350	463.15599603699997	0.00728971486721249	0.0946441380815768	10.0	O10	H26_C22_13C_O10	0	23	26	10	0	0
174	1353	464.07452603699994	0.008016941499234287	0.3858108773336086	16.0	O10	H16_C24_O10	0	24	16	10	0	0
175	1357	464.168306037	0.02681410814078614	0.12624946429071096	9.0	O10	H28_C23_O10	0	23	28	10	0	0
176	1365	466.089976037	0.0131794577812337	-0.04511789808697377	15.0	O10	H18_C24_O10	0	24	18	10	0	0
177	1370	466.183926037	0.023802667729799814	0.061192586117069174	8.0	O10	H30_C23_O10	0	23	30	10	0	0
178	1378	468.105696037	0.011309113851964704	0.1044571779689477	14.0	O10	H20_C24_O10	0	24	20	10	0	0
179	1383	468.199536037	0.010387386053320822	-0.02466256190703088	7.0	O10	H32_C23_O10	0	23	32	10	0	0
180	1392	470.121336037	0.015831025402650755	0.08258080835398522	13.0	O10	H22_C24_O10	0	24	22	10	0	0
181	1397	470.215226037	0.007712782376531709	0.060353213682882816	6.0	O10	H34_C23_O10	0	23	34	10	0	0
182	1401	472.13699603699996	0.02265106673233272	0.10325181131491272	12.0	O10	H24_C24_O10	0	24	24	10	0	0
183	1404	472.230986037	0.009933283039135704	0.29287574098227825	5.0	O10	H36_C23_O10	0	23	36	10	0	0
184	1410	474.058616037	0.008307386393041332	-0.17061392261347086	18.0	O10	H14_C25_O10	0	25	14	10	0	0
185	1413	474.15264603699995	0.02159749236100688	0.10265681417165164	11.0	O10	H26_C24_O10	0	24	26	10	0	0
186	1422	476.168286037	0.02168183269579449	0.08106587755521022	10.0	O10	H28_C24_O10	0	24	28	10	0	0
187	1427	478.089776037	0.008043727393561939	-0.4623169352773003	16.0	O10	H18_C25_O10	0	25	18	10	0	0
188	1430	478.18385603699994	0.02923600433451583	-0.08673023865150248	9.0	O10	H30_C24_O10	0	24	30	10	0	0
189	1433	479.187236037	0.008124072659859606	-0.03404306036650274	9.0	O10	H30_C23_13C_O10	0	24	30	10	0	0
190	1442	480.199556037	0.0224670390397472	0.017603098248889906	8.0	O10	H32_C24_O10	0	24	32	10	0	0
191	1449	482.12125603699997	0.01188037139597018	-0.08540797465067294	14.0	O10	H22_C25_O10	0	25	22	10	0	0
192	1454	482.21527603699997	0.01264014526429113	0.16253943819945374	7.0	O10	H34_C24_O10	0	24	34	10	0	0
193	1459	484.136896037	0.014965200625324138	-0.10586055395005982	13.0	O10	H24_C25_O10	0	25	24	10	0	0
194	1470	486.152656037	0.01813580742078726	0.120692542392495	12.0	O10	H26_C25_O10	0	25	26	10	0	0
195	1481	488.16818603699994	0.02264459763930006	-0.12577427566878466	11.0	O10	H28_C25_O10	0	25	28	10	0	0
196	1488	490.090026037	0.007315190801242741	0.05911362894592832	17.0	O10	H18_C26_O10	0	26	18	10	0	0
197	1491	490.18398603699995	0.026040806293848903	0.18059953523813232	10.0	O10	H30_C25_O10	0	25	30	10	0	0
198	1498	492.105466037	0.008586423457244238	-0.3680166396991582	16.0	O10	H20_C26_O10	0	26	20	10	0	0
199	1501	492.19954603699995	0.023734444252510083	-0.0031430342088196693	9.0	O10	H32_C25_O10	0	25	32	10	0	0
200	1508	494.121476037	0.0072415691700260425	0.3619008859444821	15.0	O10	H22_C26_O10	0	26	22	10	0	0
201	1511	494.214976037	0.019654340093407247	-0.4484303607253299	8.0	O10	H34_C25_O10	0	25	34	10	0	0
202	1518	496.13686603699995	0.01071712975604988	-0.16376731008169154	14.0	O10	H24_C26_O10	0	26	24	10	0	0
203	1522	496.230736037	0.008806807204339602	-0.22508682339133024	7.0	O10	H36_C25_O10	0	25	36	10	0	0
204	1529	498.15262603699995	0.015594450297945813	0.057562679725267865	13.0	O10	H26_C26_O10	0	26	26	10	0	0
205	1537	500.16842603699996	0.01409213692047729	0.35708171631524704	12.0	O10	H28_C26_O10	0	26	28	10	0	0
206	1548	502.18396603699995	0.019926163063460487	0.1364579610016066	11.0	O10	H30_C26_O10	0	26	30	10	0	0
207	1558	504.199556037	0.024231214101500344	0.01676518724140311	10.0	O10	H32_C26_O10	0	26	32	10	0	0
208	1565	506.12123603699996	0.007518805814862852	-0.12087420101067367	16.0	O10	H22_C27_O10	0	27	22	10	0	0
209	1568	506.21528603699994	0.02291633990089896	0.17458777415611504	9.0	O10	H34_C26_O10	0	26	34	10	0	0
210	1577	508.23081603699995	0.016353448123436552	-0.06236339674454035	8.0	O10	H36_C26_O10	0	26	36	10	0	0
211	1583	510.15264603699995	0.007916645723857488	0.09541261904909724	14.0	O10	H26_C27_O10	0	27	26	10	0	0
212	1588	510.24625603699997	0.007832457493464602	-0.4738280724171777	7.0	O10	H38_C26_O10	0	26	38	10	0	0
213	1594	512.1681360370001	0.01199429448344553	-0.21750474521106491	13.0	O10	H28_C27_O10	0	27	28	10	0	0
214	1602	514.1839060369999	0.018629153368810616	0.01658356084426743	12.0	O10	H30_C27_O10	0	27	30	10	0	0
215	1611	516.199516037	0.01836308553238624	-0.061113966729179785	11.0	O10	H32_C27_O10	0	27	32	10	0	0
216	1614	516.293446037	0.009748929408561494	-0.003856334012614155	4.0	O10	H44_C26_O10	0	26	44	10	0	0
217	1621	518.215186037	0.021606243019960367	-0.02242504718476297	10.0	O10	H34_C27_O10	0	27	34	10	0	0
218	1630	520.230796037	0.019750783592174862	-0.09936935763600688	9.0	O10	H36_C27_O10	0	27	36	10	0	0
219	1649	526.183916037	0.008132025546783637	0.03521012235645251	13.0	O10	H30_C28_O10	0	28	30	10	0	0
220	1654	528.199566037	0.013148754422699131	0.03493565902977746	12.0	O10	H32_C28_O10	0	28	32	10	0	0
221	1662	530.215186037	0.01824174968379669	-0.021917516330679933	11.0	O10	H34_C28_O10	0	28	34	10	0	0
222	1666	530.3089460369999	0.013572315495258364	-0.2867479441975972	4.0	O10	H46_C27_O10	0	27	46	10	0	0
223	1671	532.230746037	0.02332200542579347	-0.1910731403049092	10.0	O10	H36_C28_O10	0	28	36	10	0	0
224	1681	534.246596037	0.02215933184922489	0.1838682750003656	9.0	O10	H38_C28_O10	0	28	38	10	0	0
225	1690	536.262316037	0.013018171247744756	0.31357228530349274	8.0	O10	H40_C28_O10	0	28	40	10	0	0
226	1697	538.183696037	0.007780369498700669	-0.3743573085377827	14.0	O10	H30_C29_O10	0	29	30	10	0	0
227	1703	540.199376037	0.011077316066922556	-0.3175623809394193	13.0	O10	H32_C29_O10	0	29	32	10	0	0
228	1710	542.215276037	0.012654579660933104	0.14455328624134264	12.0	O10	H34_C29_O10	0	29	34	10	0	0
229	1719	544.2308260369999	0.018577074686560648	-0.03986360005496295	11.0	O10	H36_C29_O10	0	29	36	10	0	0
230	1721	544.3247060369999	0.030033034467029682	-0.07741518903742517	4.0	O10	H48_C28_O10	0	28	48	10	0	0
