	peakNo	mw	relativeAbundance	errorPPM	DBE	class	formula	z	C	H	O	N	S
461	1393	470.142506037	0.009648528091359784	0.16887432848702222	8.0	O12	H26_C21_O12	0	21	26	12	0	0
462	1399	472.064176037	0.02546730753814977	-0.00049781370377246	14.0	O12	H16_C22_O12	0	22	16	12	0	0
463	1411	474.07980603699997	0.02872400852519678	-0.042838778992165566	13.0	O12	H18_C22_O12	0	22	18	12	0	0
464	1420	476.095516037	0.021878851345357785	0.08321229382733777	12.0	O12	H20_C22_O12	0	22	20	12	0	0
465	1428	478.11115603699994	0.015065428108931878	0.06179107015039392	11.0	O12	H22_C22_O12	0	22	22	12	0	0
466	1434	480.032816037	0.01064542960688079	-0.12517269236828232	17.0	O12	H12_C23_O12	0	23	12	12	0	0
467	1438	480.12686603699996	0.013115331810087495	0.18634449845206846	10.0	O12	H24_C22_O12	0	22	24	12	0	0
468	1445	482.04849603699995	0.01974752731645929	-0.06256839349509916	16.0	O12	H14_C23_O12	0	23	14	12	0	0
469	1450	482.142296037	0.008914686470253248	-0.27088475965436737	9.0	O12	H26_C22_O12	0	22	26	12	0	0
470	1457	484.06423603699994	0.02494299437702957	0.12346501880090426	15.0	O12	H16_C23_O12	0	23	16	12	0	0
471	1460	484.158036037	0.008680982724020098	-0.08402008634875065	8.0	O12	H28_C22_O12	0	22	28	12	0	0
472	1468	486.079776037	0.023437781703547367	-0.1034994716849503	14.0	O12	H18_C23_O12	0	23	18	12	0	0
473	1479	488.095446037	0.021245929438063537	-0.062248071089655736	13.0	O12	H20_C23_O12	0	23	20	12	0	0
474	1489	490.110956037	0.01833566017876649	-0.3477926741376554	12.0	O12	H22_C23_O12	0	23	22	12	0	0
475	1492	490.205006037	0.008920497478965887	-0.042637263533022884	5.0	O12	H34_C22_O12	0	22	34	12	0	0
476	1499	492.126716037	0.015476206203991838	-0.12299880904984473	11.0	O12	H24_C23_O12	0	23	24	12	0	0
477	1504	494.048396037	0.01763895686334266	-0.2634579953291806	17.0	O12	H14_C24_O12	0	24	14	12	0	0
478	1509	494.142386037	0.013888183552183206	-0.08217267153844532	10.0	O12	H26_C23_O12	0	23	26	12	0	0
479	1514	496.06420603699996	0.019458432737176817	0.060002313530827016	16.0	O12	H16_C24_O12	0	24	16	12	0	0
480	1519	496.15798603699994	0.007632241547440827	-0.18276235097212973	9.0	O12	H28_C23_O12	0	23	28	12	0	0
481	1525	498.079776037	0.021684738200150808	-0.10100590796288676	15.0	O12	H18_C24_O12	0	24	18	12	0	0
482	1535	500.09548603699994	0.020471687027216082	0.019230327522965527	14.0	O12	H20_C24_O12	0	24	20	12	0	0
483	1546	502.11114603699997	0.019080596108173763	0.03892166127961688	13.0	O12	H22_C24_O12	0	24	22	12	0	0
484	1556	504.12679603699996	0.012781599247211138	0.038619252545746566	12.0	O12	H24_C24_O12	0	24	24	12	0	0
485	1559	504.22059603699995	0.020671114513724363	-0.16059439189805386	5.0	O12	H36_C23_O12	0	23	36	12	0	0
486	1562	506.048456037	0.010293745621255936	-0.13864482572659098	18.0	O12	H14_C25_O12	0	25	14	12	0	0
487	1566	506.142276037	0.011638376408139028	-0.2975546740863953	11.0	O12	H26_C24_O12	0	24	26	12	0	0
488	1571	508.06425603699995	0.01338448208863348	0.15699785816794973	17.0	O12	H16_C25_O12	0	25	16	12	0	0
489	1574	508.158086037	0.012402319178543888	0.018342717058525804	10.0	O12	H28_C24_O12	0	24	28	12	0	0
490	1580	510.079956037	0.015397614794490446	0.2542562169886854	16.0	O12	H18_C25_O12	0	25	18	12	0	0
491	1584	510.173706037	0.008935422334676554	-0.04067830183244511	9.0	O12	H30_C24_O12	0	24	30	12	0	0
492	1591	512.095486037	0.014336938079182491	0.018779700650807682	15.0	O12	H20_C25_O12	0	25	20	12	0	0
493	1600	514.111086037	0.01619425380141786	-0.07869310965482823	14.0	O12	H22_C25_O12	0	25	22	12	0	0
494	1619	518.142416037	0.01443830789783631	-0.02046734568501461	12.0	O12	H26_C25_O12	0	25	26	12	0	0
495	1622	518.236376037	0.009767290581924343	0.09445689689725538	5.0	O12	H38_C24_O12	0	24	38	12	0	0
496	1625	520.064146037	0.00790062509567056	-0.058137058996559784	18.0	O12	H16_C26_O12	0	26	16	12	0	0
497	1628	520.158176037	0.013673132771417068	0.19094384087170305	11.0	O12	H28_C25_O12	0	25	28	12	0	0
498	1635	522.0795760369999	0.010733681197532676	-0.4794460681002101	17.0	O12	H18_C26_O12	0	26	18	12	0	0
499	1638	522.1738660369999	0.011185092895182614	0.2666678841084051	10.0	O12	H30_C25_O12	0	25	30	12	0	0
500	1642	524.0954660369999	0.013220237279875762	-0.01981127616999288	16.0	O12	H20_C26_O12	0	26	20	12	0	0
501	1646	526.111106037	0.0151314321037272	-0.038883421715188216	15.0	O12	H22_C26_O12	0	26	22	12	0	0
502	1652	528.126836037	0.016483152817907125	0.11260363221329996	14.0	O12	H24_C26_O12	0	26	24	12	0	0
503	1660	530.142486037	0.014064947483877929	0.11203591802562564	13.0	O12	H26_C26_O12	0	26	26	12	0	0
504	1669	532.158166037	0.010775764448129495	0.16784671497902273	12.0	O12	H28_C26_O12	0	26	28	12	0	0
505	1672	532.251876037	0.013061263354020856	-0.1899908757274372	5.0	O12	H40_C25_O12	0	25	40	12	0	0
506	1679	534.173766037	0.014619498377834569	0.0734723462654834	11.0	O12	H30_C26_O12	0	26	30	12	0	0
507	1685	536.095586037	0.011311168813379107	0.2044728640980401	17.0	O12	H20_C27_O12	0	27	20	12	0	0
508	1688	536.189436037	0.014378617787507602	0.11035838451335693	10.0	O12	H32_C26_O12	0	26	32	12	0	0
509	1694	538.111086037	0.011404030098442463	-0.07518336105324297	16.0	O12	H22_C27_O12	0	27	22	12	0	0
510	1704	540.220846037	0.00907158060132318	0.3128812988817455	8.0	O12	H36_C26_O12	0	26	36	12	0	0
511	1708	542.1424760369999	0.010016260642713456	0.09111073622908528	14.0	O12	H26_C27_O12	0	27	26	12	0	0
512	1717	544.158126037	0.013567466779655191	0.09063725716102174	13.0	O12	H28_C27_O12	0	27	28	12	0	0
513	1726	546.173736037	0.01523688080349662	0.016930510146910573	12.0	O12	H30_C27_O12	0	27	30	12	0	0
514	1732	548.189376037	0.01695714115357364	-0.0015086027642650555	11.0	O12	H32_C27_O12	0	27	32	12	0	0
515	1736	550.111346037	0.008182977414844137	0.3990882964676126	17.0	O12	H22_C28_O12	0	28	22	12	0	0
516	1738	550.204946037	0.012164288217489468	-0.14703793652833544	10.0	O12	H34_C27_O12	0	27	34	12	0	0
517	1744	552.126726037	0.011913719508470116	-0.0915206556024966	16.0	O12	H24_C28_O12	0	28	24	12	0	0
518	1749	552.220866037	0.013353685604959285	0.34229963329182106	9.0	O12	H36_C27_O12	0	27	36	12	0	0
519	1754	554.142376037	0.0095684187420825	-0.09132129601367213	15.0	O12	H26_C28_O12	0	28	26	12	0	0
520	1759	556.158076037	0.01341516061379748	-0.0012208758819292095	14.0	O12	H28_C28_O12	0	28	28	12	0	0
521	1764	558.173696037	0.00907045689130503	-0.05509575290109607	13.0	O12	H30_C28_O12	0	28	30	12	0	0
522	1772	560.189226037	0.011343734674706191	-0.26924295034623724	12.0	O12	H32_C28_O12	0	28	32	12	0	0
523	1775	560.283226037	0.009856141277641155	-0.09150907537213286	5.0	O12	H44_C27_O12	0	27	44	12	0	0
524	1776	562.205146037	0.01096599427501408	0.21184260026142326	11.0	O12	H34_C28_O12	0	28	34	12	0	0
525	1781	564.2205560369999	0.012806960326902516	-0.2144108339628735	10.0	O12	H36_C28_O12	0	28	36	12	0	0
526	1784	566.236306037	0.00792184831499124	-0.03717352611708207	9.0	O12	H38_C28_O12	0	28	38	12	0	0
527	1787	568.158076037	0.007931862371672316	-0.0011950899058055565	15.0	O12	H28_C29_O12	0	29	28	12	0	0
528	1792	570.173736037	0.008908211168877946	0.016217863776437483	14.0	O12	H30_C29_O12	0	29	30	12	0	0
529	1806	574.299036037	0.008346592076823721	0.18919585989990992	5.0	O12	H46_C28_O12	0	28	46	12	0	0
530	1809	576.220596037	0.010305116200804224	-0.14052777810580058	11.0	O12	H36_C29_O12	0	29	36	12	0	0
531	1814	578.236436037	0.009841517526548613	0.18841946496599546	10.0	O12	H38_C29_O12	0	29	38	12	0	0
532	1828	588.220616037	0.01135381081481368	-0.1036600865972582	12.0	O12	H36_C30_O12	0	30	36	12	0	0
533	1829	588.314526037	0.01962473871569158	-0.08740052782254612	5.0	O12	H48_C29_O12	0	29	48	12	0	0
534	1848	602.330316037	0.040378715978654826	0.14694096848565638	5.0	O12	H50_C30_O12	0	30	50	12	0	0
535	1051	414.04345603699994	0.007226945418933498	0.03670870725297879	9.0	O13	H14_C16_O13	0	16	14	13	0	0
536	1092	420.090336037	0.008324077522233566	-0.13097897117767032	6.0	O13	H20_C16_O13	0	16	20	13	0	0
537	1112	424.02795603699997	0.007386282532832944	0.3897691123829367	11.0	O13	H12_C17_O13	0	17	12	13	0	0
538	1126	426.043326037	0.00723524286887414	-0.26945851038914825	10.0	O13	H14_C17_O13	0	17	14	13	0	0
539	1143	428.05907603699995	0.0102659943296475	-0.03474987638241163	9.0	O13	H16_C17_O13	0	17	16	13	0	0
540	1160	430.07485603699996	0.008021678464669911	0.2675138953323529	8.0	O13	H18_C17_O13	0	17	18	13	0	0
541	1213	440.059156037	0.011584605952519192	0.14799146682547132	10.0	O13	H16_C18_O13	0	18	16	13	0	0
542	1228	442.074866037	0.010692432969021164	0.28287290141313953	9.0	O13	H18_C18_O13	0	18	18	13	0	0
543	1241	444.090496037	0.007796045563870981	0.2363865043610129	8.0	O13	H20_C18_O13	0	18	20	13	0	0
544	1263	448.027856037	0.00993693975295167	0.1456896019718928	13.0	O13	H12_C19_O13	0	19	12	13	0	0
545	1273	450.04347603699995	0.013642475975452312	0.07821244368205936	12.0	O13	H14_C19_O13	0	19	14	13	0	0
546	1281	452.059106037	0.015017987058635263	0.033458014234111384	11.0	O13	H16_C19_O13	0	19	16	13	0	0
547	1292	454.074826037	0.011873368385470331	0.18730613350074665	10.0	O13	H18_C19_O13	0	19	18	13	0	0
548	1304	456.09023603699995	0.011522746026437207	-0.33989545870946875	9.0	O13	H20_C19_O13	0	19	20	13	0	0
549	1317	458.106166037	0.008543309621768892	0.2726507724369074	8.0	O13	H22_C19_O13	0	19	22	13	0	0
550	1329	460.02782603699995	0.012525008445829329	0.07667579663846966	14.0	O13	H12_C20_O13	0	20	12	13	0	0
551	1341	462.043506037	0.0144914761442199	0.14111008845106834	13.0	O13	H14_C20_O13	0	20	14	13	0	0
552	1352	464.05896603699995	0.01638796030018181	-0.26909295827115304	12.0	O13	H16_C20_O13	0	20	16	13	0	0
553	1364	466.074686037	0.018379751828207908	-0.1178974135450421	11.0	O13	H18_C20_O13	0	20	18	13	0	0
554	1377	468.09041603699995	0.013365698747970991	0.05335934929206226	10.0	O13	H20_C20_O13	0	20	20	13	0	0
555	1391	470.10608603699995	0.009788355488507662	0.09551673832014794	9.0	O13	H22_C20_O13	0	20	22	13	0	0
556	1398	472.02789603699995	0.00817212212773511	0.2230228359698379	15.0	O13	H12_C21_O13	0	21	12	13	0	0
557	1409	474.04347603699995	0.020306858634250045	0.0742526831468824	14.0	O13	H14_C21_O13	0	21	14	13	0	0
558	1419	476.05898603699995	0.021402019588761367	-0.2202983307800634	13.0	O13	H16_C21_O13	0	21	16	13	0	0
559	1426	478.074626037	0.01931846254814818	-0.24044154146915198	12.0	O13	H18_C21_O13	0	21	18	13	0	0
560	1437	480.09030603699995	0.011427426237687737	-0.17709793121787412	11.0	O13	H20_C21_O13	0	21	20	13	0	0
561	1448	482.105876037	0.013959210096175671	-0.3424496739028741	10.0	O13	H22_C21_O13	0	21	22	13	0	0
562	1456	484.027996037	0.01022889637819197	0.4240932377602679	16.0	O13	H12_C22_O13	0	22	12	13	0	0
563	1467	486.04333603699996	0.01910204593200087	-0.21562069098216052	15.0	O13	H14_C22_O13	0	22	14	13	0	0
564	1478	488.05912603699994	0.01710727439950675	0.07196873931239847	14.0	O13	H16_C22_O13	0	22	16	13	0	0
565	1487	490.074666037	0.021616024263792374	-0.15293383886787076	13.0	O13	H18_C22_O13	0	22	18	13	0	0
566	1497	492.090426037	0.01823526817407875	0.07107839968767764	12.0	O13	H20_C22_O13	0	22	20	13	0	0
567	1507	494.10603603699997	0.010604591128983631	-0.010315599513061222	11.0	O13	H22_C22_O13	0	22	22	13	0	0
568	1513	496.027676037	0.011015856578940964	-0.2312915297358977	17.0	O13	H12_C23_O13	0	23	12	13	0	0
569	1517	496.12182603699995	0.009261288927425865	0.27176591105348885	10.0	O13	H24_C22_O13	0	22	24	13	0	0
570	1524	498.043306037	0.014526348404838374	-0.27066120228408824	16.0	O13	H14_C23_O13	0	23	14	13	0	0
571	1528	498.13746603699997	0.00729810544229276	0.2504429169943599	9.0	O13	H26_C22_O13	0	22	26	13	0	0
572	1534	500.05891603699996	0.02190207054683777	-0.3497087930288171	15.0	O13	H16_C23_O13	0	23	16	13	0	0
573	1545	502.074686037	0.021992237411194625	-0.10944387663976038	14.0	O13	H18_C23_O13	0	23	18	13	0	0
574	1555	504.09034603699996	0.018388757029209703	-0.08931533868515615	13.0	O13	H20_C23_O13	0	23	20	13	0	0
575	1564	506.10585603699997	0.0159104890842933	-0.3657278369280576	12.0	O13	H22_C23_O13	0	23	22	13	0	0
576	1570	508.028016037	0.009009019132522686	0.4434263326058124	18.0	O13	H12_C24_O13	0	24	12	13	0	0
577	1579	510.043396037	0.013782831081724735	-0.08783762391488939	17.0	O13	H14_C24_O13	0	24	14	13	0	0
578	1589	512.0591760369999	0.015869042188817253	0.1662405519492836	16.0	O13	H16_C24_O13	0	24	16	13	0	0
579	1599	514.074726037	0.02404555671897137	-0.029079430070348924	15.0	O13	H18_C24_O13	0	24	18	13	0	0
580	1608	516.090326037	0.015324225976122813	-0.12599151111145268	14.0	O13	H20_C24_O13	0	24	20	13	0	0
581	1618	518.105926037	0.018363948492013442	-0.22214955311314996	13.0	O13	H22_C24_O13	0	24	22	13	0	0
582	1627	520.121616037	0.011845381176841509	-0.14452581399650669	12.0	O13	H24_C24_O13	0	24	24	13	0	0
583	1633	522.043316037	0.008216157902092748	-0.23906253779346415	18.0	O13	H14_C25_O13	0	25	14	13	0	0
584	1637	522.137096037	0.008165339513399044	-0.4696946488481524	11.0	O13	H26_C24_O13	0	24	26	13	0	0
585	1641	524.059186037	0.012040937761712684	0.18151575731204264	17.0	O13	H16_C25_O13	0	25	16	13	0	0
586	1643	524.152916037	0.009736438223166376	-0.14369661556886662	10.0	O13	H28_C24_O13	0	24	28	13	0	0
587	1644	526.074766037	0.01759170827166794	0.04761870666156971	16.0	O13	H18_C25_O13	0	25	18	13	0	0
588	1651	528.090236037	0.016594390797189936	-0.2935539979131293	15.0	O13	H20_C25_O13	0	25	20	13	0	0
589	1659	530.106036037	0.013982289609946222	-0.009615057438033271	14.0	O13	H22_C25_O13	0	25	22	13	0	0
590	1668	532.121796037	0.014625123136267956	0.1970018910070657	13.0	O13	H24_C25_O13	0	25	24	13	0	0
591	1675	534.043476037	0.007483334449179452	0.06591036434349558	19.0	O13	H14_C26_O13	0	26	14	13	0	0
592	1678	534.137376037	0.013815282088712943	0.06506753049067424	12.0	O13	H26_C25_O13	0	25	26	13	0	0
593	1683	536.0591260369999	0.008161093007032116	0.06552448834072468	18.0	O13	H16_C26_O13	0	26	16	13	0	0
594	1687	536.152906037	0.012852843083196062	-0.15913184296707653	11.0	O13	H28_C25_O13	0	25	28	13	0	0
595	1692	538.0745760369999	0.01303467923082906	-0.3065541606220233	17.0	O13	H18_C26_O13	0	26	18	13	0	0
596	1696	538.1685460369999	0.008196772352194013	-0.1772548781237093	10.0	O13	H30_C25_O13	0	25	30	13	0	0
597	1700	540.090226037	0.011865589332140271	-0.3055470957754319	16.0	O13	H20_C26_O13	0	26	20	13	0	0
598	1702	540.1844060369999	0.007846190347388059	0.2120257430997491	9.0	O13	H32_C25_O13	0	25	32	13	0	0
599	1706	542.105926037	0.014011838216749431	-0.21231459463244945	15.0	O13	H22_C26_O13	0	26	22	13	0	0
600	1716	544.1216760369999	0.012620210276068607	-0.02788163112620801	14.0	O13	H24_C26_O13	0	26	24	13	0	0
601	1725	546.137496037	0.012242563001516129	0.2833627084068614	13.0	O13	H26_C26_O13	0	26	26	13	0	0
602	1731	548.152916037	0.012284484835204263	-0.137405088747143	12.0	O13	H28_C26_O13	0	26	28	13	0	0
603	1742	552.090366037	0.013029423868782856	-0.04532410194788723	17.0	O13	H20_C27_O13	0	27	20	13	0	0
604	1747	552.1843160369999	0.009065645425757708	0.04442900565669475	10.0	O13	H32_C26_O13	0	26	32	13	0	0
605	1752	554.106026037	0.013509962005936368	-0.02724568809957	16.0	O13	H22_C27_O13	0	27	22	13	0	0
606	1758	556.1217660369999	0.010716459255044577	0.13455506457578442	15.0	O13	H24_C27_O13	0	27	24	13	0	0
607	1780	564.090126037	0.010194058263458023	-0.4698238592813382	18.0	O13	H20_C28_O13	0	28	20	13	0	0
608	1791	570.137226037	0.010144705043627763	-0.2021355468435448	15.0	O13	H26_C28_O13	0	28	26	13	0	0
609	1798	572.1527960369999	0.008930946119631883	-0.3413755929401087	14.0	O13	H28_C28_O13	0	28	28	13	0	0
610	1808	576.184276037	0.011001239036191062	-0.026843842421963846	12.0	O13	H32_C28_O13	0	28	32	13	0	0
611	1811	578.105906037	0.0074161601817961656	-0.2336890154326489	18.0	O13	H22_C29_O13	0	29	22	13	0	0
612	1813	578.199956037	0.008414284740817589	0.02500691992123441	11.0	O13	H34_C28_O13	0	28	34	13	0	0
613	1818	584.153046037	0.008441154447770901	0.09360731799438292	15.0	O13	H28_C29_O13	0	29	28	13	0	0
614	1827	588.184286037	0.0097342684074131	-0.009294705871918213	13.0	O13	H32_C29_O13	0	29	32	13	0	0
615	1834	594.137586037	0.008920429187196828	0.4119500361394225	17.0	O13	H26_C30_O13	0	30	26	13	0	0
616	1835	594.2311460369999	0.010293640079431026	-0.16102993021350342	10.0	O13	H38_C29_O13	0	29	38	13	0	0
617	1840	598.168476037	0.008301631259412467	-0.27649902427242856	15.0	O13	H30_C30_O13	0	30	30	13	0	0
618	1843	600.1844060369999	0.008216341048200678	0.19082968325876631	14.0	O13	H32_C30_O13	0	30	32	13	0	0
619	1847	602.199746037	0.011481379839415506	-0.3247111964526507	13.0	O13	H34_C30_O13	0	30	34	13	0	0
620	1855	612.184376037	0.00768255395620923	0.13808421673577356	15.0	O13	H32_C31_O13	0	31	32	13	0	0
621	1859	620.2471260369999	0.009169576185751227	0.37765108495173455	11.0	O13	H40_C31_O13	0	31	40	13	0	0
622	1239	444.053866037	0.010563032483340036	-0.31418485609836194	9.0	O14	H16_C17_O14	0	17	16	14	0	0
623	1315	458.06972603699995	0.00786621225240757	0.15371240669714867	9.0	O14	H18_C18_O14	0	18	18	14	0	0
624	1362	466.038486037	0.00820319798682818	0.28014639117710816	12.0	O14	H14_C19_O14	0	19	14	14	0	0
625	1375	468.054066037	0.008050925966855	0.12922652401678272	11.0	O14	H16_C19_O14	0	19	16	14	0	0
626	1389	470.06965603699996	0.009139875474553295	0.0008743385691358651	10.0	O14	H18_C19_O14	0	19	18	14	0	0
627	1435	480.05396603699995	0.01085841611371856	-0.08231366213932945	12.0	O14	H16_C20_O14	0	20	16	14	0	0
628	1446	482.069756037	0.011263668783827395	0.2082914324076467	11.0	O14	H18_C20_O14	0	20	18	14	0	0
629	1495	492.05402603699997	0.012955473195406143	0.04163160732201037	13.0	O14	H16_C21_O14	0	21	16	14	0	0
630	1505	494.069646037	0.013131613188665374	-0.01940819493376479	12.0	O14	H18_C21_O14	0	21	18	14	0	0
631	1515	496.085446037	0.007587696688986569	0.28288876669514906	11.0	O14	H20_C21_O14	0	21	20	14	0	0
632	1526	498.10099603699996	0.00934514811565874	0.08083300442487545	10.0	O14	H22_C21_O14	0	21	22	14	0	0
633	1533	500.02260603699995	0.008265548371978858	-0.19872501515311555	16.0	O14	H12_C22_O14	0	22	12	14	0	0
634	1544	502.03854603699995	0.00932839179886877	0.3795704563647377	15.0	O14	H14_C22_O14	0	22	14	14	0	0
635	1554	504.054156037	0.01124308191962749	0.2985492693665686	14.0	O14	H16_C22_O14	0	22	16	14	0	0
636	1563	506.06972603699995	0.013917443471053578	0.13913300164314293	13.0	O14	H18_C22_O14	0	22	18	14	0	0
637	1572	508.08541603699996	0.009303077281747205	0.2171623048823825	12.0	O14	H20_C22_O14	0	22	20	14	0	0
638	1581	510.10115603699995	0.008709699412909321	0.3925946797817303	11.0	O14	H22_C22_O14	0	22	22	14	0	0
639	1592	512.1167260369999	0.009120750675045513	0.23469063589424424	10.0	O14	H24_C22_O14	0	22	24	14	0	0
640	1607	516.053846037	0.01200567437550778	-0.3091053410199968	15.0	O14	H16_C23_O14	0	23	16	14	0	0
641	1617	518.0698460369999	0.01445734578054711	0.3675392449857842	14.0	O14	H18_C23_O14	0	23	18	14	0	0
642	1626	520.0852960369999	0.012106016713454392	-0.018579644482000883	13.0	O14	H20_C23_O14	0	23	20	14	0	0
643	1647	526.132426037	0.00786181674581724	0.3233311454068651	10.0	O14	H26_C23_O14	0	23	26	14	0	0
644	1650	528.0541360369999	0.015459592679082625	0.24710534601425324	16.0	O14	H16_C24_O14	0	24	16	14	0	0
645	1658	530.069596037	0.014751512575767857	-0.11241731356429617	15.0	O14	H18_C24_O14	0	24	18	14	0	0
646	1667	532.0855160369999	0.01564863981669396	0.3953067576033729	14.0	O14	H20_C24_O14	0	24	20	14	0	0
647	1676	534.1009660369999	0.009012294033266187	0.019215468026099813	13.0	O14	H22_C24_O14	0	24	22	14	0	0
648	1686	536.116436037	0.00764616685998618	-0.3167427606457616	12.0	O14	H24_C24_O14	0	24	24	14	0	0
649	1699	540.0539060369999	0.00958646949831327	-0.18426864221447112	17.0	O14	H16_C25_O14	0	25	16	14	0	0
650	1705	542.069786037	0.017603727623022286	0.24057972487245546	16.0	O14	H18_C25_O14	0	25	18	14	0	0
651	1715	544.085316037	0.01851981514237617	0.01899885871597066	15.0	O14	H20_C25_O14	0	25	20	14	0	0
652	1724	546.100956037	0.015265467117190363	0.00048159583726477	14.0	O14	H22_C25_O14	0	25	22	14	0	0
653	1730	548.116556037	0.008209415641983853	-0.09087665641771672	13.0	O14	H24_C25_O14	0	25	24	14	0	0
654	1737	550.1321660369999	0.009203337153036836	-0.1633880102181046	12.0	O14	H26_C25_O14	0	25	26	14	0	0
655	1741	552.0539560369999	0.01195502050789408	-0.08969231985232251	18.0	O14	H16_C26_O14	0	26	16	14	0	0
656	1745	552.148136037	0.008795449041476597	0.4166291344565558	11.0	O14	H28_C25_O14	0	25	28	14	0	0
657	1751	554.069866037	0.014663810423439762	0.3797553574187599	17.0	O14	H18_C26_O14	0	26	18	14	0	0
658	1757	556.085316037	0.011542904514994836	0.01858887431606524	16.0	O14	H20_C26_O14	0	26	20	14	0	0
659	1771	560.1164960369999	0.010522029484362871	-0.19605028717951584	14.0	O14	H24_C26_O14	0	26	24	14	0	0
660	1779	564.0539060369999	0.009052905906656923	-0.17642817277384784	19.0	O14	H16_C27_O14	0	27	16	14	0	0
661	1783	566.069686037	0.010019728002078851	0.0537230676040238	18.0	O14	H18_C27_O14	0	27	18	14	0	0
662	1786	568.0852960369999	0.012302516966407105	-0.017009769427396484	17.0	O14	H20_C27_O14	0	27	20	14	0	0
663	1790	570.101016037	0.01227440559092545	0.10570582813893957	16.0	O14	H22_C27_O14	0	27	22	14	0	0
664	1797	572.116416037	0.013218964569634213	-0.33176988914639993	15.0	O14	H24_C27_O14	0	27	24	14	0	0
665	1807	576.1480160369999	0.010235169908431416	0.19099432267666844	13.0	O14	H28_C27_O14	0	27	28	14	0	0
666	1812	578.163586037	0.009123122261934643	0.051831351488736035	12.0	O14	H30_C27_O14	0	27	30	14	0	0
667	1816	582.101226037	0.007398053550481624	0.4642886629660039	17.0	O14	H22_C28_O14	0	28	22	14	0	0
668	1822	586.132366037	0.008457528951488408	0.1878671207470625	15.0	O14	H26_C28_O14	0	28	26	14	0	0
669	1826	588.147846037	0.01416374084033543	-0.1019454552882499	14.0	O14	H28_C28_O14	0	28	28	14	0	0
670	1831	590.163626037	0.008595205157910934	0.11855525649454687	13.0	O14	H30_C28_O14	0	28	30	14	0	0
671	1833	594.101116037	0.01125038603474546	0.26975710981152057	18.0	O14	H22_C29_O14	0	29	22	14	0	0
672	1836	596.1167260369999	0.008444137556410243	0.2016199090482189	17.0	O14	H24_C29_O14	0	29	24	14	0	0
673	1839	598.1321660369999	0.008006005503670921	-0.15027615144208975	16.0	O14	H26_C29_O14	0	29	26	14	0	0
674	1842	600.1477960369999	0.0075647009878416814	-0.18321986793019115	15.0	O14	H28_C29_O14	0	29	28	14	0	0
675	1846	602.163806037	0.007479420089143853	0.4151146208935384	14.0	O14	H30_C29_O14	0	29	30	14	0	0
676	1854	612.1480160369999	0.009513459388846778	0.17976207910774625	16.0	O14	H28_C30_O14	0	30	28	14	0	0
677	1856	614.163726037	0.008620873550563077	0.27674542280477626	15.0	O14	H30_C30_O14	0	30	30	14	0	0
678	1864	640.1791760369999	0.007559333875627923	-0.04702902102491649	16.0	O14	H32_C32_O14	0	32	32	14	0	0
679	1634	522.0645760369999	0.00796982017858372	0.011054188091064066	13.0	O15	H18_C22_O15	0	22	18	15	0	0
680	1645	526.096046037	0.007852268314834293	0.3338230751352929	11.0	O15	H22_C22_O15	0	22	22	15	0	0
681	1684	536.080366037	0.012156689206096015	0.271782011101494	13.0	O15	H20_C23_O15	0	23	20	15	0	0
682	1693	538.095846037	0.008158603461632791	-0.04530233828181187	12.0	O15	H22_C23_O15	0	23	22	15	0	0
683	1707	542.1272160369999	0.007339816192331078	0.08388252562764066	10.0	O15	H26_C23_O15	0	23	26	15	0	0
684	1714	544.049156037	0.008605526527552773	0.4334994318125978	16.0	O15	H16_C24_O15	0	24	16	15	0	0
685	1723	546.064686037	0.01688022289241419	0.21200968114059773	15.0	O15	H18_C24_O15	0	24	18	15	0	0
686	1743	552.111476037	0.012565344047972507	-0.08051091480112632	12.0	O15	H24_C24_O15	0	24	24	15	0	0
687	1753	554.126936037	0.007867826421494415	-0.4232333509601329	11.0	O15	H26_C24_O15	0	24	26	15	0	0
688	1756	556.049076037	0.0075663772403549425	0.2802720240189729	17.0	O15	H16_C25_O15	0	25	16	15	0	0
689	1763	558.064516037	0.011165170323645371	-0.09717335271877098	16.0	O15	H18_C25_O15	0	25	18	15	0	0
690	1770	560.080186037	0.00976072836375206	-0.06124658729574129	15.0	O15	H20_C25_O15	0	25	20	15	0	0
691	1785	568.048946037	0.00799063985563269	0.045497839864391314	18.0	O15	H16_C26_O15	0	26	16	15	0	0
692	1789	570.0645860369999	0.010308387997376404	0.02766528632059846	17.0	O15	H18_C26_O15	0	26	18	15	0	0
693	1796	572.0803460369999	0.009566661781114896	0.21971913720651826	16.0	O15	H20_C26_O15	0	26	20	15	0	0
694	1815	582.064436037	0.00765551662400459	-0.23060848897759184	18.0	O15	H18_C27_O15	0	27	18	15	0	0
695	1817	584.0804760369999	0.01022119182497361	0.4377770025661675	17.0	O15	H20_C27_O15	0	27	20	15	0	0
696	1821	586.095726037	0.008104687109960873	-0.24633689288186536	16.0	O15	H22_C27_O15	0	27	22	15	0	0
697	1830	590.127286037	0.01105548753419431	0.19567812362158574	14.0	O15	H26_C27_O15	0	27	26	15	0	0
698	1832	594.064436037	0.009584752891572837	-0.2259502369431968	19.0	O15	H18_C28_O15	0	28	18	15	0	0
699	1838	598.095676037	0.010657008165907577	-0.3249931538691141	17.0	O15	H22_C28_O15	0	28	22	15	0	0
