peakNo	mw	relativeAbundance	errorPPM	DBE	class	formula	z	C	H	O	N	S
4133	459.080185	0.029644131	0.053058269	13	N1O11	H17_C21_N_O11	0	21	17	11	1	0
4166	461.095814	0.031090229	0.007122164	12	N1O11	H19_C21_N_O11	0	21	19	11	1	0
4203	463.111497	0.02736718	0.078188515	11	N1O11	H21_C21_N_O11	0	21	21	11	1	0
4233	465.127207	0.021025014	0.206687544	10	N1O11	H23_C21_N_O11	0	21	23	11	1	0
4258	467.048928	0.013860414	0.144537319	16	N1O11	H13_C22_N_O11	0	22	13	11	1	0
4268	467.142826	0.018276395	0.139276462	9	N1O11	H25_C21_N_O11	0	21	25	11	1	0
4296	469.064517	0.022604195	0.013712399	15	N1O11	H15_C22_N_O11	0	22	15	11	1	0
4335	471.080253	0.025646715	0.196055766	14	N1O11	H17_C22_N_O11	0	22	17	11	1	0
4370	473.095795	0.027079066	-0.033219488	13	N1O11	H19_C22_N_O11	0	22	19	11	1	0
4403	475.111567	0.026127264	0.223547494	12	N1O11	H21_C22_N_O11	0	22	21	11	1	0
4477	481.064518	0.011661954	0.015449071	16	N1O11	H15_C23_N_O11	0	23	15	11	1	0
4485	481.158532	0.013700679	0.251451428	9	N1O11	H27_C22_N_O11	0	22	27	11	1	0
4506	483.080187	0.017648469	0.05456237	15	N1O11	H17_C23_N_O11	0	23	17	11	1	0
4575	487.111498	0.019995011	0.076389082	13	N1O11	H21_C23_N_O11	0	23	21	11	1	0
4612	489.127278	0.02233274	0.341702472	12	N1O11	H23_C23_N_O11	0	23	23	11	1	0
4646	491.142916	0.018927733	0.315716658	11	N1O11	H25_C23_N_O11	0	23	25	11	1	0
4666	493.064582	0.013881368	0.144873517	17	N1O11	H15_C24_N_O11	0	24	15	11	1	0
4696	495.080278	0.015873586	0.237048425	16	N1O11	H17_C24_N_O11	0	24	17	11	1	0
4728	497.095916	0.017972921	0.211798159	15	N1O11	H19_C24_N_O11	0	24	19	11	1	0
4763	499.111487	0.015694375	0.052513318	14	N1O11	H21_C24_N_O11	0	24	21	11	1	0
4794	501.127166	0.013319086	0.11002397	13	N1O11	H23_C24_N_O11	0	24	23	11	1	0
4825	503.142762	0.014368025	0.002110733	12	N1O11	H25_C24_N_O11	0	24	25	11	1	0
4855	505.158586	0.0121275	0.34640211	11	N1O11	H27_C24_N_O11	0	24	27	11	1	0
4900	509.096001	0.009356757	0.373768405	16	N1O11	H19_C25_N_O11	0	25	19	11	1	0
4930	511.111453	0.010333147	-0.015241294	15	N1O11	H21_C25_N_O11	0	25	21	11	1	0
4960	513.127101	0.010279853	-0.019223307	14	N1O11	H23_C25_N_O11	0	25	23	11	1	0
5026	517.158566	0.012674922	0.299691449	12	N1O11	H27_C25_N_O11	0	25	27	11	1	0
5053	519.174147	0.009601686	0.165482046	11	N1O11	H29_C25_N_O11	0	25	29	11	1	0
3311	413.059436	0.010719802	0.026126991	9	N1O12	H15_C16_N_O12	0	16	15	12	1	0
3351	415.075179	0.011570259	0.249877625	8	N1O12	H17_C16_N_O12	0	16	17	12	1	0
3389	417.090904	0.009108746	0.428309508	7	N1O12	H19_C16_N_O12	0	16	19	12	1	0
3485	423.043792	0.013188614	0.039868213	11	N1O12	H13_C17_N_O12	0	17	13	12	1	0
3527	425.059396	0.019496545	-0.068715103	10	N1O12	H15_C17_N_O12	0	17	15	12	1	0
3567	427.075102	0.015849672	0.062560425	9	N1O12	H17_C17_N_O12	0	17	17	12	1	0
3703	435.043874	0.014609705	0.22725524	12	N1O12	H13_C18_N_O12	0	18	13	12	1	0
3737	437.05943	0.02178131	0.010964184	11	N1O12	H15_C18_N_O12	0	18	15	12	1	0
3775	439.07518	0.017470871	0.238496742	10	N1O12	H17_C18_N_O12	0	18	17	12	1	0
3812	441.090781	0.021985302	0.126150902	9	N1O12	H19_C18_N_O12	0	18	19	12	1	0
3855	443.106527	0.01484493	0.342062215	8	N1O12	H21_C18_N_O12	0	18	21	12	1	0
3884	445.028234	0.010601748	0.244793457	14	N1O12	H11_C19_N_O12	0	19	11	12	1	0
3923	447.043839	0.020055527	0.142862946	13	N1O12	H13_C19_N_O12	0	19	13	12	1	0
3961	449.059543	0.025979694	0.262308199	12	N1O12	H15_C19_N_O12	0	19	15	12	1	0
3993	451.075106	0.027812758	0.068099524	11	N1O12	H17_C19_N_O12	0	19	17	12	1	0
4064	455.106482	0.014209212	0.234164979	9	N1O12	H21_C19_N_O12	0	19	21	12	1	0
4093	457.028268	0.010911056	0.312759647	15	N1O12	H11_C20_N_O12	0	20	11	12	1	0
4129	459.04378	0.013604511	0.010600296	14	N1O12	H13_C20_N_O12	0	20	13	12	1	0
4162	461.059457	0.027275523	0.06895423	13	N1O12	H15_C20_N_O12	0	20	15	12	1	0
4198	463.075146	0.03401518	0.152713875	12	N1O12	H17_C20_N_O12	0	20	17	12	1	0
4230	465.090778	0.032558837	0.113190806	11	N1O12	H19_C20_N_O12	0	20	19	12	1	0
4265	467.106391	0.025366675	0.033332877	10	N1O12	H21_C20_N_O12	0	20	21	12	1	0
4304	469.122017	0.017061915	-0.01812748	9	N1O12	H23_C20_N_O12	0	20	23	12	1	0
4330	471.043826	0.019475482	0.107985706	15	N1O12	H13_C21_N_O12	0	21	13	12	1	0
4366	473.059559	0.029691253	0.282822739	14	N1O12	H15_C21_N_O12	0	21	15	12	1	0
4399	475.075079	0.029444333	0.007826132	13	N1O12	H17_C21_N_O12	0	21	17	12	1	0
4431	477.090751	0.022259146	0.05375078	12	N1O12	H19_C21_N_O12	0	21	19	12	1	0
4459	479.106466	0.023387466	0.189039402	11	N1O12	H21_C21_N_O12	0	21	21	12	1	0
4483	481.122145	0.020735674	0.248369362	10	N1O12	H23_C21_N_O12	0	21	23	12	1	0
4502	483.043847	0.012182121	0.148777384	16	N1O12	H13_C22_N_O12	0	22	13	12	1	0
4512	483.137663	0.012009443	-0.026033988	9	N1O12	H25_C21_N_O12	0	21	25	12	1	0
4534	485.059486	0.017145872	0.125328958	15	N1O12	H15_C22_N_O12	0	22	15	12	1	0
4571	487.07515	0.030678823	0.15340138	14	N1O12	H17_C22_N_O12	0	22	17	12	1	0
4608	489.090712	0.032677927	-0.027307818	13	N1O12	H19_C22_N_O12	0	22	19	12	1	0
4671	493.122132	0.020215021	0.215962726	11	N1O12	H23_C22_N_O12	0	22	23	12	1	0
4692	495.043658	0.012718842	-0.236613475	17	N1O12	H13_C23_N_O12	0	23	13	12	1	0
4724	497.059447	0.015357211	0.043841838	16	N1O12	H15_C23_N_O12	0	23	15	12	1	0
4760	499.075056	0.023067991	-0.038635471	15	N1O12	H17_C23_N_O12	0	23	17	12	1	0
4791	501.090815	0.023118336	0.178897711	14	N1O12	H19_C23_N_O12	0	23	19	12	1	0
4823	503.106486	0.019989791	0.219774547	13	N1O12	H21_C23_N_O12	0	23	21	12	1	0
4853	505.122075	0.017497032	0.097988194	12	N1O12	H23_C23_N_O12	0	23	23	12	1	0
4878	507.137836	0.010218656	0.316328202	11	N1O12	H25_C23_N_O12	0	23	25	12	1	0
4904	509.153472	0.01042969	0.287433962	10	N1O12	H27_C23_N_O12	0	23	27	12	1	0
4926	511.075093	0.015035799	0.034668095	16	N1O12	H17_C24_N_O12	0	24	17	12	1	0
4956	513.090762	0.020559392	0.071418164	15	N1O12	H19_C24_N_O12	0	24	19	12	1	0
4991	515.10657	0.014880839	0.377727661	14	N1O12	H21_C24_N_O12	0	24	21	12	1	0
5023	517.122041	0.016997492	0.029965847	13	N1O12	H23_C24_N_O12	0	24	23	12	1	0
5051	519.137837	0.020112728	0.310942467	12	N1O12	H25_C24_N_O12	0	24	25	12	1	0
5074	521.153514	0.009309945	0.361405987	11	N1O12	H27_C24_N_O12	0	24	27	12	1	0
5096	523.075217	0.015942604	0.270932354	17	N1O12	H17_C25_N_O12	0	25	17	12	1	0
5125	525.090787	0.013719377	0.117396842	16	N1O12	H19_C25_N_O12	0	25	19	12	1	0
5153	527.106419	0.015704724	0.08265883	15	N1O12	H21_C25_N_O12	0	25	21	12	1	0
5179	529.122245	0.013329459	0.414830414	14	N1O12	H23_C25_N_O12	0	25	23	12	1	0
5208	531.1378	0.009223076	0.234255592	13	N1O12	H25_C25_N_O12	0	25	25	12	1	0
5384	545.153365	0.01401208	0.072177854	13	N1O12	H27_C26_N_O12	0	26	27	12	1	0
5462	551.106624	0.009239141	0.451037947	17	N1O12	H21_C27_N_O12	0	27	21	12	1	0
5514	555.13773	0.012480645	0.098033329	15	N1O12	H25_C27_N_O12	0	27	25	12	1	0
5542	557.153451	0.012261424	0.224979312	14	N1O12	H27_C27_N_O12	0	27	27	12	1	0
3849	443.070045	0.011607262	0.124309916	9	N1O13	H17_C17_N_O13	0	17	17	13	1	0
4024	453.054413	0.014283447	0.161464049	11	N1O13	H15_C18_N_O13	0	18	15	13	1	0
4059	455.070027	0.011564132	0.08147757	10	N1O13	H17_C18_N_O13	0	18	17	13	1	0
4193	463.038698	0.011248054	0.017765254	13	N1O13	H13_C19_N_O13	0	19	13	13	1	0
4299	469.085623	0.012528506	-0.036232191	10	N1O13	H19_C19_N_O13	0	19	19	13	1	0
4338	471.101279	0.013629133	-0.023498132	9	N1O13	H21_C19_N_O13	0	19	21	13	1	0
4428	477.054431	0.017805207	0.191072536	13	N1O13	H15_C20_N_O13	0	20	15	13	1	0
4455	479.070065	0.018857506	0.156716116	12	N1O13	H17_C20_N_O13	0	20	17	13	1	0
4479	481.085739	0.021475079	0.205792839	11	N1O13	H19_C20_N_O13	0	20	19	13	1	0
4508	483.10136	0.013142753	0.144752232	10	N1O13	H21_C20_N_O13	0	20	21	13	1	0
4540	485.117133	0.011890386	0.397545225	9	N1O13	H23_C20_N_O13	0	20	23	13	1	0
4567	487.038699	0.012344868	0.018943053	15	N1O13	H13_C21_N_O13	0	21	13	13	1	0
4604	489.05446	0.018393606	0.24568225	14	N1O13	H15_C21_N_O13	0	21	15	13	1	0
4698	495.10139	0.021509231	0.201837446	11	N1O13	H21_C21_N_O13	0	21	21	13	1	0
4730	497.116969	0.012845248	0.058046701	10	N1O13	H23_C21_N_O13	0	21	23	13	1	0
4818	503.070038	0.024156868	0.095569198	14	N1O13	H17_C22_N_O13	0	22	17	13	1	0
4850	505.085662	0.023751122	0.043564888	13	N1O13	H19_C22_N_O13	0	22	19	13	1	0
4876	507.101398	0.021189259	0.212837118	12	N1O13	H21_C22_N_O13	0	22	21	13	1	0
4902	509.117021	0.0137243	0.15881614	11	N1O13	H23_C22_N_O13	0	22	23	13	1	0
4953	513.054347	0.017459935	0.013940044	16	N1O13	H15_C23_N_O13	0	23	15	13	1	0
4987	515.070034	0.017873112	0.085576712	15	N1O13	H17_C23_N_O13	0	23	17	13	1	0
5020	517.085695	0.025760143	0.106373084	14	N1O13	H19_C23_N_O13	0	23	19	13	1	0
5049	519.101311	0.026128405	0.040319682	13	N1O13	H21_C23_N_O13	0	23	21	13	1	0
5121	525.054414	0.018733007	0.141227267	17	N1O13	H15_C24_N_O13	0	24	15	13	1	0
5149	527.070121	0.018479311	0.248691768	16	N1O13	H17_C24_N_O13	0	24	17	13	1	0
5176	529.085643	0.023194356	0.00567772	15	N1O13	H19_C24_N_O13	0	24	19	13	1	0
5206	531.101513	0.016617424	0.419750264	14	N1O13	H21_C24_N_O13	0	24	21	13	1	0
5232	533.117028	0.015838509	0.164796837	13	N1O13	H23_C24_N_O13	0	24	23	13	1	0
5256	535.132776	0.016607578	0.347169914	12	N1O13	H25_C24_N_O13	0	24	25	13	1	0
5280	537.148366	0.010861639	0.234028451	11	N1O13	H27_C24_N_O13	0	24	27	13	1	0
5326	541.085666	0.018603685	0.048058934	16	N1O13	H19_C25_N_O13	0	25	19	13	1	0
5354	543.1015	0.014034269	0.386539165	15	N1O13	H21_C25_N_O13	0	25	21	13	1	0
5381	545.117055	0.014696199	0.2106997	14	N1O13	H23_C25_N_O13	0	25	23	13	1	0
5412	547.13276	0.011702395	0.310312254	13	N1O13	H25_C25_N_O13	0	25	25	13	1	0
5437	549.14829	0.009893762	0.090518355	12	N1O13	H27_C25_N_O13	0	25	27	13	1	0
5486	553.085759	0.022955204	0.215163739	17	N1O13	H19_C26_N_O13	0	26	19	13	1	0
5511	555.101389	0.015946292	0.178219695	16	N1O13	H21_C26_N_O13	0	26	21	13	1	0
5539	557.117213	0.013871569	0.489764081	15	N1O13	H23_C26_N_O13	0	26	23	13	1	0
5657	567.10132	0.010532746	0.052777165	17	N1O13	H21_C27_N_O13	0	27	21	13	1	0
5705	571.132635	0.010415525	0.078409107	15	N1O13	H25_C27_N_O13	0	27	25	13	1	0
5729	573.148258	0.011512697	0.03089602	14	N1O13	H27_C27_N_O13	0	27	27	13	1	0
4537	485.080664	0.01021625	0.225455286	10	N1O14	H19_C19_N_O14	0	19	19	14	1	0
4846	505.049417	0.018692498	0.321774453	14	N1O14	H15_C21_N_O14	0	21	15	14	1	0
4873	507.06491	0.015218431	0.010724465	13	N1O14	H17_C21_N_O14	0	21	17	14	1	0
4928	511.096351	0.011623692	0.286227831	11	N1O14	H21_C21_N_O14	0	21	21	14	1	0
4984	515.033651	0.013813075	0.090452342	16	N1O14	H13_C22_N_O14	0	22	13	14	1	0
5016	517.04943	0.015217929	0.33944917	15	N1O14	H15_C22_N_O14	0	22	15	14	1	0
5046	519.065042	0.017932351	0.26477992	14	N1O14	H17_C22_N_O14	0	22	17	14	1	0
5071	521.08055	0.022571387	-0.008896897	13	N1O14	H19_C22_N_O14	0	22	19	14	1	0
5098	523.096274	0.018281875	0.132461276	12	N1O14	H21_C22_N_O14	0	22	21	14	1	0
5127	525.112076	0.014773269	0.421273877	11	N1O14	H23_C22_N_O14	0	22	23	14	1	0
5174	529.049403	0.015274732	0.280714805	16	N1O14	H15_C23_N_O14	0	23	15	14	1	0
5202	531.06497	0.019098306	0.123220329	15	N1O14	H17_C23_N_O14	0	23	17	14	1	0
5254	535.096219	0.016883966	0.026705477	13	N1O14	H21_C23_N_O14	0	23	21	14	1	0
5277	537.112058	0.013655227	0.378349354	12	N1O14	H23_C23_N_O14	0	23	23	14	1	0
5304	539.127759	0.01068563	0.471394759	11	N1O14	H25_C23_N_O14	0	23	25	14	1	0
5350	543.065025	0.017866181	0.221774547	16	N1O14	H17_C24_N_O14	0	24	17	14	1	0
5378	545.080696	0.026084896	0.259345086	15	N1O14	H19_C24_N_O14	0	24	19	14	1	0
5410	547.096334	0.018754667	0.236320355	14	N1O14	H21_C24_N_O14	0	24	21	14	1	0
5435	549.111876	0.018981216	0.038636935	13	N1O14	H23_C24_N_O14	0	24	23	14	1	0
5508	555.064962	0.016640778	0.10347978	17	N1O14	H17_C25_N_O14	0	25	17	14	1	0
5536	557.080631	0.020408998	0.1370789	16	N1O14	H19_C25_N_O14	0	25	19	14	1	0
5566	559.09631	0.017667389	0.188321758	15	N1O14	H21_C25_N_O14	0	25	21	14	1	0
5590	561.111928	0.014867028	0.13048377	14	N1O14	H23_C25_N_O14	0	25	23	14	1	0
5613	563.127751	0.011303036	0.437097976	13	N1O14	H25_C25_N_O14	0	25	25	14	1	0
