exp	town	abundance	mw	error	C	H	O	N	S	y
SRFA	1	0.027637951	888.268796	-0.014836725	42	48	21	0	0	3
SRFA	1	0.020338933	250.120516	0.027230873	14	18	4	0	0	8
SRFA	1	0.352268383	344.110756	0.068399489	15	20	9	0	0	9
SRFA	1	0.027980438	912.196146	0.118216899	42	40	23	0	0	4
SRFA	1	0.054803986	421.064556	0.107897944	18	15	11	1	0	7
SRFA	1	0.033490108	342.110376	0.10970436	19	18	6	0	0	8
SRFA	1	0.01283283	375.022766	0.320764527	16	9	10	1	0	6
SRFA	1	0.05834236	374.157726	0.115766686	17	26	9	0	0	9
SRFA	1	0.202115458	648.059846	-0.050709823	27	20	19	0	0	8
SRFA	1	0.015496816	297.996106	0.031594373	11	6	10	0	0	6
SRFA	1	0.203612846	610.059406	-0.129280852	28	18	16	0	0	7
SRFA	1	0.025042413	392.001646	0.17872629	16	8	12	0	0	7
SRFA	1	0.427392634	356.074376	0.081570037	15	16	10	0	0	9
SRFA	1	0.009907747	325.043366	-0.0465784	13	11	9	1	0	7
SRFA	1	0.170558812	664.163936	-0.021119786	30	32	17	0	0	7
SRFA	1	0.452657066	550.205056	0.052887555	27	34	12	0	0	8
SRFA	1	0.091000143	318.110366	0.086545435	17	18	6	0	0	8
SRFA	1	0.028310979	490.168786	0.295014705	21	30	13	0	0	8
SRFA	1	0.782241621	370.126416	0.090409651	17	22	9	0	0	9
SRFA	1	0.475978081	490.147536	0.049036256	24	26	11	0	0	9
SRFA	1	0.117315933	312.048176	0.140468695	13	12	9	0	0	9
SRFA	1	0.150694533	346.068926	0.168749621	17	14	8	0	0	9
SRFA	1	0.014520129	325.116016	-0.418792041	15	19	7	1	0	8
SRFA	1	0.315295654	380.038006	0.117233012	16	12	11	0	0	9
SRFA	1	0.014182868	480.272246	-0.151087223	26	40	8	0	0	5
SRFA	1	0.282783229	430.053656	0.103426629	20	14	11	0	0	9
SRFA	1	0.039292484	614.272536	-0.287424538	33	42	11	0	0	6
SRFA	1	0.039312396	583.096266	0.105111289	27	21	14	1	0	2
SRFA	1	0.056749395	760.294276	0.052638829	38	48	16	0	0	4
SRFA	1	0.01834698	604.092376	0.312874334	45	16	1	0	1	1
SRFA	1	0.12151937	584.189286	-0.155475292	30	32	12	0	0	7
SRFA	1	0.442971836	550.059486	0.002056141	23	18	16	0	0	8
SRFA	1	0.058792373	428.204626	-0.016130139	21	32	9	0	0	9
SRFA	1	0.017246838	270.001276	0.348350206	10	6	9	0	0	7
SRFA	1	0.036351472	666.013016	0.131167106	29	14	19	0	0	3
SRFA	1	0.180331655	552.038766	0.03000695	22	16	17	0	0	8
SRFA	1	0.012202364	344.183446	-0.167001059	17	28	7	0	0	8
SRFA	1	0.094769498	554.178776	-0.065164892	29	30	11	0	0	8
SRFA	1	0.186496432	500.189376	-0.001653374	23	32	12	0	0	9
SRFA	1	0.398862623	564.111516	-0.007890284	25	24	15	0	0	7
SRFA	1	0.01679583	469.100876	-0.042796765	23	19	10	1	0	7
SRFA	1	0.033997865	467.142806	0.096463008	21	25	11	1	0	6
SRFA	1	0.03322926	634.298736	-0.301663852	33	46	12	0	0	5
SRFA	1	0.026758833	459.116466	-0.17457444	22	21	10	1	0	7
SRFA	1	0.125533643	694.116856	-0.207176931	33	26	17	0	0	7
SRFA	1	0.141319931	504.017646	0.051571607	21	12	15	0	0	8
SRFA	1	0.059197583	256.240256	0.099800868	16	32	2	0	0	6
SRFA	1	0.313846056	632.101296	-0.085003781	28	24	17	0	0	7
SRFA	1	0.206910284	458.157696	0.029062046	24	26	9	0	0	9
SRFA	1	0.076167644	566.142416	-0.018732036	29	26	12	0	0	7
SRFA	1	0.039204871	674.090186	0.076747891	25	26	18	2	1	1
SRFA	1	0.016481717	368.001606	0.081687143	14	8	12	0	0	7
SRFA	1	0.030885609	494.157806	0.24954579	27	26	9	0	0	7
SRFA	1	0.225595769	478.220336	0.110867305	25	34	9	0	0	9
SRFA	1	0.083312094	510.246476	-0.042663695	26	38	10	0	0	9
SRFA	1	0.01845102	394.032496	0.035294043	20	10	9	0	0	8
SRFA	1	0.112622658	672.241676	-0.19398232	34	40	14	0	0	6
SRFA	1	0.041235902	400.188646	0.142835137	23	28	6	0	0	8
SRFA	1	0.077645119	556.230816	-0.056981741	30	36	10	0	0	9
SRFA	1	0.485328788	414.152636	0.093383445	19	26	10	0	0	9
SRFA	1	0.05844192	582.209916	-0.337096629	31	34	11	0	0	7
SRFA	1	0.141606665	640.142716	-0.1633995	31	28	15	0	0	7
SRFA	1	0.016061572	274.120596	0.316689082	16	18	4	0	0	8
SRFA	1	0.172183637	638.090706	-0.123833491	30	22	16	0	0	7
SRFA	1	0.172534089	678.143166	-0.071655961	30	30	18	0	0	7
SRFA	1	0.232891551	490.220316	0.06735543	26	34	9	0	0	9
SRFA	1	0.024897055	433.137346	0.14871957	21	23	9	1	0	7
SRFA	1	0.335390914	354.058716	0.053999518	15	14	10	0	0	9
SRFA	1	0.025393861	497.153506	0.362761195	22	27	12	1	0	3
SRFA	1	0.308206958	540.111546	0.047303192	23	24	15	0	0	7
SRFA	1	0.154334459	608.246836	-0.091678241	30	40	13	0	0	7
SRFA	1	0.034396107	686.133716	-0.489492051	50	22	2	0	1	1
SRFA	1	0.076892443	480.069286	0.050836412	24	16	11	0	0	9
SRFA	1	0.053682936	714.033766	-0.40904088	30	18	21	0	0	4
SRFA	1	0.189288104	340.043096	0.144666957	14	12	10	0	0	9
SRFA	1	0.132451096	366.022346	0.094603514	15	10	11	0	0	8
SRFA	1	0.20479164	482.215216	0.038113687	24	34	10	0	0	9
SRFA	1	0.040811775	515.106476	0.195241188	24	21	12	1	0	6
SRFA	1	0.04185915	391.090346	0.037428692	18	17	9	1	0	7
SRFA	1	0.179117019	374.136596	0.114244371	20	22	7	0	0	9
SRFA	1	0.500063719	496.085316	0.020837142	21	20	14	0	0	8
SRFA	1	0.110400472	686.038976	-0.244051732	29	18	20	0	0	7
SRFA	1	0.048133443	501.054356	0.032236024	22	15	13	1	0	5
SRFA	1	0.090137951	468.105666	0.040369091	24	20	10	0	0	9
SRFA	1	0.014978107	256.021846	-0.278800427	10	8	8	0	0	8
SRFA	1	0.398241366	562.168636	-0.009593207	27	30	13	0	0	8
SRFA	1	0.051697703	479.106376	0.001189715	21	21	12	1	0	5
SRFA	1	0.028900376	844.315286	-0.09404899	42	52	18	0	0	3
SRFA	1	0.017954712	912.086886	0.004781343	39	28	26	0	0	2
SRFA	1	0.061876752	294.146786	0.21085731	16	22	5	0	0	8
SRFA	1	0.028537976	494.012106	-0.070146054	23	10	13	0	0	7
SRFA	1	0.579488977	452.059096	0.011337013	19	16	13	0	0	9
SRFA	1	0.037542214	580.288426	0.109202592	30	44	11	0	0	6
SRFA	1	0.034883952	574.277776	-0.038164458	31	42	10	0	0	6
SRFA	1	0.007892646	368.219906	0.046203368	20	32	6	0	0	8
SRFA	1	0.014490012	636.314616	0.060631956	33	48	12	0	0	4
SRFA	1	0.236427934	630.049246	-0.108164561	27	18	18	0	0	8
SRFA	1	0.105892379	722.132946	-0.135533215	31	30	20	0	0	5
SRFA	1	0.050777765	566.178676	-0.24040644	30	30	11	0	0	7
SRFA	1	0.249649548	684.096106	-0.231504022	31	24	18	0	0	7
SRFA	1	0.165851599	726.070176	-0.368527738	32	22	20	0	0	7
SRFA	1	0.014023074	390.069946	0.040349174	17	14	9	2	0	6
SRFA	1	0.245444119	626.090726	-0.094262696	29	22	16	0	0	7
SRFA	1	0.297143813	362.136586	0.090416161	19	22	7	0	0	9
SRFA	1	0.017964668	487.147756	-0.185360599	24	25	10	1	0	7
SRFA	1	0.044210765	419.048886	0.060866407	18	13	11	1	0	7
SRFA	1	0.012262349	334.053636	0.073278652	12	14	11	0	0	8
SRFA	1	0.071408659	344.126006	0.050728511	19	20	6	0	0	9
SRFA	1	0.062308844	734.060196	-0.104701223	30	22	22	0	0	5
SRFA	1	0.023954716	377.038346	0.133196001	16	11	10	1	0	8
SRFA	1	0.126011533	728.158806	-0.080568963	34	32	18	0	0	7
SRFA	1	0.432729068	504.126826	0.098128085	24	24	12	0	0	8
SRFA	1	0.021700172	427.053976	0.070590608	20	13	10	1	0	8
SRFA	1	0.195010832	712.091026	-0.214875619	32	24	19	0	0	6
SRFA	1	0.082304543	610.044316	0.142958467	24	18	19	0	0	7
SRFA	1	0.030080166	443.085316	0.157978605	21	17	10	1	0	7
SRFA	1	0.056100261	814.232016	-0.016797423	39	42	19	0	0	4
SRFA	1	0.026791688	441.127146	0.079650505	19	23	11	1	0	6
SRFA	1	0.04276714	433.100976	0.184538952	20	19	10	1	0	8
SRFA	1	0.227937428	444.032916	0.08988748	20	12	12	0	0	8
SRFA	1	0.028175577	712.018216	-0.269649	30	16	21	0	0	2
SRFA	1	0.048207117	662.293826	-0.024135813	34	46	13	0	0	5
SRFA	1	0.039963521	724.294156	-0.110423368	35	48	16	0	0	4
SRFA	1	0.010976528	362.111566	0.455304429	17	18	7	2	0	7
SRFA	1	0.11739359	600.220506	-0.284853647	31	36	12	0	0	7
SRFA	1	0.185811457	514.059516	0.060559136	20	18	16	0	0	8
SRFA	1	0.293010068	608.101316	-0.055469375	26	24	17	0	0	7
SRFA	1	0.156070791	538.074706	-0.064951948	26	18	13	0	0	8
SRFA	1	0.104562253	538.111086	-0.075183361	27	22	12	0	0	7
SRFA	1	0.064974074	320.162406	0.09978998	18	24	5	0	0	8
SRFA	1	0.02111874	914.212016	0.358519681	42	42	23	0	0	2
SRFA	1	0.048071715	662.127026	-0.218273827	33	26	15	0	0	6
SRFA	1	0.037725405	612.256946	-0.190251823	33	40	11	0	0	5
SRFA	1	0.037221629	585.111896	0.070441227	27	23	14	1	0	5
SRFA	1	0.020386971	526.256656	-0.023731766	30	38	8	0	0	5
SRFA	1	0.353383459	444.126806	0.066352671	19	24	12	0	0	9
SRFA	1	0.432267108	590.090746	-0.066120339	26	22	16	0	0	7
SRFA	1	0.062286941	508.100636	0.146146245	26	20	11	0	0	8
SRFA	1	0.528641519	494.106056	0.030161541	22	22	13	0	0	9
SRFA	1	0.018554065	602.033446	0.292208018	29	14	15	0	0	5
SRFA	1	0.506260354	428.095526	0.115901702	18	20	12	0	0	9
SRFA	1	0.066183733	438.225346	-0.05098062	23	34	8	0	0	9
SRFA	1	0.22323818	570.158456	-0.025734951	25	30	15	0	0	8
SRFA	1	0.117437396	322.032526	0.136343371	14	10	9	0	0	9
SRFA	1	0.018088123	892.242866	0.304411512	44	44	20	0	0	3
SRFA	1	0.176978463	384.032886	0.025812893	15	12	12	0	0	8
SRFA	1	0.048800497	456.017686	0.144715878	17	12	15	0	0	7
SRFA	1	0.072595419	582.267496	-0.225320838	29	42	12	0	0	8
SRFA	1	0.055968842	502.001956	-0.027754872	21	10	15	0	0	6
SRFA	1	0.152622021	510.043466	0.049405593	24	14	13	0	0	8
SRFA	1	0.655473429	436.173356	0.05328386	22	28	9	0	0	9
SRFA	1	0.013076006	337.991006	-0.015458991	13	6	11	0	0	7
SRFA	1	0.033868437	508.136766	-0.356697275	27	24	10	0	0	8
SRFA	1	0.01157725	286.120476	-0.115996592	17	18	4	0	0	8
SRFA	1	0.023135832	814.064816	0.133324765	30	26	23	2	1	2
SRFA	1	0.016115335	523.038556	-0.255763172	24	13	13	1	0	5
SRFA	1	0.063228782	278.079106	0.243380385	14	14	6	0	0	8
SRFA	1	0.05919161	256.167486	0.103795374	14	24	4	0	0	8
SRFA	1	0.00765731	280.167526	0.237675654	16	24	4	0	0	8
SRFA	1	0.144776666	530.090886	0.190501295	21	22	16	0	0	7
SRFA	1	0.100046196	670.226016	-0.209375638	34	38	14	0	0	6
SRFA	1	0.05108242	541.085776	0.251353863	25	19	13	1	0	5
SRFA	1	0.069986938	462.007086	0.066464349	19	10	14	0	0	8
SRFA	1	0.07381802	562.277786	-0.021194151	30	42	10	0	0	8
SRFA	1	0.24171658	588.038686	-0.107875556	25	16	17	0	0	8
SRFA	1	0.230103861	618.049236	-0.126444619	26	18	18	0	0	7
SRFA	1	0.012422642	473.023056	0.034459208	20	11	13	1	0	4
SRFA	1	0.186504397	528.163156	-0.011433967	27	28	11	0	0	8
SRFA	1	0.202449981	558.028136	-0.087309218	24	14	16	0	0	8
SRFA	1	0.468777877	392.074386	0.099585695	18	16	10	0	0	9
SRFA	1	0.020234644	423.152986	0.128421639	20	25	9	1	0	7
SRFA	1	0.431343188	496.194466	0.007684487	24	32	11	0	0	9
SRFA	1	0.1863451	546.246486	-0.021545219	29	38	10	0	0	8
SRFA	1	0.079194278	824.107226	0.003544442	37	28	22	0	0	4
SRFA	1	0.029553492	354.073976	0.065068324	19	14	7	0	0	8
SRFA	1	0.022139233	670.283596	-0.112288292	32	46	15	0	0	5
SRFA	1	0.134788773	626.220966	-0.167622941	29	38	15	0	0	7
SRFA	1	0.558621129	448.136956	0.01952305	22	24	10	0	0	9
SRFA	1	0.012146362	900.065086	-0.017175425	33	28	26	2	1	1
SRFA	1	0.076064101	712.236576	-0.203644414	36	40	15	0	0	5
SRFA	1	0.018719335	325.079806	0.121053351	14	15	8	1	0	8
SRFA	1	0.143685485	694.101586	-0.22723619	29	26	20	0	0	7
SRFA	1	0.567493947	386.121326	0.074647522	17	22	10	0	0	9
SRFA	1	0.050003186	786.055056	-0.167287264	33	22	23	0	0	4
SRFA	1	0.046060596	724.076066	0.197588357	29	24	22	0	0	4
SRFA	1	0.057257152	484.230836	-0.024151704	24	36	10	0	0	9
SRFA	1	0.020263516	495.080196	0.071418732	24	17	11	1	0	4
SRFA	1	0.063499586	510.152576	-0.04180122	27	26	10	0	0	8
SRFA	1	0.011500962	422.067016	-0.327410091	19	18	9	0	1	5
SRFA	1	0.010424963	228.208876	-0.237847891	14	28	2	0	0	4
SRFA	1	0.045734038	650.017936	-0.119998227	29	14	18	0	0	5
SRFA	1	0.609946476	494.069666	0.021071927	21	18	14	0	0	8
SRFA	1	0.052340863	844.206136	-0.08633318	39	40	21	0	0	3
SRFA	1	0.089751657	498.028226	0.082884861	19	14	16	0	0	8
SRFA	1	0.047800911	674.293786	-0.083027608	35	46	13	0	0	6
SRFA	1	0.061026507	648.038516	-0.360217787	30	16	17	0	0	7
SRFA	1	0.010123793	413.111106	0.09489941	21	19	8	1	0	7
SRFA	1	0.034312476	836.180186	0.22950197	40	36	20	0	0	3
SRFA	1	0.035584857	407.121686	0.133842047	19	21	9	1	0	7
SRFA	1	0.397636039	432.142046	0.030982868	22	24	9	0	0	9
SRFA	1	0.022259701	565.996866	-0.032814669	25	10	16	0	0	4
SRFA	1	0.050612495	564.017686	0.117005196	26	12	15	0	0	7
SRFA	1	0.408292978	420.178446	0.066355141	22	28	8	0	0	9
SRFA	1	0.026833503	426.225536	0.393357474	22	34	8	0	0	8
SRFA	1	0.189451383	512.095476	-0.000748	25	20	12	0	0	8
SRFA	1	0.027476663	454.199216	0.137488128	26	30	7	0	0	7
SRFA	1	0.017547012	400.082936	0.329274228	17	20	9	0	1	7
SRFA	1	0.019673123	658.247416	0.197863291	30	42	16	0	0	4
SRFA	1	0.033639448	828.284106	0.049187229	41	48	18	0	0	4
SRFA	1	0.065431056	840.138466	-0.068116153	38	32	22	0	0	4
SRFA	1	0.010272636	866.045246	0.264677857	37	22	25	0	0	1
SRFA	1	0.069577745	304.058356	0.174680284	15	12	7	0	0	8
SRFA	1	0.086036065	614.236176	-0.245913553	32	38	12	0	0	6
SRFA	1	0.031102651	496.209816	0.196959022	28	32	8	0	0	8
SRFA	1	0.212867975	456.069256	-0.012267874	22	16	11	0	0	9
SRFA	1	0.043951908	596.007516	0.111933152	26	12	17	0	0	6
SRFA	1	0.106061632	296.053276	0.19750837	13	12	8	0	0	9
SRFA	1	0.052089971	412.209766	0.115797839	21	32	8	0	0	8
SRFA	1	0.280720339	396.032916	0.100782027	16	12	12	0	0	8
SRFA	1	0.276459156	362.063816	0.093240469	17	14	9	0	0	9
SRFA	1	0.038501975	740.107306	0.112039159	30	28	22	0	0	4
SRFA	1	0.023695361	950.139286	0.388131514	43	34	25	0	0	3
SRFA	1	0.040627091	302.136606	0.174566732	14	22	7	0	0	8
SRFA	1	0.133904677	510.028206	0.041721222	20	14	16	0	0	8
SRFA	1	0.154214987	554.236316	-0.01993554	27	38	12	0	0	9
SRFA	1	0.049648751	726.200656	-0.10125163	32	38	19	0	0	5
SRFA	1	0.010849837	311.100596	0.301889489	14	17	7	1	0	8
SRFA	1	0.016392112	383.048986	0.327649999	15	13	11	1	0	6
SRFA	1	0.220370842	650.111946	0.048537795	28	26	18	0	0	7
SRFA	1	0.410905442	538.095866	-0.008134238	23	22	15	0	0	7
SRFA	1	0.111666879	650.054366	-0.051547996	30	18	17	0	0	8
SRFA	1	0.135935708	712.054596	-0.277370585	31	20	20	0	0	5
SRFA	1	0.129898369	738.070236	-0.281242882	33	22	20	0	0	6
SRFA	1	0.060152367	482.157746	0.131315945	26	26	9	0	0	8
SRFA	1	0.030183709	431.996556	0.151438707	18	8	13	0	0	6
SRFA	1	0.023868596	568.288286	-0.134845292	29	44	11	0	0	5
SRFA	1	0.075256667	284.053256	0.135442911	12	12	8	0	0	8
SRFA	1	0.137974704	648.241766	-0.062327055	32	40	14	0	0	7
SRFA	1	0.045503058	740.216506	0.170756798	33	40	19	0	0	5
SRFA	1	0.058039697	814.195586	-0.071443522	38	38	20	0	0	4
SRFA	1	0.139926086	428.110756	0.054978763	22	20	9	0	0	9
SRFA	1	0.02224178	690.194696	-0.232080891	36	34	14	0	0	4
SRFA	1	0.300417357	568.142836	0.02710762	25	28	15	0	0	7
SRFA	1	0.276156493	588.147866	-0.067940398	28	28	14	0	0	7
SRFA	1	0.059389735	524.262206	0.110931132	27	40	10	0	0	8
SRFA	1	0.042253409	840.211306	0.013992909	40	40	20	0	0	3
SRFA	1	0.012479889	499.986446	0.252288839	21	8	15	0	0	2
SRFA	1	0.024168273	369.069686	0.244051472	15	15	10	1	0	8
SRFA	1	0.232238435	576.038716	-0.058042974	24	16	17	0	0	8
SRFA	1	0.04557972	334.178016	-0.024313389	19	26	5	0	0	9
SRFA	1	0.043774691	638.039226	0.129413673	25	18	20	0	0	3
SRFA	1	0.16303205	488.116636	0.061847923	20	24	14	0	0	7
SRFA	1	0.053511692	752.107336	0.150139474	31	28	22	0	0	4
SRFA	1	0.103598509	418.074776	0.083839069	16	18	13	0	0	8
SRFA	1	0.040765977	534.079906	0.149211755	27	18	12	0	0	8
SRFA	1	0.035071126	316.152256	0.166593782	15	24	7	0	0	8
SRFA	1	0.25739136	686.075366	-0.237491401	30	22	19	0	0	7
SRFA	1	0.027874904	878.190626	0.076510723	42	38	21	0	0	3
SRFA	1	0.018850755	940.191306	0.375665035	43	40	24	0	0	1
SRFA	1	0.258203772	402.079846	0.04897286	16	18	12	0	0	9
SRFA	1	0.08050051	668.210336	-0.254792527	34	36	14	0	0	7
SRFA	1	0.028422486	450.058736	0.086919766	23	14	10	0	0	7
SRFA	1	0.224201924	464.022696	-0.020186513	19	12	14	0	0	8
SRFA	1	0.041632152	684.262936	0.000247	32	44	16	0	0	4
SRFA	1	0.039095355	820.206336	0.154981734	37	40	21	0	0	3
SRFA	1	0.847903657	466.147526	0.030108494	22	26	11	0	0	9
SRFA	1	0.028850596	377.111106	0.103958752	18	19	8	1	0	8
SRFA	1	0.026145541	294.001196	0.047805928	12	6	9	0	0	8
SRFA	1	0.016054105	798.258246	0.001922937	36	46	20	0	0	3
SRFA	1	0.012819887	383.064226	0.285659669	19	13	8	1	0	7
SRFA	1	0.030535157	848.164716	-0.025956043	37	36	23	0	0	4
SRFA	1	0.012299685	960.217376	0.217043562	43	44	25	0	0	1
SRFA	1	0.341245062	428.059116	0.058695164	17	16	13	0	0	8
SRFA	1	0.026937046	914.175256	-0.051116019	41	38	24	0	0	3
SRFA	1	0.011426043	356.056736	0.411521494	15	16	8	0	1	7
SRFA	1	0.148233401	656.174086	-0.052953935	32	32	15	0	0	7
SRFA	1	0.099990442	766.065176	-0.237860962	34	22	21	0	0	5
SRFA	1	0.245531732	416.110756	0.056564267	21	20	9	0	0	9
SRFA	1	0.013971801	333.048356	-0.331783652	15	11	8	1	0	7
SRFA	1	0.450745508	454.183906	0.018774333	22	30	10	0	0	9
SRFA	1	0.088087008	612.060016	0.224058093	24	20	19	0	0	6
SRFA	1	0.014761812	420.080496	0.002440008	18	16	10	2	0	7
SRFA	1	0.086278992	482.121326	0.059783707	25	22	10	0	0	9
SRFA	1	0.02276945	780.320376	-0.095815773	38	52	17	0	0	4
SRFA	1	0.010865269	230.079066	0.120302123	10	14	6	0	0	8
SRFA	1	0.064286113	390.116226	0.036355832	16	22	11	0	0	8
SRFA	1	0.011097991	918.221816	-0.046782813	45	42	21	0	0	2
SRFA	1	0.767554479	384.105676	0.075231901	17	20	10	0	0	9
SRFA	1	0.020349138	844.148766	0.085355808	41	32	20	0	0	3
SRFA	1	0.036955803	276.063456	0.245425457	14	12	6	0	0	8
SRFA	1	0.144394355	500.204666	0.066158919	27	32	9	0	0	9
SRFA	1	0.007846102	308.104896	0.119715722	19	16	4	0	0	7
SRFA	1	0.029545527	567.065006	0.17888249	26	17	14	1	0	3
SRFA	1	0.755320505	438.116266	0.123672651	20	22	11	0	0	9
SRFA	1	0.08799143	622.262396	-0.234365761	31	42	13	0	0	6
SRFA	1	0.017057673	920.258776	0.149459047	42	48	23	0	0	2
SRFA	1	0.012946827	469.049296	0.088502425	18	15	14	1	0	4
SRFA	1	0.096394323	582.173676	-0.087178452	30	30	12	0	0	7
SRFA	1	0.049137011	419.085266	0.047718213	19	17	10	1	0	8
SRFA	1	0.039147126	520.064396	0.422572669	26	16	12	0	0	8
SRFA	1	0.12801867	626.148236	-0.102137156	27	30	17	0	0	7
SRFA	1	0.025951399	515.033466	-0.268747585	22	13	14	1	0	6
SRFA	1	0.014791182	564.199166	0.477145335	23	36	12	2	1	1
SRFA	1	0.010689296	457.137286	0.009660118	23	23	9	1	0	4
SRFA	1	0.10134048	528.220706	0.054948622	25	36	12	0	0	7
SRFA	1	0.43358927	456.090426	0.07668874	19	20	13	0	0	9
SRFA	1	0.129125781	720.080876	-0.183716863	30	24	21	0	0	5
SRFA	1	0.059887537	626.236136	-0.305075017	33	38	12	0	0	6
SRFA	1	0.10460606	468.032886	0.021180136	22	12	12	0	0	8
SRFA	1	0.144481968	640.200206	-0.202335143	29	36	16	0	0	7
SRFA	1	0.434114948	474.079856	0.062628689	22	18	12	0	0	9
SRFA	1	0.085199758	796.148656	-0.047663209	37	32	20	0	0	6
SRFA	1	0.048037865	454.162836	0.14962695	25	26	8	0	0	8
SRFA	1	0.076332914	360.142056	0.064943818	16	24	9	0	0	9
SRFA	1	0.019661176	258.037636	0.265647295	10	10	8	0	0	8
SRFA	1	0.051341277	790.064866	0.200660739	28	26	23	2	1	1
SRFA	1	0.043378441	404.001616	0.099160494	17	8	12	0	0	8
SRFA	1	0.008280434	338.042626	-0.079318399	18	10	7	0	0	8
SRFA	1	0.030047311	784.039866	0.419082006	33	20	23	0	0	3
SRFA	1	0.030985169	565.143256	0.178836072	25	27	14	1	0	3
SRFA	1	0.053384255	376.064206	0.079148719	14	16	12	0	0	8
SRFA	1	0.028326908	472.246176	0.152939301	27	36	7	0	0	7
SRFA	1	0.021078916	394.068866	-0.004062742	21	14	8	0	0	7
SRFA	1	0.393048299	562.205016	-0.019389724	28	34	12	0	0	8
SRFA	1	0.043155426	708.299176	-0.205194365	35	48	15	0	0	4
SRFA	1	0.083196604	302.063836	0.177972314	12	14	9	0	0	9
SRFA	1	0.107453485	580.033766	0.175722528	23	16	18	0	0	7
SRFA	1	0.06792803	584.225696	-0.113543448	31	36	11	0	0	7
SRFA	1	0.230310947	402.095106	0.058719939	20	18	9	0	0	9
SRFA	1	0.139591564	666.049176	-0.207415616	30	18	18	0	0	7
SRFA	1	0.033040095	772.054286	0.185542652	28	24	22	2	1	2
SRFA	1	0.017779486	810.310216	0.40718603	42	50	16	0	0	3
SRFA	1	0.082730661	628.127726	0.257083063	26	28	18	0	0	7
SRFA	1	0.326064101	578.054376	-0.040669184	24	18	17	0	0	8
SRFA	1	0.012190168	459.056586	0.122394497	28	13	4	1	1	6
SRFA	1	0.078194692	658.262486	-0.084824825	34	42	13	0	0	6
SRFA	1	0.072813456	304.094726	0.123662125	16	16	6	0	0	9
SRFA	1	0.069301963	670.210806	-0.140625903	30	38	17	0	0	6
SRFA	1	0.651363578	428.131896	0.079669374	19	24	11	0	0	9
SRFA	1	0.028902367	636.023756	0.412948412	25	16	20	0	0	3
SRFA	1	0.250350452	586.132156	-0.170413786	28	26	14	0	0	7
SRFA	1	0.100707277	668.158856	-0.012971466	29	32	18	0	0	7
SRFA	1	0.010164613	382.141656	0.045488367	22	22	6	0	0	8
SRFA	1	0.066884637	670.138326	0.293621469	28	30	19	0	0	6
SRFA	1	0.444596661	532.048936	0.029781095	23	16	15	0	0	8
SRFA	1	0.186169874	664.127566	0.002229993	29	28	18	0	0	7
SRFA	1	0.017476822	880.060146	0.147604684	30	28	27	2	1	1
SRFA	1	0.01437054	778.050306	0.262017762	31	22	24	0	0	1
SRFA	1	0.31410093	544.121686	-0.009503389	26	24	13	0	0	7
SRFA	1	0.335398879	570.064516	-0.095127829	26	18	15	0	0	8
SRFA	1	0.018542118	398.030756	-0.031859347	16	14	10	0	1	7
SRFA	1	0.240569644	368.038006	0.121055433	15	12	11	0	0	9
SRFA	1	0.00945425	424.010096	0.147998834	17	12	11	0	1	6
SRFA	1	0.017618696	348.105616	-0.08934932	14	20	10	0	0	8
SRFA	1	0.184286192	374.084936	0.065041379	15	18	11	0	0	9
SRFA	1	0.04037371	411.080186	0.061686262	17	17	11	1	0	7
SRFA	1	0.020417835	523.169016	0.076980859	24	29	12	1	0	3
SRFA	1	0.158946094	700.054546	-0.353548165	30	20	20	0	0	6
SRFA	1	0.029876067	349.079706	-0.173736826	16	15	8	1	0	8
SRFA	1	0.046532512	504.148026	0.238106655	21	28	14	0	0	8
SRFA	1	0.481346374	368.074396	0.133247519	16	16	10	0	0	9
SRFA	1	0.305467057	590.163446	-0.18644496	28	30	14	0	0	7
SRFA	1	0.502357589	476.168256	0.018062943	24	28	10	0	0	9
SRFA	1	0.111881929	720.226416	-0.186501074	34	40	17	0	0	5
SRFA	1	0.007216382	258.052866	0.164567054	14	10	5	0	0	8
SRFA	1	0.017414099	526.277716	-0.15565356	27	42	10	0	0	5
SRFA	1	0.01275368	906.206606	0.003446234	40	42	24	0	0	2
SRFA	1	0.011089529	358.035966	0.312703222	14	14	9	0	1	7
SRFA	1	0.029481808	382.032546	0.167281559	19	10	9	0	0	8
SRFA	1	0.01915541	576.293316	-0.229034411	31	44	10	0	0	5
SRFA	1	0.048215082	490.132416	0.326677026	20	26	14	0	0	8
SRFA	1	0.161458997	388.152206	0.006876169	21	24	7	0	0	9
SRFA	1	0.115951956	640.127566	0.002313601	27	28	18	0	0	8
SRFA	1	0.009726828	226.084186	0.275645109	11	14	5	0	0	8
SRFA	1	0.023144793	810.185466	-0.009194191	35	38	22	0	0	3
SRFA	1	0.091945967	748.257826	-0.032703968	36	44	17	0	0	6
SRFA	1	0.00687041	274.011446	0.340624457	13	6	7	0	0	8
SRFA	1	0.399659105	574.095856	-0.025042856	26	22	15	0	0	7
SRFA	1	0.016519052	936.196276	0.254046086	44	40	23	0	0	3
SRFA	1	0.038726982	658.211176	0.418940015	29	38	17	0	0	5
SRFA	1	0.044176915	545.116996	0.102466077	25	23	13	1	0	3
SRFA	1	0.383012616	466.038356	0.001199472	19	14	14	0	0	8
SRFA	1	0.020688639	848.310236	-0.051923221	41	52	19	0	0	4
SRFA	1	0.052141742	514.002026	0.109079336	22	10	15	0	0	7
