exp	town	abundance	mw	error	C	H	O	N	S	y
SRFA	6	0.015609486	910.216736	-0.041305547	43	42	22	0	0	3
SRFA	6	0.009806211	449.147446	-0.01403548	25	23	7	1	0	2
SRFA	6	0.006674502	826.210936	0.043271032	43	38	17	0	0	1
SRFA	6	0.010286956	516.057356	-0.041590338	20	20	14	0	1	3
SRFA	6	0.009306825	656.304406	-0.001065054	32	48	14	0	0	3
SRFA	6	0.452836001	434.121296	-0.002711224	21	22	10	0	0	9
SRFA	6	0.005574676	470.080896	0.014957	18	18	13	2	0	1
SRFA	6	0.007130719	541.077076	-0.34976163	36	15	3	1	1	2
SRFA	6	0.008266847	357.996086	-0.029567362	16	6	10	0	0	7
SRFA	6	0.02322095	467.069986	-0.008397029	19	17	13	1	0	7
SRFA	6	0.01371496	670.059506	0.031536005	33	18	16	0	0	3
SRFA	6	0.006527336	592.124656	0.179349059	40	20	2	2	1	2
SRFA	6	0.023741921	348.069256	-0.016074387	13	16	11	0	0	8
SRFA	6	0.019156205	884.164726	-0.013589097	40	36	23	0	0	3
SRFA	6	0.010460612	420.015106	-0.030015587	18	12	10	0	1	5
SRFA	6	0.01275347	455.100506	0.008609087	26	17	7	1	0	2
SRFA	6	0.005664939	536.026056	-0.039764858	22	16	14	0	1	5
SRFA	6	0.030540043	532.142806	-0.027434365	22	28	15	0	0	8
SRFA	6	0.178908651	402.152596	-0.003294769	18	26	10	0	0	9
SRFA	6	0.023698752	636.038756	0.010321698	29	16	17	0	0	7
SRFA	6	0.149237872	614.090776	-0.014683497	28	22	16	0	0	7
SRFA	6	0.006627409	878.169406	-0.026624703	45	34	19	0	0	1
SRFA	6	0.024022518	422.115416	-0.01854706	27	18	5	0	0	2
SRFA	6	0.014905048	484.111796	0.001811565	23	20	10	2	0	3
SRFA	6	0.184727624	544.194456	-0.011369098	28	32	11	0	0	9
SRFA	6	0.03918658	339.095416	-0.002129194	15	17	8	1	0	9
SRFA	6	0.00678733	286.178026	0.006551866	15	26	5	0	0	5
SRFA	6	0.016205021	402.062066	-0.007036227	16	18	10	0	1	5
SRFA	6	0.009680629	408.153276	0.02452265	19	24	8	2	0	3
SRFA	6	0.008824118	402.225386	0.043903246	20	34	8	0	0	3
SRFA	6	0.064153909	690.122106	0.03019031	34	26	16	0	0	5
SRFA	6	0.010311483	517.113476	-0.337945167	35	19	2	1	1	2
SRFA	6	0.38920993	442.111126	-0.001033677	19	22	12	0	0	9
SRFA	6	0.015588883	596.059076	-0.02495558	31	16	13	0	0	2
SRFA	6	0.009371578	206.021536	0.061231463	10	6	5	0	0	7
SRFA	6	0.006720615	399.022656	0.025798034	18	9	10	1	0	4
SRFA	6	0.009908246	698.039156	0.018009018	30	18	20	0	0	7
SRFA	6	0.212597081	500.131866	0.008215833	25	24	11	0	0	9
SRFA	6	0.005782672	602.194066	-0.003641683	37	30	8	0	0	1
SRFA	6	0.024881972	429.082166	-0.430239275	28	15	2	1	1	5
SRFA	6	0.010248692	524.277396	-0.015112229	31	40	7	0	0	1
SRFA	6	0.0105911	862.180396	0.009175574	38	38	23	0	0	3
SRFA	6	0.025647239	288.048136	0.013306804	11	12	9	0	0	8
SRFA	6	0.02938135	508.027786	-0.009304609	24	12	13	0	0	7
SRFA	6	0.146610456	630.122086	0.00132514	29	26	16	0	0	7
SRFA	6	0.005994592	603.165506	-0.29898593	43	25	1	1	1	1
SRFA	6	0.01489818	882.294616	-0.015837114	44	50	19	0	0	2
SRFA	6	0.009710062	446.059756	-0.007938398	19	14	11	2	0	5
SRFA	6	0.75233014	408.142026	-0.016197793	20	24	9	0	0	9
SRFA	6	0.540352141	338.100166	-0.005173023	16	18	8	0	0	9
SRFA	6	0.005978894	372.059386	0.054972407	17	12	8	2	0	3
SRFA	6	0.011539835	352.127046	-0.014775917	16	20	7	2	0	6
SRFA	6	0.005704183	369.157606	-0.046115804	21	23	5	1	0	2
SRFA	6	0.010106431	782.154106	-0.086045703	33	34	22	0	0	3
SRFA	6	0.009348032	368.032086	-0.005703307	22	8	6	0	0	3
SRFA	6	0.013015427	496.132936	0.023076476	21	24	12	2	0	1
SRFA	6	0.164793398	416.037956	-0.013092555	19	12	11	0	0	9
SRFA	6	0.008441485	594.067936	-0.010397801	25	22	15	0	1	3
SRFA	6	0.006047572	397.046736	-0.043037755	16	15	9	1	1	2
SRFA	6	0.007826328	214.026616	0.033897653	12	6	4	0	0	6
SRFA	6	0.18456574	542.069636	-0.036137423	25	18	14	0	0	8
SRFA	6	0.121761841	444.214796	-0.017169622	25	32	7	0	0	8
SRFA	6	0.006499865	566.080916	0.047751124	26	18	13	2	0	1
SRFA	6	0.033796353	752.231626	-0.012872365	38	40	16	0	0	5
SRFA	6	0.006477299	494.182176	-0.016311798	21	34	11	0	1	2
SRFA	6	0.006209456	380.100836	-0.001091816	20	16	6	2	0	2
SRFA	6	0.008883966	866.336066	-0.040216495	45	54	17	0	0	3
SRFA	6	0.032011711	674.163556	-4.89e-05	35	30	14	0	0	3
SRFA	6	0.008674008	960.196086	0.049820032	46	40	23	0	0	1
SRFA	6	0.007570257	840.356846	0.011572465	44	56	16	0	0	2
SRFA	6	0.055936118	260.068476	0.009201423	14	12	5	0	0	8
SRFA	6	0.005564865	624.187686	0.036183027	29	36	13	0	1	2
SRFA	6	0.008563142	274.141646	0.026931333	13	22	6	0	0	7
SRFA	6	0.006611711	532.140326	0.012780464	26	28	10	0	1	1
SRFA	6	0.005647279	896.258586	-0.058531099	40	48	23	0	0	1
SRFA	6	0.020363953	624.090396	0.007974806	33	20	13	0	0	2
SRFA	6	0.013507945	474.091076	0.034404782	21	18	11	2	0	6
SRFA	6	0.034274154	547.132596	0.010567822	25	25	13	1	0	5
SRFA	6	0.047428899	332.104856	-0.009379568	21	16	4	0	0	4
SRFA	6	0.0082433	244.021926	0.035328792	9	8	8	0	0	7
SRFA	6	0.007129738	390.125606	0.029352085	27	18	3	0	0	1
SRFA	6	0.00820798	258.068076	-0.014000182	18	10	2	0	0	3
SRFA	6	0.017481447	377.147456	0.009799881	19	23	7	1	0	6
SRFA	6	0.0277841	758.148296	-0.005214019	38	30	17	0	0	2
SRFA	6	0.119273742	380.053216	-0.004017858	20	12	8	0	0	8
SRFA	6	0.008253111	424.261356	-0.00908638	27	36	4	0	0	1
SRFA	6	0.021468685	778.304786	-0.018878208	38	50	17	0	0	2
SRFA	6	0.022581265	646.205046	0.029555634	35	34	12	0	0	3
SRFA	6	0.006914875	784.315346	-0.024743874	37	52	18	0	0	1
SRFA	6	0.014012236	540.038736	-0.024877845	21	16	17	0	0	8
SRFA	6	0.007873421	426.261746	-0.018413569	23	38	7	0	0	1
SRFA	6	0.006674502	710.142476	0.069556465	41	26	12	0	0	1
SRFA	6	0.011873413	900.138486	-0.04135697	43	32	22	0	0	1
SRFA	6	0.016201096	511.147836	-0.020146813	26	25	10	1	0	3
SRFA	6	0.01433306	488.135226	-0.016059074	21	28	11	0	1	4
SRFA	6	0.152104681	620.101336	-0.022143155	27	24	17	0	0	7
SRFA	6	0.00601029	543.150276	-0.284006115	34	25	4	1	1	1
SRFA	6	0.013964162	538.053606	-0.010261059	29	14	11	0	0	2
SRFA	6	0.005703202	492.075146	0.022470145	18	20	16	0	0	3
SRFA	6	0.005386303	395.194396	-0.016513392	20	29	7	1	0	2
SRFA	6	0.033915067	618.173716	-0.017394787	33	30	12	0	0	4
SRFA	6	0.026454694	416.114096	-0.020213206	18	24	9	0	1	5
SRFA	6	0.005382378	792.044696	0.09244049	35	20	22	0	0	2
SRFA	6	0.005569771	425.144766	-0.43492009	27	23	2	1	1	1
SRFA	6	0.012759357	334.156886	-0.026026697	22	22	3	0	0	3
SRFA	6	0.026339904	444.157286	-0.006058664	27	24	6	0	0	3
SRFA	6	0.008218772	423.074286	-0.003058565	25	13	6	1	0	1
SRFA	6	0.011867526	890.211706	0.019953681	40	42	23	0	0	1
SRFA	6	0.02482703	422.096136	-0.021438244	18	18	10	2	0	7
SRFA	6	0.013478512	477.105986	0.009566009	25	19	9	1	0	4
SRFA	6	0.13383442	352.188586	-0.008061022	19	28	6	0	0	9
SRFA	6	0.005863123	473.181166	-0.36014113	32	27	1	1	1	1
SRFA	6	0.009806211	532.067536	-0.022897469	24	20	12	0	1	2
SRFA	6	0.015220966	495.071606	-0.363369658	35	13	1	1	1	3
SRFA	6	0.069503911	604.085306	0.000558	30	20	14	0	0	7
SRFA	6	0.005934744	510.073966	0.025562959	32	14	7	0	0	2
SRFA	6	0.005346077	481.028086	-0.08120108	22	11	12	1	0	3
SRFA	6	0.036135323	628.085316	0.016457955	32	20	14	0	0	3
SRFA	6	0.011012978	572.110746	0.023661503	34	20	9	0	0	2
SRFA	6	0.017385298	437.050866	-0.422056136	29	11	2	1	1	4
SRFA	6	0.007217057	670.320026	-0.045907923	33	50	14	0	0	1
SRFA	6	0.19552672	512.116596	-0.019157747	22	24	14	0	0	7
SRFA	6	0.016022534	498.155966	-0.006570231	23	30	10	0	1	3
SRFA	6	0.091256137	418.105256	0.006914527	24	18	7	0	0	5
SRFA	6	0.061951313	256.131076	0.008187214	13	20	5	0	0	8
SRFA	6	0.018347769	586.183926	0.048665613	33	30	10	0	0	2
SRFA	6	0.081187969	538.147496	-0.029666588	28	26	11	0	0	8
SRFA	6	0.010933508	798.346306	0.043137921	42	54	15	0	0	2
SRFA	6	0.0097081	548.210506	-0.000465	24	36	14	0	0	2
SRFA	6	0.025240078	578.215186	-0.020098054	32	34	10	0	0	4
SRFA	6	0.007115022	568.234236	0.028785664	28	40	10	0	1	2
SRFA	6	0.021961203	369.142366	-0.002557279	17	23	8	1	0	6
SRFA	6	0.010819699	615.134986	-0.305913343	36	25	7	1	1	2
SRFA	6	0.006356622	436.176706	0.002964395	19	32	9	0	1	1
SRFA	6	0.009795419	547.108766	-0.353476332	32	21	6	1	1	3
SRFA	6	0.008913399	525.103266	-0.407607444	33	19	4	1	1	3
SRFA	6	0.035293529	477.090716	-0.019610526	21	19	12	1	0	7
SRFA	6	0.019172884	866.190566	0.008301868	41	38	21	0	0	3
SRFA	6	0.108324536	674.148286	-0.020697227	31	30	17	0	0	6
SRFA	6	0.007867534	704.189416	0.055628499	40	32	12	0	0	2
SRFA	6	0.005706145	692.068336	-0.000247	29	24	18	0	1	2
SRFA	6	0.343985589	454.074736	-0.010899087	19	18	13	0	0	9
SRFA	6	0.028087264	800.180006	0.014877902	37	36	20	0	0	4
SRFA	6	0.014079933	565.215946	0.035476706	27	35	12	1	0	1
SRFA	6	0.350924992	446.157676	-0.014983492	23	26	9	0	0	9
SRFA	6	0.017639406	582.304016	0.005658556	30	46	11	0	0	5
SRFA	6	0.034175062	524.110716	-0.031411302	30	20	9	0	0	2
SRFA	6	0.005969083	517.064506	-0.008834488	26	15	11	1	0	1
SRFA	6	0.072282419	560.095466	-0.018537911	29	20	12	0	0	5
SRFA	6	0.008453258	708.075106	-0.040875607	36	20	16	0	0	2
SRFA	6	0.03430555	300.136156	-0.010871733	18	20	4	0	0	8
SRFA	6	0.043426944	270.052826	0.00913525	15	10	5	0	0	7
SRFA	6	0.068158807	526.220266	-0.032269757	29	34	9	0	0	8
SRFA	6	0.006695106	600.078446	-0.101471733	24	24	16	0	1	1
SRFA	6	0.055797781	626.111916	0.002483582	26	26	18	0	0	7
SRFA	6	0.014935462	476.189386	0.019263344	21	32	12	0	0	5
SRFA	6	0.005213627	709.158526	0.162147102	41	27	11	1	0	1
SRFA	6	0.007599691	279.074286	-0.004636758	13	13	6	1	0	8
SRFA	6	0.035549599	646.168656	0.022605553	34	30	13	0	0	3
SRFA	6	0.027945984	540.069256	-0.010359783	29	16	11	0	0	2
SRFA	6	0.008434617	784.169816	-0.00940485	33	36	22	0	0	2
SRFA	6	0.015209193	442.166146	0.013585391	21	30	8	0	1	3
SRFA	6	0.057038887	252.027006	0.01293909	11	8	7	0	0	8
SRFA	6	0.007455467	596.083586	-0.010486784	25	24	15	0	1	2
SRFA	6	0.245088555	546.137336	-0.009603811	26	26	13	0	0	8
SRFA	6	0.010382123	742.356456	0.01848034	40	54	13	0	0	2
SRFA	6	0.012513098	842.096646	-0.014683588	40	26	21	0	0	2
SRFA	6	0.007210189	964.300096	-0.013820386	48	52	21	0	0	2
SRFA	6	0.007381884	557.132156	-0.07219831	30	23	10	1	0	1
SRFA	6	0.015689937	428.001576	0.000143	19	8	12	0	0	7
SRFA	6	0.033566772	584.262146	-0.003154406	32	40	10	0	0	5
SRFA	6	0.00994651	349.152536	-0.004765825	18	23	6	1	0	6
SRFA	6	0.029067395	836.143566	-0.050932641	39	32	21	0	0	4
SRFA	6	0.03927488	554.033256	-0.025415442	25	14	15	0	0	8
SRFA	6	0.016439507	480.138006	-0.008145575	21	24	11	2	0	4
SRFA	6	0.006516544	794.221116	0.056698316	43	38	15	0	0	1
SRFA	6	0.010660759	924.268806	-0.003439476	45	48	21	0	0	2
SRFA	6	0.006826575	609.106236	0.417930379	36	19	9	1	0	1
SRFA	6	0.606073866	454.147506	-0.013134499	21	26	11	0	0	9
SRFA	6	0.031628096	494.063786	0.007608329	28	14	9	0	0	2
SRFA	6	0.00594848	573.142576	0.364753918	34	23	8	1	0	2
SRFA	6	0.030623438	314.027396	-0.002334191	12	10	10	0	0	9
SRFA	6	0.009963189	814.210886	-0.01750038	42	38	17	0	0	3
SRFA	6	0.025659013	240.042256	-0.011743766	14	8	4	0	0	6
SRFA	6	0.010694117	836.346586	-0.095122048	41	56	18	0	0	3
SRFA	6	0.065276301	732.190146	-0.025696877	34	36	18	0	0	5
SRFA	6	0.613757932	328.115816	-0.005555965	15	20	8	0	0	9
SRFA	6	0.01500414	714.273486	-0.020363349	33	46	17	0	0	2
SRFA	6	0.017363714	732.335706	-0.001156573	38	52	14	0	0	3
SRFA	6	0.006660767	631.129936	-0.242133975	36	25	8	1	1	2
SRFA	6	0.041899354	710.169456	0.037482603	31	34	19	0	0	5
SRFA	6	0.10901622	492.105646	-0.002241389	26	20	10	0	0	7
SRFA	6	0.008233489	606.104336	0.01371876	27	26	14	0	1	1
SRFA	6	0.018337958	425.168586	0.010038371	20	27	9	1	0	4
SRFA	6	0.44871337	364.079436	0.010121417	17	16	9	0	0	9
SRFA	6	0.009436332	378.077336	0.029335268	18	18	7	0	1	3
SRFA	6	0.006844235	922.362376	0.065452583	48	58	18	0	0	1
SRFA	6	0.076443313	654.158466	-0.007143529	32	30	15	0	0	7
SRFA	6	0.005254834	500.215886	0.039408984	26	32	8	2	0	1
SRFA	6	0.058024905	354.022306	-0.01517701	14	10	11	0	0	8
SRFA	6	0.013555038	650.272706	-0.010083462	36	42	11	0	0	2
SRFA	6	0.011290633	465.142366	-0.002029486	25	23	8	1	0	3
SRFA	6	0.007231774	918.352176	0.033855204	45	58	20	0	0	1
SRFA	6	0.028768155	238.062996	0.007338394	15	10	3	0	0	5
SRFA	6	0.01982238	339.131796	-0.018370439	16	21	7	1	0	7
SRFA	6	0.026670539	782.096626	-0.041382355	35	26	21	0	0	4
SRFA	6	0.006364471	356.121966	0.000441	15	20	8	2	0	4
SRFA	6	0.076974095	368.125996	0.020256651	21	20	6	0	0	8
SRFA	6	0.013684545	373.095026	0.008769884	22	15	5	1	0	3
SRFA	6	0.010362501	580.052286	-0.010521465	24	20	15	0	1	2
SRFA	6	0.009453992	904.263716	-0.008646814	42	48	22	0	0	2
SRFA	6	0.013045841	355.105596	0.024099874	19	17	6	1	0	4
SRFA	6	0.011501572	878.284416	-0.049247145	41	50	21	0	0	1
SRFA	6	0.332834275	422.048526	-0.000381	18	14	12	0	0	9
SRFA	6	0.010665665	476.171606	-0.028029811	21	32	10	0	1	3
SRFA	6	0.134056151	410.100166	-0.004264812	22	18	8	0	0	8
SRFA	6	0.014632299	491.082566	-0.36369037	29	17	5	1	1	4
SRFA	6	0.049089921	438.073956	0.006937185	26	14	7	0	0	4
SRFA	6	0.012200123	359.085236	-0.027854111	14	17	10	1	0	4
SRFA	6	0.144702193	358.162766	-0.005709695	17	26	8	0	0	9
SRFA	6	0.015440735	432.099776	0.005195559	28	16	5	0	0	2
SRFA	6	0.009307806	470.168916	-0.000138	24	26	8	2	0	2
SRFA	6	0.058487989	694.138136	0.00974878	30	30	19	0	0	7
SRFA	6	0.006177079	476.004936	-0.02497243	20	12	12	0	1	4
SRFA	6	0.010150581	796.091196	0.02134052	39	24	19	0	0	2
SRFA	6	0.0120559	480.251186	-0.006527834	29	36	6	0	0	2
SRFA	6	0.008117718	824.310276	-0.004909559	39	52	19	0	0	3
SRFA	6	0.008246243	639.135006	-0.263133764	38	25	7	1	1	1
SRFA	6	0.019772343	498.167856	0.005209088	30	26	7	0	0	2
SRFA	6	0.021867016	376.167456	-0.00906777	24	24	4	0	0	3
SRFA	6	0.023128726	362.048526	-0.000445	13	14	12	0	0	8
SRFA	6	0.005953385	427.017566	0.013240673	19	9	11	1	0	4
SRFA	6	0.007811611	664.345846	-0.047515914	35	52	12	0	0	2
SRFA	6	0.00542751	854.205836	0.024714184	44	38	18	0	0	1
SRFA	6	0.008153038	598.099236	-0.010575168	25	26	15	0	1	1
SRFA	6	0.019488802	340.109946	0.004483844	23	16	3	0	0	4
SRFA	6	0.010896226	460.067546	-0.004744955	18	20	12	0	1	3
SRFA	6	0.008604349	485.050846	-0.421522819	33	11	2	1	1	2
SRFA	6	0.027112039	448.121686	-0.011539276	18	24	13	0	0	7
SRFA	6	0.019853775	852.211276	-0.021406663	41	40	20	0	0	2
SRFA	6	0.006339943	610.089986	-0.018077661	36	18	10	0	0	2
SRFA	6	0.005713013	588.067026	0.451997797	37	16	6	0	1	1
SRFA	6	0.023242535	854.190536	-0.026702473	40	38	21	0	0	3
SRFA	6	0.008224659	491.064346	0.467201502	28	13	8	1	0	4
SRFA	6	0.00999066	583.108776	-0.314503927	35	21	6	1	1	2
SRFA	6	0.006456696	638.203286	-0.043072483	30	38	13	0	1	1
SRFA	6	0.039084544	316.167456	-0.010788587	19	24	4	0	0	8
SRFA	6	0.006673521	540.120876	-0.050327623	34	20	7	0	0	2
SRFA	6	0.042758807	430.038346	-0.021953856	16	14	14	0	0	8
SRFA	6	0.009498142	916.154556	-0.012328706	40	36	25	0	0	2
SRFA	6	0.716953217	426.152596	-0.003109215	20	26	10	0	0	9
SRFA	6	0.006427262	494.027396	-0.001483723	27	10	10	0	0	2
SRFA	6	0.033987669	796.185076	-0.004339443	38	36	19	0	0	5
SRFA	6	0.049146825	382.084126	0.006069344	24	14	5	0	0	4
SRFA	6	0.025830707	614.069656	0.000669	31	18	14	0	0	3
SRFA	6	0.144952377	472.209726	0.016376198	26	32	8	0	0	9
SRFA	6	0.026916798	552.235926	-0.012775337	31	36	9	0	0	3
SRFA	6	0.007057136	870.237156	0.047071077	45	42	18	0	0	1
SRFA	6	0.008460126	294.016436	-0.00688737	16	6	6	0	0	4
SRFA	6	0.019458387	680.153006	0.021584849	37	28	13	0	0	2
SRFA	6	0.005521696	812.268106	0.104410107	44	44	15	0	0	1
SRFA	6	0.152282262	280.094686	-0.00855068	14	16	6	0	0	8
SRFA	6	0.015113044	480.109016	-0.006354807	22	24	10	0	1	2
SRFA	6	0.032301138	375.095416	-0.001924844	18	17	8	1	0	7
SRFA	6	0.079628002	530.163546	-0.018924349	23	30	14	0	0	7
SRFA	6	0.104544313	460.079436	0.008009486	25	16	9	0	0	5
SRFA	6	0.010563629	511.087636	-0.3795083	32	17	4	1	1	3
SRFA	6	0.0055423	306.058696	-0.002878533	11	14	10	0	0	6
SRFA	6	0.007013967	626.018036	0.03514116	27	14	18	0	0	7
SRFA	6	0.120506018	580.121686	-0.008913647	29	24	13	0	0	7
SRFA	6	0.008051983	516.202916	-0.006770593	24	36	10	0	1	3
SRFA	6	0.006470431	562.226136	-0.036158049	25	38	14	0	0	2
SRFA	6	0.032071558	495.101286	-0.00822054	21	21	13	1	0	5
SRFA	6	0.148512831	438.058696	-0.002011146	22	14	10	0	0	9
SRFA	6	0.007977419	464.070316	-0.017788253	19	16	12	2	0	4
SRFA	6	0.223755264	388.100556	-0.014797711	16	20	11	0	0	9
SRFA	6	0.005993611	756.044616	-0.008971693	32	20	22	0	0	5
SRFA	6	0.012843732	547.111466	0.00952274	28	21	11	1	0	1
SRFA	6	0.037354845	429.069596	0.000168	20	15	10	1	0	8
SRFA	6	0.008753478	390.025666	-0.044409898	14	14	11	0	1	3
SRFA	6	0.012989918	828.153736	-0.052293431	41	32	19	0	0	2
SRFA	6	0.023525095	357.069596	0.000202	14	15	10	1	0	8
SRFA	6	0.107925224	496.048916	-0.00837619	20	16	15	0	0	8
SRFA	6	0.007013967	574.051386	0.480582413	36	14	6	0	1	1
SRFA	6	0.047380824	758.278586	0.000125	38	46	16	0	0	5
SRFA	6	0.025751237	556.267226	-0.012948812	31	40	9	0	0	5
SRFA	6	0.296376166	534.173726	-0.001409654	26	30	12	0	0	9
SRFA	6	0.007375997	722.330236	0.011777162	40	50	12	0	0	1
SRFA	6	0.032347251	262.062996	0.006666336	17	10	3	0	0	4
SRFA	6	0.012389478	502.068876	0.016728781	30	14	8	0	0	2
SRFA	6	0.0078018	658.111136	0.01450059	37	22	12	0	0	1
SRFA	6	0.009952396	532.288446	0.156623726	26	44	11	0	0	2
SRFA	6	0.019378917	467.179156	0.020450399	22	29	10	1	0	5
SRFA	6	0.012075522	692.340806	0.019922269	36	52	13	0	0	3
SRFA	6	0.018059322	438.037566	-0.003317067	25	10	8	0	0	3
SRFA	6	0.058547837	632.064956	-0.013009739	27	20	18	0	0	8
SRFA	6	0.013937672	394.035846	-0.020406773	17	14	9	0	1	6
SRFA	6	0.46867703	340.079426	-0.018569192	15	16	9	0	0	9
SRFA	6	0.007027703	824.164696	-0.050978888	35	36	23	0	0	2
SRFA	6	0.009068415	322.116486	-0.001518084	15	18	6	2	0	5
SRFA	6	0.033876804	379.053936	-0.025996301	16	13	10	1	0	8
SRFA	6	0.062940274	474.173726	-0.001588026	21	30	12	0	0	8
SRFA	6	0.006161381	680.225806	0.064191919	39	36	11	0	0	1
SRFA	6	0.062615526	238.084126	0.009740255	12	14	5	0	0	7
SRFA	6	0.005335285	553.077066	-0.360253592	37	15	3	1	1	1
SRFA	6	0.099470003	714.106826	-0.004320082	32	26	19	0	0	7
SRFA	6	0.184276312	584.080216	-0.007367139	27	20	15	0	0	8
SRFA	6	0.035802726	320.032086	-0.006558717	18	8	6	0	0	5
SRFA	6	0.010382123	503.118946	-0.365937322	31	21	4	1	1	2
SRFA	6	0.008386542	960.289936	-0.002714805	45	52	23	0	0	1
SRFA	6	0.0242001	598.277796	-0.003204197	33	42	10	0	0	4
SRFA	6	0.006305605	424.090666	0.000719	21	16	8	2	0	2
SRFA	6	0.005484414	425.041646	-0.051119696	17	15	10	1	1	1
SRFA	6	0.005429472	659.163956	0.099571585	34	29	13	1	0	1
SRFA	6	0.017758121	572.064956	-0.014374242	22	20	18	0	0	6
SRFA	6	0.00645179	436.261356	-0.008836446	28	36	4	0	0	1
SRFA	6	0.01398869	888.159656	0.003766215	39	36	24	0	0	1
SRFA	6	0.239685573	484.194456	-0.012777924	23	32	11	0	0	9
SRFA	6	0.065935608	634.132256	0.000181	32	26	14	0	0	7
SRFA	6	0.007271999	507.043766	-0.018014224	24	13	12	1	0	4
SRFA	6	0.124372579	622.117016	0.02603208	27	26	17	0	0	7
SRFA	6	0.00712287	472.058296	-0.0145893	29	12	7	0	0	2
SRFA	6	0.129841295	542.163536	-0.036950106	24	30	14	0	0	7
SRFA	6	0.012103974	860.216356	-0.027438446	43	40	19	0	0	2
SRFA	6	0.025538336	443.061426	-0.426970142	28	13	3	1	1	4
SRFA	6	0.012713245	602.121316	0.031261142	35	22	10	0	0	2
SRFA	6	0.014247703	383.097826	-0.455972308	24	17	2	1	1	2
SRFA	6	0.09559265	526.241396	-0.031181508	26	38	11	0	0	9
SRFA	6	0.02200241	407.158016	-0.002500258	20	25	8	1	0	6
SRFA	6	0.025659013	372.027006	0.008765493	21	8	7	0	0	5
SRFA	6	0.091898765	688.236746	0.036262231	34	40	15	0	0	7
SRFA	6	0.005485395	788.101296	-0.068177784	41	24	17	0	0	1
SRFA	6	0.021525589	742.320056	-0.00104133	39	50	14	0	0	4
SRFA	6	0.007818479	460.031156	-0.014509887	17	16	13	0	1	3
SRFA	6	0.023134612	578.033266	-0.007060147	27	14	15	0	0	8
SRFA	6	0.015360284	282.125596	0.005143099	18	18	3	0	0	6
SRFA	6	0.08248598	402.043436	-0.011941496	15	14	13	0	0	8
SRFA	6	0.006687257	303.110666	-0.022440649	16	17	5	1	0	5
SRFA	6	0.013406891	450.240626	0.003507014	28	34	5	0	0	1
SRFA	6	0.010867774	448.082796	-0.018440788	21	20	9	0	1	2
SRFA	6	0.013128255	475.090326	-0.011286275	25	17	9	1	0	3
SRFA	6	0.028464011	418.183896	-0.003522374	19	30	10	0	0	7
SRFA	6	0.035182663	385.100896	-0.000197	16	19	10	1	0	8
SRFA	6	0.016780933	692.246896	0.006120649	37	40	13	0	0	3
SRFA	6	0.006635258	465.033196	-0.031008539	22	11	11	1	0	4
SRFA	6	0.011975449	497.087256	-0.362045089	35	15	1	1	1	2
SRFA	6	0.008187377	428.158346	-0.012497713	22	24	7	2	0	2
SRFA	6	0.005643354	562.605166	-0.180391163	39	78	1	0	0	2
SRFA	6	0.006403716	326.224576	-0.013343568	22	30	2	0	0	2
SRFA	6	0.226819275	484.100566	0.008793627	24	20	11	0	0	9
SRFA	6	0.006005384	657.127276	0.251299872	37	23	11	1	0	1
SRFA	6	0.008315902	464.179486	0.011247804	22	28	9	2	0	2
SRFA	6	0.009254826	914.138886	-0.034153454	40	34	25	0	0	3
SRFA	6	0.019215071	860.310276	-0.004704117	42	52	19	0	0	2
SRFA	6	0.007176832	602.145356	0.117518136	42	22	1	2	1	2
SRFA	6	0.013982803	232.058306	0.013414732	9	12	7	0	0	7
SRFA	6	0.005977913	896.091956	-0.01227441	39	28	25	0	0	1
SRFA	6	0.010092695	506.051896	-0.004167557	22	18	12	0	1	2
SRFA	6	0.010172165	510.091066	0.012372301	24	18	11	2	0	2
SRFA	6	0.023116952	532.303616	-0.005092958	30	44	8	0	0	4
SRFA	6	0.040133353	384.214806	0.006176233	20	32	7	0	0	8
SRFA	6	0.01772182	684.299336	0.021424834	33	48	15	0	0	3
SRFA	6	0.028345296	478.105256	0.006046786	29	18	7	0	0	3
SRFA	6	0.104756233	668.101356	0.009383307	31	24	17	0	0	7
SRFA	6	0.005626675	473.189716	0.010228456	21	31	11	1	0	1
SRFA	6	0.009354899	594.177086	-0.021375782	28	34	12	0	1	2
SRFA	6	0.005709089	418.116466	-0.049003093	23	18	6	2	0	1
SRFA	6	0.131999741	572.189376	-0.001445326	29	32	12	0	0	8
SRFA	6	0.011493723	954.206616	0.013752787	44	42	24	0	0	1
SRFA	6	0.018416447	564.235936	0.005219448	32	36	9	0	0	3
SRFA	6	0.008639669	670.205056	0.043418055	37	34	12	0	0	1
SRFA	6	0.005709089	218.073176	0.050565595	16	10	1	0	0	2
SRFA	6	0.008090247	550.107116	0.022255665	23	22	14	2	0	1
SRFA	6	0.008144208	539.061426	-0.350932177	36	13	3	1	1	2
SRFA	6	0.01499531	710.090786	0.00138433	36	22	16	0	0	2
SRFA	6	0.026118173	738.309886	-7.18e-05	36	50	16	0	0	4
SRFA	6	0.020227579	460.103916	-0.03845001	19	24	11	0	1	4
SRFA	6	0.010802039	497.050866	-0.3711089	34	11	2	1	1	2
SRFA	6	0.005188118	611.067336	-0.249599334	35	17	8	1	1	2
SRFA	6	0.074774442	634.095866	-0.006902742	31	22	15	0	0	7
SRFA	6	0.010836378	802.247286	0.000303	42	42	16	0	0	2
